total_rows,stable_rows,best_loss,best_theta12,best_theta23,best_theta13,best_J,best_kappa0,best_p,best_cabibbo,best_eps_cp,best_a23_r,best_a23_i,best_a13
78125,46590,0.09245381545251408,13.150832035817984,2.402107146079146,0.21289510028701042,2.978361677606796e-05,0.4095,2.28,0.23,0.01575,0.39899999999999997,0.152,0.28
