candidate,m1_proxy,m2_proxy,m3_proxy,dm21_proxy,dm31_proxy,R_proxy,R_obs,log_ratio_loss,ordering
m_C_kappa_over_gap,1.0,7.262591436464165,42.947638404925804,51.745234373002624,1843.4996445602578,0.028069023243747767,0.02947953913388955,0.049029841410768105,normal
m_D_instability,1.0,5.466054363986765,26.83411344975554,28.877750310058758,719.0696446343512,0.04015987954093538,0.02947953913388955,0.30917204188011865,normal
m_B_kappa,1.0,2.793305524173876,7.145070074366034,6.802555751380292,50.05202636760104,0.13590969727019134,0.02947953913388955,1.5282942405161104,normal
m_F_chi_kappa,1.0,2.423313529557161,5.647815152603734,4.872448462534786,30.897815997980334,0.15769556213465954,0.02947953913388955,1.6769699183649114,normal
m_A_inv_gap,1.0,2.599998952356666,6.010807166049586,5.759994552255759,35.12980278743306,0.16396319065919365,0.02947953913388955,1.7159455214119614,normal
m_E_sqrt_instability,1.0,2.3379594444700627,5.1801653882627665,4.466054363986764,25.834113449755538,0.17287430329950126,0.02947953913388955,1.7688683258742235,normal
