total_rows,physical_count,best_loss,best_a23_r,best_a23_i,best_a13,best_theta12,best_theta23,best_theta13,best_J,best_absJ
392,252,0.259026386718431,0.36,0.19333333333333333,0.25,13.152964860463818,2.4034764541901783,0.24231561351982117,2.8968639955075787e-05,2.8968639955075787e-05
