scale,cp_e,cp_rel,beta_e,beta_rel,phase_e,phase_rel,cp_nu,beta_nu,phase_nu,w_e,w_nu,theta12,theta23,theta13,J,absJ,unitarity_defect,raw_leakage,L12,L23,L13,LJ,Lsign,loss
2.43,0.066,0.1035,-0.004,-0.0078,-0.018,0.0705,0.16949999999999998,-0.0118,0.05249999999999999,-10.0,12.0,35.824890734852424,48.1795004840746,8.107754427485297,-0.02750495705129277,0.02750495705129277,9.170667789187288e-16,0.0,252.78683631933097,32.142569814937595,237.41218812160665,323.28657777156167,0.0,845.6281720274369
