kappa0,p,a23_r,a23_i,a13,eps_cp,cabibbo,beta_mass,mass_amp,K1_오,K2_미,K3_신,K4_유,K5_술,K6_해,m1,m2,m3,m2_m1,m3_m2,m3_m1,hierarchy_depth
0.42,0.5,0.42,0.16,0.28,0.015,0.23,8,6.78908584544717,0.17146428199482247,0.2424871130596428,0.29698484809834996,0.34292856398964494,0.38340579025361626,0.42,1.267870684612095e-06,0.9999999999991077,788723.9701468059,788723.9701461019,788723.9701475096,622085501084.1393,11.793850079380716
0.42,2.25,0.42,0.16,0.28,0.015,0.23,10,6.7783018497824905,0.00745433621620651,0.03545899866374098,0.08829412360164002,0.168672374007171,0.27867081439294034,0.42,1.2955131330414066e-06,1.0000000000003482,771894.9152235566,771894.9152238248,771894.9152232878,595821760147.9812,11.77511636014056
0.42,2.5,0.42,0.16,0.28,0.015,0.23,10,6.612587993483419,0.004762896722078401,0.026943012562182532,0.07424621202458749,0.15241269510650884,0.2662540210094558,0.42,1.8045920785798266e-06,0.9999999999965915,554141.8539235627,554141.8539216736,554141.8539254515,307073194269.8429,11.48724190667818
0.42,0.75,0.42,0.16,0.28,0.015,0.23,8,6.532088169379598,0.10955592060513011,0.18425036181334892,0.24973349415057142,0.30987093751609,0.36632229878723693,0.42,2.1198264438094254e-06,0.99999999999927,471736.73246709444,471736.7324667505,471736.7324674388,222535544758.73123,11.347399389068293
0.42,2.75,0.42,0.16,0.28,0.015,0.23,10,6.460426359681593,0.003043220016809169,0.020472262423705433,0.062433373537642854,0.13772041667381776,0.25439048526891456,0.42,2.4464985488688568e-06,0.9999999999999775,408747.43230988295,408747.43230987375,408747.43230989214,167074463419.92236,11.222910075008114
0.42,3.0,0.42,0.16,0.28,0.015,0.23,10,6.3204166666666675,0.001944444444444444,0.015555555555555552,0.0525,0.12444444444444441,0.2430555555555556,0.42,3.237097919717289e-06,1.0000000000056866,308918.67493688146,308918.674938638,308918.67493512476,95430747724.75859,10.979688326650713
0.42,1.0,0.42,0.16,0.28,0.015,0.23,8,6.299999999999999,0.06999999999999999,0.13999999999999999,0.21,0.27999999999999997,0.35,0.42,3.3720152341391917e-06,1.0000000000009361,296558.5652982024,296558.5652984798,296558.5652979248,87946982651.7281,10.944220943961945
0.42,3.25,0.42,0.16,0.28,0.015,0.23,10,6.191329907580132,0.0012423893693677517,0.011819666221246992,0.04414706180082001,0.112448249338114,0.2322256786607836,0.42,4.190628584310585e-06,0.999999999990429,238627.68553241127,238627.68553012735,238627.68553469516,56943172302.55536,10.755441658018485
0.42,1.25,0.42,0.16,0.28,0.015,0.23,8,6.089871048167314,0.044726017297239073,0.10637699599122294,0.17658824720328004,0.2530085610107565,0.33440497727152835,0.42,5.133401303624609e-06,0.9999999999998436,194802.61543041974,194802.61543038927,194802.6154304502,37948058978.532005,10.579189566885747
0.42,3.5,0.42,0.16,0.28,0.015,0.23,10,6.07208511440766,0.0007938161203464001,0.008981004187394177,0.037123106012293745,0.10160846340433921,0.22187835084121313,0.42,5.319292624263941e-06,1.000000000000821,187994.9216251991,187994.92162535357,187994.92162504475,35342090556.86478,10.548292235336488
0.42,3.75,0.42,0.16,0.28,0.015,0.23,10,5.961729474316505,0.0005072033361348615,0.006824087474568478,0.031216686768821427,0.0918136111158785,0.21199207105742882,0.42,6.632962979923088e-06,1.0000000000027887,150762.1862245939,150762.18622501404,150762.18622417346,22729236795.219086,10.35658485318253
