winding,asym,noise,theta12_deg,theta23_deg,theta13_deg,Jarlskog,absJ,gap34,unitarity_defect,m1_eV,m2_eV,m3_eV,sum_mnu_eV,dm21_pred,dm31_pred,R_pred,R_obs,ratio_relative_error,below_cosmo_limit
6.0,0.04,0.0,2.7005100679151967e-14,2.160335696479277e-14,2.020800497543015e-14,0.0,0.0,3.0098030261543243,1.3145100892960652e-15,0.0011684767589265,0.0084861693030875,0.0501833173269379,0.059837963388952,7.064973150451313e-05,0.002517,0.0280690232437477,0.0294795391338895,-0.047847284305753,True
