N_gen,best_score,mean_score,best_survival,mean_survival,min_condition,mean_condition,min_unitarity,mean_unitarity,max_absJ,mean_entropy,max_rank
1,0.7686217868402407,0.7686217868402406,0.7686217868399069,0.7686217868399065,1.0,1.0,0.0,2.6818655697286707e-16,0.0,0.0,1
2,1.4719684546024423,0.589581322188452,1.3991175646856773,0.3029959720160127,1.0283034062655103,21.086082160532545,0.0394694749586925,1.636589412805422,0.0,1.1321236422314427,2
3,1.8490651246391088,0.6166645575138355,1.4275154830153314,0.2673478667956054,1.1643371060019838,87.32970355942538,0.2150162831020114,3.3001206248550687,1.1102230246251563e-16,1.7745405006595223,3
4,2.2866638431775885,0.6806575752167854,1.616598378418948,0.27048990319772465,1.231767034078292,131.8525222426564,0.297045660594484,5.077200173934384,1.1102230246251563e-16,2.2011733334586387,4
5,2.850016028860609,0.734507651489324,2.0081422031840623,0.27477999239492434,1.2333019140129506,179.06432656501028,0.3003758408500716,6.9348883913011194,1.1102230246251563e-16,2.524991467806257,5
6,3.24430587808843,0.7917192626364887,2.1671479164950105,0.27706269340166023,1.2376146298720576,210.999577475792,0.3701060115641156,8.85342072958057,1.1102230246251563e-16,2.7806390037959074,6
7,3.777883996596776,0.8430662846886843,2.518353968246135,0.2842277732430569,1.2385838806048228,244.04496495973112,0.3724936532866059,10.813279150189484,1.1102230246251563e-16,2.993315494859727,7
8,4.118481798714387,0.8940678573833181,2.6011514323124767,0.28504918356653414,1.276469478486754,271.7227209283202,0.4308218153598973,12.810528081057997,1.1102230246251563e-16,3.1739330056249493,8
