we,wnu,ae,anu,theta12,theta23,theta13,J,absJ,unitarity_defect,gap_e,gap_nu,loss
-10,12,0.01999999999999999,0.06,36.046341285886726,27.316848774158338,22.743536500506078,-0.06271143346857425,0.06271143346857425,1.3090879903447757e-15,1.0800124045672772,1.0332349830373775,293.5231106583781
10,-12,0.01999999999999999,0.06,36.046341285886726,27.316848774158338,22.743536500506078,0.06271143346857425,0.06271143346857425,1.3090879903447757e-15,1.0800124045672772,1.0332349830373775,293.5231106583781
-10,-6,0.07999999999999999,-0.020000000000000004,31.375252059926833,3.2756041200529755,3.942918865214382,0.0017020326663683971,0.0017020326663683971,6.213534556920535e-16,1.104389817392146,3.0338164744926432,293.53325292812326
10,6,0.07999999999999999,-0.020000000000000004,31.375252059926833,3.2756041200529755,3.942918865214382,-0.0017020326663683971,0.0017020326663683971,6.213534556920535e-16,1.104389817392146,3.0338164744926432,293.53325292812326
-12,-12,-0.060000000000000005,-0.08,18.887617482526164,9.770803051138621,3.170323723618734,-0.0007882282187971143,0.0007882282187971143,1.213994142801305e-15,1.0540945295266684,1.0719850965045037,293.8066257025433
12,12,-0.060000000000000005,-0.08,18.887617482526164,9.770803051138621,3.170323723618734,0.0007882282187971143,0.0007882282187971143,1.213994142801305e-15,1.0540945295266684,1.0719850965045037,293.8066257025433
8,6,0.0,-0.08,3.461816418144148,59.29683298752501,12.95752281247231,0.0005946043228590163,0.0005946043228590163,9.538392452234968e-16,1.1772209291938167,3.041966809647862,294.70252162766974
-8,-6,0.0,-0.08,3.461816418144148,59.29683298752501,12.95752281247231,-0.0005946043228590163,0.0005946043228590163,9.538392452234968e-16,1.1772209291938167,3.041966809647862,294.70252162766974
10,-12,0.01999999999999999,0.1,27.94393314097139,22.737627541673486,22.858452829385328,0.04354006123455442,0.04354006123455442,1.3569042069483747e-15,1.0800124045672772,1.0436355298146363,294.84484319954373
-10,12,0.01999999999999999,0.1,27.94393314097139,22.737627541673486,22.858452829385328,-0.04354006123455442,0.04354006123455442,1.3569042069483747e-15,1.0800124045672772,1.0436355298146363,294.84484319954373
10,-6,-0.1,-0.020000000000000004,32.423381247032346,60.07481737987111,23.977632190559845,-0.06518613172242621,0.06518613172242621,2.7476618026966064e-16,1.0635732977383383,3.0338164744926432,294.8464653614537
-10,6,-0.1,-0.020000000000000004,32.423381247032346,60.07481737987111,23.977632190559845,0.06518613172242621,0.06518613172242621,2.7476618026966064e-16,1.0635732977383383,3.0338164744926432,294.8464653614537
10,-10,-0.1,-0.020000000000000004,41.73233319614463,57.43568181393543,24.9837116018914,0.027244586526393326,0.027244586526393326,8.032949818509657e-16,1.0635732977383383,1.0723310378235709,295.04145707238746
-10,10,-0.1,-0.020000000000000004,41.73233319614463,57.43568181393543,24.9837116018914,-0.027244586526393326,0.027244586526393326,8.032949818509657e-16,1.0635732977383383,1.0723310378235709,295.04145707238746
-10,-12,-0.060000000000000005,-0.1,48.43738530513492,32.00025916053649,22.309459626791234,-0.053053375863097815,0.053053375863097815,1.7511189306282847e-15,1.0665281428175768,1.087375865468829,295.60304829262265
10,12,-0.060000000000000005,-0.1,48.43738530513492,32.00025916053649,22.309459626791234,0.053053375863097815,0.053053375863097815,1.7511189306282847e-15,1.0665281428175768,1.087375865468829,295.60304829262265
10,6,0.1,-0.04000000000000001,24.18978093835659,5.657796211355522,3.3104546023970585,-0.0018980176792844881,0.0018980176792844881,8.8267939929495575e-16,1.1146030810050875,3.037769026520539,295.95779741054935
-10,-6,0.1,-0.04000000000000001,24.18978093835659,5.657796211355522,3.3104546023970585,0.0018980176792844881,0.0018980176792844881,8.8267939929495575e-16,1.1146030810050875,3.037769026520539,295.95779741054935
8,-6,0.01999999999999999,0.07999999999999999,64.07493978827141,32.33271256039858,14.000044135736731,-0.03508224609359302,0.03508224609359302,6.46835852063077e-16,1.1659379496017175,2.9770241668038424,296.10198242085426
-8,6,0.01999999999999999,0.07999999999999999,64.07493978827141,32.33271256039858,14.000044135736731,0.03508224609359302,0.03508224609359302,6.46835852063077e-16,1.1659379496017175,2.9770241668038424,296.10198242085426
-8,-8,-0.08,-0.020000000000000004,41.827099478004804,7.398078487901625,17.041978426359332,0.014233263931074925,0.014233263931074925,6.934772711809444e-16,1.1739175387917256,1.1821650536412582,296.14218119230253
8,8,-0.08,-0.020000000000000004,41.827099478004804,7.398078487901625,17.041978426359332,-0.014233263931074925,0.014233263931074925,6.934772711809444e-16,1.1739175387917256,1.1821650536412582,296.14218119230253
-6,-10,0.0,0.1,39.093750530155816,3.7114161745881233,3.818900842094472,-0.0019494274949496525,0.0019494274949496525,8.580272695936451e-16,3.028185228836953,1.1146030810050875,296.59800533686973
6,10,0.0,0.1,39.093750530155816,3.7114161745881233,3.818900842094472,0.0019494274949496525,0.0019494274949496525,8.580272695936451e-16,3.028185228836953,1.1146030810050875,296.59800533686973
12,12,0.0,0.07999999999999999,6.320498754122854,23.28255284938492,7.096483154832697,0.0020085021933504833,0.0020085021933504833,1.0882960236627519e-15,1.003899934274421,1.039106764979826,296.6525827883838
-12,-12,0.0,0.07999999999999999,6.320498754122854,23.28255284938492,7.096483154832697,-0.0020085021933504833,0.0020085021933504833,1.0882960236627519e-15,1.003899934274421,1.039106764979826,296.6525827883838
12,-12,0.0,0.07999999999999999,6.320498754122802,23.282552849384906,7.096483154832727,-0.002008502193350509,0.002008502193350509,9.93462822031259e-16,1.003899934274421,1.039106764979826,296.6525827883845
-12,12,0.0,0.07999999999999999,6.320498754122802,23.282552849384906,7.096483154832727,0.002008502193350509,0.002008502193350509,9.93462822031259e-16,1.003899934274421,1.039106764979826,296.6525827883845
-12,10,-0.060000000000000005,-0.060000000000000005,23.86601128431168,35.58133196582925,24.45734255017604,0.0372469736514721,0.0372469736514721,9.456391210727793e-16,1.0540945295266684,1.0665281428175768,297.0317663691851
12,-10,-0.060000000000000005,-0.060000000000000005,23.86601128431168,35.58133196582925,24.45734255017604,-0.0372469736514721,0.0372469736514721,9.456391210727793e-16,1.0540945295266684,1.0665281428175768,297.0317663691851
10,6,0.07999999999999999,0.0,39.43439726050576,2.463469900833154,5.531822950141492,-0.0017888302274582588,0.0017888302274582588,9.336648540077692e-16,1.104389817392146,3.028185228836953,297.42267121097143
-10,-6,0.07999999999999999,0.0,39.43439726050576,2.463469900833154,5.531822950141492,0.0017888302274582588,0.0017888302274582588,9.336648540077692e-16,1.104389817392146,3.028185228836953,297.42267121097143
-8,8,-0.04000000000000001,-0.08,23.802830216890975,40.797302799758654,24.755030399962177,-0.043226138273903335,0.043226138273903335,1.5202354861220295e-15,1.1819662937132152,1.1739175387917256,298.0600522087141
8,-8,-0.04000000000000001,-0.08,23.802830216890975,40.797302799758654,24.755030399962177,0.043226138273903335,0.043226138273903335,1.5202354861220295e-15,1.1819662937132152,1.1739175387917256,298.0600522087141
8,-10,-0.060000000000000005,-0.08,27.227452327111195,36.5132676836048,24.807633312432756,-0.018811318628474717,0.018811318628474717,8.625082803515285e-16,1.1787129439576514,1.0647288003033644,298.15101170744157
-8,10,-0.060000000000000005,-0.08,27.227452327111195,36.5132676836048,24.807633312432756,0.018811318628474717,0.018811318628474717,8.625082803515285e-16,1.1787129439576514,1.0647288003033644,298.15101170744157
-6,-10,-0.04000000000000001,0.1,24.2413340816234,5.887151088086036,2.8818084025169344,-0.0018980176792844985,0.0018980176792844985,4.347923781443981e-16,3.037769026520539,1.1146030810050875,298.19932544531815
6,10,-0.04000000000000001,0.1,24.2413340816234,5.887151088086036,2.8818084025169344,0.0018980176792844985,0.0018980176792844985,4.347923781443981e-16,3.037769026520539,1.1146030810050875,298.19932544531815
10,6,0.1,0.0,39.04269532928668,3.005150010734064,4.396021875471199,-0.0019494274949496335,0.0019494274949496335,1.133350919282977e-15,1.1146030810050875,3.028185228836953,298.4982479409198
-10,-6,0.1,0.0,39.04269532928668,3.005150010734064,4.396021875471199,0.0019494274949496335,0.0019494274949496335,1.133350919282977e-15,1.1146030810050875,3.028185228836953,298.4982479409198
10,-10,0.01999999999999999,-0.060000000000000005,10.61464252292509,24.60650654661541,17.94696585444049,0.013082429902284932,0.013082429902284932,5.570650597735148e-16,1.0800124045672772,1.0665281428175768,299.6961385428942
-10,10,0.01999999999999999,-0.060000000000000005,10.61464252292509,24.60650654661541,17.94696585444049,-0.013082429902284932,0.013082429902284932,5.570650597735148e-16,1.0800124045672772,1.0665281428175768,299.6961385428942
10,12,0.01999999999999999,0.1,60.4199560556804,76.62316194747683,14.070802451197544,0.02199395808876052,0.02199395808876052,1.1619280920157892e-15,1.0800124045672772,1.0436355298146363,299.8020376987296
-10,-12,0.01999999999999999,0.1,60.4199560556804,76.62316194747683,14.070802451197544,-0.02199395808876052,0.02199395808876052,1.1619280920157892e-15,1.0800124045672772,1.0436355298146363,299.8020376987296
-12,-12,-0.04000000000000001,0.0,13.952849820330265,14.160156734994324,2.7529245863432465,-0.002575419255212298,0.002575419255212298,1.0548973127267038e-15,1.0351594259879517,1.003899934274421,299.8290395392555
12,12,-0.04000000000000001,0.0,13.952849820330265,14.160156734994324,2.7529245863432465,0.002575419255212298,0.002575419255212298,1.0548973127267038e-15,1.0351594259879517,1.003899934274421,299.8290395392555
-12,12,-0.04000000000000001,0.0,13.952849820330304,14.16015673499433,2.7529245863431946,-0.002575419255212221,0.002575419255212221,1.811586684423183e-15,1.0351594259879517,1.003899934274421,299.8290395392559
12,-12,-0.04000000000000001,0.0,13.952849820330304,14.16015673499433,2.7529245863431946,0.002575419255212221,0.002575419255212221,1.811586684423183e-15,1.0351594259879517,1.003899934274421,299.8290395392559
10,8,0.04000000000000001,0.0,9.673301738986174,46.70707171755052,20.097831498630146,0.006963836124685517,0.006963836124685517,1.405567122891122e-15,1.085691128904503,1.1772209291938167,299.8677869510414
-10,-8,0.04000000000000001,0.0,9.673301738986174,46.70707171755052,20.097831498630146,-0.006963836124685517,0.006963836124685517,1.405567122891122e-15,1.085691128904503,1.1772209291938167,299.8677869510414
-6,-12,-0.060000000000000005,-0.060000000000000005,56.089278660355575,35.86114892634676,19.097135300045295,0.06416924525475488,0.06416924525475488,1.40984254408244e-15,3.0403998933338126,1.0540945295266684,300.23188585728116
6,12,-0.060000000000000005,-0.060000000000000005,56.089278660355575,35.86114892634676,19.097135300045295,-0.06416924525475488,0.06416924525475488,1.40984254408244e-15,3.0403998933338126,1.0540945295266684,300.23188585728116
6,-8,0.1,0.06,49.8357341280684,12.790798044266428,17.286724012522775,-0.016257155275428953,0.016257155275428953,9.385735754658351e-16,2.9531404001117334,1.1298509134798191,300.39200909465666
-6,8,0.1,0.06,49.8357341280684,12.790798044266428,17.286724012522775,0.016257155275428953,0.016257155275428953,9.385735754658351e-16,2.9531404001117334,1.1298509134798191,300.39200909465666
8,6,0.01999999999999999,-0.08,1.7240745184052522,50.877061821639124,12.39466110979605,-0.002760984201864404,0.002760984201864404,1.5569203598009915e-15,1.1659379496017175,3.041966809647862,300.61232072633794
-8,-6,0.01999999999999999,-0.08,1.7240745184052522,50.877061821639124,12.39466110979605,0.002760984201864404,0.002760984201864404,1.5569203598009915e-15,1.1659379496017175,3.041966809647862,300.61232072633794
-6,-10,0.07999999999999999,0.01999999999999999,65.45320311029431,33.33715638154057,12.238109536166954,0.02204303164281063,0.02204303164281063,1.407791962355122e-15,2.9770241668038424,1.0800124045672772,301.59083718739004
6,10,0.07999999999999999,0.01999999999999999,65.45320311029431,33.33715638154057,12.238109536166954,-0.02204303164281063,0.02204303164281063,1.407791962355122e-15,2.9770241668038424,1.0800124045672772,301.59083718739004
-8,-12,0.04000000000000001,-0.08,40.223850844740035,79.73218276049472,22.08174364923056,-0.021586557879959386,0.021586557879959386,2.408955720573085e-15,1.1494404356128516,1.0719850965045037,301.9893193760791
8,12,0.04000000000000001,-0.08,40.223850844740035,79.73218276049472,22.08174364923056,0.021586557879959386,0.021586557879959386,2.408955720573085e-15,1.1494404356128516,1.0719850965045037,301.9893193760791
6,10,0.01999999999999999,0.07999999999999999,47.078510199075176,7.147731397923261,3.822058951239335,0.0014856117463901766,0.0014856117463901766,9.514772457165195e-16,3.0203916698936415,1.104389817392146,302.7784437771143
-6,-10,0.01999999999999999,0.07999999999999999,47.078510199075176,7.147731397923261,3.822058951239335,-0.0014856117463901766,0.0014856117463901766,9.514772457165195e-16,3.0203916698936415,1.104389817392146,302.7784437771143
8,-6,0.0,0.1,64.37627136956257,44.153488115441114,16.07984274272978,-0.04245528783087792,0.04245528783087792,1.6299164902803313e-15,1.1772209291938167,2.9531404001117334,302.86317935072844
-8,6,0.0,0.1,64.37627136956257,44.153488115441114,16.07984274272978,0.04245528783087792,0.04245528783087792,1.6299164902803313e-15,1.1772209291938167,2.9531404001117334,302.86317935072844
12,-12,0.06,-0.04000000000000001,15.76268109457935,8.808188827966461,5.356530815063988,-0.0031411911098151585,0.0031411911098151585,1.999480837483324e-15,1.0332349830373775,1.0351594259879517,303.0391202300624
-12,12,0.06,-0.04000000000000001,15.76268109457935,8.808188827966461,5.356530815063988,0.0031411911098151585,0.0031411911098151585,1.999480837483324e-15,1.0332349830373775,1.0351594259879517,303.0391202300624
-10,10,0.1,-0.020000000000000004,22.35431867810961,61.00560971548523,24.508502896969535,0.040493465601791005,0.040493465601791005,1.1777737653916845e-15,1.1146030810050875,1.0723310378235709,303.13034003474814
10,-10,0.1,-0.020000000000000004,22.35431867810961,61.00560971548523,24.508502896969535,-0.040493465601791005,0.040493465601791005,1.1777737653916845e-15,1.1146030810050875,1.0723310378235709,303.13034003474814
-6,-6,0.06,0.0,19.56781890136601,10.09998892398049,1.6357494401416055,0.0015110339394003042,0.0015110339394003042,6.541080753268353e-16,2.995638201221282,3.028185228836953,303.2441390090913
6,6,0.06,0.0,19.56781890136601,10.09998892398049,1.6357494401416055,-0.0015110339394003042,0.0015110339394003042,6.541080753268353e-16,2.995638201221282,3.028185228836953,303.2441390090913
10,-6,0.06,0.06,49.9335745006111,57.541271057417404,22.024081509667397,0.06632938689222272,0.06632938689222272,9.077494845529128e-16,1.0940665341955875,2.995638201221282,303.8928372690029
-10,6,0.06,0.06,49.9335745006111,57.541271057417404,22.024081509667397,-0.06632938689222272,0.06632938689222272,9.077494845529128e-16,1.0940665341955875,2.995638201221282,303.8928372690029
-6,-6,0.0,-0.060000000000000005,24.23649376860811,6.62181049753825,1.9551858079538194,0.0012859133278296173,0.0012859133278296173,1.0045937324643537e-15,3.028185228836953,3.0403998933338126,304.0996834826195
6,6,0.0,-0.060000000000000005,24.23649376860811,6.62181049753825,1.9551858079538194,-0.0012859133278296173,0.0012859133278296173,1.0045937324643537e-15,3.028185228836953,3.0403998933338126,304.0996834826195
12,-12,-0.1,0.0,59.33722123495368,38.90403292458913,18.950179662229672,0.011131947839471187,0.011131947839471187,5.655092105929845e-16,1.087375865468829,1.003899934274421,304.61221945084316
-12,-12,-0.1,0.0,59.33722123495361,38.90403292458913,18.950179662229715,-0.01113194783947117,0.01113194783947117,1.293326807432916e-15,1.087375865468829,1.003899934274421,304.61221945084316
12,12,-0.1,0.0,59.33722123495361,38.90403292458913,18.950179662229715,0.01113194783947117,0.01113194783947117,1.293326807432916e-15,1.087375865468829,1.003899934274421,304.61221945084316
-12,12,-0.1,0.0,59.33722123495368,38.90403292458913,18.950179662229672,-0.011131947839471187,0.011131947839471187,5.655092105929845e-16,1.087375865468829,1.003899934274421,304.61221945084316
-10,10,0.07999999999999999,-0.020000000000000004,20.496704950743457,63.43466031318154,23.98715952000233,0.040771712413911754,0.040771712413911754,1.9196798306196156e-15,1.104389817392146,1.0723310378235709,305.1626973653058
10,-10,0.07999999999999999,-0.020000000000000004,20.496704950743457,63.43466031318154,23.98715952000233,-0.040771712413911754,0.040771712413911754,1.9196798306196156e-15,1.104389817392146,1.0723310378235709,305.1626973653058
-12,12,-0.1,-0.020000000000000004,57.89134895971519,35.52733238162029,19.14743078075144,-0.05601343082865454,0.05601343082865454,1.3676575726815497e-15,1.087375865468829,1.0169878828320382,305.18626834916455
12,-12,-0.1,-0.020000000000000004,57.89134895971519,35.52733238162029,19.14743078075144,0.05601343082865454,0.05601343082865454,1.3676575726815497e-15,1.087375865468829,1.0169878828320382,305.18626834916455
6,10,0.06,0.04000000000000001,60.19503769113242,22.131997900286223,3.6505174978852235,-0.009266207130763773,0.009266207130763773,9.94757661657432e-16,2.995638201221282,1.085691128904503,305.24085848873614
-6,-10,0.06,0.04000000000000001,60.19503769113242,22.131997900286223,3.6505174978852235,0.009266207130763773,0.009266207130763773,9.94757661657432e-16,2.995638201221282,1.085691128904503,305.24085848873614
-8,-12,0.06,-0.060000000000000005,55.452735490379766,66.24937291349771,20.279049307689622,-0.05137424676489944,0.05137424676489944,1.1042008894108528e-15,1.1298509134798191,1.0540945295266684,305.5543260009418
8,12,0.06,-0.060000000000000005,55.452735490379766,66.24937291349771,20.279049307689622,0.05137424676489944,0.05137424676489944,1.1042008894108528e-15,1.1298509134798191,1.0540945295266684,305.5543260009418
10,8,-0.020000000000000004,-0.08,20.992784904730993,43.36739722757212,24.04601992636953,0.05633497324819894,0.05633497324819894,9.48016460061904e-16,1.0723310378235709,1.1739175387917256,305.7080378214194
-10,-8,-0.020000000000000004,-0.08,20.992784904730993,43.36739722757212,24.04601992636953,-0.05633497324819894,0.05633497324819894,9.48016460061904e-16,1.0723310378235709,1.1739175387917256,305.7080378214194
12,10,-0.08,0.1,3.884458125970906,55.48020404825943,16.290473785475488,0.007582748403625775,0.007582748403625775,8.449652682262468e-16,1.0719850965045037,1.1146030810050875,306.21864556966426
-12,-10,-0.08,0.1,3.884458125970906,55.48020404825943,16.290473785475488,-0.007582748403625775,0.007582748403625775,8.449652682262468e-16,1.0719850965045037,1.1146030810050875,306.21864556966426
-10,6,-0.08,-0.04000000000000001,24.065653133485238,57.59827029609965,24.477223155139693,0.05621570223344116,0.05621570223344116,1.1090514681397379e-15,1.0647288003033644,3.037769026520539,306.3021242390104
10,-6,-0.08,-0.04000000000000001,24.065653133485238,57.59827029609965,24.477223155139693,-0.05621570223344116,0.05621570223344116,1.1090514681397379e-15,1.0647288003033644,3.037769026520539,306.3021242390104
10,-8,-0.020000000000000004,-0.060000000000000005,9.471053789741669,19.160136662522522,15.330676120130681,-0.011291220244275202,0.011291220244275202,1.190915146083492e-15,1.0723310378235709,1.1787129439576514,306.75441171597254
-10,8,-0.020000000000000004,-0.060000000000000005,9.471053789741669,19.160136662522522,15.330676120130681,0.011291220244275202,0.011291220244275202,1.190915146083492e-15,1.0723310378235709,1.1787129439576514,306.75441171597254
12,8,-0.08,-0.060000000000000005,50.48193593031093,52.52258287268622,23.754087233738936,-0.02416218337982534,0.02416218337982534,1.3799853365199569e-15,1.0719850965045037,1.1787129439576514,306.84727239828874
-12,-8,-0.08,-0.060000000000000005,50.48193593031093,52.52258287268622,23.754087233738936,0.02416218337982534,0.02416218337982534,1.3799853365199569e-15,1.0719850965045037,1.1787129439576514,306.84727239828874
10,6,0.1,-0.060000000000000005,19.086615184051094,7.03203706947081,3.8750726518983294,-0.002100175765523969,0.002100175765523969,7.524001875955782e-16,1.1146030810050875,3.0403998933338126,306.8780249272318
-10,-6,0.1,-0.060000000000000005,19.086615184051094,7.03203706947081,3.8750726518983294,0.002100175765523969,0.002100175765523969,7.524001875955782e-16,1.1146030810050875,3.0403998933338126,306.8780249272318
-12,10,-0.08,0.1,28.53419680891323,58.452873436786355,24.81029736479196,-0.005594724763150278,0.005594724763150278,6.440848624374048e-16,1.0719850965045037,1.1146030810050875,307.16637901843814
12,-10,-0.08,0.1,28.53419680891323,58.452873436786355,24.81029736479196,0.005594724763150278,0.005594724763150278,6.440848624374048e-16,1.0719850965045037,1.1146030810050875,307.16637901843814
-8,-8,0.1,0.04000000000000001,13.001991069715228,11.220501155015123,5.784106415781627,-0.002390311959515515,0.002390311959515515,1.1348008888410888e-15,1.0870265539529829,1.1494404356128516,307.5299706349603
8,8,0.1,0.04000000000000001,13.001991069715228,11.220501155015123,5.784106415781627,0.002390311959515515,0.002390311959515515,1.1348008888410888e-15,1.0870265539529829,1.1494404356128516,307.5299706349603
12,-10,-0.060000000000000005,-0.04000000000000001,17.14210991483311,31.755499086352394,22.947073769146243,-0.027412293405517426,0.027412293405517426,1.6189571135273763e-15,1.0540945295266684,1.0690771009086155,307.75972777865104
-12,10,-0.060000000000000005,-0.04000000000000001,17.14210991483311,31.755499086352394,22.947073769146243,0.027412293405517426,0.027412293405517426,1.6189571135273763e-15,1.0540945295266684,1.0690771009086155,307.75972777865104
-8,-6,0.06,-0.04000000000000001,1.8282563711908761,37.359492871832835,10.613478148375567,-0.0008832512830006436,0.0008832512830006436,1.6764161600359084e-15,1.1298509134798191,3.037769026520539,308.30898090186093
8,6,0.06,-0.04000000000000001,1.8282563711908761,37.359492871832835,10.613478148375567,0.0008832512830006436,0.0008832512830006436,1.6764161600359084e-15,1.1298509134798191,3.037769026520539,308.30898090186093
12,-10,0.06,0.1,36.877758114067355,29.87704247576652,24.01984102752069,0.05721847854937768,0.05721847854937768,1.7422013638940487e-15,1.0332349830373775,1.1146030810050875,308.57729801144666
-12,10,0.06,0.1,36.877758114067355,29.87704247576652,24.01984102752069,-0.05721847854937768,0.05721847854937768,1.7422013638940487e-15,1.0332349830373775,1.1146030810050875,308.57729801144666
-8,-8,-0.1,-0.04000000000000001,17.699479528720115,5.974749885884781,11.841847653919677,0.005222389769122388,0.005222389769122388,9.197895826332798e-16,1.1684223444701398,1.1819662937132152,308.93007157065136
8,8,-0.1,-0.04000000000000001,17.699479528720115,5.974749885884781,11.841847653919677,-0.005222389769122388,0.005222389769122388,9.197895826332798e-16,1.1684223444701398,1.1819662937132152,308.93007157065136
8,8,0.04000000000000001,0.1,13.716014515195317,12.044190695705984,3.751249115981511,-0.0023903119595155564,0.0023903119595155564,6.997625942849866e-16,1.1494404356128516,1.0870265539529829,308.94351319618016
-8,-8,0.04000000000000001,0.1,13.716014515195317,12.044190695705984,3.751249115981511,0.0023903119595155564,0.0023903119595155564,6.997625942849866e-16,1.1494404356128516,1.0870265539529829,308.94351319618016
6,10,-0.1,0.1,14.356046017244598,10.266007302638112,4.5183312023603515,0.003230259679574368,0.003230259679574368,1.2631550722503988e-15,3.0426526836490146,1.1146030810050875,309.00168409151826
-6,-10,-0.1,0.1,14.356046017244598,10.266007302638112,4.5183312023603515,-0.003230259679574368,0.003230259679574368,1.2631550722503988e-15,3.0426526836490146,1.1146030810050875,309.00168409151826
-12,12,-0.04000000000000001,0.06,15.273206067526452,7.881671250701661,6.648970322310821,0.003141191109815214,0.003141191109815214,1.1582134321938765e-15,1.0351594259879517,1.0332349830373775,309.20105511733203
12,-12,-0.04000000000000001,0.06,15.273206067526452,7.881671250701661,6.648970322310821,-0.003141191109815214,0.003141191109815214,1.1582134321938765e-15,1.0351594259879517,1.0332349830373775,309.20105511733203
10,6,0.1,-0.1,14.045477426481932,9.822300305747138,5.422023644455888,-0.0032302596795743647,0.0032302596795743647,1.2385494359682227e-15,1.1146030810050875,3.0426526836490146,309.3437980574585
-10,-6,0.1,-0.1,14.045477426481932,9.822300305747138,5.422023644455888,0.0032302596795743647,0.0032302596795743647,1.2385494359682227e-15,1.1146030810050875,3.0426526836490146,309.3437980574585
-8,-12,-0.1,0.01999999999999999,48.741572104071416,36.46945819137777,21.248979853909507,0.07445510328438346,0.07445510328438346,1.0806450112364728e-15,1.1684223444701398,1.0143084165810892,309.39589967216057
8,12,-0.1,0.01999999999999999,48.741572104071416,36.46945819137777,21.248979853909507,-0.07445510328438346,0.07445510328438346,1.0806450112364728e-15,1.1684223444701398,1.0143084165810892,309.39589967216057
10,-10,-0.060000000000000005,-0.020000000000000004,36.12846355214012,46.18707706134128,24.674065463339044,0.06636730883028925,0.06636730883028925,8.073144396053746e-16,1.0665281428175768,1.0723310378235709,309.4009940130201
-10,10,-0.060000000000000005,-0.020000000000000004,36.12846355214012,46.18707706134128,24.674065463339044,-0.06636730883028925,0.06636730883028925,8.073144396053746e-16,1.0665281428175768,1.0723310378235709,309.4009940130201
-8,-6,0.04000000000000001,-0.060000000000000005,1.2488014673110674,42.97085019368709,11.795195263179858,0.002124379799565432,0.002124379799565432,1.1390893653663678e-15,1.1494404356128516,3.0403998933338126,309.483675001643
8,6,0.04000000000000001,-0.060000000000000005,1.2488014673110674,42.97085019368709,11.795195263179858,-0.002124379799565432,0.002124379799565432,1.1390893653663678e-15,1.1494404356128516,3.0403998933338126,309.483675001643
-6,-8,-0.060000000000000005,-0.060000000000000005,60.504306913248946,77.34951302545485,14.387494756184866,-0.021344824930322432,0.021344824930322432,1.6677198803963733e-15,3.0403998933338126,1.1787129439576514,309.54763081696393
6,8,-0.060000000000000005,-0.060000000000000005,60.504306913248946,77.34951302545485,14.387494756184866,0.021344824930322432,0.021344824930322432,1.6677198803963733e-15,3.0403998933338126,1.1787129439576514,309.54763081696393
10,-12,0.01999999999999999,0.04000000000000001,41.079531389707796,31.124312721183916,22.59139656445392,0.07156089750338064,0.07156089750338064,1.3429499346326696e-15,1.0800124045672772,1.025103096277117,310.09614165457737
-10,12,0.01999999999999999,0.04000000000000001,41.079531389707796,31.124312721183916,22.59139656445392,-0.07156089750338064,0.07156089750338064,1.3429499346326696e-15,1.0800124045672772,1.025103096277117,310.09614165457737
6,10,-0.060000000000000005,0.1,19.232802138379732,7.432292095847246,3.03363772466151,0.002100175765523918,0.002100175765523918,7.995017091947924e-16,3.0403998933338126,1.1146030810050875,310.7103405355478
-6,-10,-0.060000000000000005,0.1,19.232802138379732,7.432292095847246,3.03363772466151,-0.002100175765523918,0.002100175765523918,7.995017091947924e-16,3.0403998933338126,1.1146030810050875,310.7103405355478
-10,-6,0.06,0.01999999999999999,47.36233419255933,4.607952760223103,9.677204359282289,0.0002527242317267031,0.0002527242317267031,1.791310101669606e-15,1.0940665341955875,3.0203916698936415,310.9382936987562
10,6,0.06,0.01999999999999999,47.36233419255933,4.607952760223103,9.677204359282289,-0.0002527242317267031,0.0002527242317267031,1.791310101669606e-15,1.0940665341955875,3.0203916698936415,310.9382936987562
8,-10,0.04000000000000001,-0.04000000000000001,45.881618396458244,70.66451435981949,22.976385058298796,0.050383661307299994,0.050383661307299994,1.003815992552122e-15,1.1494404356128516,1.0690771009086155,310.9524661737519
-8,10,0.04000000000000001,-0.04000000000000001,45.881618396458244,70.66451435981949,22.976385058298796,-0.050383661307299994,0.050383661307299994,1.003815992552122e-15,1.1494404356128516,1.0690771009086155,310.9524661737519
10,-12,0.0,-0.08,23.67499599255766,27.422223793267317,23.652593186100383,0.018240592546649562,0.018240592546649562,2.3734668919815726e-16,1.0760126198664983,1.0719850965045037,311.59313216249467
-10,12,0.0,-0.08,23.67499599255766,27.422223793267317,23.652593186100383,-0.018240592546649562,0.018240592546649562,2.3734668919815726e-16,1.0760126198664983,1.0719850965045037,311.59313216249467
-10,-12,-0.1,0.06,24.52264144629934,50.877012408670296,24.538548248440932,0.0016854563142583226,0.0016854563142583226,1.5177318651913198e-15,1.0635732977383383,1.0332349830373775,311.94570203590524
10,12,-0.1,0.06,24.52264144629934,50.877012408670296,24.538548248440932,-0.0016854563142583226,0.0016854563142583226,1.5177318651913198e-15,1.0635732977383383,1.0332349830373775,311.94570203590524
10,6,0.07999999999999999,-0.04000000000000001,24.132335580291254,4.450279756004861,3.0371943760092597,-0.0014759070316099007,0.0014759070316099007,1.8817769222242952e-15,1.104389817392146,3.037769026520539,312.04306480715064
-10,-6,0.07999999999999999,-0.04000000000000001,24.132335580291254,4.450279756004861,3.0371943760092597,0.0014759070316099007,0.0014759070316099007,1.8817769222242952e-15,1.104389817392146,3.037769026520539,312.04306480715064
