we,wnu,ae,anu,theta12,theta23,theta13,J,absJ,unitarity_defect,gap_e,gap_nu,loss
-10,12,0.06,-0.08,34.949276602273976,60.097107284519716,11.753227927317862,-0.03161187060315053,0.03161187060315053,1.485506826062706e-15,1.0940665341955875,1.0719850965045037,23.902550021095454
10,-12,0.06,-0.08,34.949276602273976,60.097107284519716,11.753227927317862,0.03161187060315053,0.03161187060315053,1.485506826062706e-15,1.0940665341955875,1.0719850965045037,23.902550021095454
-8,10,0.0,-0.04000000000000001,38.0182810566748,53.3876317787266,11.946476535952973,-0.04520314235548836,0.04520314235548836,1.2488466955414437e-15,1.1772209291938167,1.0690771009086155,25.56215020248968
8,-10,0.0,-0.04000000000000001,38.0182810566748,53.3876317787266,11.946476535952973,0.04520314235548836,0.04520314235548836,1.2488466955414437e-15,1.1772209291938167,1.0690771009086155,25.56215020248968
10,-12,-0.1,-0.08,39.41003690011556,49.37160856904193,8.642090311659363,-0.011331507894158578,0.011331507894158578,2.0876789835299437e-15,1.0635732977383383,1.0719850965045037,26.00626696416416
-10,12,-0.1,-0.08,39.41003690011556,49.37160856904193,8.642090311659363,0.011331507894158578,0.011331507894158578,2.0876789835299437e-15,1.0635732977383383,1.0719850965045037,26.00626696416416
10,-8,-0.08,-0.060000000000000005,35.89458917920912,42.92694202122472,4.894032760718439,-0.018811318628474627,0.018811318628474627,1.8968152176777225e-15,1.0647288003033644,1.1787129439576514,26.34900162951519
-10,8,-0.08,-0.060000000000000005,35.89458917920912,42.92694202122472,4.894032760718439,0.018811318628474627,0.018811318628474627,1.8968152176777225e-15,1.0647288003033644,1.1787129439576514,26.34900162951519
-10,-12,0.07999999999999999,-0.04000000000000001,28.6235225832435,42.963414570628906,12.190537103031803,-0.040968299913035036,0.040968299913035036,1.29725771741993e-15,1.104389817392146,1.0351594259879517,26.446785148372026
10,12,0.07999999999999999,-0.04000000000000001,28.6235225832435,42.963414570628906,12.190537103031803,0.040968299913035036,0.040968299913035036,1.29725771741993e-15,1.104389817392146,1.0351594259879517,26.446785148372026
10,8,0.04000000000000001,-0.04000000000000001,41.518183891377554,58.00101538192822,9.842360478672234,-0.036273338518276535,0.036273338518276535,7.195736692990568e-16,1.085691128904503,1.1819662937132152,27.270052011857285
-10,-8,0.04000000000000001,-0.04000000000000001,41.518183891377554,58.00101538192822,9.842360478672234,0.036273338518276535,0.036273338518276535,7.195736692990568e-16,1.085691128904503,1.1819662937132152,27.270052011857285
-10,12,-0.060000000000000005,-0.04000000000000001,30.790488237365714,41.86219032135134,12.93863909147387,0.035518338688767366,0.035518338688767366,6.113036063648365e-16,1.0665281428175768,1.0351594259879517,27.317739595134253
10,-12,-0.060000000000000005,-0.04000000000000001,30.790488237365714,41.86219032135134,12.93863909147387,-0.035518338688767366,0.035518338688767366,6.113036063648365e-16,1.0665281428175768,1.0351594259879517,27.317739595134253
-10,10,-0.04000000000000001,0.01999999999999999,23.77595125002634,47.168918902443394,10.121253299055706,-0.026641294308952873,0.026641294308952873,1.0638028178764803e-15,1.0690771009086155,1.0800124045672772,27.36184102838992
10,-10,-0.04000000000000001,0.01999999999999999,23.77595125002634,47.168918902443394,10.121253299055706,0.026641294308952873,0.026641294308952873,1.0638028178764803e-15,1.0690771009086155,1.0800124045672772,27.36184102838992
