N_gen,winding,asym,score,unitarity_defect,condition_number,rank_eff,mixing_entropy,J_like,absJ_like,min_singular,max_singular,singular_values
5,-11,-0.19,1.8336071357414865,0.8724844107840388,1.8594471406086734,5,1.8207089782476942,2.6020852139652106e-18,2.6020852139652106e-18,0.6772301796069818,1.2592737210041007,"1.259274e+00,1.149872e+00,9.883058e-01,9.253179e-01,6.772302e-01"
3,12,-0.04000000000000001,1.8329762535376655,0.22425693134972347,1.1720919670063834,3,1.1248665149135455,0.0,0.0,0.9207526191948627,1.079206748558386,"1.079207e+00,1.000041e+00,9.207526e-01"
3,-12,-0.04000000000000001,1.8329762535376655,0.22425693134972347,1.1720919670063834,3,1.1248665149135455,0.0,0.0,0.9207526191948627,1.079206748558386,"1.079207e+00,1.000041e+00,9.207526e-01"
4,11,-0.11000000000000001,1.832209116257894,0.5620137600192685,1.4983620038040228,4,1.50337004067251,0.0,0.0,0.7854567131168413,1.1768984945670717,"1.176898e+00,1.064877e+00,9.727683e-01,7.854567e-01"
4,-11,-0.11000000000000001,1.832209116257894,0.5620137600192685,1.4983620038040228,4,1.50337004067251,0.0,0.0,0.7854567131168413,1.1768984945670717,"1.176898e+00,1.064877e+00,9.727683e-01,7.854567e-01"
3,-12,0.03,1.830355117820005,0.225808019084563,1.1731945849204772,3,1.1252194918056884,-2.168404344971009e-19,2.168404344971009e-19,0.9206436201328759,1.080094109781475,"1.080094e+00,9.992623e-01,9.206436e-01"
3,12,0.03,1.830355117820005,0.225808019084563,1.1731945849204772,3,1.1252194918056884,2.168404344971009e-19,2.168404344971009e-19,0.9206436201328759,1.080094109781475,"1.080094e+00,9.992623e-01,9.206436e-01"
3,-12,-0.05000000000000002,1.8224130097695386,0.23042054504270704,1.1771654563879934,3,1.1264209608517302,0.0,0.0,0.9187340215051388,1.0815019537242734,"1.081502e+00,9.997640e-01,9.187340e-01"
3,12,-0.05000000000000002,1.8224130097695386,0.23042054504270704,1.1771654563879934,3,1.1264209608517302,0.0,0.0,0.9187340215051388,1.0815019537242734,"1.081502e+00,9.997640e-01,9.187340e-01"
4,-11,0.15999999999999998,1.820456394416203,0.5869386311991278,1.4242916151179597,4,1.5067415019581034,-1.0842021724855044e-19,1.0842021724855044e-19,0.8235124778098377,1.1729219170895666,"1.172922e+00,1.112958e+00,8.906078e-01,8.235125e-01"
4,11,0.15999999999999998,1.820456394416203,0.5869386311991278,1.4242916151179597,4,1.5067415019581034,1.0842021724855044e-19,1.0842021724855044e-19,0.8235124778098377,1.1729219170895666,"1.172922e+00,1.112958e+00,8.906078e-01,8.235125e-01"
3,-12,0.03999999999999998,1.819090407003684,0.2323696327481305,1.178789508737003,3,1.12692177880108,0.0,0.0,0.9180599536273879,1.0821994417275445,"1.082199e+00,9.997406e-01,9.180600e-01"
3,12,0.03999999999999998,1.819090407003684,0.2323696327481305,1.178789508737003,3,1.12692177880108,0.0,0.0,0.9180599536273879,1.0821994417275445,"1.082199e+00,9.997406e-01,9.180600e-01"
4,-12,0.18,1.8150735417794648,0.5728466464141665,1.518448492366098,4,1.5065103565405187,0.0,0.0,0.7709116529881123,1.1705896372272555,"1.170590e+00,1.076440e+00,9.820590e-01,7.709117e-01"
4,12,0.18,1.8150735417794648,0.5728466464141665,1.518448492366098,4,1.5065103565405187,0.0,0.0,0.7709116529881123,1.1705896372272555,"1.170590e+00,1.076440e+00,9.820590e-01,7.709117e-01"
4,11,-0.12000000000000001,1.8102177593785191,0.5780384776807183,1.5134447664403061,4,1.5082490431781477,0.0,0.0,0.7829643846234613,1.1849733502175324,"1.184973e+00,1.063549e+00,9.685134e-01,7.829644e-01"
4,-11,-0.12000000000000001,1.8102177593785191,0.5780384776807183,1.5134447664403061,4,1.5082490431781477,0.0,0.0,0.7829643846234613,1.1849733502175324,"1.184973e+00,1.063549e+00,9.685134e-01,7.829644e-01"
3,12,-0.06,1.8096712047724333,0.23794740599694159,1.1833313727476258,3,1.1282966280206823,0.0,0.0,0.9163880307917379,1.0843907064462808,"1.084391e+00,9.992213e-01,9.163880e-01"
3,-12,-0.06,1.8096712047724333,0.23794740599694159,1.1833313727476258,3,1.1282966280206823,0.0,0.0,0.9163880307917379,1.0843907064462808,"1.084391e+00,9.992213e-01,9.163880e-01"
5,11,-0.2,1.8075691389742259,0.8952103395665849,1.881015563906379,5,1.8274718990665775,0.0,0.0,0.6747750800798549,1.2692624277663802,"1.269262e+00,1.151951e+00,9.836682e-01,9.203430e-01,6.747751e-01"
5,-11,-0.2,1.8075691389742259,0.8952103395665849,1.881015563906379,5,1.8274718990665775,0.0,0.0,0.6747750800798549,1.2692624277663802,"1.269262e+00,1.151951e+00,9.836682e-01,9.203430e-01,6.747751e-01"
3,-12,0.04999999999999999,1.8056756399347194,0.24026696109062984,1.1856109714394163,3,1.1289725790194702,0.0,0.0,0.9148408803847797,1.0846453849054896,"1.084645e+00,1.000514e+00,9.148409e-01"
3,12,0.04999999999999999,1.8056756399347194,0.24026696109062984,1.1856109714394163,3,1.1289725790194702,0.0,0.0,0.9148408803847797,1.0846453849054896,"1.084645e+00,1.000514e+00,9.148409e-01"
4,11,0.16999999999999998,1.7993189679800283,0.6035700884004174,1.4340038986640138,4,1.5119645424184815,-2.168404344971009e-19,2.168404344971009e-19,0.8217538572210824,1.1783982349972235,"1.178398e+00,1.115838e+00,8.840094e-01,8.217539e-01"
4,-11,0.16999999999999998,1.7993189679800283,0.6035700884004174,1.4340038986640138,4,1.5119645424184815,2.168404344971009e-19,2.168404344971009e-19,0.8217538572210824,1.1783982349972235,"1.178398e+00,1.115838e+00,8.840094e-01,8.217539e-01"
3,12,-0.07,1.7950479065324265,0.2467099720255852,1.190483578379593,3,1.1304736416224035,0.0,0.0,0.9137645269937466,1.0878216638918516,"1.087822e+00,9.984138e-01,9.137645e-01"
3,-12,-0.07,1.7950479065324265,0.2467099720255852,1.190483578379593,3,1.1304736416224035,0.0,0.0,0.9137645269937466,1.0878216638918516,"1.087822e+00,9.984138e-01,9.137645e-01"
3,12,0.06,1.7904076564225961,0.24937170356262167,1.1935672508490627,3,1.1313557307761137,-4.336808689942018e-19,4.336808689942018e-19,0.9110409021826905,1.0873885850292437,"1.087389e+00,1.001571e+00,9.110409e-01"
3,-12,0.06,1.7904076564225961,0.24937170356262167,1.1935672508490627,3,1.1313557307761137,4.336808689942018e-19,4.336808689942018e-19,0.9110409021826905,1.0873885850292437,"1.087389e+00,1.001571e+00,9.110409e-01"
4,11,-0.13,1.7877883817419933,0.594807307141869,1.5288839903500178,4,1.5133611874803459,0.0,0.0,0.7804327634761075,1.1931911576232428,"1.193191e+00,1.062253e+00,9.641228e-01,7.804328e-01"
