scale,i13,cp_e,cp_nu,cp_rel,beta_e,beta_nu,beta_rel,phase_e,phase_nu,phase_rel,theta12,theta23,theta13,J,absJ,unitarity_defect,raw_leakage,loss
2.5,-0.45,0.055,0.165,0.11,-0.006,-0.012,-0.006,-0.012,0.0505,0.0625,35.202062323642494,46.42315629736492,8.060605891795761,-0.024196381700662233,0.024196381700662233,3.9220099087811856e-16,0.0,11.959706337324072
2.5,-0.45,0.055,0.165,0.11,-0.004,-0.01,-0.006,-0.012,0.0505,0.0625,35.202062323642494,46.42315629736492,8.060605891795761,-0.024196381700662222,0.024196381700662222,4.1582193775847054e-16,0.0,11.959706337324082
2.5,-0.45,0.055,0.165,0.11,-0.002,-0.008,-0.006,-0.012,0.0505,0.0625,35.2020623236425,46.42315629736492,8.060605891795763,-0.024196381700662236,0.024196381700662236,2.3489014242489436e-16,0.0,11.959706337324082
2.35,-0.45,0.066,0.166,0.1,-0.004,-0.008,-0.004,-0.012,0.06550000000000002,0.07750000000000001,34.474778954710054,46.29032053179722,7.717395126639667,-0.025571343477339813,0.025571343477339813,6.092461465311916e-16,0.0,11.959859152740387
2.35,-0.45,0.066,0.166,0.1,-0.006,-0.01,-0.004,-0.012,0.06550000000000002,0.07750000000000001,34.474778954710075,46.29032053179722,7.717395126639667,-0.025571343477339827,0.025571343477339827,4.714428216797486e-16,0.0,11.95985915274042
2.35,-0.45,0.066,0.166,0.1,-0.002,-0.006,-0.004,-0.012,0.06550000000000002,0.07750000000000001,34.47477895471006,46.29032053179722,7.717395126639664,-0.025571343477339827,0.025571343477339827,5.85612430924693e-16,0.0,11.959859152740428
2.35,-0.5,0.066,0.166,0.1,-0.004,-0.012,-0.008,-0.018,0.037000000000000005,0.055,34.63516891345504,45.65486522215579,9.115905309812723,-0.024970694939073362,0.024970694939073362,8.130515874896149e-16,0.0,11.964972282153369
2.35,-0.5,0.066,0.166,0.1,-0.006,-0.014,-0.008,-0.018,0.037000000000000005,0.055,34.63516891345504,45.654865222155784,9.115905309812723,-0.024970694939073362,0.024970694939073362,3.6173872153663653e-16,0.0,11.964972282153393
2.35,-0.5,0.066,0.166,0.1,-0.002,-0.01,-0.008,-0.018,0.037000000000000005,0.055,34.63516891345505,45.654865222155784,9.115905309812723,-0.024970694939073366,0.024970694939073366,6.782180911729495e-16,0.0,11.964972282153406
2.2,-0.4,0.066,0.186,0.12,-0.006,-0.016,-0.01,-0.024,0.046000000000000006,0.07,34.25366217021617,46.390915695549126,7.648825955441591,-0.025673393454913162,0.025673393454913162,6.83987190046013e-16,0.0,11.974269099512373
2.2,-0.4,0.066,0.186,0.12,-0.002,-0.012,-0.01,-0.024,0.046000000000000006,0.07,34.25366217021617,46.390915695549126,7.648825955441591,-0.025673393454913162,0.025673393454913162,5.558753493218631e-16,0.0,11.974269099512373
2.2,-0.4,0.066,0.186,0.12,-0.004,-0.014,-0.01,-0.024,0.046000000000000006,0.07,34.25366217021617,46.39091569554911,7.648825955441593,-0.025673393454913162,0.025673393454913162,5.788364406398554e-16,0.0,11.974269099512387
2.2,-0.5,0.066,0.176,0.11,-0.002,-0.01,-0.008,-0.012,0.05800000000000001,0.07,34.33925919661487,45.06933250469059,8.778084362139401,-0.024716798117311548,0.024716798117311548,3.6916611124221814e-16,0.0,11.977895934653372
2.2,-0.5,0.066,0.176,0.11,-0.004,-0.012,-0.008,-0.012,0.05800000000000001,0.07,34.33925919661487,45.069332504690585,8.778084362139401,-0.02471679811731156,0.02471679811731156,5.584678136654648e-16,0.0,11.977895934653386
2.2,-0.5,0.066,0.176,0.11,-0.006,-0.014,-0.008,-0.012,0.05800000000000001,0.07,34.33925919661487,45.06933250469058,8.778084362139401,-0.02471679811731155,0.02471679811731155,5.033030443645334e-16,0.0,11.977895934653422
2.5,-0.4,0.055,0.155,0.1,-0.006,-0.018000000000000002,-0.012,-0.018,0.067,0.085,33.16300297966552,45.157145945538545,7.792167453978902,-0.0282880457279278,0.0282880457279278,2.9422873924925526e-16,0.0,11.983584108368085
2.5,-0.4,0.055,0.155,0.1,-0.002,-0.014,-0.012,-0.018,0.067,0.085,33.1630029796655,45.157145945538545,7.792167453978902,-0.02828804572792777,0.02828804572792777,7.565781212777643e-16,0.0,11.98358410836811
2.5,-0.4,0.055,0.155,0.1,-0.004,-0.016,-0.012,-0.018,0.067,0.085,33.163002979665514,45.157145945538524,7.7921674539789,-0.028288045727927785,0.028288045727927785,4.085117252676525e-16,0.0,11.983584108368188
2.2,-0.5,0.077,0.177,0.1,-0.006,-0.018000000000000002,-0.012,-0.024,0.05350000000000001,0.07750000000000001,35.380497101055624,47.24418214870273,9.587921627570374,-0.031173019274103885,0.031173019274103885,5.372212027624221e-16,0.0,11.984399637358052
2.2,-0.5,0.077,0.177,0.1,-0.002,-0.014,-0.012,-0.024,0.05350000000000001,0.07750000000000001,35.38049710105564,47.244182148702734,9.587921627570374,-0.031173019274103916,0.031173019274103916,2.268710597756992e-16,0.0,11.984399637358091
2.2,-0.5,0.077,0.177,0.1,-0.004,-0.016,-0.012,-0.024,0.05350000000000001,0.07750000000000001,35.38049710105564,47.244182148702734,9.587921627570376,-0.0311730192741039,0.0311730192741039,3.32849996320979e-16,0.0,11.984399637358118
2.65,-0.35,0.055,0.165,0.11,-0.006,-0.014,-0.008,-0.024,0.046000000000000006,0.07,35.61430595893834,49.0114461183424,7.5508306559521134,-0.028536132631836894,0.028536132631836894,3.3299461939811443e-16,0.0,11.985219564205112
2.65,-0.35,0.055,0.165,0.11,-0.004,-0.012,-0.008,-0.024,0.046000000000000006,0.07,35.614305958938345,49.011446118342384,7.550830655952115,-0.02853613263183689,0.02853613263183689,4.342217654096929e-16,0.0,11.985219564205124
2.65,-0.35,0.055,0.165,0.11,-0.002,-0.01,-0.008,-0.024,0.046000000000000006,0.07,35.614305958938345,49.011446118342384,7.5508306559521134,-0.0285361326318369,0.0285361326318369,4.655785811662553e-16,0.0,11.985219564205144
2.65,-0.4,0.066,0.156,0.09,-0.004,-0.016,-0.012,-0.018,0.052000000000000005,0.07,35.85067052667296,49.33530903034832,7.652780197828612,-0.02817502174642664,0.02817502174642664,3.541747158157118e-16,0.0,11.99194921362089
2.65,-0.4,0.066,0.156,0.09,-0.002,-0.014,-0.012,-0.018,0.052000000000000005,0.07,35.85067052667297,49.33530903034831,7.652780197828615,-0.028175021746426665,0.028175021746426665,3.0398909931124614e-16,0.0,11.991949213620913
2.65,-0.4,0.066,0.156,0.09,-0.006,-0.018000000000000002,-0.012,-0.018,0.052000000000000005,0.07,35.85067052667297,49.33530903034831,7.652780197828613,-0.028175021746426644,0.028175021746426644,3.242494708867147e-16,0.0,11.991949213620945
2.35,-0.5,0.055,0.165,0.11,-0.002,-0.012,-0.01,-0.012,0.07300000000000001,0.085,34.16671469914299,44.78198044186934,9.187565713815363,-0.02944695818417367,0.02944695818417367,2.2708318797517407e-16,0.0,11.994227230603807
2.35,-0.5,0.055,0.165,0.11,-0.006,-0.016,-0.01,-0.012,0.07300000000000001,0.085,34.16671469914299,44.78198044186934,9.187565713815365,-0.02944695818417368,0.02944695818417368,6.789664250265912e-16,0.0,11.99422723060382
2.35,-0.5,0.055,0.165,0.11,-0.004,-0.014,-0.01,-0.012,0.07300000000000001,0.085,34.166714699143,44.78198044186932,9.187565713815363,-0.029446958184173682,0.029446958184173682,4.77146721198916e-16,0.0,11.994227230603869
2.35,-0.4,0.055,0.175,0.12,-0.004,-0.008,-0.004,-0.018,0.067,0.085,34.43510147249875,46.30021706797233,7.609578740612259,-0.027095777206468948,0.027095777206468948,4.770205686648657e-16,0.0,11.995713983604626
2.35,-0.4,0.055,0.175,0.12,-0.006,-0.01,-0.004,-0.018,0.067,0.085,34.43510147249876,46.30021706797232,7.609578740612259,-0.02709577720646896,0.02709577720646896,9.557051198594924e-16,0.0,11.995713983604668
2.35,-0.4,0.055,0.175,0.12,-0.002,-0.006,-0.004,-0.018,0.067,0.085,34.43510147249875,46.30021706797232,7.609578740612257,-0.02709577720646894,0.02709577720646894,3.9960438750595154e-16,0.0,11.995713983604688
2.2,-0.5,0.077,0.16699999999999998,0.09,-0.002,-0.01,-0.008,-0.024,0.0385,0.0625,33.43976010387385,44.86463673700629,9.146348347029145,-0.026991873471371157,0.026991873471371157,4.847799515902576e-16,0.0,11.997191954543888
2.2,-0.5,0.077,0.16699999999999998,0.09,-0.004,-0.012,-0.008,-0.024,0.0385,0.0625,33.43976010387386,44.864636737006286,9.146348347029146,-0.026991873471371164,0.026991873471371164,4.966765061402644e-16,0.0,11.997191954543924
2.2,-0.5,0.077,0.16699999999999998,0.09,-0.006,-0.014,-0.008,-0.024,0.0385,0.0625,33.43976010387386,44.864636737006286,9.146348347029152,-0.02699187347137117,0.02699187347137117,4.769953341543784e-16,0.0,11.997191954543956
2.65,-0.35,0.055,0.145,0.09,-0.004,-0.016,-0.012,-0.024,0.061000000000000006,0.085,32.58850436679629,45.53803235899405,7.686158913577289,-0.029310697295941553,0.029310697295941553,4.564465908133891e-16,0.0,12.019413903587724
2.65,-0.35,0.055,0.145,0.09,-0.006,-0.018000000000000002,-0.012,-0.024,0.061000000000000006,0.085,32.58850436679629,45.53803235899404,7.686158913577289,-0.02931069729594154,0.02931069729594154,4.478745608303812e-16,0.0,12.019413903587772
2.65,-0.35,0.055,0.145,0.09,-0.002,-0.014,-0.012,-0.024,0.061000000000000006,0.085,32.5885043667963,45.538032358994016,7.686158913577289,-0.02931069729594155,0.02931069729594155,3.974769746580102e-16,0.0,12.019413903587829
2.35,-0.4,0.066,0.176,0.11,-0.004,-0.008,-0.004,-0.024,0.0385,0.0625,34.88312885615012,47.31443638347814,7.5902619328643,-0.025851862362444612,0.025851862362444612,2.831481104761162e-16,0.0,12.02454304540531
2.35,-0.4,0.066,0.176,0.11,-0.002,-0.006,-0.004,-0.024,0.0385,0.0625,34.88312885615012,47.31443638347814,7.5902619328642995,-0.0258518623624446,0.0258518623624446,4.760923217834426e-16,0.0,12.02454304540533
2.35,-0.4,0.066,0.176,0.11,-0.006,-0.01,-0.004,-0.024,0.0385,0.0625,34.883128856150144,47.31443638347814,7.5902619328643,-0.02585186236244462,0.02585186236244462,5.470790910726279e-16,0.0,12.024543045405366
2.35,-0.45,0.066,0.156,0.09,-0.002,-0.006,-0.004,-0.024,0.05350000000000001,0.07750000000000001,32.603044403901926,44.24800063122951,8.606475218528304,-0.029412703085226734,0.029412703085226734,5.899692273325645e-16,0.0,12.025990511702323
2.35,-0.45,0.066,0.156,0.09,-0.006,-0.01,-0.004,-0.024,0.05350000000000001,0.07750000000000001,32.60304440390194,44.2480006312295,8.606475218528304,-0.029412703085226748,0.029412703085226748,5.693699657419431e-16,0.0,12.025990511702323
2.35,-0.45,0.066,0.156,0.09,-0.004,-0.008,-0.004,-0.024,0.05350000000000001,0.07750000000000001,32.603044403901926,44.2480006312295,8.606475218528303,-0.02941270308522674,0.02941270308522674,6.406557150866796e-16,0.0,12.02599051170235
2.5,-0.45,0.055,0.155,0.1,-0.002,-0.014,-0.012,-0.024,0.046000000000000006,0.07,33.234582258015784,44.5746598653399,9.176378649064409,-0.030293344218971043,0.030293344218971043,5.186562107815611e-16,0.0,12.03067556090506
2.5,-0.45,0.055,0.155,0.1,-0.004,-0.016,-0.012,-0.024,0.046000000000000006,0.07,33.234582258015784,44.574659865339896,9.176378649064405,-0.03029334421897104,0.03029334421897104,4.970399014327449e-16,0.0,12.030675560905063
2.5,-0.45,0.055,0.155,0.1,-0.006,-0.018000000000000002,-0.012,-0.024,0.046000000000000006,0.07,33.234582258015784,44.574659865339896,9.176378649064409,-0.030293344218971043,0.030293344218971043,6.188466445262524e-16,0.0,12.03067556090509
2.2,-0.5,0.066,0.176,0.11,-0.004,-0.008,-0.004,-0.018,0.052000000000000005,0.07,34.28913160751217,45.0593785280699,9.130779067662516,-0.026742733907628664,0.026742733907628664,6.439072959985115e-16,0.0,12.033796865163175
2.2,-0.5,0.066,0.176,0.11,-0.006,-0.01,-0.004,-0.018,0.052000000000000005,0.07,34.28913160751217,45.0593785280699,9.130779067662516,-0.026742733907628664,0.026742733907628664,4.939120570628181e-16,0.0,12.033796865163175
2.2,-0.5,0.066,0.176,0.11,-0.002,-0.006,-0.004,-0.018,0.052000000000000005,0.07,34.28913160751218,45.059378528069885,9.130779067662516,-0.026742733907628668,0.026742733907628668,6.451352412581085e-16,0.0,12.033796865163248
2.65,-0.35,0.055,0.165,0.11,-0.004,-0.016,-0.012,-0.024,0.0385,0.0625,35.32481148716684,48.69467030081963,7.502534925357944,-0.027530753344240124,0.027530753344240124,5.245294363692748e-16,0.0,12.036152722465948
2.65,-0.35,0.055,0.165,0.11,-0.006,-0.018000000000000002,-0.012,-0.024,0.0385,0.0625,35.32481148716683,48.69467030081963,7.502534925357942,-0.027530753344240114,0.027530753344240114,1.267654447137744e-16,0.0,12.03615272246595
2.65,-0.35,0.055,0.165,0.11,-0.002,-0.014,-0.012,-0.024,0.0385,0.0625,35.32481148716684,48.69467030081963,7.502534925357942,-0.027530753344240114,0.027530753344240114,9.539401966176753e-17,0.0,12.036152722465976
2.5,-0.5,0.055,0.155,0.1,-0.006,-0.014,-0.008,-0.012,0.05800000000000001,0.07,34.21398191103191,44.8698966598548,9.1206461378214,-0.027595521665931974,0.027595521665931974,3.5098047533711695e-16,0.0,12.039824336596809
2.5,-0.5,0.055,0.155,0.1,-0.004,-0.012,-0.008,-0.012,0.05800000000000001,0.07,34.2139819110319,44.86989665985479,9.120646137821398,-0.027595521665931974,0.027595521665931974,3.8259207297656615e-16,0.0,12.039824336596839
2.5,-0.5,0.055,0.155,0.1,-0.002,-0.01,-0.008,-0.012,0.05800000000000001,0.07,34.21398191103191,44.869896659854795,9.120646137821401,-0.027595521665931974,0.027595521665931974,2.9126828534919097e-16,0.0,12.039824336596846
2.35,-0.45,0.066,0.176,0.11,-0.006,-0.012,-0.006,-0.018,0.037000000000000005,0.055,35.65336531038806,47.39107594053618,8.0857737748277,-0.023777353671056396,0.023777353671056396,7.098146343564793e-16,0.0,12.044513410244619
2.35,-0.45,0.066,0.176,0.11,-0.002,-0.008,-0.006,-0.018,0.037000000000000005,0.055,35.653365310388054,47.39107594053617,8.0857737748277,-0.023777353671056364,0.023777353671056364,6.228067993612991e-16,0.0,12.04451341024464
2.35,-0.45,0.066,0.176,0.11,-0.004,-0.01,-0.006,-0.018,0.037000000000000005,0.055,35.653365310388054,47.39107594053615,8.0857737748277,-0.023777353671056385,0.023777353671056385,3.6340904231739684e-16,0.0,12.044513410244654
2.2,-0.5,0.066,0.176,0.11,-0.002,-0.012,-0.01,-0.012,0.05800000000000001,0.07,34.329852750148,45.05335392842556,8.806774380667212,-0.02477640866907468,0.02477640866907468,4.0594011980418103e-16,0.0,12.045570244710714
2.2,-0.5,0.066,0.176,0.11,-0.006,-0.016,-0.01,-0.012,0.05800000000000001,0.07,34.329852750148,45.05335392842556,8.806774380667212,-0.024776408669074677,0.024776408669074677,6.234828816265407e-16,0.0,12.045570244710717
2.2,-0.5,0.066,0.176,0.11,-0.004,-0.014,-0.01,-0.012,0.05800000000000001,0.07,34.329852750148,45.053353928425544,8.806774380667214,-0.024776408669074667,0.024776408669074667,6.490184534832529e-16,0.0,12.045570244710785
2.35,-0.45,0.066,0.156,0.09,-0.006,-0.012,-0.006,-0.024,0.05350000000000001,0.07750000000000001,32.581009886348546,44.24754976802721,8.645151259717636,-0.02949410162372218,0.02949410162372218,3.704030701995945e-16,0.0,12.066416320310857
2.35,-0.45,0.066,0.156,0.09,-0.004,-0.01,-0.006,-0.024,0.05350000000000001,0.07750000000000001,32.58100988634854,44.2475497680272,8.645151259717633,-0.02949410162372216,0.02949410162372216,4.498589861696274e-16,0.0,12.066416320310934
2.35,-0.45,0.066,0.156,0.09,-0.002,-0.008,-0.006,-0.024,0.05350000000000001,0.07750000000000001,32.581009886348525,44.2475497680272,8.645151259717634,-0.02949410162372215,0.02949410162372215,3.3133672504138243e-16,0.0,12.066416320310964
2.5,-0.35,0.055,0.175,0.12,-0.004,-0.012,-0.008,-0.024,0.061000000000000006,0.085,35.73943666669544,49.01215631411786,7.568725858793756,-0.02917006740544608,0.02917006740544608,4.1323768087824063e-16,0.0,12.069560634780881
2.5,-0.35,0.055,0.175,0.12,-0.006,-0.014,-0.008,-0.024,0.061000000000000006,0.085,35.73943666669544,49.01215631411786,7.568725858793754,-0.02917006740544608,0.02917006740544608,4.371576299472445e-16,0.0,12.069560634780904
2.5,-0.35,0.055,0.175,0.12,-0.002,-0.01,-0.008,-0.024,0.061000000000000006,0.085,35.739436666695454,49.01215631411786,7.568725858793754,-0.029170067405446087,0.029170067405446087,2.864402224804097e-16,0.0,12.069560634780967
2.65,-0.5,0.055,0.145,0.09,-0.002,-0.014,-0.012,-0.012,0.0505,0.0625,34.14544678767357,44.976923606600344,9.168162717714454,-0.027249082978141707,0.027249082978141707,4.740336235557355e-16,0.0,12.070985979140065
2.65,-0.5,0.055,0.145,0.09,-0.006,-0.018000000000000002,-0.012,-0.012,0.0505,0.0625,34.14544678767357,44.976923606600344,9.168162717714454,-0.027249082978141694,0.027249082978141694,5.669176112987637e-16,0.0,12.070985979140074
2.65,-0.5,0.055,0.145,0.09,-0.004,-0.016,-0.012,-0.012,0.0505,0.0625,34.14544678767358,44.97692360660033,9.168162717714456,-0.0272490829781417,0.0272490829781417,6.682446645731528e-16,0.0,12.070985979140143
2.35,-0.5,0.077,0.16699999999999998,0.09,-0.004,-0.014,-0.01,-0.012,0.043,0.055,35.8818288368562,47.784698307834866,8.408499908999618,-0.022998293436389525,0.022998293436389525,7.112665061924297e-16,0.0,12.08021966072517
2.35,-0.5,0.077,0.16699999999999998,0.09,-0.002,-0.012,-0.01,-0.012,0.043,0.055,35.88182883685621,47.78469830783488,8.408499908999616,-0.02299829343638953,0.02299829343638953,7.778510995339719e-16,0.0,12.080219660725184
2.35,-0.5,0.077,0.16699999999999998,0.09,-0.006,-0.016,-0.01,-0.012,0.043,0.055,35.88182883685621,47.784698307834866,8.408499908999616,-0.02299829343638954,0.02299829343638954,7.439274202379051e-16,0.0,12.080219660725193
2.2,-0.5,0.077,0.177,0.1,-0.002,-0.008,-0.006,-0.024,0.061000000000000006,0.085,35.58508094397554,47.552148820086785,9.571405696565966,-0.032489788887321194,0.032489788887321194,3.1005482882919936e-16,0.0,12.090799584704433
2.2,-0.5,0.077,0.177,0.1,-0.006,-0.012,-0.006,-0.024,0.061000000000000006,0.085,35.58508094397554,47.552148820086785,9.571405696565968,-0.0324897888873212,0.0324897888873212,2.7150500662312185e-16,0.0,12.090799584704456
2.2,-0.5,0.077,0.177,0.1,-0.004,-0.01,-0.006,-0.024,0.061000000000000006,0.085,35.58508094397554,47.55214882008678,9.571405696565968,-0.03248978888732119,0.03248978888732119,4.2811485242143437e-16,0.0,12.090799584704463
2.2,-0.45,0.066,0.186,0.12,-0.004,-0.008,-0.004,-0.012,0.07300000000000001,0.085,35.56825417531193,47.27630431713655,7.81882747455229,-0.025800844668258258,0.025800844668258258,5.932449942582428e-16,0.0,12.10265064910364
2.2,-0.45,0.066,0.186,0.12,-0.002,-0.006,-0.004,-0.012,0.07300000000000001,0.085,35.56825417531194,47.27630431713655,7.81882747455229,-0.02580084466825826,0.02580084466825826,3.705005489688244e-16,0.0,12.102650649103698
2.2,-0.45,0.066,0.186,0.12,-0.006,-0.01,-0.004,-0.012,0.07300000000000001,0.085,35.56825417531194,47.27630431713655,7.818827474552288,-0.025800844668258265,0.025800844668258265,2.9480093069811366e-16,0.0,12.102650649103712
2.2,-0.4,0.077,0.187,0.11,-0.002,-0.012,-0.01,-0.024,0.05350000000000001,0.07750000000000001,35.414353497129085,48.56810440491229,7.542114820403424,-0.02721630859519544,0.02721630859519544,3.9222400849387926e-16,0.0,12.109190968127985
2.2,-0.4,0.077,0.187,0.11,-0.004,-0.014,-0.01,-0.024,0.05350000000000001,0.07750000000000001,35.414353497129085,48.568104404912276,7.542114820403424,-0.027216308595195443,0.027216308595195443,6.580480927730444e-16,0.0,12.109190968127992
2.2,-0.4,0.077,0.187,0.11,-0.006,-0.016,-0.01,-0.024,0.05350000000000001,0.07750000000000001,35.414353497129085,48.56810440491229,7.542114820403423,-0.02721630859519543,0.02721630859519543,3.1911368790679456e-16,0.0,12.109190968128003
2.2,-0.45,0.077,0.177,0.1,-0.002,-0.014,-0.012,-0.012,0.07300000000000001,0.085,34.972123755909564,47.24109280350228,7.612044459610351,-0.025897540150795435,0.025897540150795435,6.766222150544208e-16,0.0,12.11587122713551
2.2,-0.45,0.077,0.177,0.1,-0.006,-0.018000000000000002,-0.012,-0.012,0.07300000000000001,0.085,34.972123755909564,47.24109280350228,7.612044459610349,-0.02589754015079545,0.02589754015079545,3.3005365091058e-16,0.0,12.115871227135521
2.2,-0.45,0.077,0.177,0.1,-0.004,-0.016,-0.012,-0.012,0.07300000000000001,0.085,34.972123755909564,47.24109280350226,7.612044459610349,-0.025897540150795456,0.025897540150795456,4.708743832993896e-16,0.0,12.115871227135553
2.35,-0.5,0.066,0.166,0.1,-0.002,-0.012,-0.01,-0.018,0.037000000000000005,0.055,34.61381250931645,45.654086175015394,9.151011958544915,-0.0250249172746259,0.0250249172746259,5.301787202286764e-16,0.0,12.116639475619284
2.35,-0.5,0.066,0.166,0.1,-0.004,-0.014,-0.01,-0.018,0.037000000000000005,0.055,34.61381250931646,45.65408617501538,9.151011958544917,-0.025024917274625906,0.025024917274625906,4.260379851951157e-16,0.0,12.116639475619355
2.35,-0.5,0.066,0.166,0.1,-0.006,-0.016,-0.01,-0.018,0.037000000000000005,0.055,34.61381250931645,45.654086175015365,9.151011958544917,-0.025024917274625892,0.025024917274625892,4.678867911857169e-16,0.0,12.116639475619394
2.35,-0.45,0.055,0.175,0.12,-0.006,-0.012,-0.006,-0.012,0.05800000000000001,0.07,34.88759010689269,45.86846160031026,8.080248325258086,-0.02442032534423915,0.02442032534423915,3.9365611661735673e-16,0.0,12.118292968662303
2.35,-0.45,0.055,0.175,0.12,-0.004,-0.01,-0.006,-0.012,0.05800000000000001,0.07,34.88759010689269,45.86846160031027,8.080248325258085,-0.024420325344239137,0.024420325344239137,2.7173766351763213e-16,0.0,12.118292968662308
2.35,-0.45,0.055,0.175,0.12,-0.002,-0.008,-0.006,-0.012,0.05800000000000001,0.07,34.88759010689269,45.86846160031027,8.080248325258085,-0.024420325344239133,0.024420325344239133,3.4444637188585677e-16,0.0,12.11829296866231
2.2,-0.5,0.066,0.176,0.11,-0.002,-0.014,-0.012,-0.012,0.05800000000000001,0.07,34.32006945459642,45.03644011214712,8.835649313709341,-0.024835276333989006,0.024835276333989006,6.289227940372369e-16,0.0,12.128458141599083
2.2,-0.5,0.066,0.176,0.11,-0.006,-0.018000000000000002,-0.012,-0.012,0.05800000000000001,0.07,34.32006945459641,45.036440112147105,8.83564931370934,-0.024835276333989013,0.024835276333989013,3.5591858913531115e-16,0.0,12.128458141599097
2.2,-0.5,0.066,0.176,0.11,-0.004,-0.016,-0.012,-0.012,0.05800000000000001,0.07,34.32006945459641,45.036440112147105,8.835649313709341,-0.024835276333989013,0.024835276333989013,7.1565280617926165e-16,0.0,12.128458141599102
2.35,-0.4,0.066,0.166,0.1,-0.006,-0.014,-0.008,-0.024,0.046000000000000006,0.07,33.32516626233776,45.65789312950875,7.692469724714414,-0.026744096765568968,0.026744096765568968,5.351502431377398e-16,0.0,12.12882195517108
2.35,-0.4,0.066,0.166,0.1,-0.002,-0.01,-0.008,-0.024,0.046000000000000006,0.07,33.32516626233777,45.65789312950874,7.692469724714412,-0.026744096765568978,0.026744096765568978,4.1514654749660724e-16,0.0,12.128821955171112
2.35,-0.4,0.066,0.166,0.1,-0.004,-0.012,-0.008,-0.024,0.046000000000000006,0.07,33.32516626233777,45.65789312950873,7.692469724714414,-0.02674409676556897,0.02674409676556897,1.1123893155135927e-16,0.0,12.128821955171142
2.5,-0.45,0.055,0.165,0.11,-0.004,-0.016,-0.012,-0.024,0.061000000000000006,0.085,35.50956999636956,47.398515520388074,9.557110254551985,-0.0342496030394083,0.0342496030394083,6.719431287169598e-16,0.0,12.1317073228581
2.5,-0.45,0.055,0.165,0.11,-0.006,-0.018000000000000002,-0.012,-0.024,0.061000000000000006,0.085,35.50956999636958,47.39851552038808,9.557110254551986,-0.034249603039408306,0.034249603039408306,7.382203853270402e-16,0.0,12.131707322858201
2.5,-0.45,0.055,0.165,0.11,-0.002,-0.014,-0.012,-0.024,0.061000000000000006,0.085,35.509569996369585,47.39851552038808,9.55711025455199,-0.03424960303940833,0.03424960303940833,4.983704612145779e-16,0.0,12.131707322858283
2.35,-0.45,0.055,0.165,0.11,-0.004,-0.016,-0.012,-0.024,0.061000000000000006,0.085,33.29082256392077,44.51994532853905,9.184718615342216,-0.031533959486738615,0.031533959486738615,3.3280567174053705e-16,0.0,12.13219955234279
2.35,-0.45,0.055,0.165,0.11,-0.006,-0.018000000000000002,-0.012,-0.024,0.061000000000000006,0.085,33.29082256392076,44.51994532853904,9.184718615342215,-0.03153395948673859,0.03153395948673859,6.179524964477733e-16,0.0,12.132199552342838
2.35,-0.45,0.055,0.165,0.11,-0.002,-0.014,-0.012,-0.024,0.061000000000000006,0.085,33.29082256392077,44.51994532853902,9.184718615342216,-0.03153395948673861,0.03153395948673861,4.281926048682498e-16,0.0,12.132199552342907
2.35,-0.45,0.066,0.156,0.09,-0.004,-0.012,-0.008,-0.024,0.05350000000000001,0.07750000000000001,32.55850356064445,44.24594892179144,8.68387970890531,-0.029574007588837988,0.029574007588837988,3.537219848176418e-16,0.0,12.133761634911972
2.35,-0.45,0.066,0.156,0.09,-0.006,-0.014,-0.008,-0.024,0.05350000000000001,0.07750000000000001,32.55850356064445,44.24594892179143,8.683879708905314,-0.029574007588837985,0.029574007588837985,3.63249604700171e-16,0.0,12.13376163491201
2.35,-0.45,0.066,0.156,0.09,-0.002,-0.01,-0.008,-0.024,0.05350000000000001,0.07750000000000001,32.55850356064445,44.24594892179143,8.683879708905312,-0.029574007588837964,0.029574007588837964,5.493187531551662e-16,0.0,12.133761634912016
2.35,-0.5,0.055,0.175,0.12,-0.006,-0.01,-0.004,-0.012,0.07300000000000001,0.085,35.98011359989928,46.79761297735444,9.239736892598382,-0.02975884671185907,0.02975884671185907,6.208856194931641e-16,0.0,12.134616859740241
2.35,-0.5,0.055,0.175,0.12,-0.002,-0.006,-0.004,-0.012,0.07300000000000001,0.085,35.98011359989929,46.79761297735443,9.239736892598382,-0.029758846711859088,0.029758846711859088,4.164781694355365e-16,0.0,12.134616859740287
2.35,-0.5,0.055,0.175,0.12,-0.004,-0.008,-0.004,-0.012,0.07300000000000001,0.085,35.98011359989929,46.79761297735443,9.239736892598382,-0.029758846711859084,0.029758846711859084,5.922092897556705e-16,0.0,12.134616859740289
2.8,-0.35,0.055,0.155,0.1,-0.002,-0.006,-0.004,-0.024,0.0385,0.0625,35.55770303701728,49.077637718980554,7.519977345953245,-0.02846588662720489,0.02846588662720489,8.657817004803164e-16,0.0,12.162865280606255
2.8,-0.35,0.055,0.155,0.1,-0.006,-0.01,-0.004,-0.024,0.0385,0.0625,35.55770303701729,49.077637718980576,7.519977345953245,-0.028465886627204888,0.028465886627204888,5.609839315381062e-16,0.0,12.162865280606283
2.8,-0.35,0.055,0.155,0.1,-0.004,-0.008,-0.004,-0.024,0.0385,0.0625,35.5577030370173,49.07763771898056,7.519977345953245,-0.02846588662720489,0.02846588662720489,4.64258155449354e-16,0.0,12.162865280606313
