theta12,theta23,theta13,J,absJ,unitarity_defect,raw_leakage,L12,L23,L13,LJ,loss
19.23863828222308,23.371692900589185,8.604621127599856,-0.012931198553452063,0.012931198553452063,6.248665634359124e-16,0.0,8963.496650628436,20589.55085251467,1.3318027514283135,5817.907017725899,35372.286323620436
