scale_factor,m1_eV,m2_eV,m3_eV,sum_mnu_eV,dm21_pred,dm31_pred,R_pred,R_obs,ratio_relative_error,cosmo_sum_limit,below_cosmo_limit
4.723576103380526e-05,0.0011684767589265693,0.008486169303087505,0.05018331732693796,0.05983796338895203,7.064973150451313e-05,0.002517,0.028069023243747764,0.02947953913388955,-0.04784728430575309,0.12,True
