beta_u,beta_d,theta12,theta23,theta13,J,absJ,Hu,Hd,L12,L23,L13,LJ,LOSS
3.3,2.45,0.0,8.821539744722037e-15,0.0,0.0,0.0,4.1761069755349745,3.100443057594148,170.0416,5.664399999999957,0.040401000000000006,649.0837074276884,824.8301084276884
3.3,2.5,0.0,4.770832022195275e-15,0.0,-0.0,0.0,4.1761069755349745,3.1637174057083137,170.0416,5.664399999999977,0.040401000000000006,649.0837074276884,824.8301084276884
3.3,2.55,0.0,7.951386703658795e-15,0.0,-0.0,0.0,4.1761069755349745,3.2269917538224804,170.0416,5.6643999999999615,0.040401000000000006,649.0837074276884,824.8301084276884
3.3,2.6,0.0,4.886331094082134e-15,0.0,0.0,0.0,4.1761069755349745,3.2902661019366466,170.0416,5.664399999999977,0.040401000000000006,649.0837074276884,824.8301084276884
3.3,2.6500000000000004,0.0,4.770832022195275e-15,0.0,-0.0,0.0,4.1761069755349745,3.3535404500508132,170.0416,5.664399999999977,0.040401000000000006,649.0837074276884,824.8301084276884
3.3,2.7,0.0,1.1180294865758047e-14,0.0,0.0,0.0,4.1761069755349745,3.4168147981649795,170.0416,5.664399999999946,0.040401000000000006,649.0837074276884,824.8301084276884
3.3,2.75,0.0,1.5902773407317576e-15,0.0,0.0,0.0,4.1761069755349745,3.4800891462791452,170.0416,5.664399999999991,0.040401000000000006,649.0837074276884,824.8301084276884
3.3,2.8,0.0,1.2347407697747913e-14,0.0,-0.0,0.0,4.1761069755349745,3.543363494393312,170.0416,5.66439999999994,0.040401000000000006,649.0837074276884,824.8301084276884
3.3,2.85,0.0,7.951386703658795e-15,0.0,0.0,0.0,4.1761069755349745,3.6066378425074777,170.0416,5.6643999999999615,0.040401000000000006,649.0837074276884,824.8301084276884
3.3,2.9000000000000004,0.0,1.113194138512231e-14,0.0,0.0,0.0,4.1761069755349745,3.6699121906216448,170.0416,5.664399999999946,0.040401000000000006,649.0837074276884,824.8301084276884
3.3,2.95,0.0,1.990478505188302e-15,0.0,-0.0,0.0,4.1761069755349745,3.7331865387358105,170.0416,5.664399999999991,0.040401000000000006,649.0837074276884,824.8301084276884
3.3,3.0,0.0,1.782704344275589e-14,0.0,0.0,0.0,4.1761069755349745,3.7964608868499763,170.0416,5.664399999999915,0.040401000000000006,649.0837074276884,824.8301084276883
3.3,3.0500000000000003,0.0,7.951386703658792e-15,0.0,0.0,0.0,4.1761069755349745,3.859735234964144,170.0416,5.6643999999999615,0.040401000000000006,649.0837074276884,824.8301084276884
3.3,3.1,0.0,8.282087309506746e-15,0.0,0.0,0.0,4.1761069755349745,3.9230095830783096,170.0416,5.66439999999996,0.040401000000000006,649.0837074276884,824.8301084276884
3.3,3.15,0.0,1.5902773407317576e-15,0.0,0.0,0.0,4.1761069755349745,3.9862839311924754,170.0416,5.664399999999991,0.040401000000000006,649.0837074276884,824.8301084276884
3.3,3.2,0.0,1.1417278286555863e-14,0.0,-0.0,0.0,4.1761069755349745,4.049558279306641,170.0416,5.664399999999945,0.040401000000000006,649.0837074276884,824.8301084276884
3.3,3.25,0.0,2.385416011097638e-14,0.0,0.0,0.0,4.1761069755349745,4.112832627420809,170.0416,5.664399999999885,0.040401000000000006,649.0837074276884,824.8301084276883
3.3,3.3000000000000003,0.0,1.0707700427048089e-14,0.0,-0.0,0.0,4.1761069755349745,4.1761069755349745,170.0416,5.664399999999949,0.040401000000000006,649.0837074276884,824.8301084276884
3.3,3.35,0.0,7.922287715480164e-15,0.0,0.0,0.0,4.1761069755349745,4.239381323649141,170.0416,5.6643999999999615,0.040401000000000006,649.0837074276884,824.8301084276884
3.3,3.4000000000000004,0.0,1.7782711892555818e-14,0.0,-0.0,0.0,4.1761069755349745,4.302655671763308,170.0416,5.664399999999915,0.040401000000000006,649.0837074276884,824.8301084276883
3.3,3.45,0.0,4.770832022195276e-15,0.0,-0.0,0.0,4.1761069755349745,4.3659300198774735,170.0416,5.664399999999977,0.040401000000000006,649.0837074276884,824.8301084276884
3.3,3.5,0.0,1.5902773407317598e-15,0.0,0.0,0.0,4.1761069755349745,4.429204367991639,170.0416,5.664399999999991,0.040401000000000006,649.0837074276884,824.8301084276884
3.3,3.5500000000000003,0.0,2.588117662679116e-14,0.0,0.0,0.0,4.1761069755349745,4.492478716105806,170.0416,5.664399999999877,0.040401000000000006,649.0837074276884,824.8301084276883
3.3,3.6,0.0,1.2562016219008847e-14,0.0,-0.0,0.0,4.1761069755349745,4.555753064219973,170.0416,5.66439999999994,0.040401000000000006,649.0837074276884,824.8301084276884
3.3,3.6500000000000004,0.0,9.814512500190884e-15,0.0,0.0,0.0,4.1761069755349745,4.619027412334138,170.0416,5.664399999999953,0.040401000000000006,649.0837074276884,824.8301084276884
3.3,3.7,0.0,5.40752758766831e-15,0.0,0.0,0.0,4.1761069755349745,4.682301760448304,170.0416,5.664399999999974,0.040401000000000006,649.0837074276884,824.8301084276884
3.3,3.75,0.0,3.0215269473903414e-14,0.0,0.0,0.0,4.1761069755349745,4.745576108562471,170.0416,5.664399999999856,0.040401000000000006,649.0837074276884,824.8301084276883
3.3,3.8000000000000003,0.0,4.770832022195275e-15,0.0,0.0,0.0,4.1761069755349745,4.8088504566766375,170.0416,5.664399999999977,0.040401000000000006,649.0837074276884,824.8301084276884
3.3,3.85,0.0,9.453040925619954e-15,0.0,-0.0,0.0,4.1761069755349745,4.872124804790803,170.0416,5.664399999999955,0.040401000000000006,649.0837074276884,824.8301084276884
3.3,3.9000000000000004,0.0,2.0115594032272077e-14,0.0,0.0,0.0,4.1761069755349745,4.93539915290497,170.0416,5.664399999999905,0.040401000000000006,649.0837074276884,824.8301084276883
3.3,3.95,0.0,2.5379318844723407e-14,0.0,0.0,0.0,4.1761069755349745,4.9986735010191365,170.0416,5.664399999999879,0.040401000000000006,649.0837074276884,824.8301084276883
3.3,4.0,0.0,2.5260001219284775e-14,0.0,0.0,0.0,4.1761069755349745,5.061947849133302,170.0416,5.664399999999879,0.040401000000000006,649.0837074276884,824.8301084276883
3.35,1.0,0.0,8.628913151353626e-15,0.0,0.0,0.0,4.23938132364914,1.2654869622833256,170.0416,5.66439999999996,0.040401000000000006,649.0837074276884,824.8301084276884
3.35,1.05,0.0,1.0314324105524352e-14,0.0,0.0,0.0,4.23938132364914,1.328761310397492,170.0416,5.664399999999951,0.040401000000000006,649.0837074276884,824.8301084276884
3.35,1.1,0.0,6.869092612414801e-15,0.0,0.0,0.0,4.23938132364914,1.3920356585116584,170.0416,5.664399999999968,0.040401000000000006,649.0837074276884,824.8301084276884
3.35,1.15,0.0,2.2348568600660292e-14,0.0,0.0,0.0,4.23938132364914,1.4553100066258247,170.0416,5.664399999999894,0.040401000000000006,649.0837074276884,824.8301084276883
3.35,1.2,0.0,7.95138670365879e-15,0.0,0.0,0.0,4.23938132364914,1.5185843547399906,170.0416,5.6643999999999615,0.040401000000000006,649.0837074276884,824.8301084276884
3.35,1.25,0.0,7.197956079153326e-15,0.0,0.0,0.0,4.23938132364914,1.581858702854157,170.0416,5.664399999999966,0.040401000000000006,649.0837074276884,824.8301084276884
3.35,1.3,0.0,4.298783868188725e-15,0.0,0.0,0.0,4.23938132364914,1.6451330509683235,170.0416,5.664399999999978,0.040401000000000006,649.0837074276884,824.8301084276884
3.35,1.35,0.0,9.535330598707899e-15,0.0,0.0,0.0,4.23938132364914,1.7084073990824897,170.0416,5.664399999999955,0.040401000000000006,649.0837074276884,824.8301084276884
3.35,1.4,0.0,1.3619817307796384e-14,0.0,0.0,0.0,4.23938132364914,1.771681747196656,170.0416,5.664399999999934,0.040401000000000006,649.0837074276884,824.8301084276884
3.35,1.45,0.0,9.284736005748587e-15,0.0,0.0,0.0,4.23938132364914,1.8349560953108224,170.0416,5.664399999999955,0.040401000000000006,649.0837074276884,824.8301084276884
3.35,1.5,0.0,9.848877184478542e-15,0.0,0.0,0.0,4.23938132364914,1.8982304434249886,170.0416,5.664399999999953,0.040401000000000006,649.0837074276884,824.8301084276884
3.35,1.55,0.0,5.0882020740831485e-15,0.0,0.0,0.0,4.23938132364914,1.9615047915391548,170.0416,5.664399999999977,0.040401000000000006,649.0837074276884,824.8301084276884
3.35,1.6,0.0,6.562703285132899e-15,0.0,0.0,0.0,4.23938132364914,2.024779139653321,170.0416,5.664399999999968,0.040401000000000006,649.0837074276884,824.8301084276884
3.35,1.65,0.0,1.142845825760271e-14,0.0,0.0,0.0,4.23938132364914,2.0880534877674872,170.0416,5.664399999999945,0.040401000000000006,649.0837074276884,824.8301084276884
3.35,1.7000000000000002,0.0,1.2803846876424142e-14,0.0,0.0,0.0,4.23938132364914,2.151327835881654,170.0416,5.664399999999938,0.040401000000000006,649.0837074276884,824.8301084276884
3.35,1.75,0.0,1.4244408095871938e-14,0.0,0.0,0.0,4.23938132364914,2.21460218399582,170.0416,5.664399999999932,0.040401000000000006,649.0837074276884,824.8301084276884
3.35,1.8,0.0,1.1668374568683117e-14,0.0,0.0,0.0,4.23938132364914,2.2778765321099863,170.0416,5.664399999999945,0.040401000000000006,649.0837074276884,824.8301084276884
3.35,1.85,0.0,8.044796339297519e-15,0.0,0.0,0.0,4.23938132364914,2.3411508802241525,170.0416,5.6643999999999615,0.040401000000000006,649.0837074276884,824.8301084276884
3.35,1.9,0.0,1.9715519803916252e-14,0.0,0.0,0.0,4.23938132364914,2.4044252283383187,170.0416,5.664399999999906,0.040401000000000006,649.0837074276884,824.8301084276883
3.35,1.9500000000000002,0.0,7.666657922398264e-15,0.0,-0.0,0.0,4.23938132364914,2.467699576452485,170.0416,5.664399999999963,0.040401000000000006,649.0837074276884,824.8301084276884
3.35,2.0,0.0,7.951386703658792e-15,0.0,0.0,0.0,4.23938132364914,2.530973924566651,170.0416,5.6643999999999615,0.040401000000000006,649.0837074276884,824.8301084276884
3.35,2.05,0.0,1.740223513973311e-14,0.0,0.0,0.0,4.23938132364914,2.5942482726808174,170.0416,5.664399999999917,0.040401000000000006,649.0837074276884,824.8301084276883
3.35,2.1,0.0,7.951386703658792e-15,0.0,0.0,0.0,4.23938132364914,2.6575226207949836,170.0416,5.6643999999999615,0.040401000000000006,649.0837074276884,824.8301084276884
3.35,2.1500000000000004,0.0,7.951386703658792e-15,0.0,-0.0,0.0,4.23938132364914,2.7207969689091507,170.0416,5.6643999999999615,0.040401000000000006,649.0837074276884,824.8301084276884
3.35,2.2,0.0,7.951386703658792e-15,0.0,0.0,0.0,4.23938132364914,2.784071317023317,170.0416,5.6643999999999615,0.040401000000000006,649.0837074276884,824.8301084276884
3.35,2.25,0.0,1.1987866984231756e-14,0.0,0.0,0.0,4.23938132364914,2.8473456651374827,170.0416,5.664399999999943,0.040401000000000006,649.0837074276884,824.8301084276884
3.35,2.3,0.0,1.4264331837704222e-14,0.0,0.0,0.0,4.23938132364914,2.9106200132516484,170.0416,5.664399999999932,0.040401000000000006,649.0837074276884,824.8301084276884
3.35,2.35,0.0,7.132936004761252e-15,0.0,0.0,0.0,4.23938132364914,2.973894361365815,170.0416,5.664399999999966,0.040401000000000006,649.0837074276884,824.8301084276884
3.35,2.4000000000000004,0.0,1.8174091545374852e-14,0.0,0.0,0.0,4.23938132364914,3.037168709479982,170.0416,5.664399999999913,0.040401000000000006,649.0837074276884,824.8301084276883
3.35,2.45,0.0,2.0439310429716586e-14,0.0,0.0,0.0,4.23938132364914,3.100443057594148,170.0416,5.664399999999902,0.040401000000000006,649.0837074276884,824.8301084276883
3.35,2.5,0.0,7.951386703658792e-15,0.0,0.0,0.0,4.23938132364914,3.1637174057083137,170.0416,5.6643999999999615,0.040401000000000006,649.0837074276884,824.8301084276884
3.35,2.55,0.0,1.9415132822046558e-14,0.0,0.0,0.0,4.23938132364914,3.2269917538224804,170.0416,5.664399999999906,0.040401000000000006,649.0837074276884,824.8301084276883
3.35,2.6,0.0,1.4268521896965965e-14,0.0,0.0,0.0,4.23938132364914,3.2902661019366466,170.0416,5.664399999999932,0.040401000000000006,649.0837074276884,824.8301084276884
3.35,2.6500000000000004,0.0,7.951386703658792e-15,0.0,0.0,0.0,4.23938132364914,3.3535404500508132,170.0416,5.6643999999999615,0.040401000000000006,649.0837074276884,824.8301084276884
3.35,2.7,0.0,5.706977505916546e-15,0.0,0.0,0.0,4.23938132364914,3.4168147981649795,170.0416,5.664399999999972,0.040401000000000006,649.0837074276884,824.8301084276884
3.35,2.75,0.0,1.068859480580382e-14,0.0,0.0,0.0,4.23938132364914,3.4800891462791452,170.0416,5.664399999999949,0.040401000000000006,649.0837074276884,824.8301084276884
3.35,2.8,0.0,2.4480365455448125e-14,0.0,0.0,0.0,4.23938132364914,3.543363494393312,170.0416,5.664399999999883,0.040401000000000006,649.0837074276884,824.8301084276883
3.35,2.85,0.0,1.9715519803916252e-14,0.0,0.0,0.0,4.23938132364914,3.6066378425074777,170.0416,5.664399999999906,0.040401000000000006,649.0837074276884,824.8301084276883
3.35,2.9000000000000004,0.0,4.67729646042772e-15,0.0,0.0,0.0,4.23938132364914,3.6699121906216448,170.0416,5.664399999999977,0.040401000000000006,649.0837074276884,824.8301084276884
3.35,2.95,0.0,1.4042178534358149e-14,0.0,0.0,0.0,4.23938132364914,3.7331865387358105,170.0416,5.664399999999932,0.040401000000000006,649.0837074276884,824.8301084276884
3.35,3.0,0.0,7.457316501324093e-15,0.0,0.0,0.0,4.23938132364914,3.7964608868499763,170.0416,5.664399999999963,0.040401000000000006,649.0837074276884,824.8301084276884
3.35,3.0500000000000003,0.0,5.6951644632219596e-15,0.0,0.0,0.0,4.23938132364914,3.859735234964144,170.0416,5.664399999999972,0.040401000000000006,649.0837074276884,824.8301084276884
3.35,3.1,0.0,5.436917154007135e-15,0.0,0.0,0.0,4.23938132364914,3.9230095830783096,170.0416,5.664399999999974,0.040401000000000006,649.0837074276884,824.8301084276884
3.35,3.15,0.0,1.068859480580382e-14,0.0,0.0,0.0,4.23938132364914,3.9862839311924754,170.0416,5.664399999999949,0.040401000000000006,649.0837074276884,824.8301084276884
3.35,3.2,0.0,1.4723748022831932e-14,0.0,0.0,0.0,4.23938132364914,4.049558279306641,170.0416,5.6643999999999295,0.040401000000000006,649.0837074276884,824.8301084276883
3.35,3.25,0.0,1.3489421020809354e-14,0.0,0.0,0.0,4.23938132364914,4.112832627420809,170.0416,5.664399999999936,0.040401000000000006,649.0837074276884,824.8301084276884
3.35,3.3000000000000003,0.0,5.5452485339562765e-15,0.0,0.0,0.0,4.23938132364914,4.1761069755349745,170.0416,5.664399999999974,0.040401000000000006,649.0837074276884,824.8301084276884
3.35,3.35,0.0,1.2799040986524481e-14,0.0,0.0,0.0,4.23938132364914,4.239381323649141,170.0416,5.664399999999938,0.040401000000000006,649.0837074276884,824.8301084276884
3.35,3.4000000000000004,0.0,7.155767149066364e-15,0.0,0.0,0.0,4.23938132364914,4.302655671763308,170.0416,5.664399999999966,0.040401000000000006,649.0837074276884,824.8301084276884
3.35,3.45,0.0,7.951386703658793e-15,0.0,0.0,0.0,4.23938132364914,4.3659300198774735,170.0416,5.6643999999999615,0.040401000000000006,649.0837074276884,824.8301084276884
3.35,3.5,0.0,1.3619817307796384e-14,0.0,0.0,0.0,4.23938132364914,4.429204367991639,170.0416,5.664399999999934,0.040401000000000006,649.0837074276884,824.8301084276884
3.35,3.5500000000000003,0.0,3.080759767669877e-14,0.0,0.0,0.0,4.23938132364914,4.492478716105806,170.0416,5.664399999999854,0.040401000000000006,649.0837074276884,824.8301084276883
3.35,3.6,0.0,3.677577836516018e-15,0.0,0.0,0.0,4.23938132364914,4.555753064219973,170.0416,5.664399999999983,0.040401000000000006,649.0837074276884,824.8301084276884
3.35,3.6500000000000004,0.0,1.9925326267639817e-14,0.0,-0.0,0.0,4.23938132364914,4.619027412334138,170.0416,5.664399999999905,0.040401000000000006,649.0837074276884,824.8301084276883
3.35,3.7,0.0,1.4385162426837268e-14,0.0,0.0,0.0,4.23938132364914,4.682301760448304,170.0416,5.664399999999932,0.040401000000000006,649.0837074276884,824.8301084276884
3.35,3.75,0.0,1.9580584902064824e-14,0.0,0.0,0.0,4.23938132364914,4.745576108562471,170.0416,5.664399999999906,0.040401000000000006,649.0837074276884,824.8301084276883
3.35,3.8000000000000003,0.0,7.951386703658792e-15,0.0,0.0,0.0,4.23938132364914,4.8088504566766375,170.0416,5.6643999999999615,0.040401000000000006,649.0837074276884,824.8301084276884
3.35,3.85,0.0,2.117730928847036e-14,0.0,0.0,0.0,4.23938132364914,4.872124804790803,170.0416,5.664399999999898,0.040401000000000006,649.0837074276884,824.8301084276883
3.35,3.9000000000000004,0.0,2.954631431183411e-14,0.0,0.0,0.0,4.23938132364914,4.93539915290497,170.0416,5.6643999999998575,0.040401000000000006,649.0837074276884,824.8301084276883
3.35,3.95,0.0,3.745224117421569e-14,0.0,0.0,0.0,4.23938132364914,4.9986735010191365,170.0416,5.664399999999822,0.040401000000000006,649.0837074276884,824.8301084276882
3.35,4.0,0.0,3.634690552486755e-14,0.0,-0.0,0.0,4.23938132364914,5.061947849133302,170.0416,5.6643999999998265,0.040401000000000006,649.0837074276884,824.8301084276882
3.4,1.0,0.0,1.3098667050186541e-14,0.0,0.0,0.0,4.302655671763306,1.2654869622833256,170.0416,5.664399999999938,0.040401000000000006,649.0837074276884,824.8301084276884
3.4,1.05,0.0,1.1458329107917422e-14,0.0,0.0,0.0,4.302655671763306,1.328761310397492,170.0416,5.664399999999945,0.040401000000000006,649.0837074276884,824.8301084276884
3.4,1.1,0.0,1.5185642432849135e-14,0.0,-0.0,0.0,4.302655671763306,1.3920356585116584,170.0416,5.664399999999928,0.040401000000000006,649.0837074276884,824.8301084276883
3.4,1.15,0.0,4.653429762020611e-15,0.0,-0.0,0.0,4.302655671763306,1.4553100066258247,170.0416,5.664399999999978,0.040401000000000006,649.0837074276884,824.8301084276884
3.4,1.2,0.0,1.3587335555305743e-14,0.0,0.0,0.0,4.302655671763306,1.5185843547399906,170.0416,5.664399999999934,0.040401000000000006,649.0837074276884,824.8301084276884
3.4,1.25,0.0,1.440194573731442e-14,0.0,0.0,0.0,4.302655671763306,1.581858702854157,170.0416,5.664399999999932,0.040401000000000006,649.0837074276884,824.8301084276884
3.4,1.3,0.0,1.8041359439722036e-14,0.0,-0.0,0.0,4.302655671763306,1.6451330509683235,170.0416,5.664399999999913,0.040401000000000006,649.0837074276884,824.8301084276883
3.4,1.35,0.0,1.1948346298096613e-14,0.0,0.0,0.0,4.302655671763306,1.7084073990824897,170.0416,5.664399999999943,0.040401000000000006,649.0837074276884,824.8301084276884
3.4,1.4,0.0,7.951386703658792e-15,0.0,0.0,0.0,4.302655671763306,1.771681747196656,170.0416,5.6643999999999615,0.040401000000000006,649.0837074276884,824.8301084276884
3.4,1.45,0.0,1.21111914024097e-14,0.0,0.0,0.0,4.302655671763306,1.8349560953108224,170.0416,5.664399999999943,0.040401000000000006,649.0837074276884,824.8301084276884
3.4,1.5,0.0,1.2876582765447398e-14,0.0,0.0,0.0,4.302655671763306,1.8982304434249886,170.0416,5.664399999999938,0.040401000000000006,649.0837074276884,824.8301084276884
3.4,1.55,0.0,1.6392203624658512e-14,0.0,-0.0,0.0,4.302655671763306,1.9615047915391548,170.0416,5.6643999999999215,0.040401000000000006,649.0837074276884,824.8301084276883
3.4,1.6,0.0,1.6498938860165595e-14,0.0,0.0,0.0,4.302655671763306,2.024779139653321,170.0416,5.6643999999999215,0.040401000000000006,649.0837074276884,824.8301084276883
3.4,1.65,0.0,1.2722218725854067e-14,0.0,0.0,0.0,4.302655671763306,2.0880534877674872,170.0416,5.664399999999938,0.040401000000000006,649.0837074276884,824.8301084276884
3.4,1.7000000000000002,0.0,8.96957304030702e-15,0.0,-0.0,0.0,4.302655671763306,2.151327835881654,170.0416,5.664399999999957,0.040401000000000006,649.0837074276884,824.8301084276884
3.4,1.75,0.0,7.111936473907615e-15,0.0,-0.0,0.0,4.302655671763306,2.21460218399582,170.0416,5.664399999999966,0.040401000000000006,649.0837074276884,824.8301084276884
3.4,1.8,0.0,2.580385071682496e-14,0.0,-0.0,0.0,4.302655671763306,2.2778765321099863,170.0416,5.664399999999877,0.040401000000000006,649.0837074276884,824.8301084276883
3.4,1.85,0.0,1.3479579526632796e-14,0.0,0.0,0.0,4.302655671763306,2.3411508802241525,170.0416,5.664399999999936,0.040401000000000006,649.0837074276884,824.8301084276884
3.4,1.9,0.0,4.770832022195275e-15,0.0,0.0,0.0,4.302655671763306,2.4044252283383187,170.0416,5.664399999999977,0.040401000000000006,649.0837074276884,824.8301084276884
3.4,1.9500000000000002,0.0,1.4171701318720028e-14,0.0,0.0,0.0,4.302655671763306,2.467699576452485,170.0416,5.664399999999932,0.040401000000000006,649.0837074276884,824.8301084276884
3.4,2.0,0.0,1.3587335555305746e-14,0.0,0.0,0.0,4.302655671763306,2.530973924566651,170.0416,5.664399999999934,0.040401000000000006,649.0837074276884,824.8301084276884
3.4,2.05,0.0,7.695791411857719e-15,0.0,0.0,0.0,4.302655671763306,2.5942482726808174,170.0416,5.664399999999963,0.040401000000000006,649.0837074276884,824.8301084276884
3.4,2.1,0.0,1.3587335555305746e-14,0.0,-0.0,0.0,4.302655671763306,2.6575226207949836,170.0416,5.664399999999934,0.040401000000000006,649.0837074276884,824.8301084276884
3.4,2.1500000000000004,0.0,1.3587335555305746e-14,0.0,0.0,0.0,4.302655671763306,2.7207969689091507,170.0416,5.664399999999934,0.040401000000000006,649.0837074276884,824.8301084276884
3.4,2.2,0.0,1.3587335555305746e-14,0.0,0.0,0.0,4.302655671763306,2.784071317023317,170.0416,5.664399999999934,0.040401000000000006,649.0837074276884,824.8301084276884
3.4,2.25,0.0,1.2163414053488262e-14,0.0,0.0,0.0,4.302655671763306,2.8473456651374827,170.0416,5.664399999999943,0.040401000000000006,649.0837074276884,824.8301084276884
3.4,2.3,0.0,7.291648523295193e-15,0.0,0.0,0.0,4.302655671763306,2.9106200132516484,170.0416,5.664399999999966,0.040401000000000006,649.0837074276884,824.8301084276884
3.4,2.35,0.0,1.4223872947815228e-14,0.0,0.0,0.0,4.302655671763306,2.973894361365815,170.0416,5.664399999999932,0.040401000000000006,649.0837074276884,824.8301084276884
3.4,2.4000000000000004,0.0,6.659374479488591e-15,0.0,0.0,0.0,4.302655671763306,3.037168709479982,170.0416,5.664399999999968,0.040401000000000006,649.0837074276884,824.8301084276884
3.4,2.45,0.0,5.342709840143492e-15,0.0,0.0,0.0,4.302655671763306,3.100443057594148,170.0416,5.664399999999974,0.040401000000000006,649.0837074276884,824.8301084276884
3.4,2.5,0.0,1.3587335555305746e-14,0.0,-0.0,0.0,4.302655671763306,3.1637174057083137,170.0416,5.664399999999934,0.040401000000000006,649.0837074276884,824.8301084276884
3.4,2.55,0.0,3.5559682369538085e-15,0.0,-0.0,0.0,4.302655671763306,3.2269917538224804,170.0416,5.664399999999983,0.040401000000000006,649.0837074276884,824.8301084276884
3.4,2.6,0.0,8.53249797062399e-15,0.0,0.0,0.0,4.302655671763306,3.2902661019366466,170.0416,5.66439999999996,0.040401000000000006,649.0837074276884,824.8301084276884
3.4,2.6500000000000004,0.0,1.358733555530575e-14,0.0,-0.0,0.0,4.302655671763306,3.3535404500508132,170.0416,5.664399999999934,0.040401000000000006,649.0837074276884,824.8301084276884
3.4,2.7,0.0,1.944737578815475e-14,0.0,0.0,0.0,4.302655671763306,3.4168147981649795,170.0416,5.664399999999906,0.040401000000000006,649.0837074276884,824.8301084276883
3.4,2.75,0.0,1.066790471086142e-14,0.0,0.0,0.0,4.302655671763306,3.4800891462791452,170.0416,5.664399999999949,0.040401000000000006,649.0837074276884,824.8301084276884
3.4,2.8,0.0,3.669961621913074e-15,0.0,-0.0,0.0,4.302655671763306,3.543363494393312,170.0416,5.664399999999983,0.040401000000000006,649.0837074276884,824.8301084276884
3.4,2.85,0.0,4.770832022195275e-15,0.0,0.0,0.0,4.302655671763306,3.6066378425074777,170.0416,5.664399999999977,0.040401000000000006,649.0837074276884,824.8301084276884
3.4,2.9000000000000004,0.0,1.9670644349590217e-14,0.0,0.0,0.0,4.302655671763306,3.6699121906216448,170.0416,5.664399999999906,0.040401000000000006,649.0837074276884,824.8301084276883
3.4,2.95,0.0,7.546045663050529e-15,0.0,-0.0,0.0,4.302655671763306,3.7331865387358105,170.0416,5.664399999999963,0.040401000000000006,649.0837074276884,824.8301084276884
3.4,3.0,0.0,2.641825221256892e-14,0.0,0.0,0.0,4.302655671763306,3.7964608868499763,170.0416,5.664399999999874,0.040401000000000006,649.0837074276884,824.8301084276883
3.4,3.0500000000000003,0.0,1.6602982871414738e-14,0.0,0.0,0.0,4.302655671763306,3.859735234964144,170.0416,5.6643999999999215,0.040401000000000006,649.0837074276884,824.8301084276883
3.4,3.1,0.0,1.694524589003306e-14,0.0,0.0,0.0,4.302655671763306,3.9230095830783096,170.0416,5.664399999999919,0.040401000000000006,649.0837074276884,824.8301084276883
3.4,3.15,0.0,1.066790471086142e-14,0.0,0.0,0.0,4.302655671763306,3.9862839311924754,170.0416,5.664399999999949,0.040401000000000006,649.0837074276884,824.8301084276884
3.4,3.2,0.0,1.7094124510519156e-14,0.0,-0.0,0.0,4.302655671763306,4.049558279306641,170.0416,5.664399999999919,0.040401000000000006,649.0837074276884,824.8301084276883
3.4,3.25,0.0,3.2161368850873764e-14,0.0,0.0,0.0,4.302655671763306,4.112832627420809,170.0416,5.664399999999847,0.040401000000000006,649.0837074276884,824.8301084276883
3.4,3.3000000000000003,0.0,1.9035393189512476e-14,0.0,-0.0,0.0,4.302655671763306,4.1761069755349745,170.0416,5.664399999999908,0.040401000000000006,649.0837074276884,824.8301084276883
3.4,3.35,0.0,1.2772945277854865e-14,0.0,0.0,0.0,4.302655671763306,4.239381323649141,170.0416,5.664399999999938,0.040401000000000006,649.0837074276884,824.8301084276884
3.4,3.4000000000000004,0.0,2.645418630851062e-14,0.0,-0.0,0.0,4.302655671763306,4.302655671763308,170.0416,5.664399999999873,0.040401000000000006,649.0837074276884,824.8301084276883
3.4,3.45,0.0,1.358733555530575e-14,0.0,-0.0,0.0,4.302655671763306,4.3659300198774735,170.0416,5.664399999999934,0.040401000000000006,649.0837074276884,824.8301084276884
3.4,3.5,0.0,7.951386703658792e-15,0.0,0.0,0.0,4.302655671763306,4.429204367991639,170.0416,5.6643999999999615,0.040401000000000006,649.0837074276884,824.8301084276884
3.4,3.5500000000000003,0.0,2.425553128341284e-14,0.0,0.0,0.0,4.302655671763306,4.492478716105806,170.0416,5.664399999999883,0.040401000000000006,649.0837074276884,824.8301084276883
3.4,3.6,0.0,2.1316392842472237e-14,0.0,-0.0,0.0,4.302655671763306,4.555753064219973,170.0416,5.664399999999898,0.040401000000000006,649.0837074276884,824.8301084276883
3.4,3.6500000000000004,0.0,9.300887734724792e-15,0.0,0.0,0.0,4.302655671763306,4.619027412334138,170.0416,5.664399999999955,0.040401000000000006,649.0837074276884,824.8301084276884
3.4,3.7,0.0,1.0313840518204774e-14,0.0,0.0,0.0,4.302655671763306,4.682301760448304,170.0416,5.664399999999951,0.040401000000000006,649.0837074276884,824.8301084276884
3.4,3.75,0.0,3.846367743677469e-14,0.0,0.0,0.0,4.302655671763306,4.745576108562471,170.0416,5.664399999999816,0.040401000000000006,649.0837074276884,824.8301084276882
3.4,3.8000000000000003,0.0,1.3587335555305746e-14,0.0,0.0,0.0,4.302655671763306,4.8088504566766375,170.0416,5.664399999999934,0.040401000000000006,649.0837074276884,824.8301084276884
3.4,3.85,0.0,5.00158010895933e-15,0.0,-0.0,0.0,4.302655671763306,4.872124804790803,170.0416,5.664399999999977,0.040401000000000006,649.0837074276884,824.8301084276884
3.4,3.9000000000000004,0.0,1.4400573796779057e-14,0.0,0.0,0.0,4.302655671763306,4.93539915290497,170.0416,5.664399999999932,0.040401000000000006,649.0837074276884,824.8301084276884
