w_ckm,w_pmns,spread,ckm12,ckm23,ckm13,pmns12,pmns23,pmns13,Jckm,Jpmns,score_ckm,score_pmns,score
0.5,3.5,0.8894736842105263,0.14767338831740032,0.06004841649918704,0.047908090884859304,0.25921751346938854,0.3608260951264415,0.2802446439731118,-0.008658598943334947,0.0004931395390052866,0.14178311906664604,0.7602010353772817,0.9019841544439278
0.5,4.0,1.3631578947368421,0.14767338831740032,0.06004841649918704,0.047908090884859304,0.6747386998106608,0.2876459550135796,0.3732469825069062,-0.008658598943334947,0.009705967352779366,0.14178311906664604,0.7603397273039874,0.9021228463706334
0.5,4.0,1.0789473684210527,0.14767338831740032,0.06004841649918704,0.047908090884859304,0.6923287279161865,0.2854657243748798,0.3535122560213504,-0.008658598943334947,0.020010934020390034,0.14178311906664604,0.760375259562657,0.902158378629303
0.25,4.0,1.6,0.14452171254147578,0.06392452861175403,0.04894614013518705,0.6474539433889972,0.279126028665188,0.38447014326554163,-0.007477649339246589,0.0026386536568171,0.14984895620546532,0.7527980579893507,0.9026470141948161
0.25,4.0,0.7947368421052632,0.14452171254147578,0.06392452861175403,0.04894614013518705,0.6859650781842274,0.262943923694104,0.32978636651124194,-0.007477649339246589,0.030003706314717646,0.14984895620546532,0.7528075210013652,0.9026564772068305
0.5,4.0,1.3157894736842106,0.14767338831740032,0.06004841649918704,0.047908090884859304,0.6790255602365993,0.28837248477074756,0.37040422551882307,-0.008658598943334947,0.011325701895273573,0.14178311906664604,0.7610573009846747,0.9028404200513207
0.5,4.0,1.1263157894736842,0.14767338831740032,0.06004841649918704,0.047908090884859304,0.6908856314001905,0.28702938993559973,0.3572046755138996,-0.008658598943334947,0.01823330891908,0.14178311906664604,0.7610609169784903,0.9028440360451364
0.0,3.5,0.7947368421052632,0.14241399222396828,0.06652579330069344,0.049314789155330004,0.2585331704228829,0.36694417443063626,0.27364491885538583,-0.006158559966820482,0.0004997307178384915,0.15492659023205516,0.7481675740018667,0.9030941642339219
0.5,4.0,1.1736842105263159,0.14767338831740032,0.06004841649918704,0.047908090884859304,0.6887956751237589,0.28806751310706663,0.3607562457813364,-0.008658598943334947,0.016463495378342498,0.14178311906664604,0.7614844077980286,0.9032675268646746
0.5,4.0,1.2684210526315791,0.14767338831740032,0.06004841649918704,0.047908090884859304,0.6828252699135428,0.2887059474860532,0.36736888796385075,-0.008658598943334947,0.01299836911099703,0.14178311906664604,0.7614882103913402,0.9032713294579862
0.5,4.0,1.2210526315789474,0.14767338831740032,0.06004841649918704,0.047908090884859304,0.6860957164963106,0.2886151162256707,0.36414914576905943,-0.008658598943334947,0.01471453879862955,0.14178311906664604,0.7616297460396992,0.9034128651063453
0.25,4.0,0.8421052631578947,0.14452171254147578,0.06392452861175403,0.04894614013518705,0.6888809353788354,0.2684568993480672,0.33378192400643736,-0.007477649339246589,0.02849835809224445,0.14984895620546532,0.7542059600372055,0.9040549162426709
0.25,3.5,0.8421052631578947,0.14452171254147578,0.06392452861175403,0.04894614013518705,0.2589632711556818,0.3638436979590077,0.27703182487284567,-0.007477649339246589,0.00048345954201149037,0.14984895620546532,0.7542248557581562,0.9040738119636216
0.25,4.0,1.5526315789473686,0.14452171254147578,0.06392452861175403,0.04894614013518705,0.653556842717809,0.2813914182958427,0.38262272725881147,-0.007477649339246589,0.003898500635914447,0.14984895620546532,0.7547881516807777,0.9046371078862431
0.0,4.0,0.7,0.14241399222396828,0.06652579330069344,0.049314789155330004,0.6779749935281639,0.24949554790369516,0.32200014563140533,-0.006158559966820482,0.03268911788392409,0.15492659023205516,0.7504795912558739,0.9054061814879291
0.25,4.0,0.8894736842105263,0.14452171254147578,0.06392452861175403,0.04894614013518705,0.6910512885332436,0.27321336238337796,0.33780295838339797,-0.007477649339246589,0.026906944537800327,0.14984895620546532,0.7556408845332636,0.905489840738729
0.25,4.0,1.505263157894737,0.14452171254147578,0.06392452861175403,0.04894614013518705,0.6593756861970723,0.28340203078469994,0.3805791278154837,-0.007477649339246589,0.005238727365178442,0.14984895620546532,0.756552783227856,0.9064017394333214
0.0,4.0,0.7473684210526316,0.14241399222396828,0.06652579330069344,0.049314789155330004,0.6823200784104255,0.2566356932699255,0.32584869429759394,-0.006158559966820482,0.0314061932567767,0.15492659023205516,0.7515330794380939,0.906459669670149
0.25,4.0,0.9368421052631579,0.14452171254147578,0.06392452861175403,0.04894614013518705,0.69247137009977,0.27725297205154675,0.3418170246428578,-0.007477649339246589,0.02524619485247704,0.14984895620546532,0.7570354226910809,0.9068843788965463
0.0,4.0,1.6,0.14241399222396828,0.06652579330069344,0.049314789155330004,0.6474539433889972,0.279126028665188,0.38447014326554163,-0.006158559966820482,0.0026386536568171,0.15492659023205516,0.7527980579893507,0.9077246482214059
0.0,4.0,0.7947368421052632,0.14241399222396828,0.06652579330069344,0.049314789155330004,0.6859650781842274,0.262943923694104,0.32978636651124194,-0.006158559966820482,0.030003706314717646,0.15492659023205516,0.7528075210013652,0.9077341112334203
0.5,3.5,0.9368421052631579,0.14767338831740032,0.06004841649918704,0.047908090884859304,0.2593147999206655,0.357924105390063,0.28326971280604507,-0.008658598943334947,0.0005205123392163643,0.14178311906664604,0.7660308074953166,0.9078139265619627
0.25,4.0,1.4578947368421054,0.14452171254147578,0.06392452861175403,0.04894614013518705,0.6648723121861773,0.2851325074297744,0.37833602329722976,-0.007477649339246589,0.006656373695474178,0.14984895620546532,0.7580758280536326,0.907924784259098
0.25,4.0,0.9842105263157894,0.14452171254147578,0.06392452861175403,0.04894614013518705,0.693146723948611,0.2806154935502439,0.3457926434929938,-0.007477649339246589,0.023532615384330328,0.14984895620546532,0.7583238738913608,0.9081728300968261
0.0,4.0,0.8421052631578947,0.14241399222396828,0.06652579330069344,0.049314789155330004,0.6888809353788354,0.2684568993480672,0.33378192400643736,-0.006158559966820482,0.02849835809224445,0.15492659023205516,0.7542059600372055,0.9091325502692607
0.0,3.5,0.8421052631578947,0.14241399222396828,0.06652579330069344,0.049314789155330004,0.2589632711556818,0.3638436979590077,0.27703182487284567,-0.006158559966820482,0.00048345954201149037,0.15492659023205516,0.7542248557581562,0.9091514459902114
0.25,4.0,1.4105263157894736,0.14452171254147578,0.06392452861175403,0.04894614013518705,0.670006985889507,0.286556360626245,0.3758918294505268,-0.007477649339246589,0.008147269199640799,0.14984895620546532,0.7593424547137887,0.909191410919254
0.25,4.0,1.0315789473684212,0.14452171254147578,0.06392452861175403,0.04894614013518705,0.6930918329587246,0.28334024379825345,0.34970013342258005,-0.007477649339246589,0.021782332638791212,0.14984895620546532,0.759451722583051,0.9093006787885164
0.0,4.0,1.5526315789473686,0.14241399222396828,0.06652579330069344,0.049314789155330004,0.653556842717809,0.2813914182958427,0.38262272725881147,-0.006158559966820482,0.003898500635914447,0.15492659023205516,0.7547881516807777,0.9097147419128329
0.25,3.5,0.8894736842105263,0.14452171254147578,0.06392452861175403,0.04894614013518705,0.25921751346938854,0.3608260951264415,0.2802446439731118,-0.007477649339246589,0.0004931395390052866,0.14984895620546532,0.7602010353772817,0.910049991582747
0.25,4.0,1.3631578947368421,0.14452171254147578,0.06392452861175403,0.04894614013518705,0.6747386998106608,0.2876459550135796,0.3732469825069062,-0.007477649339246589,0.009705967352779366,0.14984895620546532,0.7603397273039874,0.9101886835094527
0.25,4.0,1.0789473684210527,0.14452171254147578,0.06392452861175403,0.04894614013518705,0.6923287279161865,0.2854657243748798,0.3535122560213504,-0.007477649339246589,0.020010934020390034,0.14984895620546532,0.760375259562657,0.9102242157681223
0.0,4.0,0.8894736842105263,0.14241399222396828,0.06652579330069344,0.049314789155330004,0.6910512885332436,0.27321336238337796,0.33780295838339797,-0.006158559966820482,0.026906944537800327,0.15492659023205516,0.7556408845332636,0.9105674747653187
