N_gen,winding,asym,noise,stable_rank_mean,stable_rank_std,surviving_modes_mean,surviving_modes_std,condition_mean,condition_std,nonorth_mean,nonorth_std,p3_gap_mean,p3_gap_std
3,-6,0.1,0.0003,1.3454251928343983,0.0001222985621776086,2.0,0.0,16.60048439063176,0.02669980582969788,1.214710293551184,0.00017489655297620767,,
3,-6,0.1,0.001,1.345417652264077,0.00037656125631797566,2.0,0.0,16.603426170303617,0.07679396958402278,1.214709896656112,0.0004981093319357695,,
3,-6,0.1,0.003,1.3450198385514605,0.0013945424537854913,2.0,0.0,16.616917330919414,0.27111106455792444,1.2147657400900584,0.0021402558707570396,,
3,-6,0.1,0.01,1.3461040638351138,0.004535649370850538,2.0,0.0,16.66925805926336,0.8564531362587089,1.2138164386891237,0.005496549720006516,,
3,6,-0.1,0.0,1.3378348149378354,0.0,2.0,0.0,17.56177958662861,0.0,1.2255668125736279,0.0,,
3,6,-0.1,0.0001,1.3378324802829176,3.184809247758748e-05,2.0,0.0,17.56353109824966,0.009585372409386525,1.2255710503411243,4.8400602069657365e-05,,
3,6,-0.1,0.0003,1.3378393783226183,0.00011713912615072415,2.0,0.0,17.56440306230848,0.026035443315414516,1.2255700149458926,0.00015158859864314322,,
3,6,-0.1,0.001,1.337899327604021,0.0003488009610055123,2.0,0.0,17.580648590615972,0.11117810081501359,1.2255614670803872,0.0006007303554092795,,
3,6,-0.1,0.003,1.338006790129405,0.0011927445654990039,2.0,0.0,17.610438551248485,0.2988546007419742,1.2256994781451884,0.0017333678980049267,,
3,6,-0.1,0.01,1.3367778610558705,0.004006968315784778,2.0,0.0,17.716982031262,1.2045740250832933,1.2267476592928137,0.005593612896632574,,
3,6,-0.07,0.0,1.342349351295723,0.0,2.0,0.0,17.377636152274153,0.0,1.221807697758475,0.0,,
