N_gen,winding,asym,noise,stable_rank_mean,stable_rank_std,surviving_modes_mean,surviving_modes_std,condition_mean,condition_std,nonorth_mean,nonorth_std,p3_gap_mean,p3_gap_std
4,-12,-0.07,0.0,3.309022666975938,0.0,4.0,0.0,1.238496629083364,0.0,0.1560022412309453,0.0,1.0937059356104706,0.0
4,-12,-0.07,0.0001,3.3090628149965156,0.00024932588861026084,4.0,0.0,1.2384793846627846,9.419583872031464e-05,0.15599486097099263,5.2692081333181255e-05,1.0936926417608714,7.586598572789192e-05
4,-12,-0.07,0.0003,3.3091653294163024,0.000754699610932746,4.0,0.0,1.2384161191450602,0.00024247233371525942,0.15596098372706255,0.0001314949328383044,1.0936530673962654,0.00024293519118122952
4,-12,-0.07,0.001,3.3087052887371486,0.0027222617353987815,4.0,0.0,1.2385743756439225,0.0008660461098550085,0.15603863565667817,0.0004666702799817312,1.0937145320494663,0.0009128973429661189
4,-12,-0.07,0.003,3.310265117591709,0.008244979321236147,4.0,0.0,1.2379297868706642,0.0028334390357898508,0.1557967766382892,0.001575401643455217,1.093177901915904,0.002217114074470011
4,-12,-0.07,0.01,3.301566008303972,0.02362082269006719,4.0,0.0,1.2417885670533777,0.007418352168639406,0.15840169495717613,0.004173016770137438,1.0941075412338064,0.007438958819237622
4,-12,-0.03,0.0,3.292746636520815,4.440892098500626e-16,4.0,0.0,1.2318231061884155,0.0,0.14806722779130926,0.0,1.099872568647107,0.0
4,-12,-0.03,0.0001,3.292747196356769,0.00026188203788964006,4.0,0.0,1.2318373733512,8.346937477679355e-05,0.14807540601877572,4.889020457981529e-05,1.0998840541913961,7.698035883408695e-05
4,-12,-0.03,0.0003,3.2927794865396685,0.0006452640987798602,4.0,0.0,1.231770627794536,0.00020038134607321443,0.14803997752595985,0.0001121978839923571,1.099818691763986,0.00022682493611734137
4,-12,-0.03,0.001,3.293286729808487,0.0027478499235413793,4.0,0.0,1.2317111469866846,0.0007636801529308481,0.1479841303304314,0.0004440096183486839,1.0999836947175647,0.0007445205937654168
4,-12,-0.03,0.003,3.29278016300042,0.006554783332447614,4.0,0.0,1.2316966208495548,0.002895300068365623,0.14806839376406525,0.001587317150482226,1.099644290239358,0.0026912260946055713
4,-12,-0.03,0.01,3.292539716616446,0.02752478357010833,4.0,0.0,1.2318665870831325,0.008385396627988333,0.1485767381472401,0.004910666093355278,1.0985450523039708,0.006969588586219296
4,-12,0.0,0.0,3.2638053624639047,4.440892098500626e-16,4.0,0.0,1.2398636265399288,0.0,0.15201644905815484,0.0,1.1111140849425512,0.0
4,-12,0.0,0.0001,3.2637832285048276,0.00023628804116512697,4.0,0.0,1.2398605461826449,9.254066655577858e-05,0.15201497381656506,5.2076634643239566e-05,1.1111040167683957,7.735458023347244e-05
4,-12,0.0,0.0003,3.2637370963174943,0.000888373319825815,4.0,0.0,1.2399049853447253,0.0002777871132337813,0.15203747031494577,0.00015931224227043187,1.1111459994041948,0.0002831455420689242
4,-12,0.0,0.001,3.263962996701268,0.0025249008196601176,4.0,0.0,1.2397726165203153,0.0009276167289781661,0.1519785563483061,0.000508825051084837,1.111011662589916,0.0009690742381394398
4,-12,0.0,0.003,3.266209201845831,0.00865171677628069,4.0,0.0,1.2392629575139205,0.0028833582891959,0.15170303774392274,0.0016502061313143413,1.1106240473607802,0.00221509555422161
4,-12,0.0,0.01,3.260106428618755,0.021145905775718545,4.0,0.0,1.2430130806783937,0.00719979444389096,0.1541007987894738,0.0040421978598365,1.1091529197886867,0.007203232307760161
4,-12,0.03,0.0,3.226161112630506,4.440892098500626e-16,4.0,0.0,1.2610087468530127,0.0,0.16413796159479813,0.0,1.1157922417807444,0.0
4,-12,0.03,0.0001,3.226202293659334,0.0002115836105402823,4.0,0.0,1.260989624035378,8.346848682810167e-05,0.1641273938581363,4.3708616905657365e-05,1.1157817928313236,0.00011023381148848975
4,-12,0.03,0.0003,3.2262506545546423,0.0006003914863664774,4.0,0.0,1.2610086784903545,0.00027361673258539677,0.16414149278593015,0.00015206768086512614,1.1157865221355976,0.00022449491185296512
4,-12,0.03,0.001,3.2265913145621994,0.0020986832663627557,4.0,0.0,1.260858379140541,0.0007092708337295644,0.16406829528857497,0.00039419941874524087,1.1156252703923122,0.000724722325203666
4,-12,0.03,0.003,3.225800678953582,0.006581329904754337,4.0,0.0,1.2613163635764806,0.002781314118669033,0.1643387022766875,0.0015366851214884691,1.115645532610418,0.0027521423259098342
4,-12,0.03,0.01,3.219446016575983,0.023299210174325388,4.0,0.0,1.2640454883181285,0.008463756754397637,0.1660508905475211,0.0046619427540083545,1.115673776116148,0.007581260212108236
4,-12,0.07,0.0,3.1670981142315062,0.0,4.0,0.0,1.308485924708494,0.0,0.19047062832142375,0.0,1.140831482612868,0.0
4,-12,0.07,0.0001,3.167062963904154,0.00021688985070985995,4.0,0.0,1.3084999690836132,9.878151059250819e-05,0.19047736926397,5.301229406363453e-05,1.1408430914248253,9.529900560459648e-05
4,-12,0.07,0.0003,3.1669982030589425,0.0006799270738023311,4.0,0.0,1.3085323627948893,0.0002616698841622386,0.1904908817404829,0.0001411876635793592,1.1408794512009433,0.0002157436129094283
4,-12,0.07,0.001,3.1668784468450797,0.0025497562694563555,4.0,0.0,1.308717204750856,0.001048411838764933,0.19057647157765806,0.0005500822846869012,1.1410986520212254,0.0009297159809651495
4,-12,0.07,0.003,3.1674474938586554,0.0074094774446560934,4.0,0.0,1.3080705412365845,0.002761688969913078,0.19029914882565407,0.0014858929835191458,1.140244076265407,0.002295233543867318
4,-12,0.07,0.01,3.163204689196994,0.024066051376086157,4.0,0.0,1.3103388636178364,0.009992237978712105,0.1915152419258456,0.004923335066130945,1.1412226791285804,0.00946647675722156
4,-12,0.1,0.0,3.118627279329569,0.0,4.0,0.0,1.3556343113136478,0.0,0.21569456727256858,2.7755575615628914e-17,1.1703460014592644,0.0
4,-12,0.1,0.0001,3.1185877626958556,0.0002264006326332735,4.0,0.0,1.3556514910039397,0.00010020389104445094,0.21570357967762738,4.9726021572350024e-05,1.170347200697758,8.634539191331142e-05
4,-12,0.1,0.0003,3.1184871243297168,0.0006997208744091346,4.0,0.0,1.355680426020556,0.00029795898467132616,0.21571395225070472,0.00014922086486916008,1.1703580466307937,0.00023414395020726503
4,-12,0.1,0.001,3.119006810159314,0.002484853996943099,4.0,0.0,1.3555473083843814,0.0010048455826276266,0.2156516375180167,0.0005130888055208167,1.1703544067473075,0.0009071957597500283
4,-12,0.1,0.003,3.1177218176002772,0.0072573147704802455,4.0,0.0,1.3556982658257788,0.002702620277941758,0.2157925176691724,0.0013427825837689542,1.1698490935500516,0.002209514873889335
4,-12,0.1,0.01,3.119064532105925,0.019865697044059605,4.0,0.0,1.3572128050044356,0.00982674298143407,0.21681177920463246,0.005191810632942748,1.172073473138267,0.008046461870359787
4,-10,-0.1,0.0,2.669128661748081,0.0,4.0,0.0,2.389589714926075,0.0,0.5595864388662233,0.0,2.0193684083186136,0.0
4,-10,-0.1,0.0001,2.669115458227215,0.0001534808850015379,4.0,0.0,2.38957491095533,0.0002736324385055085,0.5595846783888885,5.46970169542619e-05,2.019353110198044,0.00021250280126364337
4,-10,-0.1,0.0003,2.669150381087664,0.0005532884319848741,4.0,0.0,2.38961591074443,0.0007576812286782851,0.559589650574893,0.0001624014255391463,2.019380401827465,0.0006643565046349545
4,-10,-0.1,0.001,2.6694121170159786,0.0014370007358451608,4.0,0.0,2.3888199248413295,0.0018040550341475693,0.5594539956117682,0.00038899280133569675,2.0189207348104077,0.0017584917283000484
4,-10,-0.1,0.003,2.6689906323720627,0.005278301550402536,4.0,0.0,2.3906000087175285,0.007485511502495423,0.5597245961039338,0.0015214886474235905,2.019619390905901,0.006893711027481836
4,-10,-0.1,0.01,2.6670007382253478,0.015213386273514153,4.0,0.0,2.3961759919665626,0.022609211117683253,0.5606193686163496,0.004707081975720904,2.02229554067102,0.018920096513994313
4,-10,-0.07,0.0,2.759592600872957,0.0,4.0,0.0,2.3260306086376024,0.0,0.5479354402388825,0.0,2.0267676759939572,0.0
4,-10,-0.07,0.0001,2.7595649735679197,0.00014385709102127052,4.0,0.0,2.3260560648380975,0.00019999128750416872,0.547942198651373,4.15035250331968e-05,2.0267840365713035,0.0001671551644707155
4,-10,-0.07,0.0003,2.7594967821727012,0.0006403501658432441,4.0,0.0,2.3261187719863057,0.0006681008147494598,0.547962855514083,0.00014852710022041673,2.0267479563199364,0.0006086854487312829
4,-10,-0.07,0.001,2.759666497807212,0.0018150765353864022,4.0,0.0,2.3258492829778428,0.0029421140737004654,0.5478988515245377,0.0005955919503119212,2.0267603953002578,0.0026304544520581057
4,-10,-0.07,0.003,2.7576343689985743,0.005664155976153562,4.0,0.0,2.3263352074944743,0.008510092343173086,0.5478672317504081,0.0017614399208143805,2.0260321490926243,0.007315001279404394
4,-10,-0.07,0.01,2.7540940006833035,0.018054290808828574,4.0,0.0,2.3296158120980004,0.021065814477125265,0.5483888105356324,0.004546607548041513,2.025664126879232,0.021598287711577548
4,-10,-0.03,0.0,2.855756350994328,0.0,4.0,0.0,2.257509793983658,0.0,0.5359412619257189,0.0,2.027012805185603,0.0
4,-10,-0.03,0.0001,2.8557579077230217,0.00017863090651475087,4.0,0.0,2.2575280499783617,0.00020295534966521881,0.5359445018524772,4.3799187550491636e-05,2.027042362853038,0.00020963128179759895
4,-10,-0.03,0.0003,2.8556613014302177,0.0005221182401951467,4.0,0.0,2.257566847892943,0.0007053344986394188,0.535948830723244,0.0001567620045675787,2.0269951602912366,0.0007409337106904872
4,-10,-0.03,0.001,2.8554432620751413,0.0019319818886989273,4.0,0.0,2.2580367311259733,0.0016829584607702315,0.536073091687974,0.0003927289554230563,2.0273821316896123,0.0018624803480067392
4,-10,-0.03,0.003,2.8563908892294885,0.004923030076610889,4.0,0.0,2.257590601700138,0.005987214060525487,0.5359194216029,0.001374618384544892,2.0273776696869246,0.00662248018282927
4,-10,-0.03,0.01,2.8511642739344585,0.020490145216796013,4.0,0.0,2.2624402482195185,0.022188092964049312,0.5370630046385308,0.004738399135761808,2.028442518290321,0.02118661953367521
4,-10,0.0,0.0,2.886618267577633,0.0,4.0,0.0,2.2256715595117122,0.0,0.5298724802054562,0.0,2.009937833097532,0.0
4,-10,0.0,0.0001,2.8865777122537666,0.0002015502031388797,4.0,0.0,2.225748476808989,0.00023129648290089495,0.5298879430726374,4.788461209468482e-05,2.0100034402058187,0.00016503352258427086
4,-10,0.0,0.0003,2.8866394455954483,0.00048112516647518346,4.0,0.0,2.2256608698123848,0.0005931551293753914,0.5298798130601112,0.00013942313983363375,2.009988444556685,0.0006472564259892346
4,-10,0.0,0.001,2.8861305404277564,0.0013894787866448072,4.0,0.0,2.225593008050751,0.002040650988530736,0.5298232872164729,0.0004670731244789193,2.0095802320952374,0.0022673051306465134
4,-10,0.0,0.003,2.887529219302763,0.005400489515866551,4.0,0.0,2.223947063857884,0.006068321734148443,0.5295167108005944,0.0014490261699687174,2.008477686741139,0.005638949149133712
4,-10,0.0,0.01,2.8856515449919433,0.01935906638406488,4.0,0.0,2.2237045660150323,0.026257662478141423,0.5292060698400978,0.005698302728234396,2.0076563345483507,0.02206159457135736
4,-10,0.03,0.0,2.8740757946457998,0.0,4.0,0.0,2.2124126646977476,0.0,0.526510190426747,0.0,1.9719928513803893,0.0
4,-10,0.03,0.0001,2.87413166873107,0.0002202705497087454,4.0,0.0,2.2123319187885624,0.00022841520780048357,0.5264956922735398,5.113637618255605e-05,1.9719525443149848,0.00018478960829016236
4,-10,0.03,0.0003,2.874033426629809,0.0005363287411714338,4.0,0.0,2.212311032861354,0.0007140067348376523,0.5264859808812431,0.0001659216794456105,1.971856297078062,0.0005823034257807277
4,-10,0.03,0.001,2.874258849632968,0.0019122396579998838,4.0,0.0,2.2117778448508245,0.001940976030230421,0.5263781886091438,0.0003950620311072712,1.9713291949957878,0.001717359087350249
4,-10,0.03,0.003,2.873278490954003,0.005578314176718891,4.0,0.0,2.2120991765191818,0.006607638023375502,0.5264112820381197,0.001475553755220381,1.971295219162693,0.005706023195442546
4,-10,0.03,0.01,2.876260563004025,0.02331287563564725,4.0,0.0,2.2145308095598795,0.024614343656364713,0.5274968046984612,0.005158008648148565,1.9737678164394943,0.020424508829114188
4,-10,0.07,0.0,2.811936869518349,0.0,4.0,0.0,2.214985590105736,0.0,0.5264599286476771,0.0,1.901357758505241,2.220446049250313e-16
4,-10,0.07,0.0001,2.8118927923888677,0.0001439968146881957,4.0,0.0,2.215011324308162,0.00023228954289042784,0.5264640313833431,5.438080352258148e-05,1.9013463087161981,0.00023299327918317386
4,-10,0.07,0.0003,2.811915175027427,0.0006351108892240533,4.0,0.0,2.21486552643223,0.0006988260393355249,0.5264291418719005,0.00014526794488754595,1.9012824641829504,0.0006123356322017407
4,-10,0.07,0.001,2.812573617586481,0.0015123189737336624,4.0,0.0,2.2145150929638553,0.0018830308907588943,0.5263921372611304,0.0004667122870629078,1.901221900190626,0.0019363337627964353
4,-10,0.07,0.003,2.8133605854625228,0.0054132172579189185,4.0,0.0,2.21370053548178,0.0062061412727908456,0.5262022884240846,0.0014225086966780508,1.9008170243477687,0.005836137944131431
4,-10,0.07,0.01,2.8037573076561095,0.016556481936822402,4.0,0.0,2.2199706935954966,0.01997481283843773,0.5275640564127887,0.004407346270202978,1.9009854728562179,0.019272806823788055
4,-10,0.1,0.0,2.749289774549671,0.0,4.0,0.0,2.225655198063771,0.0,0.5298400115634662,0.0,1.842036564517673,2.220446049250313e-16
4,-10,0.1,0.0001,2.749298169419312,0.00018075162653760738,4.0,0.0,2.225657184866425,0.00019616936935385536,0.5298387661018754,4.676748491076023e-05,1.8420665212654221,0.00015768912980740918
4,-10,0.1,0.0003,2.749214235274077,0.0004105347621947104,4.0,0.0,2.2256320659601743,0.0005674241000316673,0.529841474185359,0.00013708055977420952,1.8419117956248627,0.0004747145679583927
4,-10,0.1,0.001,2.749418840933095,0.0015917659499561781,4.0,0.0,2.225091149760263,0.002009211623090852,0.5297206603881096,0.0004469580111277201,1.8415090157742084,0.0019156456378619556
4,-10,0.1,0.003,2.74933713925264,0.005053229635537523,4.0,0.0,2.2238630628365237,0.006085146814133838,0.5293747994022093,0.001361005902911105,1.8406565535001789,0.005996044741217519
4,-10,0.1,0.01,2.7471420737323746,0.019114016195323023,4.0,0.0,2.226864077038633,0.02077732312724577,0.530036140208149,0.004792131968086245,1.842979688015411,0.01669991618813032
4,-8,-0.1,0.0,2.1411048558190093,0.0,4.0,0.0,9.191941153993607,0.0,1.061297852592284,0.0,5.492421953308517,0.0
4,-8,-0.1,0.0001,2.1411031258340194,8.71272773419183e-05,4.0,0.0,9.191242777899742,0.002849291894124791,1.0612867762735179,4.597760294445931e-05,5.491966590319238,0.001779405673837034
4,-8,-0.1,0.0003,2.1410686519258824,0.00033624168482896235,4.0,0.0,9.191433679611427,0.009172251539846292,1.0612889359010604,0.00019871806853362153,5.491975215572756,0.005253041002631468
4,-8,-0.1,0.001,2.141221125421134,0.001094214271228798,4.0,0.0,9.190751075738559,0.027187294729162207,1.0612821467337175,0.0005126685838817924,5.491189294433231,0.016117229454010472
4,-8,-0.1,0.003,2.140774675338696,0.002658425496815618,4.0,0.0,9.213267551906757,0.06408815604794049,1.0617940266787638,0.001173086343086617,5.504554600998047,0.04011714191907418
4,-8,-0.1,0.01,2.141148318332705,0.009919425676978153,4.0,0.0,9.290757889566262,0.24790970280675426,1.0626433271731126,0.004246394941792101,5.5509661081677155,0.15134746152861492
4,-8,-0.07,0.0,2.2001296520861,0.0,4.0,0.0,8.974738320768306,0.0,1.0533721108802314,0.0,5.480983522881708,0.0
4,-8,-0.07,0.0001,2.200128505513332,9.533226889824219e-05,4.0,0.0,8.974496313650013,0.002244958807688992,1.0533700334212053,4.5053116438204846e-05,5.480793157013091,0.0014278706613367017
4,-8,-0.07,0.0003,2.2001083980414355,0.00033094466530976616,4.0,0.0,8.976215406926666,0.00869978406612023,1.0533923279570154,0.0001580531430354854,5.481934864123602,0.005353697236092476
4,-8,-0.07,0.001,2.2001660907705487,0.0012203091594068824,4.0,0.0,8.977227061978905,0.023342296589896342,1.053362228571674,0.000455338624514675,5.483250485394455,0.014545568166353787
4,-8,-0.07,0.003,2.200023185857268,0.0030940832615494692,4.0,0.0,8.96951297620079,0.07617863657848564,1.053197752369711,0.001547405134496748,5.476986655903397,0.04488553058606615
4,-8,-0.07,0.01,2.1996405301169295,0.00844851143456554,4.0,0.0,9.008442950722308,0.23657721613901517,1.0540665393061897,0.0045221363130424595,5.495401320641246,0.14884989726615944
4,-8,-0.03,0.0,2.2650711266883,0.0,4.0,0.0,8.731422235244054,0.0,1.0449154247715606,0.0,5.4639372490891605,0.0
4,-8,-0.03,0.0001,2.265060582870417,9.121509016720641e-05,4.0,0.0,8.731469165777105,0.002278696513726795,1.0449118506182598,5.0214011450067935e-05,5.463943765680514,0.0014431513043813478
4,-8,-0.03,0.0003,2.2650810273764472,0.00031562024915829357,4.0,0.0,8.730614020844964,0.006944117180019289,1.0449101982986058,0.0001241855814821005,5.463359648244601,0.004412512279455596
4,-8,-0.03,0.001,2.264924810911541,0.0009171771158197614,4.0,0.0,8.734599721707303,0.023645302849188192,1.044969660293583,0.0005023765270344417,5.465902325927785,0.014686604871050508
4,-8,-0.03,0.003,2.2656266324615877,0.0034605308687214982,4.0,0.0,8.740373721577527,0.06969704843713843,1.0451091383214226,0.0014658275415891096,5.47099771019911,0.041396548030372265
4,-8,-0.03,0.01,2.2644531815564286,0.01127136546923536,4.0,0.0,8.716257390985646,0.3006311816707283,1.0448008511686868,0.005670388563692213,5.4521614242096375,0.18153817533411457
4,-8,0.0,0.0,2.2854923238938913,0.0,4.0,0.0,8.61395373772671,0.0,1.0402607733771672,0.0,5.449389754830414,0.0
4,-8,0.0,0.0001,2.2855199377675888,0.00011024721321884434,4.0,0.0,8.614377025673525,0.0024685908121385666,1.040270988079983,4.8355831777516845e-05,5.449706487974979,0.0015641713385855795
4,-8,0.0,0.0003,2.285501113712646,0.0003172650049319505,4.0,0.0,8.61457568789023,0.00558160423201982,1.0402684407184644,0.00011035922569148954,5.449922721356764,0.003553721143580355
4,-8,0.0,0.001,2.2853951973389717,0.0009633506230069287,4.0,0.0,8.612736696751938,0.01987039609819143,1.0402004638878406,0.0004025042957283959,5.4487380613018885,0.013326753140647777
4,-8,0.0,0.003,2.2848686239590226,0.0030771827436217383,4.0,0.0,8.614630570508833,0.06427993256687044,1.0403139972807334,0.0013591815053886499,5.44885624632361,0.04198771634864019
4,-8,0.0,0.01,2.286336780085212,0.012066581631967215,4.0,0.0,8.51982431506367,0.2708923184478121,1.0392104740798107,0.005930706333276425,5.3769983697411226,0.16851108267970452
4,-8,0.03,0.0,2.2708808668608387,0.0,4.0,0.0,8.568738500641954,0.0,1.037134094253859,0.0,5.432842725593132,0.0
4,-8,0.03,0.0001,2.2708862821240685,0.00012535260717745427,4.0,0.0,8.568580138605185,0.0025148929134707096,1.0371352376985483,4.73161229059986e-05,5.432739025152834,0.0015954336610336658
4,-8,0.03,0.0003,2.270961687765543,0.0003928564653551274,4.0,0.0,8.565017933067125,0.006448797062569755,1.0370791365282488,0.00013067836127867764,5.430716621307949,0.004098562412698272
4,-8,0.03,0.001,2.270866456186714,0.0011917851989435835,4.0,0.0,8.571323860147249,0.022711136775469393,1.0371165815055001,0.0004899115903484845,5.435044179650196,0.014479580946533423
4,-8,0.03,0.003,2.270408774973306,0.002422640066375765,4.0,0.0,8.568073342667114,0.07719323576557564,1.0370778610727769,0.001477696215818521,5.433441174223445,0.04840755998885662
4,-8,0.03,0.01,2.2691097253915755,0.012710904635484709,4.0,0.0,8.531357922112326,0.2251603639860638,1.0365062313200775,0.004445590892170196,5.402360702554246,0.14345771503778582
4,-8,0.07,0.0,2.215751030574454,0.0,4.0,0.0,8.585531656909984,0.0,1.0354500439283927,0.0,5.406618998313505,0.0
4,-8,0.07,0.0001,2.2157771302071345,0.000105182455710897,4.0,0.0,8.586036490171956,0.0024157294941949386,1.0354617565146813,5.312677296537733e-05,5.406960748921206,0.0015953036705903005
4,-8,0.07,0.0003,2.215797004189189,0.0003230978296913424,4.0,0.0,8.58404743117207,0.006910825760224729,1.0354171147938236,0.00013479080443922595,5.405877977184465,0.0048570368474376915
4,-8,0.07,0.001,2.21594215057007,0.0009790043081843573,4.0,0.0,8.585164997098255,0.0261553037825034,1.035370295818149,0.0005395569290088428,5.4070532519076995,0.01631952160258653
4,-8,0.07,0.003,2.2153380695801266,0.0033595758957279623,4.0,0.0,8.570099268199353,0.055449191991911805,1.0352549430086142,0.0010558625678076328,5.395450031025294,0.035617803676931306
4,-8,0.07,0.01,2.215190591785504,0.01106592047803013,4.0,0.0,8.591121162017103,0.26573467447318866,1.0354529844797908,0.005497120961503371,5.4076150754986445,0.16892900019597715
4,-8,0.1,0.0,2.1640891529509028,0.0,4.0,0.0,8.626893301065452,0.0,1.0361160868608763,0.0,5.382782083658704,0.0
4,-8,0.1,0.0001,2.1640769909265365,0.00010457661113660527,4.0,0.0,8.627284252851041,0.0021854689948156863,1.0361242459673714,4.9130244485372755e-05,5.382953985773949,0.001352201146297249
4,-8,0.1,0.0003,2.164113560891077,0.00028766246853123383,4.0,0.0,8.626020969884996,0.0068532350167211445,1.0361023278084782,0.000133770873367658,5.382234187720178,0.004336109740191349
4,-8,0.1,0.001,2.1641868986868404,0.000841102695664036,4.0,0.0,8.630739550522723,0.029173399666221594,1.0362246037916445,0.0005763334369227163,5.385667135393506,0.01803152588718769
4,-8,0.1,0.003,2.1626923644192337,0.0024779567706651913,4.0,0.0,8.632105435173823,0.07270582630445317,1.0362650025740756,0.0014799751022896597,5.3833035875543045,0.04652536874175984
4,-8,0.1,0.01,2.1646544190234613,0.011289516353665336,4.0,0.0,8.546423536971748,0.266564557456307,1.035158881802164,0.00507927745945608,5.327401877555338,0.17418571010147954
4,-6,-0.1,0.0,1.7185367483089096,2.220446049250313e-16,3.0,0.0,49.77115126422097,0.0,1.5620706639088093,0.0,11.488582712453939,0.0
4,-6,-0.1,0.0001,1.7185351680101486,6.114996061872676e-05,3.0,0.0,49.78184603017395,0.06216562194838426,1.5620736131516746,4.455869318238931e-05,11.490690642151936,0.014827750793281544
4,-6,-0.1,0.0003,1.7185253862026666,0.00016037973492619774,3.0,0.0,49.75782267902836,0.1836096992294734,1.5620669431966483,0.00013348331715617166,11.485638468221026,0.042316836954405884
4,-6,-0.1,0.001,1.7185347646721205,0.0005966868157759921,3.0,0.0,49.91961362956839,0.6533041746485895,1.562077826459126,0.0005337709466453057,11.523454546527676,0.15155786941933405
4,-6,-0.1,0.003,1.7186210183916042,0.0016810844587804195,3.0,0.0,50.09828560888692,1.7623768458748348,1.5622098110767673,0.0014482356027990155,11.567472859584834,0.41148874120777634
4,-6,-0.1,0.01,1.7182960661506606,0.0058088144390450016,3.0,0.0,50.593151862944225,7.26891713515906,1.5618878981569586,0.00522512274179616,11.677916324036357,1.678256531958104
4,-6,-0.07,0.0,1.7378474828005488,0.0,3.0,0.0,48.93615312153829,0.0,1.5561196269689195,0.0,11.465102457800231,0.0
4,-6,-0.07,0.0001,1.7378470910822785,6.40163595336889e-05,3.0,0.0,48.949818085582095,0.06747932944649854,1.5561311000821612,5.301919276941567e-05,11.46828502029759,0.016043730757422228
4,-6,-0.07,0.0003,1.7378398316216852,0.00017625608302280756,3.0,0.0,48.97982246047086,0.1923809542624905,1.5561246773569364,0.0001579216604503981,11.475482997186216,0.044706176107243326
4,-6,-0.07,0.001,1.737851623717208,0.0005653084361322267,3.0,0.0,48.9491170283488,0.475779020294364,1.5561796291577827,0.0004213503494196487,11.466020393947252,0.11326534115853451
4,-6,-0.07,0.003,1.7381189745097323,0.0020819604441819615,3.0,0.0,48.58367746248708,1.7506493855171927,1.5560675188067585,0.0013352785839600108,11.37778209635799,0.4135735933230254
4,-6,-0.07,0.01,1.737494514244048,0.005333351766595178,3.0,0.0,50.903768498880204,8.884885427510065,1.5564255992671374,0.005034406664230454,11.90593587985476,2.06011446758168
4,-6,-0.03,0.0,1.7541638180192887,0.0,3.0,0.0,48.01384793240561,0.0,1.5497148024073406,0.0,11.435927263903542,0.0
4,-6,-0.03,0.0001,1.754154976602873,5.850882254375829e-05,3.0,0.0,48.03525617044121,0.054644438380714803,1.5497172861614215,3.9830573227538e-05,11.441247526787773,0.013122713104201092
4,-6,-0.03,0.0003,1.754170756997386,0.00018936646460837635,3.0,0.0,48.022800344393815,0.17167953039802508,1.549720902925652,0.00016862503392231363,11.437618883666612,0.04003367099619334
4,-6,-0.03,0.001,1.7541367143001998,0.0004388814472966425,3.0,0.0,47.859727659693334,0.678165789217541,1.5496778550483292,0.0005035103836560416,11.40159004318831,0.16348654254589345
4,-6,-0.03,0.003,1.7545871169917262,0.0018652761889677617,3.0,0.0,48.22579297229411,1.732441971511697,1.5499754240931367,0.0016005781321388021,11.48964916277914,0.41535073816512497
4,-6,-0.03,0.01,1.7542573255595055,0.005947623176412026,3.0,0.0,49.14225036194803,7.202671113016061,1.5497169291992599,0.004009978493231577,11.721392441270982,1.7519529829733522
4,-6,0.0,0.0,1.7573861189580178,0.0,3.0,0.0,47.484815616197324,0.0,1.5461246974343934,0.0,11.415687753971413,0.0
4,-6,0.0,0.0001,1.7573921871063298,5.89884212176237e-05,3.0,0.0,47.49218409411812,0.05405185985413124,1.5461313852211742,5.2767093409826896e-05,11.417504055364372,0.012942587732415757
4,-6,0.0,0.0003,1.7573575931231022,0.00017099754521228408,3.0,0.0,47.456213559484084,0.20941221323757855,1.5460997517251318,0.00013659719694495087,11.409433098472324,0.05034085086634572
4,-6,0.0,0.001,1.7574168280618117,0.0006683999745438248,3.0,0.0,47.38918243962843,0.5357977662683767,1.5460693326926216,0.0004940770320039235,11.392869469512556,0.12815699488119867
4,-6,0.0,0.003,1.757249720133394,0.0014811828524293415,3.0,0.0,47.47662381886075,1.52400831818742,1.54614408662882,0.0010797280645318816,11.411449341912796,0.3802474496394469
4,-6,0.0,0.01,1.757818505061356,0.005968719339097603,3.0,0.0,47.88073990830383,5.249373740385192,1.5461093455691952,0.0047284563741849415,11.486274248974535,1.269602579948622
4,-6,0.03,0.0,1.752136428843302,2.220446049250313e-16,3.0,0.0,47.10100408344988,0.0,1.5436274527999896,0.0,11.396887287526983,0.0
4,-6,0.03,0.0001,1.7521489510528176,5.5034661359857885e-05,3.0,0.0,47.097004753268195,0.04555711467153222,1.543617782666034,4.184675209270701e-05,11.396188207942268,0.01135704619509452
4,-6,0.03,0.0003,1.7521152177841788,0.0001771778497915873,3.0,0.0,47.109199469988894,0.1845521509944607,1.5436535085407743,0.00015358188211967905,11.397278961218714,0.043874574540192564
4,-6,0.03,0.001,1.752174503803373,0.0005049359250495604,3.0,0.0,47.07925657661476,0.5461741978826704,1.5435866632181197,0.0005376238732306312,11.389841256466628,0.13166712501775593
4,-6,0.03,0.003,1.7525623661829652,0.0021919655299732534,3.0,0.0,46.61821637241509,1.3803850669123223,1.5430344852623725,0.001737160980404727,11.28674038164214,0.34139373145127355
4,-6,0.03,0.01,1.7530272609344137,0.005949553313178436,3.0,0.0,47.05439237288868,5.200350955909967,1.543267294515267,0.004766009724457159,11.39608873029017,1.2595757613032121
4,-6,0.07,0.0,1.7329027801206798,0.0,3.0,0.0,46.801010052971584,0.0,1.5420713245814057,0.0,11.374097097552825,0.0
4,-6,0.07,0.0001,1.7329153624568694,5.361408021854342e-05,3.0,0.0,46.8110710936592,0.05626331964575566,1.5420757328680588,5.6400722724678656e-05,11.376773953540697,0.01369257806427279
4,-6,0.07,0.0003,1.732936738945084,0.00019569879754265394,3.0,0.0,46.79288778106989,0.15688297478386515,1.5420654905895903,0.00017119438317132974,11.372882418579891,0.03700548386066692
