p,beta_mass,mass_amp,score,m1,m2,m3,m2_m1,m3_m2,m3_m1,hierarchy_depth
1.1,0.5,0.3883415371800092,4.325381653235582,0.4599290344385266,1.0000000000000009,2.174248471225095,2.174248471225096,2.174248471225093,4.72735641462466,0.6746183467644181
1.1,0.55,0.42717569089801016,4.257919818559141,0.4255591269807063,1.0,2.3498497308585224,2.349849730858521,2.3498497308585224,5.5217937576158675,0.7420801814408596
1.1,0.5750000000000001,0.4465927677570106,4.22418890122092,0.40934967564987906,0.9999999999999998,2.4428992118105657,2.4428992118105644,2.442899211810566,5.967756559064681,0.7758110987790805
1.1,0.6000000000000001,0.4660098446160111,4.190457983882699,0.3937576386706384,1.0000000000000004,2.5396332713089493,2.539633271308949,2.539633271308948,6.449737152739392,0.8095420161173011
1.1,0.625,0.4854269214750115,4.1567270665444775,0.3787594988693443,0.9999999999999996,2.6401978115008453,2.640197811500845,2.6401978115008466,6.970644483853856,0.8432729334555223
1.1,0.65,0.504843998334012,4.122996149206257,0.36433263483620737,1.0000000000000009,2.7447445119748024,2.744744511974805,2.7447445119748,7.533622436015797,0.877003850793743
1.1,0.675,0.5242610751930125,4.089265231868036,0.35045528680584226,1.0000000000000007,2.8534310585361937,2.853431058536196,2.853431058536192,8.142068805818985,0.9107347681319642
1.1,0.7000000000000001,0.5436781520520129,4.055534314529815,0.3371065238374288,1.0000000000000002,2.9664213810417226,2.9664213810417235,2.966421381041722,8.799655809901482,0.9444656854701852
1.1,0.7250000000000001,0.5630952289110134,4.0218033971915945,0.3242662122449697,1.0000000000000013,3.0838859006517167,3.0838859006517234,3.0838859006517128,9.510352248238458,0.9781966028084055
1.1,0.75,0.5825123057700138,3.988072479853373,0.311914985230034,1.0000000000000013,3.206001786873146,3.2060017868731503,3.2060017868731414,10.278447457433805,1.011927520146627
1.1,0.775,0.6019293826290143,3.954341562515152,0.3000342136711829,1.0000000000000004,3.3329532247809985,3.3329532247809994,3.332953224780997,11.108577198578056,1.0456584374848477
1.1,0.8,0.6213464594880147,3.9206106451769314,0.2886059780260182,1.000000000000001,3.4649316928211698,3.464931692821172,3.4649316928211658,12.005751635916571,1.0793893548230689
1.1,0.825,0.6407635363470151,3.8868797278387106,0.2776130413034775,0.9999999999999998,3.6021362516137425,3.602136251613743,3.6021362516137434,12.97538557518991,1.1131202721612894
1.1,0.8500000000000001,0.6601806132060157,3.8531488105004894,0.26703882306560695,1.0000000000000002,3.744773844192374,3.7447738441923746,3.7447738441923732,14.02333114414733,1.1468511894995106
1.1,0.875,0.679597690065016,3.819417893162269,0.2568673744196012,0.9999999999999998,3.8930596081325133,3.893059608132511,3.893059608132514,15.155913112472874,1.1805821068377311
1.1,0.9,0.6990147669240165,3.785686975824048,0.2470833539623906,1.000000000000001,4.047217200039359,4.047217200039363,4.047217200039355,16.379967064294423,1.214313024175952
1.1,0.925,0.718431843783017,3.7519560584858267,0.23767200464149463,1.0000000000000004,4.207479132884852,4.207479132884853,4.20747913288485,17.70288065366146,1.2480439415141733
1.1,0.95,0.7378489206420175,3.718225141147606,0.22861913149723917,0.9999999999999998,4.37408712670259,4.374087126702587,4.374087126702591,19.13263819198531,1.281774858852394
