N_gen,winding,asym,noise_strength,T_STEPS,N_MONTE,kappa0,tau_decoh_mean,tau_decoh_std,final_survival_mean,final_survival_std
3,6,-0.03,0.001,300,30,17.15274502390327,301.0,0.0,0.9997973607539614,0.00015645545778984914
3,6,0.0,0.001,300,30,17.00025537991552,301.0,0.0,0.999820385706356,0.00011137569149623222
3,6,0.03,0.001,300,30,16.8621025075229,301.0,0.0,0.9998085992235504,0.00011501946355863851
3,6,0.07,0.001,300,30,16.700658825255985,301.0,0.0,0.9997951870812468,0.0001447506866664742
3,6,0.1,0.001,300,30,16.596778048561426,301.0,0.0,0.999760091631224,0.0001428867408186501
3,8,-0.1,0.001,300,30,4.581188206317576,301.0,0.0,0.9986194034275787,0.0009714080361500217
3,8,-0.07,0.001,300,30,4.503747923258593,301.0,0.0,0.9979151099559114,0.0020253918898436507
3,8,-0.03,0.001,300,30,4.419470507475414,301.0,0.0,0.997604895124214,0.002636358289676588
3,8,0.0,0.001,300,30,4.375308282829125,301.0,0.0,0.997312459509986,0.0029768825269891716
3,8,0.03,0.001,300,30,4.3494956943355865,301.0,0.0,0.997021583229163,0.002633097757782853
3,8,0.07,0.001,300,30,4.340414061359758,301.0,0.0,0.998501743126337,0.0011842214841625836
3,8,0.1,0.001,300,30,4.347724295815314,301.0,0.0,0.99822967229344,0.0014228146839447512
3,10,-0.1,0.001,300,30,1.8836562149808236,301.0,0.0,0.9965397115403327,0.0022161126661461128
3,10,-0.07,0.001,300,30,1.843764211219528,301.0,0.0,0.9948531828145363,0.0037130079029498255
3,10,-0.03,0.001,300,30,1.7986995971577835,301.0,0.0,0.9895236031530621,0.014044948528143758
3,10,0.0,0.001,300,30,1.7759218908799979,301.0,0.0,0.9933959821592434,0.005144630230158332
3,10,0.03,0.001,300,30,1.7662481765845668,301.0,0.0,0.9923137188736404,0.00455023034728737
3,10,0.07,0.001,300,30,1.7700326464243097,301.0,0.0,0.9937255611379111,0.004699949220718339
3,10,0.1,0.001,300,30,1.7801841754863408,301.0,0.0,0.9961639456661231,0.002954526641187645
3,12,-0.1,0.001,300,30,1.216817404666421,301.0,0.0,0.9848664671548275,0.011031541916817912
3,12,-0.07,0.001,300,30,1.190483601187008,301.0,0.0,0.9764527951518789,0.013194411301088955
3,12,-0.03,0.001,300,30,1.16820949040514,301.0,0.0,0.9755070572904945,0.01602540845784078
3,12,0.0,0.001,300,30,1.1644569550340398,301.0,0.0,0.9694486126869106,0.02120081508839514
3,12,0.03,0.001,300,30,1.1731945700472746,301.0,0.0,0.9723877350316324,0.016033381651597827
3,12,0.07,0.001,300,30,1.2025629408612368,301.0,0.0,0.9822326699455107,0.011255377746341711
3,12,0.1,0.001,300,30,1.2349108509908895,301.0,0.0,0.9792163352325531,0.011137225368566176
4,-12,-0.1,0.001,300,30,1.255459009869577,301.0,0.0,0.9646149396168352,0.015837375371930414
4,-12,-0.07,0.001,300,30,1.238496629083364,301.0,0.0,0.9683611524643816,0.013159597841759036
4,-12,-0.03,0.001,300,30,1.2318231061884155,301.0,0.0,0.9080607041499927,0.09935086986160123
4,-12,0.0,0.001,300,30,1.2398636265399288,241.7,107.08941746658878,0.7152304227305913,0.16749866123692458
4,-12,0.03,0.001,300,30,1.2610087468530127,301.0,0.0,0.8865771025123201,0.11535982606692259
4,-12,0.07,0.001,300,30,1.308485924708494,301.0,0.0,0.9676848752437072,0.018744651277183343
4,-12,0.1,0.001,300,30,1.3556343113136478,301.0,0.0,0.9773342621530717,0.013672662977234054
4,-10,-0.1,0.001,300,30,2.389589714926075,301.0,0.0,0.9693734781532591,0.028222502612463472
4,-10,-0.07,0.001,300,30,2.3260306086376024,301.0,0.0,0.9605238641533926,0.05071285142196412
4,-10,-0.03,0.001,300,30,2.257509793983658,301.0,0.0,0.9449492932833896,0.057669088201834834
4,-10,0.0,0.001,300,30,2.2256715595117122,301.0,0.0,0.9539482865893347,0.029027607368421755
4,-10,0.03,0.001,300,30,2.2124126646977476,301.0,0.0,0.9703962958584877,0.017950335870533653
4,-10,0.07,0.001,300,30,2.214985590105736,301.0,0.0,0.9849369152858592,0.009626699975857357
4,-10,0.1,0.001,300,30,2.225655198063771,301.0,0.0,0.9894326008171297,0.006637211850475977
4,-8,-0.1,0.001,300,30,9.191941153993607,301.0,0.0,0.9983902163788048,0.0013995914485369775
4,-8,-0.07,0.001,300,30,8.974738320768306,301.0,0.0,0.9973516719078249,0.0025896546824157787
4,-8,-0.03,0.001,300,30,8.731422235244054,301.0,0.0,0.993727472377564,0.005599710633910187
4,-8,0.0,0.001,300,30,8.61395373772671,301.0,0.0,0.9953252627108397,0.0038231209839696533
4,-8,0.03,0.001,300,30,8.568738500641954,301.0,0.0,0.9953970494186257,0.003587351043776855
