Nmodes,spread,skew,effective_rank,singular_min,singular_max,condition_number,qr_residual,svd_residual,entropy,collapse,stability_score
5,0.9133333333333333,0.4,5,0.31117561520205955,1.475183815572123,4.740679357584699,6.561524904581485e-16,2.5156253843814832e-15,3.1730205682504073,False,-0.14513421676844904
5,0.9133333333333333,-0.5,5,0.28785119835115397,1.4795262557886382,5.13989958792439,7.271280903018872e-16,2.244001220350604e-15,3.1836718396171424,False,-0.14496449928513663
5,0.9133333333333333,0.5,5,0.30981393980449545,1.4782461999565482,4.771399895335176,8.734190580539127e-16,2.6690807958540427e-15,3.168646980943446,False,-0.1448594327132261
4,0.8,-0.19999999999999996,4,0.7163843738476783,1.2275007045014112,1.713466609982771,7.926186765337999e-16,1.9727718960010514e-15,2.9832214394049625,False,-0.14448355905365567
4,0.8,-0.3,4,0.7134541165323584,1.229552831686881,1.7233803873232192,4.671352971708722e-16,2.0544872155845713e-15,2.9840074608311777,False,-0.1444727501172911
4,0.8,-0.09999999999999998,4,0.718523101432081,1.2259890283964618,1.7062625070132829,6.337681704351873e-16,1.9825347031102753e-15,2.9821804167123958,False,-0.14446810387956074
4,0.8,0.0,4,0.7199336838847697,1.2249708389816245,1.701505105819843,6.125591443852992e-16,1.455839224710244e-15,2.98099804294473,False,-0.14443323701423047
4,0.8,-0.4,4,0.7095739974437609,1.2322539371574222,1.736610898365237,6.865342119452187e-16,1.392199925011056e-15,2.984301901766033,False,-0.14442104464477673
4,0.8,0.10000000000000009,4,0.7206103473703058,1.224444253064737,1.699176618172431,6.00392280940545e-16,1.4759979076453014e-15,2.979695925372039,False,-0.14438002580350737
4,0.8,0.20000000000000007,4,0.7204819247369301,1.2244493527200422,1.6994865668102999,1.0639302932469066e-15,1.4849658522947748e-15,2.9782142742244586,False,-0.14430435898812824
4,0.8,-0.5,4,0.7044266835581803,1.2358128351074804,1.7543526728220704,8.680018316040682e-16,2.03673971225198e-15,2.9836938120403045,False,-0.14430235254473628
4,0.8,0.30000000000000004,4,0.7193969350940633,1.2250763675154501,1.7029213049889733,6.822687947575481e-16,2.1782062769117257e-15,2.9764035395227375,False,-0.14419628539795912
4,0.8,0.4,4,0.7170836067290796,1.2264883977483572,1.7103840978081866,9.557339008642862e-16,1.3705945783723843e-15,2.9739951513909455,False,-0.14403788456840455
4,0.8,0.5,4,0.7130651160842966,1.2289687564748828,1.723501442930771,8.879272918682789e-16,1.4388138171865482e-15,2.970573374376344,False,-0.14380043569202827
6,1.0266666666666666,0.0,6,0.07090759690101066,1.6360462070647206,23.072932641458642,5.292903418574545e-16,3.287080158967511e-15,3.3936632605162655,False,-0.1424211070616483
6,1.0266666666666666,-0.09999999999999998,6,0.07035569505467107,1.635641091183958,23.248169034688036,1.0654212294492645e-15,1.557966563894228e-15,3.393774768415893,False,-0.14236096332740705
6,1.0266666666666666,0.10000000000000009,6,0.0709764598175735,1.6373575305661978,23.069022247300005,1.0502447963212373e-15,2.20398683180045e-15,3.390996869078017,False,-0.14228925969663647
6,1.0266666666666666,-0.19999999999999996,6,0.06933510609069922,1.6361418498878375,23.59759640012022,1.4252850842456506e-15,2.597352199565441e-15,3.3916470444731157,False,-0.14212499684503427
4,0.9133333333333333,-0.09999999999999998,4,0.6260514174704496,1.2881079571814145,2.057511445922435,8.197444917295947e-16,1.2133246784621576e-15,2.9648850710090215,False,-0.14197740835308245
4,0.9133333333333333,0.0,4,0.6278833104751806,1.2866581821225667,2.0491995258622606,6.279651062315189e-16,2.445578678283125e-15,2.9639782922959292,False,-0.1419672296804226
4,0.9133333333333333,-0.19999999999999996,4,0.6233028718963115,1.290169365551385,2.0698915787540426,8.119627059064826e-16,1.3697616472777742e-15,2.965476424128531,False,-0.1419548692536341
6,1.0266666666666666,0.20000000000000007,6,0.0705275755252673,1.6396099049841029,23.24778489509673,9.282848247459086e-16,3.6821617008326486e-15,3.385395260157465,False,-0.14194213143639528
4,0.9133333333333333,0.10000000000000009,4,0.628775832878449,1.2858150886271802,2.0449499191800937,3.3888115589554067e-16,1.826605336187192e-15,2.9628356387988797,False,-0.14192812840789182
4,0.9133333333333333,-0.3,4,0.619579741329749,1.2928978762586405,2.0867336196044897,7.445430329659782e-16,2.5881097589178657e-15,2.9655819992112926,False,-0.14188975969913287
4,0.9133333333333333,0.20000000000000007,4,0.6286283785829841,1.2856208824384352,2.045120656716777,5.963247768086584e-16,1.011627907977418e-15,2.961468478438832,False,-0.14185904521540998
4,0.9133333333333333,-0.4,4,0.6147175287250667,1.2964153171895463,2.108961037565223,5.738396036983539e-16,1.1639216085857482e-15,2.9649135896349375,False,-0.14176430835472906
