kappa0,p,cabibbo,eps_cp,a23_r,a23_i,a13,theta12,theta23,theta13,J,absJ,unitarity_defect,raw_leakage,loss
0.42,2.4,0.23,0.015,0.34,0.18,0.22,13.153422218661444,2.2515678873277127,0.2229044155651181,2.376231504815432e-05,2.376231504815432e-05,3.156876512969073e-16,0.0,0.4427913246524918
0.42,2.4,0.23,0.015,0.34,0.21000000000000002,0.22,13.152797308901302,2.451628534691449,0.2539819655352818,2.7019144316457744e-05,2.7019144316457744e-05,2.6504678710426484e-16,0.0,0.4430278773978195
0.42,2.4,0.23,0.015,0.38,0.18,0.16,13.153016946962158,2.3743948873250345,0.2229927879957056,1.7428974632367755e-05,1.7428974632367755e-05,3.5133196251058806e-16,0.0,0.44337974778956846
0.42,2.4,0.23,0.015,0.34,0.21000000000000002,0.2,13.152794199692561,2.4498061443736416,0.25096245395404826,2.4507093677021002e-05,2.4507093677021002e-05,3.5347092649408075e-16,0.0,0.4434665213305229
0.42,2.4,0.23,0.015,0.32,0.2,0.18,13.153196354592,2.321232439751683,0.2377118732603727,2.094647015600526e-05,2.094647015600526e-05,2.24849415637404e-16,0.0,0.4467381438114582
0.42,2.4,0.23,0.015,0.34,0.18,0.27999999999999997,13.15343714500684,2.257846917452066,0.23875837648322487,3.0383379051746734e-05,3.0383379051746734e-05,3.1574841459137774e-16,0.0,0.44821921323064
0.42,2.4,0.23,0.015,0.36,0.19,0.16,13.153024708939261,2.3726410136741305,0.230173508055009,1.8068390037630222e-05,1.8068390037630222e-05,2.024997111434503e-16,0.0,0.45029883172668317
0.42,2.4,0.23,0.015,0.4,0.17,0.16,13.152987604622776,2.382960362707629,0.21656939568975964,1.6786044273242595e-05,1.6786044273242595e-05,6.182166802235125e-16,0.0,0.452807458184041
0.42,2.4,0.23,0.015,0.38,0.2,0.2,13.152609998749417,2.5041131282038753,0.24258556614602314,2.389966862458709e-05,2.389966862458709e-05,5.223134710556318e-16,0.0,0.4539359421446448
0.42,2.4,0.23,0.015,0.32,0.21000000000000002,0.18,13.15297701102444,2.391281224030739,0.24804177680189238,2.182689391214132e-05,2.182689391214132e-05,1.375869217100307e-16,0.0,0.45417319601825434
0.42,2.4,0.23,0.015,0.45999999999999996,0.16,0.22,13.152440798730368,2.5532889543495836,0.21042995774041537,2.2816250483243677e-05,2.2816250483243677e-05,2.7485805983687466e-16,0.0,0.4572775601623922
0.42,2.4,0.23,0.015,0.32,0.2,0.26,13.1532132993337,2.328464381466097,0.25458984068190876,3.0500918581814057e-05,3.0500918581814057e-05,1.2188207140041397e-16,0.0,0.4619231556200026
0.42,2.4,0.23,0.015,0.4,0.18,0.16,13.152800406166191,2.4413624973917103,0.22629064355991385,1.7570180596788998e-05,1.7570180596788998e-05,4.981436937041652e-16,0.0,0.46286860733054136
0.42,2.4,0.23,0.015,0.32,0.19,0.24,13.153415514630018,2.258273842908311,0.2385152529813428,2.69249239016299e-05,2.69249239016299e-05,1.1908192798020872e-16,0.0,0.46328856341080266
0.42,2.4,0.23,0.015,0.38,0.19,0.16,13.152818987321355,2.4363229722494406,0.2329069036645094,1.8211309971982725e-05,1.8211309971982725e-05,4.616320486561214e-16,0.0,0.46800900780464244
0.42,2.4,0.23,0.015,0.32,0.19,0.22,13.15341084678286,2.256375552381043,0.23366777457223728,2.463799518421725e-05,2.463799518421725e-05,2.562844791778269e-16,0.0,0.4683670976065695
0.42,2.4,0.23,0.015,0.32,0.21000000000000002,0.24,13.152988424624574,2.3964463331208816,0.2590783881389531,2.9297701350263633e-05,2.9297701350263633e-05,2.4358835622240755e-16,0.0,0.4711061247536225
0.42,2.4,0.23,0.015,0.34,0.2,0.16,13.153010890502841,2.3777138208462048,0.23804301471715103,1.870427352029108e-05,1.870427352029108e-05,1.5982066789822808e-16,0.0,0.4772314693075244
0.42,2.4,0.23,0.015,0.42,0.16,0.16,13.152936682029983,2.398264453353246,0.21097252369482009,1.6139615693799847e-05,1.6139615693799847e-05,2.7681632788813357e-16,0.0,0.4779602707116678
0.42,2.4,0.23,0.015,0.4,0.19,0.18,13.152600907260878,2.5038779801009605,0.234459923767506,2.072650191178166e-05,2.072650191178166e-05,1.2575997452967055e-16,0.0,0.47852210263559425
0.42,2.4,0.23,0.015,0.42,0.18,0.18,13.152570672211423,2.5121861276827997,0.22746367467239986,2.0003748608558164e-05,2.0003748608558164e-05,3.9790875563729525e-16,0.0,0.480455852206497
0.42,2.4,0.23,0.015,0.42,0.17,0.16,13.152760244881328,2.453009453676751,0.22045374668077386,1.6925539815703522e-05,1.6925539815703522e-05,3.9214008358667013e-16,0.0,0.48352316239363036
0.42,2.4,0.23,0.015,0.34,0.21000000000000002,0.18,13.152792233052272,2.447988644178439,0.2490336466024073,2.1995034227135363e-05,2.1995034227135363e-05,2.7146898238182527e-16,0.0,0.4851952033868702
0.42,2.4,0.23,0.015,0.34,0.21000000000000002,0.24,13.152801560679823,2.453455804551025,0.2580538968647057,2.9531185242303443e-05,2.9531185242303443e-05,2.8052699892618784e-16,0.0,0.4863920051978591
0.42,2.4,0.23,0.015,0.34,0.2,0.27999999999999997,13.153032135548015,2.3891626733316924,0.25900266870029737,3.3166681808142334e-05,3.3166681808142334e-05,1.1163892414500578e-16,0.0,0.4902331748569779
0.42,2.4,0.23,0.015,0.38,0.2,0.26,13.152618163308526,2.51038872426955,0.25070207454281,3.1261484724199456e-05,3.1261484724199456e-05,6.213449802413094e-16,0.0,0.4906011895565908
0.42,2.4,0.23,0.015,0.36,0.2,0.27999999999999997,13.15283306141955,2.4499433852530625,0.2570732006794172,3.344198218930422e-05,3.344198218930422e-05,2.3718815154824667e-16,0.0,0.49107339177100895
0.42,2.4,0.23,0.015,0.32,0.19,0.26,13.153421325102798,2.260177306899647,0.2444150403320173,2.9211842939916993e-05,2.9211842939916993e-05,2.494445500134213e-16,0.0,0.4976830196230513
0.42,2.4,0.23,0.015,0.36,0.2,0.16,13.152815988266662,2.4379318586489904,0.24023813301931876,1.8848911091291082e-05,1.8848911091291082e-05,2.570758353387074e-16,0.0,0.5009577848074624
0.42,2.4,0.23,0.015,0.34,0.18,0.2,13.153419528465218,2.249484582324752,0.21992551053050555,2.1555275575041444e-05,2.1555275575041444e-05,5.007810474811243e-16,0.0,0.5038910461181264
0.42,2.4,0.23,0.015,0.32,0.19,0.2,13.153407321559342,2.254482448050782,0.22993916778669943,2.2351057609826946e-05,2.2351057609826946e-05,4.582922454848985e-16,0.0,0.5085499962129858
0.42,2.4,0.23,0.015,0.36,0.17,0.2,13.15341015461278,2.251686905815234,0.21045912408823214,2.075593315888427e-05,2.075593315888427e-05,5.799090029305066e-16,0.0,0.5094857813497423
0.42,2.4,0.23,0.015,0.38,0.2,0.18,13.15260956233852,2.5020299883700994,0.24214406381745984,2.1445711569409442e-05,2.1445711569409442e-05,3.952186844600142e-16,0.0,0.5166222798542511
0.42,2.4,0.23,0.015,0.45999999999999996,0.16,0.2,13.152442559449474,2.5505833977307155,0.21247166781035492,2.0681972077631755e-05,2.0681972077631755e-05,2.240178938080817e-16,0.0,0.5195092186522454
0.42,2.4,0.23,0.015,0.38,0.16,0.2,13.153379200065217,2.2610683717215907,0.20161713264233236,1.9953051578189274e-05,1.9953051578189274e-05,5.319142266991497e-16,0.0,0.5214297709768401
0.42,2.4,0.23,0.015,0.44,0.17,0.18,13.152518857305227,2.5268907064907196,0.22122060003105826,1.927747051357065e-05,1.927747051357065e-05,2.848872371985554e-16,0.0,0.5215682441881042
0.42,2.4,0.23,0.015,0.34,0.19,0.3,13.153247420304933,2.3247048698490715,0.2560576192455349,3.408475260624835e-05,3.408475260624835e-05,3.3622226417597346e-16,0.0,0.5217561418127384
0.42,2.4,0.23,0.015,0.34,0.19,0.16,13.153219612915814,2.310722135494051,0.22788122790164814,1.792367211200796e-05,1.792367211200796e-05,4.473472294624351e-16,0.0,0.5241010240113934
0.42,2.4,0.23,0.015,0.36,0.18,0.16,13.153222670317195,2.309005626262499,0.22013608032842394,1.7285971479350654e-05,1.7285971479350654e-05,1.4752928239009734e-16,0.0,0.5252546675953659
0.42,2.4,0.23,0.015,0.34,0.18,0.3,13.153444405714593,2.259949588819173,0.24610134055727534,3.259037960350736e-05,3.259037960350736e-05,2.268364458353681e-16,0.0,0.5291772023026067
0.42,2.4,0.23,0.015,0.32,0.21000000000000002,0.16,13.152975491659234,2.3895698395571032,0.24653533451142193,1.933660787692068e-05,1.933660787692068e-05,5.02034263807405e-16,0.0,0.5307979174864919
0.42,2.4,0.23,0.015,0.44,0.16,0.16,13.152698503604496,2.471170414618538,0.21545956425027352,1.62774042433457e-05,1.62774042433457e-05,4.737836960468384e-16,0.0,0.5308242298336067
0.42,2.4,0.23,0.015,0.38,0.17,0.16,13.153204147143017,2.3143034541633316,0.21312091105336675,1.66447522658153e-05,1.66447522658153e-05,3.642134459149044e-16,0.0,0.533732081611737
0.42,2.4,0.23,0.015,0.32,0.2,0.16,13.1531949749165,2.319437415639716,0.23628456122714128,1.855783707632036e-05,1.855783707632036e-05,3.1436568658830927e-16,0.0,0.5357854761959051
0.42,2.4,0.23,0.015,0.4,0.19,0.3,13.152615654383307,2.517431138537136,0.2494057360021688,3.4970753882999916e-05,3.4970753882999916e-05,2.5136735767317096e-16,0.0,0.5384328453844521
0.42,2.4,0.23,0.015,0.36,0.21000000000000002,0.22,13.152600322666128,2.510485833414413,0.2540350291913114,2.7229004457597628e-05,2.7229004457597628e-05,2.6753294412288685e-16,0.0,0.5471207694458643
0.42,2.4,0.23,0.015,0.4,0.16,0.16,13.153164043473259,2.326567697638156,0.20690999430532178,1.6000031323817193e-05,1.6000031323817193e-05,4.54912110353065e-16,0.0,0.5472415169573448
0.42,2.4,0.23,0.015,0.36,0.16,0.27999999999999997,13.15360003493739,2.2014637469554255,0.21631394708826038,2.786777508121882e-05,2.786777508121882e-05,3.653420923847579e-16,0.0,0.5476564089522336
0.42,2.4,0.23,0.015,0.36,0.16,0.3,13.153606320982531,2.2038438751766116,0.22332502459807282,2.9893125510639662e-05,2.9893125510639662e-05,3.1968840486499337e-16,0.0,0.5496703461495706
0.42,2.4,0.23,0.015,0.36,0.21000000000000002,0.2,13.152597908750618,2.508568822924821,0.2516943548625367,2.469518591389011e-05,2.469518591389011e-05,4.0249930563275136e-16,0.0,0.5520233664037145
0.42,2.4,0.23,0.015,0.44,0.18,0.24,13.152329444033453,2.589449541162774,0.2283757831182637,2.711077208517043e-05,2.711077208517043e-05,3.559080203201737e-16,0.0,0.5610634768274213
0.42,2.4,0.23,0.015,0.44,0.18,0.26,13.152330943007422,2.5919361957502947,0.2299795403528997,2.9426645714949323e-05,2.9426645714949323e-05,3.4361882026715535e-16,0.0,0.565176341441651
0.42,2.4,0.23,0.015,0.34,0.21000000000000002,0.16,13.15279140897959,2.4461760446931047,0.24822097083786876,1.9482966869915214e-05,1.9482966869915214e-05,4.79277208386092e-16,0.0,0.5665449007036473
0.42,2.4,0.23,0.015,0.32,0.21000000000000002,0.26,13.152994514331533,2.398178318670694,0.26477880959131955,3.17879506225166e-05,3.17879506225166e-05,2.3165399643474964e-16,0.0,0.5689218774083853
0.42,2.4,0.23,0.015,0.42,0.19,0.24,13.152373002493515,2.5777523028660734,0.23748611835056643,2.8074978474741663e-05,2.8074978474741663e-05,3.5293203848051755e-16,0.0,0.5693916868654711
0.42,2.4,0.23,0.015,0.32,0.2,0.27999999999999997,13.153220392038067,2.330285269459172,0.26133115419329245,3.28895054211957e-05,3.28895054211957e-05,2.2592151059603007e-16,0.0,0.5763071882781474
0.42,2.4,0.23,0.015,0.32,0.19,0.27999999999999997,13.153428278203666,2.2620859316340316,0.25129303001627445,3.149875147694797e-05,3.149875147694797e-05,1.1329118976429866e-16,0.0,0.5764141302972238
0.42,2.4,0.23,0.015,0.34,0.21000000000000002,0.26,13.152806955029936,2.455287943378152,0.26312939378423406,3.204321555142983e-05,3.204321555142983e-05,2.9327153715076556e-16,0.0,0.5767652353518616
0.42,2.4,0.23,0.015,0.36,0.16,0.26,13.153594891537658,2.199087999764224,0.2104035921942265,2.5842414639105915e-05,2.5842414639105915e-05,2.7620262608545427e-16,0.0,0.5774690663630574
0.42,2.4,0.23,0.015,0.42,0.19,0.22,13.152371811148388,2.575420475142424,0.23625288953882786,2.567918274519812e-05,2.567918274519812e-05,1.5540063044689708e-16,0.0,0.5798122423315195
0.42,2.4,0.23,0.015,0.32,0.19,0.18,13.153404938957957,2.2525945426621425,0.2273844804655143,2.006411200059996e-05,2.006411200059996e-05,3.1551229553423796e-16,0.0,0.5802242626136964
0.42,2.4,0.23,0.015,0.36,0.21000000000000002,0.24,13.152603879134464,2.5124074677586425,0.2574448171132171,2.9762813213238953e-05,2.9762813213238953e-05,5.00632674753005e-16,0.0,0.5853784727126681
0.42,2.4,0.23,0.015,0.4,0.19,0.16,13.15260244834988,2.501633375722097,0.2360660568151741,1.835242887312724e-05,1.835242887312724e-05,2.4381428915861257e-16,0.0,0.5854147271531149
0.42,2.4,0.23,0.015,0.38,0.2,0.27999999999999997,13.152623169940917,2.512489280024382,0.25555176197259943,3.371540212877486e-05,3.371540212877486e-05,4.0898669779727264e-16,0.0,0.585594926994891
0.42,2.4,0.23,0.015,0.44,0.18,0.22,13.152329087593161,2.5869664072178282,0.22799276620346484,2.4794888716549862e-05,2.4794888716549862e-05,4.130355513273183e-16,0.0,0.5859921490352458
0.42,2.4,0.23,0.015,0.32,0.22,0.2,13.152749710155842,2.4642572881233513,0.2610189573517394,2.5297272606458754e-05,2.5297272606458754e-05,1.447078104495272e-16,0.0,0.5901473921552183
0.42,2.4,0.23,0.015,0.34,0.18,0.18,13.153417980892794,2.247406151752476,0.21819342738263053,1.9348228354729852e-05,1.9348228354729852e-05,2.238887724387905e-16,0.0,0.5902791171508224
0.42,2.4,0.23,0.015,0.42,0.18,0.16,13.152573048231583,2.5097821210710682,0.23001063377244443,1.770958627152902e-05,1.770958627152902e-05,4.3068855615347465e-16,0.0,0.5917015371319014
0.42,2.4,0.23,0.015,0.42,0.19,0.26,13.152375336374794,2.580087949907897,0.2398836753586026,3.0470764116937582e-05,3.0470764116937582e-05,3.5188225391717604e-16,0.0,0.5932046665986391
0.42,2.4,0.23,0.015,0.36,0.21000000000000002,0.18,13.152596637386898,2.50665644656747,0.25045277102272906,2.216135849296766e-05,2.216135849296766e-05,3.849288461069354e-16,0.0,0.5981187344293174
0.42,2.4,0.23,0.015,0.44,0.18,0.27999999999999997,13.15233358451571,2.594426361282099,0.23277880795452655,3.174250877390969e-05,3.174250877390969e-05,3.499350481294207e-16,0.0,0.5999867228482056
0.42,2.4,0.23,0.015,0.45999999999999996,0.16,0.18,13.152445462714956,2.547880968858852,0.2157960779747255,1.8547686245418832e-05,1.8547686245418832e-05,3.8523556937276445e-16,0.0,0.6035050558159489
0.42,2.4,0.23,0.015,0.36,0.17,0.18,13.153409442064483,2.24942435434636,0.20962738746221335,1.862880337406142e-05,1.862880337406142e-05,4.809449468934857e-16,0.0,0.6046902475470282
0.42,2.4,0.23,0.015,0.45999999999999996,0.17,0.26,13.152264970141474,2.6099493952000716,0.22060728864571008,2.8378941246621353e-05,2.8378941246621353e-05,2.7935528854708745e-16,0.0,0.6053384221529851
0.42,2.4,0.23,0.015,0.32,0.22,0.18,13.152746908544085,2.4626205093715847,0.2583738464844688,2.2705370379648426e-05,2.2705370379648426e-05,7.734610455448194e-17,0.0,0.6089495630950943
0.42,2.4,0.23,0.015,0.34,0.17,0.26,13.153617531899055,2.19257717422528,0.22216554052093815,2.6883376348766502e-05,2.6883376348766502e-05,2.637949221192674e-16,0.0,0.6149921141962458
0.42,2.4,0.23,0.015,0.38,0.2,0.16,13.15261026848129,2.4999512288993784,0.24285804351602266,1.8991746806567428e-05,1.8991746806567428e-05,6.079509750624071e-16,0.0,0.6152210826950401
0.42,2.4,0.23,0.015,0.45999999999999996,0.17,0.24,13.152264306056345,2.6073193395394973,0.21986793621483605,2.614299593053926e-05,2.614299593053926e-05,5.154391544400871e-16,0.0,0.6152757571497962
0.42,2.4,0.23,0.015,0.32,0.22,0.22,13.152753654331706,2.465899181768093,0.2646980095164708,2.7889165737187555e-05,2.7889165737187555e-05,1.5641035883283855e-16,0.0,0.6179782427048395
0.42,2.4,0.23,0.015,0.34,0.17,0.27999999999999997,13.153623510342332,2.1947691778028013,0.2286679556183892,2.898866742022735e-05,2.898866742022735e-05,4.645906378491549e-16,0.0,0.618894842257375
0.42,2.4,0.23,0.015,0.38,0.16,0.18,13.153379322530169,2.2586298253526405,0.20176600207364428,1.7905856152636984e-05,1.7905856152636984e-05,4.317771685134052e-16,0.0,0.6192924505190921
0.42,2.4,0.23,0.015,0.45999999999999996,0.17,0.27999999999999997,13.15226677675651,2.6125826563792316,0.2226062379660703,3.0614876370575056e-05,3.0614876370575056e-05,1.490058297461256e-16,0.0,0.6204541580027819
0.42,2.4,0.23,0.015,0.42,0.19,0.2,13.152371762338891,2.573092476721839,0.23620222675853433,2.3283377789118376e-05,2.3283377789118376e-05,3.723094060710314e-17,0.0,0.6232691871262727
0.42,2.4,0.23,0.015,0.4,0.2,0.22,13.15239295501047,2.570137998923004,0.24511367439452553,2.6559900330978825e-05,2.6559900330978825e-05,3.8728065833121996e-16,0.0,0.6308472571173761
0.42,2.4,0.23,0.015,0.36,0.16,0.24,13.153590890781153,2.1967166473980115,0.20568886786231563,2.381704491204173e-05,2.381704491204173e-05,3.004493047129082e-16,0.0,0.6328794597820292
0.42,2.4,0.23,0.015,0.44,0.17,0.16,13.152522068235424,2.5243348378666686,0.2247513240969148,1.706323573294477e-05,1.706323573294477e-05,2.8020550193187016e-16,0.0,0.6335402632820162
0.42,2.4,0.23,0.015,0.44,0.18,0.2,13.152329873686378,2.584486803640699,0.22883661935034524,2.2478996441036708e-05,2.2478996441036708e-05,4.299862162751242e-16,0.0,0.6395597958098135
0.42,2.4,0.23,0.015,0.36,0.2,0.3,13.152839905956764,2.451961416956405,0.26352044388697704,3.5874123733542485e-05,3.5874123733542485e-05,2.800169939493198e-16,0.0,0.6400191068605392
0.42,2.4,0.23,0.015,0.4,0.2,0.24,13.152394981274439,2.572311838346889,0.24713231088704704,2.903558999621872e-05,2.903558999621872e-05,3.3367226815694935e-16,0.0,0.6401000316018333
0.42,2.4,0.23,0.015,0.34,0.17,0.24,13.153612696100874,2.190389961336067,0.21676325983799405,2.4778075616092854e-05,2.4778075616092854e-05,2.5915416708781034e-16,0.0,0.6442534383207821
0.42,2.4,0.23,0.015,0.34,0.2,0.3,13.153039675461182,2.391087874150064,0.26604456975296564,3.55770465143429e-05,3.55770465143429e-05,3.3505545142823474e-16,0.0,0.647554256737569
0.42,2.4,0.23,0.015,0.45999999999999996,0.17,0.22,13.152264784500836,2.6046924986591464,0.2204008572937887,2.3907041225412068e-05,2.3907041225412068e-05,2.7481426260837726e-16,0.0,0.6494339936105915
0.42,2.4,0.23,0.015,0.42,0.19,0.27999999999999997,13.152378812793222,2.582427406306192,0.24341115768290789,3.2866538810908535e-05,3.2866538810908535e-05,4.3955005574012977e-17,0.0,0.6535091228695471
0.42,2.4,0.23,0.015,0.4,0.2,0.2,13.152392071282673,2.567968273746051,0.24422804783724034,2.4084201120874033e-05,2.4084201120874033e-05,5.047136142738395e-16,0.0,0.6594244269978068
0.42,2.4,0.23,0.015,0.34,0.17,0.3,13.153630631433234,2.1969659581181715,0.23617965696193122,3.1093948073844524e-05,3.1093948073844524e-05,2.5024720218995216e-16,0.0,0.6619240418382649
0.42,2.4,0.23,0.015,0.45999999999999996,0.17,0.3,13.152269725902242,2.615219113844825,0.22583133861170906,3.285080049933442e-05,3.285080049933442e-05,2.716829793653498e-16,0.0,0.6628180643530742
0.42,2.4,0.23,0.015,0.32,0.18,0.24,13.15361292052417,2.191455114066855,0.22824403342124477,2.5735527452771384e-05,2.5735527452771384e-05,4.876116071539095e-16,0.0,0.6659991565393546
0.42,2.4,0.23,0.015,0.44,0.18,0.3,13.152337368559449,2.596920028086847,0.23673118014596128,3.40583604300955e-05,3.40583604300955e-05,4.2835300704393476e-16,0.0,0.668277730857
0.42,2.4,0.23,0.015,0.32,0.18,0.26,13.153618591366486,2.193450354557075,0.23425630125377356,2.7920741722951142e-05,2.7920741722951142e-05,4.784414048190536e-16,0.0,0.6690044625212517
0.42,2.4,0.23,0.015,0.36,0.21000000000000002,0.26,13.152608578157139,2.514333715689926,0.2618819612949879,3.229661126992814e-05,3.229661126992814e-05,4.035875269866558e-16,0.0,0.6695370577378745
0.42,2.4,0.23,0.015,0.32,0.22,0.16,13.152745249495231,2.46098885543432,0.2567946292469883,2.011345998872288e-05,2.011345998872288e-05,2.307964672389887e-16,0.0,0.6722875877533798
0.42,2.4,0.23,0.015,0.32,0.19,0.16,13.153403698977687,2.2507118489711733,0.22604351817871607,1.7777159178670315e-05,1.7777159178670315e-05,3.1530001001718767e-16,0.0,0.6807771421499272
0.42,2.4,0.23,0.015,0.36,0.21000000000000002,0.16,13.152596508574408,2.5047487146298395,0.25032663220252227,1.9627523105702344e-05,1.9627523105702344e-05,7.114206512727018e-16,0.0,0.6843332732598588
0.42,2.4,0.23,0.015,0.4,0.2,0.26,13.152398150075452,2.574489781968641,0.2502565413073364,3.151126922687139e-05,3.151126922687139e-05,4.0275482562722316e-16,0.0,0.6889821926461988
0.42,2.4,0.23,0.015,0.32,0.22,0.24,13.152758741073354,2.467546180383074,0.2693686413711933,3.0481048839833824e-05,3.0481048839833824e-05,2.372174890011016e-16,0.0,0.6952223512436889
0.42,2.4,0.23,0.015,0.32,0.18,0.22,13.153608392324822,2.1894650421548216,0.22332700703521075,2.3550303931894195e-05,2.3550303931894195e-05,4.980956468864826e-16,0.0,0.6978303856888453
0.42,2.4,0.23,0.015,0.42,0.19,0.18,13.152372856064991,2.570768317612357,0.2373348873068669,2.088756446738671e-05,2.088756446738671e-05,2.230823364509444e-16,0.0,0.699712500081092
0.42,2.4,0.23,0.015,0.34,0.18,0.16,13.153417575943505,2.245332608790381,0.21773792319747057,1.714117418050165e-05,1.714117418050165e-05,4.585223145910153e-16,0.0,0.7000021744047171
0.42,2.4,0.23,0.015,0.34,0.17,0.22,13.15360900294573,2.1882075531147627,0.21254501694059977,2.267276597879911e-05,2.267276597879911e-05,2.439160931125666e-16,0.0,0.701172119216579
0.42,2.4,0.23,0.015,0.34,0.22,0.2,13.152564238724109,2.519459445001972,0.26130993317510487,2.5487097926185642e-05,2.5487097926185642e-05,3.9751482744504706e-16,0.0,0.7037585438044712
0.42,2.4,0.23,0.015,0.32,0.19,0.3,13.153436373935575,2.263999704402605,0.25907132383004966,3.378564869058187e-05,3.378564869058187e-05,3.1563164339350544e-16,0.0,0.7045943508813475
0.42,2.4,0.23,0.015,0.36,0.16,0.22,13.153588032666171,2.1943497036898347,0.2022534054050743,2.1791666627735823e-05,2.1791666627735823e-05,2.7337516559530836e-16,0.0,0.7083987327235247
0.42,2.4,0.23,0.015,0.45999999999999996,0.17,0.2,13.152266405475137,2.6020688818501747,0.2221968977139693,2.1671077934298788e-05,2.1671077934298788e-05,4.727042891593182e-16,0.0,0.7084135760052759
0.42,2.4,0.23,0.015,0.32,0.18,0.27999999999999997,13.153625404854186,2.1954507498883573,0.24128195058963367,3.0105945956940272e-05,3.0105945956940272e-05,4.654044381609591e-16,0.0,0.7122188625577066
0.42,2.4,0.23,0.015,0.45999999999999996,0.16,0.16,13.15244950852803,2.5451816772454845,0.22034513841462966,1.6413393753036964e-05,1.6413393753036964e-05,4.593435903495305e-16,0.0,0.713074201658592
0.42,2.4,0.23,0.015,0.48,0.16,0.26,13.152177418002662,2.6340010653621087,0.21183753075299352,2.7327677703258696e-05,2.7327677703258696e-05,1.3784265177057277e-16,0.0,0.7158476001463812
0.42,2.4,0.23,0.015,0.48,0.16,0.27999999999999997,13.152178389747387,2.6367690944346993,0.21295935087435927,2.948367071511568e-05,2.948367071511568e-05,4.5278650458931913e-17,0.0,0.7174191304813277
0.42,2.4,0.23,0.015,0.34,0.21000000000000002,0.27999999999999997,13.152813491953932,2.4571249406054108,0.2691516883362347,3.4555234340722524e-05,3.4555234340722524e-05,1.425656185851056e-16,0.0,0.7178732035472415
0.42,2.4,0.23,0.015,0.36,0.17,0.16,13.153409872139761,2.247166330733851,0.21012979553191005,1.6501666895377826e-05,1.6501666895377826e-05,4.2106559991490534e-16,0.0,0.7180857639153855
0.42,2.4,0.23,0.015,0.32,0.21000000000000002,0.27999999999999997,13.153001746629187,2.399915427468009,0.2713932818912037,3.427818846557518e-05,3.427818846557518e-05,2.649651697151594e-16,0.0,0.7191713637921571
0.42,2.4,0.23,0.015,0.44,0.18,0.18,13.152331802313421,2.5820107401835717,0.2308938913099987,2.0163096090611288e-05,2.0163096090611288e-05,2.9355101681751947e-16,0.0,0.722648823780291
0.42,2.4,0.23,0.015,0.34,0.22,0.22,13.152567487590185,2.5212020861378206,0.2643408395956529,2.8100763329000356e-05,2.8100763329000356e-05,2.6137683692100577e-16,0.0,0.7249379916499747
0.42,2.4,0.23,0.015,0.4,0.2,0.18,13.152392330090661,2.565802672883393,0.24448774409031868,2.1608493255647482e-05,2.1608493255647482e-05,3.357513482450617e-16,0.0,0.7250232045207088
0.42,2.4,0.23,0.015,0.38,0.2,0.3,13.152629319132796,2.5145941634599067,0.261385092817043,3.616930741572044e-05,3.616930741572044e-05,3.996769807171327e-16,0.0,0.7277795189677572
0.42,2.4,0.23,0.015,0.34,0.22,0.18,13.152562132406159,2.517721671043616,0.25932599575799103,2.2873423359909273e-05,2.2873423359909273e-05,3.191072046653917e-16,0.0,0.7288238029096432
0.42,2.4,0.23,0.015,0.38,0.16,0.16,13.153380587617551,2.2561954218483318,0.20329747334504916,1.585865429451494e-05,1.585865429451494e-05,5.141622789041923e-16,0.0,0.7308521634523286
0.42,2.4,0.23,0.015,0.48,0.16,0.24,13.152177588781862,2.6312359357868416,0.21203511483781418,2.5171674879250622e-05,2.5171674879250622e-05,2.461567798823799e-16,0.0,0.7340164160379969
0.42,2.4,0.23,0.015,0.48,0.16,0.3,13.152180504016457,2.639540014354285,0.2153799595829936,3.1639653140649177e-05,3.1639653140649177e-05,2.8381754012426437e-16,0.0,0.7400841367904907
0.42,2.4,0.23,0.015,0.38,0.21000000000000002,0.22,13.152392519080989,2.5711575904308557,0.2545123773732528,2.7437018259354046e-05,2.7437018259354046e-05,2.333872040851058e-16,0.0,0.741116999156216
0.42,2.4,0.23,0.015,0.32,0.2,0.3,13.153228627355304,2.3321112950006313,0.26894654871710766,3.5278080436209475e-05,3.5278080436209475e-05,2.7836772012251205e-17,0.0,0.7437632398254215
0.42,2.4,0.23,0.015,0.38,0.21000000000000002,0.2,13.152390800425351,2.5691517183578623,0.25285120857138876,2.4881445344106246e-05,2.4881445344106246e-05,2.33115468641337e-16,0.0,0.7501158390542009
0.42,2.4,0.23,0.015,0.42,0.19,0.3,13.152383431750282,2.584770662122488,0.24802035869623185,3.5262301695818815e-05,3.5262301695818815e-05,2.4641699654462977e-17,0.0,0.753468832323123
0.42,2.4,0.23,0.015,0.32,0.18,0.2,13.15360500676652,2.1874801525762892,0.219578811701941,2.1365071945830122e-05,2.1365071945830122e-05,5.590078270294811e-16,0.0,0.7596683021029731
0.42,2.4,0.23,0.015,0.48,0.16,0.22,13.152178902085044,2.628473714390021,0.21354844083458244,2.301566301726385e-05,2.301566301726385e-05,1.909144264770908e-16,0.0,0.7721656567436992
0.42,2.4,0.23,0.015,0.38,0.21000000000000002,0.24,13.152395380271761,2.57316784131124,0.25725407193247585,2.9992581312688477e-05,2.9992581312688477e-05,1.393040738121564e-16,0.0,0.7749855496790609
