winding,spread,phase_offset,ckm12,ckm23,ckm13,pmns12,pmns23,pmns13,Jckm,Jpmns,score
2.5,2.2,6.283185307179586,0.03548018266239278,0.0022530213187170905,0.014223033798021673,0.42571036771479714,0.3600050201269621,0.2422275542402566,2.7743590100378333e-05,-0.012450456774630265,0.7985019962154092
2.5,2.2,3.0050016686511065,0.03548018266239278,0.0022530213187170905,0.014223033798021673,0.4257103677147972,0.36000502012696206,0.24222755424025652,2.7743590100378333e-05,-0.012450456774630247,0.7985019962154092
2.5,2.2,1.0927278795094932,0.03548018266239278,0.0022530213187170905,0.014223033798021673,0.42571036771479703,0.36000502012696184,0.24222755424025655,2.7743590100378333e-05,-0.012450456774630244,0.7985019962154094
2.5,2.2,5.73682136742484,0.03548018266239278,0.0022530213187170905,0.014223033798021673,0.42571036771479687,0.36000502012696173,0.24222755424025616,2.7743590100378333e-05,-0.012450456774630227,0.7985019962154094
2.5,2.2,5.1904574276700925,0.03548018266239278,0.0022530213187170905,0.014223033798021673,0.42571036771479676,0.36000502012696206,0.24222755424025647,2.7743590100378333e-05,-0.012450456774630237,0.7985019962154094
2.5,2.2,0.2731819698773733,0.03548018266239278,0.0022530213187170905,0.014223033798021673,0.4257103677147967,0.36000502012696184,0.2422275542402561,2.7743590100378333e-05,-0.01245045677463024,0.7985019962154094
2.5,2.2,4.0977295481606,0.03548018266239278,0.0022530213187170905,0.014223033798021673,0.42571036771479687,0.360005020126962,0.24222755424025647,2.7743590100378333e-05,-0.01245045677463024,0.7985019962154094
2.5,2.2,2.731819698773733,0.03548018266239278,0.0022530213187170905,0.014223033798021673,0.42571036771479687,0.36000502012696195,0.2422275542402564,2.7743590100378333e-05,-0.012450456774630227,0.7985019962154094
2.5,2.2,0.8195459096321199,0.03548018266239278,0.0022530213187170905,0.014223033798021673,0.4257103677147968,0.36000502012696195,0.24222755424025644,2.7743590100378333e-05,-0.01245045677463024,0.7985019962154094
2.5,2.2,3.551365608405853,0.03548018266239278,0.0022530213187170905,0.014223033798021673,0.425710367714797,0.360005020126962,0.2422275542402567,2.7743590100378333e-05,-0.012450456774630261,0.7985019962154096
2.5,2.2,3.8245475782832266,0.03548018266239278,0.0022530213187170905,0.014223033798021673,0.4257103677147968,0.36000502012696195,0.24222755424025647,2.7743590100378333e-05,-0.01245045677463024,0.7985019962154096
2.5,2.1641025641025644,6.010003337302213,0.03548018266239278,0.0022530213187170905,0.014223033798021673,0.425077053068686,0.35480532669349396,0.2399930323115263,2.7743590100378333e-05,-0.013142389919796299,0.8021004823662581
2.5,2.1641025641025644,1.3659098493868664,0.03548018266239278,0.0022530213187170905,0.014223033798021673,0.4250770530686861,0.3548053266934939,0.23999303231152647,2.7743590100378333e-05,-0.013142389919796302,0.8021004823662583
2.5,2.1641025641025644,3.2781836385284797,0.03548018266239278,0.0022530213187170905,0.014223033798021673,0.42507705306868593,0.3548053266934938,0.23999303231152616,2.7743590100378333e-05,-0.013142389919796275,0.8021004823662583
2.5,2.1641025641025644,2.1854557590189865,0.03548018266239278,0.0022530213187170905,0.014223033798021673,0.4250770530686861,0.3548053266934938,0.2399930323115264,2.7743590100378333e-05,-0.013142389919796306,0.8021004823662583
2.5,2.1641025641025644,0.2731819698773733,0.03548018266239278,0.0022530213187170905,0.014223033798021673,0.4250770530686859,0.35480532669349385,0.23999303231152644,2.7743590100378333e-05,-0.013142389919796296,0.8021004823662585
2.5,2.1641025641025644,0.0,0.03548018266239278,0.0022530213187170905,0.014223033798021673,0.4250770530686859,0.3548053266934939,0.23999303231152658,2.7743590100378333e-05,-0.013142389919796289,0.8021004823662585
2.5,2.1641025641025644,1.6390918192642399,0.03548018266239278,0.0022530213187170905,0.014223033798021673,0.4250770530686861,0.35480532669349396,0.23999303231152666,2.7743590100378333e-05,-0.013142389919796292,0.8021004823662585
2.5,2.1641025641025644,1.0927278795094932,0.03548018266239278,0.0022530213187170905,0.014223033798021673,0.42507705306868593,0.35480532669349407,0.23999303231152677,2.7743590100378333e-05,-0.013142389919796289,0.8021004823662585
2.5,2.1641025641025644,0.8195459096321199,0.03548018266239278,0.0022530213187170905,0.014223033798021673,0.4250770530686858,0.35480532669349374,0.23999303231152627,2.7743590100378333e-05,-0.013142389919796275,0.8021004823662585
2.5,2.1641025641025644,4.917275457792719,0.03548018266239278,0.0022530213187170905,0.014223033798021673,0.425077053068686,0.3548053266934938,0.2399930323115265,2.7743590100378333e-05,-0.013142389919796296,0.8021004823662585
2.5,2.1641025641025644,2.731819698773733,0.03548018266239278,0.0022530213187170905,0.014223033798021673,0.4250770530686859,0.35480532669349396,0.2399930323115265,2.7743590100378333e-05,-0.013142389919796268,0.8021004823662585
2.5,2.1641025641025644,5.1904574276700925,0.03548018266239278,0.0022530213187170905,0.014223033798021673,0.42507705306868604,0.35480532669349407,0.23999303231152674,2.7743590100378333e-05,-0.013142389919796299,0.8021004823662585
2.5,2.1641025641025644,5.463639397547466,0.03548018266239278,0.0022530213187170905,0.014223033798021673,0.42507705306868593,0.35480532669349374,0.23999303231152627,2.7743590100378333e-05,-0.0131423899197963,0.8021004823662585
2.5,2.1641025641025644,0.5463639397547466,0.03548018266239278,0.0022530213187170905,0.014223033798021673,0.4250770530686859,0.35480532669349385,0.23999303231152652,2.7743590100378333e-05,-0.013142389919796287,0.8021004823662585
2.5,2.1641025641025644,2.4586377288963597,0.03548018266239278,0.0022530213187170905,0.014223033798021673,0.42507705306868593,0.35480532669349407,0.23999303231152674,2.7743590100378333e-05,-0.013142389919796285,0.8021004823662585
2.5,2.1641025641025644,4.644093487915346,0.03548018266239278,0.0022530213187170905,0.014223033798021673,0.42507705306868615,0.3548053266934937,0.23999303231152647,2.7743590100378333e-05,-0.013142389919796289,0.8021004823662585
