label,scale,i13_weight,cp_e,cp_nu,cp_rel,eff_cp_rel,beta_e,beta_nu,beta_rel,eff_beta_rel,phase_e,phase_nu,phase_rel,eff_phase_rel,r23,i23,d3,d8,theta12,theta23,theta13,J,absJ,unitarity_defect,raw_leakage,L12,L23,L13,LJ,loss,delta_theta12,delta_theta23,delta_theta13,delta_J,delta_absJ,delta_loss
base_best,2.43,-0.4375,0.07,0.1735,0.1035,0.251505,-0.005,-0.012799999999999999,-0.0078,-0.018954000000000002,-0.0195,0.051000000000000004,0.07050000000000001,0.17131500000000002,1.25,1.45,1.0,-0.72,33.56443426049678,49.042128753631566,8.577247098588092,-0.031910425314813445,0.031910425314813445,3.093065954476819e-16,0.0,0.6881726749058453,0.7692385935161633,0.05835604216169316,0.12837798762032787,1.6441452982040297,0.0,0.0,0.0,0.0,0.0,0.0
ablate_i13_zero,2.43,0.0,0.07,0.1735,0.1035,0.251505,-0.005,-0.012799999999999999,-0.0078,-0.018954000000000002,-0.0195,0.051000000000000004,0.07050000000000001,0.17131500000000002,1.25,1.45,1.0,-0.72,28.80966922925919,46.26369996656053,13.198244006248995,-0.006092460383275197,0.006092460383275197,5.931435345605128e-16,0.0,952.8872465097411,266.1067248881682,23800.713979310833,10739.209743874644,35758.91769458338,-4.754765031237593,-2.778428787071036,4.620996907660903,0.025817964931538248,-0.025817964931538248,35757.27354928518
