beta_rel,count,leak_min,leak_mean,leak_std,J_mean,J_min,J_max,P_overlap_mean
-0.01,638,0.1948439107355135,0.19532657948846524,0.0002642703405112415,-0.03003994807647643,-0.0302032866462491,-0.029740260952456,0.19532657948846524
-0.0049999999999999,4070,0.1965158682243306,0.19730028249287973,0.00039215935241401615,-0.02984768634576689,-0.0310561020540749,-0.0284394412821153,0.19730028249287973
0.0,5656,0.1986009410818885,0.1996726589604377,0.0004670426617154491,-0.029741925911496478,-0.031408795569091,-0.0279426859927488,0.1996726589604377
0.005,1680,0.2012437033543445,0.20197474711211505,0.0003963803553500609,-0.028488142625794736,-0.0293241530240715,-0.0280560660556083,0.20197474711211505
