loc12,loc23,tail,spread,cyclic,tau_align,ckm12,ckm23,ckm13,pmns12,pmns23,pmns13,score_ckm,score_pmns,score
0.34,0.46,0.06,1.15,0.1,0.85,0.09040004148622431,0.022336207439719986,0.019013889763452696,0.4593733672362983,0.44249435985804864,0.08477549545479528,0.1717776408375084,0.4133567774508578,0.5851344182883662
0.34,0.46,0.03,1.15,0.1,0.85,0.09380307534777108,0.015603419436178812,0.0159204862084442,0.4593733672362983,0.44249435985804864,0.08477549545479528,0.1720139914244943,0.4133567774508578,0.5853707688753521
0.26,0.34,0.06,1.15,0.1,0.85,0.06591400938624543,0.026035771259808587,0.012988933362266824,0.4593733672362983,0.44249435985804864,0.08477549545479528,0.1865391527162128,0.4133567774508578,0.5998959301670705
0.34,0.1,0.0,1.15,0.1,0.1,0.09636396131881927,0.015835020517079065,0.007876227374177508,0.4593733672362983,0.3602652847806682,0.14077826770113047,0.16117724553827917,0.439583080281903,0.6007603258201821
0.34,0.22,0.0,1.15,0.1,0.1,0.097747985151935,0.015187488819501173,0.008781855587106925,0.4593733672362983,0.3602652847806682,0.14077826770113047,0.16134638161567075,0.439583080281903,0.6009294618975738
0.26,0.22,0.06,1.15,0.1,0.85,0.06471087879874043,0.025503631995428044,0.01236188825102702,0.4593733672362983,0.44249435985804864,0.08477549545479528,0.18764737745685856,0.4133567774508578,0.6010041549077163
0.26,0.46,0.06,1.15,0.1,0.85,0.06633630400669113,0.025060993843946142,0.014197175689775354,0.4593733672362983,0.44249435985804864,0.08477549545479528,0.1882998778391381,0.4133567774508578,0.6016566552899959
0.34,0.34,0.0,1.15,0.1,0.1,0.09794609193330403,0.01544301113014371,0.010348922081396556,0.4593733672362983,0.3602652847806682,0.14077826770113047,0.16245981901794884,0.439583080281903,0.6020428992998519
0.26,0.22,0.0,1.15,0.1,0.85,0.06918421795626344,0.015258926093410454,0.008488605842507898,0.4593733672362983,0.44249435985804864,0.08477549545479528,0.18954546179283405,0.4133567774508578,0.6029022392436918
0.26,0.1,0.0,1.15,0.1,0.85,0.06740115690543524,0.016420182781036175,0.0079764543816941,0.4593733672362983,0.44249435985804864,0.08477549545479528,0.1896551146952227,0.4133567774508578,0.6030118921460805
