loc12,loc23,tail,spread,cyclic,tau_align,ckm12,ckm23,ckm13,pmns12,pmns23,pmns13,score_ckm,score_pmns,score
0.26,0.1,0.06,0.9,0.1,0.1,0.0626300347793841,0.02329153970793657,0.0125305540232363,0.46757649129629886,0.28074650196151973,0.09410823452799875,0.19210897953591566,0.5575687722141827,0.7496777517500983
0.26,0.22,0.03,0.9,0.1,0.1,0.06698662990111894,0.016142319749491693,0.010159908260575378,0.46757649129629886,0.28074650196151973,0.09410823452799875,0.19253095860996475,0.5575687722141827,0.7500997308241474
0.26,0.46,0.03,0.9,0.1,0.1,0.06828414493393227,0.016387261564966248,0.012213857751044395,0.46757649129629886,0.28074650196151973,0.09410823452799875,0.19304245125214586,0.5575687722141827,0.7506112234663285
0.18,0.46,0.06,0.9,0.35,0.1,0.046813181960579806,0.027722775206052597,0.010734257861345606,0.4882371374562535,0.2608274277165659,0.20025879958467077,0.20169830069471323,0.5511942344118514,0.7528925351065647
0.18,0.34,0.06,0.9,0.35,0.1,0.045723747801351015,0.02827300013211218,0.01044057105067094,0.4882371374562535,0.2608274277165659,0.20025879958467077,0.20194382311720777,0.5511942344118514,0.7531380575290592
0.18,0.1,0.06,0.9,0.1,0.35,0.041662130559123677,0.02480854914303787,0.010816706711233873,0.46757649129629886,0.29730250316435886,0.09173873298953543,0.20984602700907234,0.5433822725498069,0.7532282995588793
0.26,0.1,0.03,0.9,0.1,0.1,0.06505585776850506,0.014612799926092788,0.010019031873310184,0.46757649129629886,0.28074650196151973,0.09410823452799875,0.19585037417871234,0.5575687722141827,0.753419146392895
0.18,0.46,0.03,0.9,0.1,0.35,0.04751348054391194,0.017545930723810017,0.009659928515283515,0.46757649129629886,0.29730250316435886,0.09173873298953543,0.21010051724756157,0.5433822725498069,0.7534827897973684
0.18,0.34,0.03,0.9,0.1,0.35,0.04655044405097285,0.017691122761509873,0.00934615122061709,0.46757649129629886,0.29730250316435886,0.09173873298953543,0.2106045844081344,0.5433822725498069,0.7539868569579413
0.1,0.46,0.06,0.9,0.1,0.35,0.03398731680752606,0.02961310702923454,0.009001936059222431,0.46757649129629886,0.29730250316435886,0.09173873298953543,0.21090151222246184,0.5433822725498069,0.7542837847722688
0.18,0.34,0.0,0.9,0.1,0.35,0.04728443041347729,0.014444757123211653,0.008508742389253721,0.46757649129629886,0.29730250316435886,0.09173873298953543,0.21227955485256478,0.5433822725498069,0.7556618274023716
0.1,0.34,0.06,0.9,0.1,0.35,0.03253425109979451,0.029809681123614772,0.009140382601387498,0.46757649129629886,0.29730250316435886,0.09173873298953543,0.2122964503779782,0.5433822725498069,0.755678722927785
0.18,0.22,0.06,0.9,0.35,0.1,0.044021179733952295,0.027325330904243644,0.010408171557630842,0.4882371374562535,0.2608274277165659,0.20025879958467077,0.20456166091943492,0.5511942344118514,0.7557558953312864
0.18,0.46,0.0,0.9,0.1,0.35,0.048121870309978214,0.01376810077139103,0.008765289368274714,0.46757649129629886,0.29730250316435886,0.09173873298953543,0.21237531828690548,0.5433822725498069,0.7557575908367123
0.18,0.22,0.0,0.9,0.1,0.35,0.04584202481752017,0.015283294010539334,0.008250068487342343,0.46757649129629886,0.29730250316435886,0.09173873298953543,0.21262474965928285,0.5433822725498069,0.7560070222090898
0.18,0.1,0.0,0.9,0.1,0.35,0.04374178513509282,0.016931829438658282,0.008068019422869863,0.46757649129629886,0.29730250316435886,0.09173873298953543,0.21289440484911876,0.5433822725498069,0.7562766773989256
0.18,0.22,0.03,0.9,0.1,0.35,0.044978739227770695,0.016720984260071032,0.009183680936612149,0.46757649129629886,0.29730250316435886,0.09173873298953543,0.2129839574487704,0.5433822725498069,0.7563662299985773
0.1,0.22,0.06,0.9,0.1,0.35,0.030585066628576654,0.02855415864758961,0.009363619305326584,0.46757649129629886,0.29730250316435886,0.09173873298953543,0.21572439402916033,0.5433822725498069,0.7591066665789672
0.18,0.46,0.06,0.9,0.1,0.1,0.046813181960579806,0.027722775206052597,0.010734257861345606,0.46757649129629886,0.28074650196151973,0.09410823452799875,0.20169830069471323,0.5575687722141827,0.759267072908896
0.18,0.34,0.06,0.9,0.1,0.1,0.045723747801351015,0.02827300013211218,0.01044057105067094,0.46757649129629886,0.28074650196151973,0.09410823452799875,0.20194382311720777,0.5575687722141827,0.7595125953313904
0.34,0.1,0.0,0.9,0.35,0.35,0.09636396131881927,0.015835020517079065,0.007876227374177508,0.4882371374562535,0.27113454390265446,0.2586600926167104,0.16117724553827917,0.5992884112578024,0.7604656567960816
0.18,0.1,0.03,0.9,0.1,0.35,0.042750341006439305,0.014954578814868698,0.009331102902656362,0.46757649129629886,0.29730250316435886,0.09173873298953543,0.2171261830813484,0.5433822725498069,0.7605084556311552
0.34,0.22,0.0,0.9,0.35,0.35,0.097747985151935,0.015187488819501173,0.008781855587106925,0.4882371374562535,0.27113454390265446,0.2586600926167104,0.16134638161567075,0.5992884112578024,0.7606347928734731
0.18,0.1,0.06,0.9,0.35,0.1,0.041662130559123677,0.02480854914303787,0.010816706711233873,0.4882371374562535,0.2608274277165659,0.20025879958467077,0.20984602700907234,0.5511942344118514,0.7610402614209237
0.18,0.46,0.03,0.9,0.35,0.1,0.04751348054391194,0.017545930723810017,0.009659928515283515,0.4882371374562535,0.2608274277165659,0.20025879958467077,0.21010051724756157,0.5511942344118514,0.7612947516594131
0.34,0.34,0.0,0.9,0.35,0.35,0.09794609193330403,0.01544301113014371,0.010348922081396556,0.4882371374562535,0.27113454390265446,0.2586600926167104,0.16245981901794884,0.5992884112578024,0.7617482302757512
0.18,0.34,0.03,0.9,0.35,0.1,0.04655044405097285,0.017691122761509873,0.00934615122061709,0.4882371374562535,0.2608274277165659,0.20025879958467077,0.2106045844081344,0.5511942344118514,0.7617988188199858
0.1,0.46,0.06,0.9,0.35,0.1,0.03398731680752606,0.02961310702923454,0.009001936059222431,0.4882371374562535,0.2608274277165659,0.20025879958467077,0.21090151222246184,0.5511942344118514,0.7620957466343132
0.18,0.22,0.06,0.9,0.1,0.1,0.044021179733952295,0.027325330904243644,0.010408171557630842,0.46757649129629886,0.28074650196151973,0.09410823452799875,0.20456166091943492,0.5575687722141827,0.7621304331336176
0.18,0.34,0.0,0.9,0.35,0.1,0.04728443041347729,0.014444757123211653,0.008508742389253721,0.4882371374562535,0.2608274277165659,0.20025879958467077,0.21227955485256478,0.5511942344118514,0.7634737892644162
0.1,0.34,0.06,0.9,0.35,0.1,0.03253425109979451,0.029809681123614772,0.009140382601387498,0.4882371374562535,0.2608274277165659,0.20025879958467077,0.2122964503779782,0.5511942344118514,0.7634906847898296
0.18,0.46,0.0,0.9,0.35,0.1,0.048121870309978214,0.01376810077139103,0.008765289368274714,0.4882371374562535,0.2608274277165659,0.20025879958467077,0.21237531828690548,0.5511942344118514,0.7635695526987569
0.18,0.22,0.0,0.9,0.35,0.1,0.04584202481752017,0.015283294010539334,0.008250068487342343,0.4882371374562535,0.2608274277165659,0.20025879958467077,0.21262474965928285,0.5511942344118514,0.7638189840711342
0.18,0.1,0.0,0.9,0.35,0.1,0.04374178513509282,0.016931829438658282,0.008068019422869863,0.4882371374562535,0.2608274277165659,0.20025879958467077,0.21289440484911876,0.5511942344118514,0.7640886392609703
0.18,0.22,0.03,0.9,0.35,0.1,0.044978739227770695,0.016720984260071032,0.009183680936612149,0.4882371374562535,0.2608274277165659,0.20025879958467077,0.2129839574487704,0.5511942344118514,0.7641781918606219
0.34,0.46,0.0,0.9,0.35,0.35,0.09713397369851194,0.016067934115462885,0.012960626705457673,0.4882371374562535,0.27113454390265446,0.2586600926167104,0.16525871889148286,0.5992884112578024,0.7645471301492852
0.34,0.1,0.0,0.65,0.1,0.1,0.09636396131881927,0.015835020517079065,0.007876227374177508,0.5039873805161266,0.17290926540204507,0.11970476461059132,0.16117724553827917,0.603398589471237,0.7645758350095162
0.34,0.22,0.0,0.65,0.1,0.1,0.097747985151935,0.015187488819501173,0.008781855587106925,0.5039873805161266,0.17290926540204507,0.11970476461059132,0.16134638161567075,0.603398589471237,0.7647449710869078
0.1,0.1,0.06,0.9,0.1,0.35,0.02813009554283786,0.0258472279214317,0.009848035207730267,0.46757649129629886,0.29730250316435886,0.09173873298953543,0.22137071174346074,0.5433822725498069,0.7647529842932677
0.1,0.46,0.03,0.9,0.1,0.35,0.03385883623156132,0.01846587625381647,0.008440680707352816,0.46757649129629886,0.29730250316435886,0.09173873298953543,0.22161596822197502,0.5433822725498069,0.7649982407717819
0.34,0.34,0.0,0.65,0.1,0.1,0.09794609193330403,0.01544301113014371,0.010348922081396556,0.5039873805161266,0.17290926540204507,0.11970476461059132,0.16245981901794884,0.603398589471237,0.7658584084891858
0.34,0.22,0.06,0.9,0.35,0.35,0.09023719563130382,0.02350800125691051,0.015031249908413369,0.4882371374562535,0.27113454390265446,0.2586600926167104,0.16678605302019905,0.5992884112578024,0.7660744642780015
0.1,0.34,0.03,0.9,0.1,0.35,0.03249939593778201,0.018294053879600567,0.008554079456159077,0.46757649129629886,0.29730250316435886,0.09173873298953543,0.22326062963877652,0.5433822725498069,0.7666429021885834
0.34,0.22,0.03,0.9,0.35,0.35,0.0940292697258568,0.015519369026140118,0.01152554477142997,0.4882371374562535,0.27113454390265446,0.2586600926167104,0.16747690601943305,0.5992884112578024,0.7667653172772355
0.34,0.34,0.06,0.9,0.35,0.35,0.09080927707467691,0.02364360608729466,0.01655313520056797,0.4882371374562535,0.27113454390265446,0.2586600926167104,0.1676002520385964,0.5992884112578024,0.7668886632963988
0.1,0.22,0.06,0.9,0.35,0.1,0.030585066628576654,0.02855415864758961,0.009363619305326584,0.4882371374562535,0.2608274277165659,0.20025879958467077,0.21572439402916033,0.5511942344118514,0.7669186284410118
0.18,0.1,0.06,0.9,0.1,0.1,0.041662130559123677,0.02480854914303787,0.010816706711233873,0.46757649129629886,0.28074650196151973,0.09410823452799875,0.20984602700907234,0.5575687722141827,0.767414799223255
0.34,0.34,0.03,0.9,0.35,0.35,0.09441379808510908,0.01598770985032063,0.013244824179716888,0.4882371374562535,0.27113454390265446,0.2586600926167104,0.1683433162442872,0.5992884112578024,0.7676317275020896
0.18,0.46,0.03,0.9,0.1,0.1,0.04751348054391194,0.017545930723810017,0.009659928515283515,0.46757649129629886,0.28074650196151973,0.09410823452799875,0.21010051724756157,0.5575687722141827,0.7676692894617443
0.18,0.34,0.03,0.9,0.1,0.1,0.04655044405097285,0.017691122761509873,0.00934615122061709,0.46757649129629886,0.28074650196151973,0.09410823452799875,0.2106045844081344,0.5575687722141827,0.768173356622317
0.18,0.1,0.03,0.9,0.35,0.1,0.042750341006439305,0.014954578814868698,0.009331102902656362,0.4882371374562535,0.2608274277165659,0.20025879958467077,0.2171261830813484,0.5511942344118514,0.7683204174931999
0.1,0.46,0.06,0.9,0.1,0.1,0.03398731680752606,0.02961310702923454,0.009001936059222431,0.46757649129629886,0.28074650196151973,0.09410823452799875,0.21090151222246184,0.5575687722141827,0.7684702844366444
0.34,0.46,0.0,0.65,0.1,0.1,0.09713397369851194,0.016067934115462885,0.012960626705457673,0.5039873805161266,0.17290926540204507,0.11970476461059132,0.16525871889148286,0.603398589471237,0.76865730836272
0.34,0.1,0.03,0.9,0.35,0.35,0.09248227152946964,0.014210422614783948,0.01093014071472461,0.4882371374562535,0.27113454390265446,0.2586600926167104,0.16973744657047105,0.5992884112578024,0.7690258578282735
0.34,0.1,0.06,0.9,0.35,0.35,0.08852474588384879,0.02163137207938871,0.014774167600891917,0.4882371374562535,0.27113454390265446,0.2586600926167104,0.17011804963765442,0.5992884112578024,0.7694064608954568
0.1,0.22,0.03,0.9,0.1,0.35,0.03065413937560429,0.017056890040332878,0.008664302902278596,0.46757649129629886,0.29730250316435886,0.09173873298953543,0.22645327348634142,0.5433822725498069,0.7698355460361483
0.18,0.34,0.0,0.9,0.1,0.1,0.04728443041347729,0.014444757123211653,0.008508742389253721,0.46757649129629886,0.28074650196151973,0.09410823452799875,0.21227955485256478,0.5575687722141827,0.7698483270667474
0.1,0.34,0.06,0.9,0.1,0.1,0.03253425109979451,0.029809681123614772,0.009140382601387498,0.46757649129629886,0.28074650196151973,0.09410823452799875,0.2122964503779782,0.5575687722141827,0.7698652225921608
0.18,0.46,0.0,0.9,0.1,0.1,0.048121870309978214,0.01376810077139103,0.008765289368274714,0.46757649129629886,0.28074650196151973,0.09410823452799875,0.21237531828690548,0.5575687722141827,0.7699440905010881
0.1,0.46,0.0,0.9,0.1,0.35,0.03362162372604217,0.01316642126654,0.007994166718687128,0.46757649129629886,0.29730250316435886,0.09173873298953543,0.226706121726105,0.5433822725498069,0.7700883942759118
0.34,0.22,0.06,0.65,0.1,0.1,0.09023719563130382,0.02350800125691051,0.015031249908413369,0.5039873805161266,0.17290926540204507,0.11970476461059132,0.16678605302019905,0.603398589471237,0.770184642491436
0.18,0.22,0.0,0.9,0.1,0.1,0.04584202481752017,0.015283294010539334,0.008250068487342343,0.46757649129629886,0.28074650196151973,0.09410823452799875,0.21262474965928285,0.5575687722141827,0.7701935218734655
0.18,0.1,0.0,0.9,0.1,0.1,0.04374178513509282,0.016931829438658282,0.008068019422869863,0.46757649129629886,0.28074650196151973,0.09410823452799875,0.21289440484911876,0.5575687722141827,0.7704631770633015
0.1,0.34,0.0,0.9,0.1,0.35,0.03235372300515317,0.01410060718616672,0.008101744015213104,0.46757649129629886,0.29730250316435886,0.09173873298953543,0.2271474138238932,0.5433822725498069,0.7705296863737001
0.18,0.22,0.03,0.9,0.1,0.1,0.044978739227770695,0.016720984260071032,0.009183680936612149,0.46757649129629886,0.28074650196151973,0.09410823452799875,0.2129839574487704,0.5575687722141827,0.7705527296629531
0.34,0.22,0.03,0.65,0.1,0.1,0.0940292697258568,0.015519369026140118,0.01152554477142997,0.5039873805161266,0.17290926540204507,0.11970476461059132,0.16747690601943305,0.603398589471237,0.77087549549067
0.34,0.34,0.06,0.65,0.1,0.1,0.09080927707467691,0.02364360608729466,0.01655313520056797,0.5039873805161266,0.17290926540204507,0.11970476461059132,0.1676002520385964,0.603398589471237,0.7709988415098334
0.34,0.46,0.06,0.9,0.35,0.35,0.09040004148622431,0.022336207439719986,0.019013889763452696,0.4882371374562535,0.27113454390265446,0.2586600926167104,0.1717776408375084,0.5992884112578024,0.7710660520953108
0.1,0.22,0.0,0.9,0.1,0.35,0.03060998102285821,0.01530311538559997,0.008097225044487072,0.46757649129629886,0.29730250316435886,0.09173873298953543,0.2276841286360289,0.5433822725498069,0.7710664011858358
0.34,0.46,0.03,0.9,0.35,0.35,0.09380307534777108,0.015603419436178812,0.0159204862084442,0.4882371374562535,0.27113454390265446,0.2586600926167104,0.1720139914244943,0.5992884112578024,0.7713024026822968
0.1,0.1,0.0,0.9,0.1,0.35,0.028375513141040514,0.01734771513044612,0.008165612529856757,0.46757649129629886,0.29730250316435886,0.09173873298953543,0.22794238425837016,0.5433822725498069,0.7713246568081771
0.34,0.34,0.03,0.65,0.1,0.1,0.09441379808510908,0.01598770985032063,0.013244824179716888,0.5039873805161266,0.17290926540204507,0.11970476461059132,0.1683433162442872,0.603398589471237,0.7717419057155243
0.1,0.1,0.06,0.9,0.35,0.1,0.02813009554283786,0.0258472279214317,0.009848035207730267,0.4882371374562535,0.2608274277165659,0.20025879958467077,0.22137071174346074,0.5511942344118514,0.7725649461553121
0.1,0.46,0.03,0.9,0.35,0.1,0.03385883623156132,0.01846587625381647,0.008440680707352816,0.4882371374562535,0.2608274277165659,0.20025879958467077,0.22161596822197502,0.5511942344118514,0.7728102026338265
0.34,0.1,0.03,0.65,0.1,0.1,0.09248227152946964,0.014210422614783948,0.01093014071472461,0.5039873805161266,0.17290926540204507,0.11970476461059132,0.16973744657047105,0.603398589471237,0.7731360360417081
0.1,0.22,0.06,0.9,0.1,0.1,0.030585066628576654,0.02855415864758961,0.009363619305326584,0.46757649129629886,0.28074650196151973,0.09410823452799875,0.21572439402916033,0.5575687722141827,0.773293166243343
0.34,0.1,0.06,0.65,0.1,0.1,0.08852474588384879,0.02163137207938871,0.014774167600891917,0.5039873805161266,0.17290926540204507,0.11970476461059132,0.17011804963765442,0.603398589471237,0.7735166391088915
0.1,0.1,0.03,0.9,0.1,0.35,0.02831076762418228,0.015144241932867768,0.008961016089017153,0.46757649129629886,0.29730250316435886,0.09173873298953543,0.23100600653196712,0.5433822725498069,0.774388279081774
0.1,0.34,0.03,0.9,0.35,0.1,0.03249939593778201,0.018294053879600567,0.008554079456159077,0.4882371374562535,0.2608274277165659,0.20025879958467077,0.22326062963877652,0.5511942344118514,0.7744548640506279
0.18,0.1,0.03,0.9,0.1,0.1,0.042750341006439305,0.014954578814868698,0.009331102902656362,0.46757649129629886,0.28074650196151973,0.09410823452799875,0.2171261830813484,0.5575687722141827,0.7746949552955311
0.34,0.46,0.06,0.65,0.1,0.1,0.09040004148622431,0.022336207439719986,0.019013889763452696,0.5039873805161266,0.17290926540204507,0.11970476461059132,0.1717776408375084,0.603398589471237,0.7751762303087455
0.34,0.46,0.03,0.65,0.1,0.1,0.09380307534777108,0.015603419436178812,0.0159204862084442,0.5039873805161266,0.17290926540204507,0.11970476461059132,0.1720139914244943,0.603398589471237,0.7754125808957313
0.1,0.22,0.03,0.9,0.35,0.1,0.03065413937560429,0.017056890040332878,0.008664302902278596,0.4882371374562535,0.2608274277165659,0.20025879958467077,0.22645327348634142,0.5511942344118514,0.7776475078981928
0.1,0.46,0.0,0.9,0.35,0.1,0.03362162372604217,0.01316642126654,0.007994166718687128,0.4882371374562535,0.2608274277165659,0.20025879958467077,0.226706121726105,0.5511942344118514,0.7779003561379565
0.34,0.1,0.0,0.65,0.1,0.35,0.09636396131881927,0.015835020517079065,0.007876227374177508,0.5039873805161266,0.16527715436595705,0.18613174740887264,0.16117724553827917,0.6168672125267891,0.7780444580650683
0.34,0.22,0.0,0.65,0.1,0.35,0.097747985151935,0.015187488819501173,0.008781855587106925,0.5039873805161266,0.16527715436595705,0.18613174740887264,0.16134638161567075,0.6168672125267891,0.7782135941424598
0.1,0.34,0.0,0.9,0.35,0.1,0.03235372300515317,0.01410060718616672,0.008101744015213104,0.4882371374562535,0.2608274277165659,0.20025879958467077,0.2271474138238932,0.5511942344118514,0.7783416482357446
0.1,0.22,0.0,0.9,0.35,0.1,0.03060998102285821,0.01530311538559997,0.008097225044487072,0.4882371374562535,0.2608274277165659,0.20025879958467077,0.2276841286360289,0.5511942344118514,0.7788783630478804
0.1,0.1,0.06,0.9,0.1,0.1,0.02813009554283786,0.0258472279214317,0.009848035207730267,0.46757649129629886,0.28074650196151973,0.09410823452799875,0.22137071174346074,0.5575687722141827,0.7789394839576433
0.1,0.1,0.0,0.9,0.35,0.1,0.028375513141040514,0.01734771513044612,0.008165612529856757,0.4882371374562535,0.2608274277165659,0.20025879958467077,0.22794238425837016,0.5511942344118514,0.7791366186702215
0.1,0.46,0.03,0.9,0.1,0.1,0.03385883623156132,0.01846587625381647,0.008440680707352816,0.46757649129629886,0.28074650196151973,0.09410823452799875,0.22161596822197502,0.5575687722141827,0.7791847404361577
0.34,0.34,0.0,0.65,0.1,0.35,0.09794609193330403,0.01544301113014371,0.010348922081396556,0.5039873805161266,0.16527715436595705,0.18613174740887264,0.16245981901794884,0.6168672125267891,0.7793270315447379
0.1,0.34,0.03,0.9,0.1,0.1,0.03249939593778201,0.018294053879600567,0.008554079456159077,0.46757649129629886,0.28074650196151973,0.09410823452799875,0.22326062963877652,0.5575687722141827,0.7808294018529591
0.34,0.46,0.0,0.65,0.1,0.35,0.09713397369851194,0.016067934115462885,0.012960626705457673,0.5039873805161266,0.16527715436595705,0.18613174740887264,0.16525871889148286,0.6168672125267891,0.782125931418272
0.1,0.1,0.03,0.9,0.35,0.1,0.02831076762418228,0.015144241932867768,0.008961016089017153,0.4882371374562535,0.2608274277165659,0.20025879958467077,0.23100600653196712,0.5511942344118514,0.7822002409438186
0.34,0.22,0.06,0.65,0.1,0.35,0.09023719563130382,0.02350800125691051,0.015031249908413369,0.5039873805161266,0.16527715436595705,0.18613174740887264,0.16678605302019905,0.6168672125267891,0.7836532655469881
0.1,0.22,0.03,0.9,0.1,0.1,0.03065413937560429,0.017056890040332878,0.008664302902278596,0.46757649129629886,0.28074650196151973,0.09410823452799875,0.22645327348634142,0.5575687722141827,0.784022045700524
0.1,0.46,0.0,0.9,0.1,0.1,0.03362162372604217,0.01316642126654,0.007994166718687128,0.46757649129629886,0.28074650196151973,0.09410823452799875,0.226706121726105,0.5575687722141827,0.7842748939402877
0.34,0.22,0.03,0.65,0.1,0.35,0.0940292697258568,0.015519369026140118,0.01152554477142997,0.5039873805161266,0.16527715436595705,0.18613174740887264,0.16747690601943305,0.6168672125267891,0.7843441185462221
0.34,0.34,0.06,0.65,0.1,0.35,0.09080927707467691,0.02364360608729466,0.01655313520056797,0.5039873805161266,0.16527715436595705,0.18613174740887264,0.1676002520385964,0.6168672125267891,0.7844674645653855
0.1,0.34,0.0,0.9,0.1,0.1,0.03235372300515317,0.01410060718616672,0.008101744015213104,0.46757649129629886,0.28074650196151973,0.09410823452799875,0.2271474138238932,0.5575687722141827,0.7847161860380758
0.34,0.34,0.03,0.65,0.1,0.35,0.09441379808510908,0.01598770985032063,0.013244824179716888,0.5039873805161266,0.16527715436595705,0.18613174740887264,0.1683433162442872,0.6168672125267891,0.7852105287710763
0.1,0.22,0.0,0.9,0.1,0.1,0.03060998102285821,0.01530311538559997,0.008097225044487072,0.46757649129629886,0.28074650196151973,0.09410823452799875,0.2276841286360289,0.5575687722141827,0.7852529008502116
0.1,0.1,0.0,0.9,0.1,0.1,0.028375513141040514,0.01734771513044612,0.008165612529856757,0.46757649129629886,0.28074650196151973,0.09410823452799875,0.22794238425837016,0.5575687722141827,0.7855111564725528
0.26,0.34,0.06,0.9,0.35,0.35,0.06591400938624543,0.026035771259808587,0.012988933362266824,0.4882371374562535,0.27113454390265446,0.2586600926167104,0.1865391527162128,0.5992884112578024,0.7858275639740152
0.34,0.1,0.03,0.65,0.1,0.35,0.09248227152946964,0.014210422614783948,0.01093014071472461,0.5039873805161266,0.16527715436595705,0.18613174740887264,0.16973744657047105,0.6168672125267891,0.7866046590972602
0.26,0.22,0.06,0.9,0.35,0.35,0.06471087879874043,0.025503631995428044,0.01236188825102702,0.4882371374562535,0.27113454390265446,0.2586600926167104,0.18764737745685856,0.5992884112578024,0.786935788714661
0.34,0.1,0.06,0.65,0.1,0.35,0.08852474588384879,0.02163137207938871,0.014774167600891917,0.5039873805161266,0.16527715436595705,0.18613174740887264,0.17011804963765442,0.6168672125267891,0.7869852621644435
0.26,0.46,0.06,0.9,0.35,0.35,0.06633630400669113,0.025060993843946142,0.014197175689775354,0.4882371374562535,0.27113454390265446,0.2586600926167104,0.1882998778391381,0.5992884112578024,0.7875882890969406
0.1,0.1,0.03,0.9,0.1,0.1,0.02831076762418228,0.015144241932867768,0.008961016089017153,0.46757649129629886,0.28074650196151973,0.09410823452799875,0.23100600653196712,0.5575687722141827,0.7885747787461498
0.34,0.46,0.06,0.65,0.1,0.35,0.09040004148622431,0.022336207439719986,0.019013889763452696,0.5039873805161266,0.16527715436595705,0.18613174740887264,0.1717776408375084,0.6168672125267891,0.7886448533642976
0.26,0.22,0.0,0.9,0.35,0.35,0.06918421795626344,0.015258926093410454,0.008488605842507898,0.4882371374562535,0.27113454390265446,0.2586600926167104,0.18954546179283405,0.5992884112578024,0.7888338730506365
0.34,0.46,0.03,0.65,0.1,0.35,0.09380307534777108,0.015603419436178812,0.0159204862084442,0.5039873805161266,0.16527715436595705,0.18613174740887264,0.1720139914244943,0.6168672125267891,0.7888812039512834
0.26,0.1,0.0,0.9,0.35,0.35,0.06740115690543524,0.016420182781036175,0.0079764543816941,0.4882371374562535,0.27113454390265446,0.2586600926167104,0.1896551146952227,0.5992884112578024,0.7889435259530251
0.26,0.34,0.0,0.9,0.35,0.35,0.07006507855853998,0.01490844117589225,0.00924784801346166,0.4882371374562535,0.27113454390265446,0.2586600926167104,0.18977432827902943,0.5992884112578024,0.7890627395368318
0.26,0.34,0.06,0.65,0.1,0.1,0.06591400938624543,0.026035771259808587,0.012988933362266824,0.5039873805161266,0.17290926540204507,0.11970476461059132,0.1865391527162128,0.603398589471237,0.7899377421874498
0.26,0.46,0.0,0.9,0.35,0.35,0.07015479826436358,0.014741842696771774,0.01041740877944059,0.4882371374562535,0.27113454390265446,0.2586600926167104,0.19102076781830524,0.5992884112578024,0.7903091790761076
0.26,0.34,0.03,0.9,0.35,0.35,0.06802811869612221,0.016799184466166277,0.010930567524533022,0.4882371374562535,0.27113454390265446,0.2586600926167104,0.19160326436224454,0.5992884112578024,0.7908916756200469
0.26,0.22,0.06,0.65,0.1,0.1,0.06471087879874043,0.025503631995428044,0.01236188825102702,0.5039873805161266,0.17290926540204507,0.11970476461059132,0.18764737745685856,0.603398589471237,0.7910459669280956
0.26,0.1,0.06,0.9,0.35,0.35,0.0626300347793841,0.02329153970793657,0.0125305540232363,0.4882371374562535,0.27113454390265446,0.2586600926167104,0.19210897953591566,0.5992884112578024,0.7913973907937181
0.26,0.46,0.06,0.65,0.1,0.1,0.06633630400669113,0.025060993843946142,0.014197175689775354,0.5039873805161266,0.17290926540204507,0.11970476461059132,0.1882998778391381,0.603398589471237,0.7916984673103751
0.26,0.22,0.03,0.9,0.35,0.35,0.06698662990111894,0.016142319749491693,0.010159908260575378,0.4882371374562535,0.27113454390265446,0.2586600926167104,0.19253095860996475,0.5992884112578024,0.7918193698677671
0.26,0.46,0.03,0.9,0.35,0.35,0.06828414493393227,0.016387261564966248,0.012213857751044395,0.4882371374562535,0.27113454390265446,0.2586600926167104,0.19304245125214586,0.5992884112578024,0.7923308625099483
0.26,0.22,0.0,0.65,0.1,0.1,0.06918421795626344,0.015258926093410454,0.008488605842507898,0.5039873805161266,0.17290926540204507,0.11970476461059132,0.18954546179283405,0.603398589471237,0.7929440512640711
0.26,0.1,0.0,0.65,0.1,0.1,0.06740115690543524,0.016420182781036175,0.0079764543816941,0.5039873805161266,0.17290926540204507,0.11970476461059132,0.1896551146952227,0.603398589471237,0.7930537041664597
0.26,0.34,0.0,0.65,0.1,0.1,0.07006507855853998,0.01490844117589225,0.00924784801346166,0.5039873805161266,0.17290926540204507,0.11970476461059132,0.18977432827902943,0.603398589471237,0.7931729177502664
0.26,0.46,0.0,0.65,0.1,0.1,0.07015479826436358,0.014741842696771774,0.01041740877944059,0.5039873805161266,0.17290926540204507,0.11970476461059132,0.19102076781830524,0.603398589471237,0.7944193572895423
0.26,0.34,0.03,0.65,0.1,0.1,0.06802811869612221,0.016799184466166277,0.010930567524533022,0.5039873805161266,0.17290926540204507,0.11970476461059132,0.19160326436224454,0.603398589471237,0.7950018538334815
0.26,0.1,0.03,0.9,0.35,0.35,0.06505585776850506,0.014612799926092788,0.010019031873310184,0.4882371374562535,0.27113454390265446,0.2586600926167104,0.19585037417871234,0.5992884112578024,0.7951387854365147
0.26,0.1,0.06,0.65,0.1,0.1,0.0626300347793841,0.02329153970793657,0.0125305540232363,0.5039873805161266,0.17290926540204507,0.11970476461059132,0.19210897953591566,0.603398589471237,0.7955075690071527
0.26,0.22,0.03,0.65,0.1,0.1,0.06698662990111894,0.016142319749491693,0.010159908260575378,0.5039873805161266,0.17290926540204507,0.11970476461059132,0.19253095860996475,0.603398589471237,0.7959295480812018
0.26,0.46,0.03,0.65,0.1,0.1,0.06828414493393227,0.016387261564966248,0.012213857751044395,0.5039873805161266,0.17290926540204507,0.11970476461059132,0.19304245125214586,0.603398589471237,0.7964410407233828
0.26,0.1,0.03,0.65,0.1,0.1,0.06505585776850506,0.014612799926092788,0.010019031873310184,0.5039873805161266,0.17290926540204507,0.11970476461059132,0.19585037417871234,0.603398589471237,0.7992489636499494
