we,wnu,ae,anu,theta12_deg,theta23_deg,theta13_deg,Jarlskog,absJ,unitarity_defect,gap_e,gap_nu,pmns_loss,m1_eV,m2_eV,m3_eV,sum_mnu_eV,dm21_pred,dm31_pred,R_pred,R_obs,ratio_relative_error,below_cosmo_limit
-10.0,12.0,0.06,-0.1,32.36083543210807,50.54869847075757,7.969471106996964,-0.0280514392764339,0.0280514392764339,7.054504218084087e-16,1.0940665341955875,1.087375865468829,1.4775389934344805,0.0011684767589265,0.0084861693030875,0.0501833173269379,0.059837963388952,7.064973150451313e-05,0.002517,0.0280690232437477,0.0294795391338895,-0.047847284305753,True
