N_gen,winding,asym,noise,stable_rank_mean,stable_rank_std,surviving_modes_mean,surviving_modes_std,condition_mean,condition_std,unitarity_defect_mean,unitarity_defect_std
1,-8,0.1,0.0001,1.0,0.0,1.0,0.0,1.0,0.0,0.00011601441137673696,9.155648287436678e-05
1,-8,0.1,0.0003,1.0,0.0,1.0,0.0,1.0,0.0,0.0003332544410711291,0.00027069402805289706
1,-8,0.1,0.001,1.0,0.0,1.0,0.0,1.0,0.0,0.001129691898297389,0.0007916488046449328
1,-8,0.1,0.003,1.0,0.0,1.0,0.0,1.0,0.0,0.00344454550412143,0.0026546212334894975
1,-8,0.1,0.01,1.0,3.14018491736755e-17,1.0,0.0,1.0,0.0,0.010447137468084589,0.008289666171606877
1,-6,-0.1,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1,-6,-0.1,0.0001,1.0,0.0,1.0,0.0,1.0,0.0,0.00010962451411242302,8.027803063297449e-05
1,-6,-0.1,0.0003,1.0,0.0,1.0,0.0,1.0,0.0,0.0003856590548990924,0.0002549539615840597
1,-6,-0.1,0.001,1.0,3.14018491736755e-17,1.0,0.0,1.0,0.0,0.001015888328657546,0.0008558124415577989
1,-6,-0.1,0.003,1.0,0.0,1.0,0.0,1.0,0.0,0.003064401083751098,0.0019387446119069134
1,-6,-0.1,0.01,1.0,0.0,1.0,0.0,1.0,0.0,0.010979423548600155,0.008150150464306056
1,-6,-0.07,0.0,1.0,0.0,1.0,0.0,1.0,0.0,4.440892098500626e-16,0.0
1,-6,-0.07,0.0001,1.0,0.0,1.0,0.0,1.0,0.0,0.00013905482299372495,9.332192090393683e-05
1,-6,-0.07,0.0003,1.0,0.0,1.0,0.0,1.0,0.0,0.0003530665225724716,0.0002622551334244982
1,-6,-0.07,0.001,1.0,0.0,1.0,0.0,1.0,0.0,0.0010878302941392049,0.000914872913326207
1,-6,-0.07,0.003,1.0,0.0,1.0,0.0,1.0,0.0,0.003015231570537242,0.0027339217548264312
1,-6,-0.07,0.01,1.0,0.0,1.0,0.0,1.0,0.0,0.009969158227218918,0.008111039164719067
1,-6,-0.03,0.0,1.0,0.0,1.0,0.0,1.0,0.0,4.440892098500626e-16,0.0
1,-6,-0.03,0.0001,1.0,0.0,1.0,0.0,1.0,0.0,0.00010747225958261497,8.515812243557498e-05
1,-6,-0.03,0.0003,1.0,0.0,1.0,0.0,1.0,0.0,0.00036321985047276683,0.00024612367549301385
1,-6,-0.03,0.001,1.0,0.0,1.0,0.0,1.0,0.0,0.0009583677781247513,0.000655116565588917
1,-6,-0.03,0.003,1.0,0.0,1.0,0.0,1.0,0.0,0.003796132179461178,0.002512556433575866
1,-6,-0.03,0.01,1.0,0.0,1.0,0.0,1.0,0.0,0.01059175048555495,0.008429481139935056
1,-6,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,4.440892098500626e-16,0.0
1,-6,0.0,0.0001,1.0,0.0,1.0,0.0,1.0,0.0,9.060454079367952e-05,6.723071383055572e-05
1,-6,0.0,0.0003,1.0,0.0,1.0,0.0,1.0,0.0,0.0003694281556812662,0.00026352859184045914
1,-6,0.0,0.001,1.0,0.0,1.0,0.0,1.0,0.0,0.0009942281120969864,0.0007669628778172297
1,-6,0.0,0.003,1.0,0.0,1.0,0.0,1.0,0.0,0.0031319395747494184,0.0022538050945181895
