sector,stage,eig1,eig2,eig3,eig_spread,offdiag_fraction,diag_fraction,fro_norm
PMNS,묘,1.4534441853748639,-1.4534441853748634,0.0,2.9068883707497273,1.0,0.0,2.0554804791094465
PMNS,진,1.698528775146303,-1.698528775146303,0.0,3.397057550292606,1.0,0.0,2.4020824298928627
PMNS,사,0.4399999999999999,-0.43999999999999995,-0.0,0.8799999999999999,1.0,0.0,0.6222539674441618
PMNS,오,0.5116580753730953,-0.18834192462690474,-0.3233161507461905,0.8349742261192858,0.0,1.0,0.6338769596696193
CKM,오미,0.009090530141418461,-0.005999062313593262,-0.0030914678278251917,0.015089592455011723,0.2752300873457926,0.7247699126542074,0.011321822301418202
CKM,신유,0.3609189530677966,-0.11881507920248773,-0.24210387386530852,0.603022826933105,0.5407306544735305,0.4592693455264695,0.45054833200228006
CKM,유술,0.5343582727996206,-0.1836108586246773,-0.35074741417494326,0.8851056869745638,0.0,1.0,0.6650379385153107
CKM,술해,0.9694819582834999,-0.2905180417165,-0.678963916567,1.6484458748504998,0.0,1.0,1.2187239227979403
