align_rank,cp_e,cp_nu,cp_rel,beta_e,beta_nu,beta_rel,phase_e,phase_nu,phase_rel,theta12,theta23,theta13,J,absJ,raw_unitarity,raw_leakage,gap_e,gap_nu,s1,s2,s3,L12,L23,L13,LJ,Lleak,Lunit,Lsign,Lgap,loss,P_overlap,P_misalignment,L12_check,L23_check,L13_check,LJ_check,Lalign,loss_with_Lalign,noalign_rank,loss_without_Lalign,loss_without_Lalign_validation
32,0.1,0.1399999999999999,0.0399999999999999,0.0049999999999999,0.0,-0.0049999999999999,0.02,0.05,0.03,33.30297167316776,48.90886970499085,8.501808429666307,-0.0310159120181088,0.0310159120181088,0.9527513461488984,0.1977330096256044,1.0904309218585793,1.081215851601839,0.9953932980953858,0.9427850445142753,0.2319477517491782,0.013039418301696,0.0376697105209408,0.0744014442332015,0.1076032395669581,6.920655336896155,14.291270192233476,0.0,0.0920976669516523,21.53673700870408,0.644483739198164,0.35551626080183596,0.013039418301696038,0.026159521195097832,0.037959920527143656,0.04782366202976289,42.661951296220316,61.39200122281082,95,18.7300499265905,18.7300499265905
33,0.1,0.1399999999999999,0.0399999999999999,0.0049999999999999,0.0,-0.0049999999999999,-0.0199999999999999,0.05,0.07,33.30297167316826,48.90886970499079,8.501808429666147,-0.0310159120181093,0.0310159120181093,0.952751346148898,0.1977330096256039,1.0904309218585804,1.081215851601839,0.9953932980953856,0.9427850445142748,0.2319477517491793,0.0130394183016013,0.0376697105209555,0.0744014442335504,0.1076032395668549,6.920655336896137,14.29127019223347,0.0,0.0920976669516523,21.536737008704225,0.6444837391981638,0.3555162608018362,0.013039418301601382,0.02615952119510805,0.037959920527321646,0.04782366202971434,42.661951296220344,61.39200122281085,96,18.730049926590507,18.730049926590507
34,0.1,0.1399999999999999,0.0399999999999999,0.0049999999999999,0.0,-0.0049999999999999,0.0,0.07,0.07,33.30297167316849,48.90886970499078,8.501808429666013,-0.0310159120181091,0.0310159120181091,0.9527513461488988,0.1977330096256044,1.0904309218585806,1.0812158516018393,0.9953932980953868,0.9427850445142744,0.2319477517491782,0.0130394183015567,0.0376697105209592,0.0744014442338411,0.10760323956688,6.920655336896156,14.29127019223348,0.0,0.0920976669516522,21.536737008704527,0.644483739198164,0.35551626080183596,0.013039418301556756,0.026159521195110596,0.03795992052746998,0.04782366202973355,42.661951296220316,61.39200122281099,98,18.730049926590674,18.730049926590674
35,0.1,0.1399999999999999,0.0399999999999999,0.0049999999999999,0.0,-0.0049999999999999,-0.03,0.01,0.04,33.30297167316734,48.9088697049903,8.501808429666344,-0.0310159120181092,0.0310159120181092,0.9527513461488988,0.1977330096256044,1.0904309218585813,1.081215851601839,0.9953932980953852,0.942785044514274,0.2319477517491784,0.0130394183017758,0.0376697105210824,0.0744014442331201,0.1076032395668579,6.920655336896156,14.291270192233483,0.0,0.0920976669516522,21.53673700870413,0.6444837391981629,0.35551626080183707,0.013039418301775825,0.026159521195196152,0.03795992052710212,0.04782366202972378,42.66195129622045,61.39200122281105,97,18.7300499265906,18.7300499265906
36,0.1,0.1399999999999999,0.0399999999999999,0.0049999999999999,0.0,-0.0049999999999999,0.02,0.07,0.05,33.302971673168074,48.90886970499105,8.501808429666129,-0.0310159120181084,0.0310159120181084,0.9527513461488992,0.1977330096256052,1.0904309218585793,1.0812158516018393,0.9953932980953863,0.9427850445142748,0.2319477517491767,0.0130394183016365,0.0376697105208893,0.0744014442335891,0.1076032395670461,6.920655336896183,14.291270192233489,0.0,0.0920976669516523,21.536737008704485,0.6444837391981638,0.3555162608018362,0.01303941830163654,0.02615952119506208,0.03795992052734142,0.047823662029801664,42.661951296220344,61.39200122281105,100,18.730049926590702,18.730049926590702
37,0.1,0.1399999999999999,0.0399999999999999,0.0049999999999999,0.0,-0.0049999999999999,0.0,0.0,0.0,33.3029716731683,48.90886970499061,8.501808429666054,-0.0310159120181091,0.0310159120181091,0.9527513461488988,0.1977330096256045,1.0904309218585806,1.081215851601839,0.995393298095386,0.9427850445142744,0.231947751749178,0.0130394183015932,0.0376697105210033,0.0744014442337519,0.1076032395668936,6.920655336896161,14.291270192233483,0.0,0.0920976669516522,21.536737008704534,0.6444837391981636,0.3555162608018364,0.013039418301593268,0.02615952119514124,0.03795992052742449,0.04782366202973355,42.661951296220366,61.39200122281107,99,18.730049926590702,18.730049926590702
38,0.1,0.1399999999999999,0.0399999999999999,0.0049999999999999,0.0,-0.0049999999999999,0.02,0.0,-0.02,33.30297167316784,48.908869704990806,8.501808429666179,-0.0310159120181082,0.0310159120181082,0.9527513461488992,0.1977330096256052,1.0904309218585793,1.081215851601839,0.995393298095386,0.9427850445142748,0.2319477517491767,0.0130394183016811,0.0376697105209519,0.0744014442334806,0.1076032395670871,6.920655336896183,14.291270192233489,0.0,0.0920976669516523,21.536737008704524,0.6444837391981636,0.3555162608018364,0.013039418301681165,0.02615952119510549,0.03795992052728605,0.047823662029821225,42.661951296220366,61.39200122281112,101,18.730049926590755,18.730049926590755
39,0.1,0.1399999999999999,0.0399999999999999,0.0049999999999999,0.0,-0.0049999999999999,-0.0199999999999999,0.07,0.09,33.30297167316849,48.90886970499093,8.50180842966596,-0.0310159120181087,0.0310159120181087,0.9527513461488988,0.1977330096256048,1.0904309218585804,1.0812158516018393,0.995393298095386,0.9427850445142744,0.2319477517491776,0.0130394183015567,0.0376697105209188,0.0744014442339574,0.1076032395669733,6.920655336896168,14.291270192233483,0.0,0.0920976669516522,21.53673700870471,0.6444837391981635,0.3555162608018365,0.013039418301556756,0.02615952119508378,0.0379599205275293,0.04782366202977234,42.66195129622038,61.39200122281115,102,18.730049926590773,18.730049926590773
40,0.1,0.1399999999999999,0.0399999999999999,0.0049999999999999,0.0,-0.0049999999999999,-0.0199999999999999,0.0,0.0199999999999999,33.30297167316831,48.90886970499068,8.50180842966601,-0.0310159120181087,0.0310159120181087,0.952751346148899,0.1977330096256048,1.0904309218585804,1.081215851601839,0.9953932980953856,0.9427850445142748,0.2319477517491776,0.0130394183015919,0.037669710520985,0.0744014442338488,0.1076032395669862,6.920655336896168,14.291270192233483,0.0,0.0920976669516523,21.53673700870472,0.6444837391981635,0.3555162608018365,0.013039418301591913,0.026159521195128474,0.03795992052747393,0.04782366202977234,42.66195129622038,61.392001222811174,103,18.730049926590798,18.730049926590798
41,0.1,0.1399999999999999,0.0399999999999999,0.0049999999999999,0.0,-0.0049999999999999,-0.0099999999999999,0.01,0.0199999999999999,33.302971673167285,48.90886970499029,8.501808429666042,-0.031015912018108,0.031015912018108,0.952751346148898,0.1977330096256036,1.0904309218585817,1.081215851601839,0.995393298095386,0.9427850445142748,0.2319477517491799,0.0130394183017866,0.0376697105210861,0.0744014442337791,0.1076032395671258,6.920655336896126,14.29127019223347,0.0,0.0920976669516522,21.536737008705025,0.6444837391981642,0.35551626080183585,0.013039418301786643,0.026159521195198703,0.03795992052743833,0.04782366202984045,42.6619512962203,61.39200122281131,105,18.730049926591008,18.730049926591008
42,0.1,0.1399999999999999,0.0399999999999999,0.0049999999999999,0.0,-0.0049999999999999,0.01,0.06,0.0499999999999999,33.30297167316947,48.90886970499055,8.501808429665708,-0.0310159120181081,0.0310159120181081,0.9527513461488992,0.1977330096256048,1.0904309218585797,1.0812158516018384,0.9953932980953863,0.942785044514274,0.2319477517491776,0.0130394183013701,0.0376697105210181,0.0744014442345078,0.1076032395671189,6.920655336896168,14.291270192233489,0.0,0.0920976669516523,21.536737008705323,0.6444837391981635,0.3555162608018365,0.013039418301370141,0.02615952119515146,0.03795992052781013,0.04782366202983067,42.66195129622038,61.39200122281137,104,18.730049926590993,18.730049926590993
43,0.1,0.1399999999999999,0.0399999999999999,0.0049999999999999,0.0,-0.0049999999999999,0.01,0.03,0.0199999999999999,33.30297167316802,48.90886970499114,8.501808429665727,-0.0310159120181068,0.0310159120181068,0.9527513461488978,0.1977330096256034,1.0904309218585797,1.0812158516018395,0.9953932980953852,0.9427850445142748,0.2319477517491802,0.0130394183016473,0.0376697105208654,0.0744014442344652,0.1076032395673974,6.920655336896122,14.291270192233467,0.0,0.0920976669516523,21.53673700870561,0.6444837391981636,0.3555162608018364,0.013039418301647357,0.026159521195045478,0.037959920527788384,0.04782366202995712,42.661951296220366,61.39200122281153,106,18.730049926591164,18.730049926591164
44,0.1,0.1399999999999999,0.0399999999999999,0.0049999999999999,0.0,-0.0049999999999999,0.01,0.08,0.07,33.302971673168415,48.90886970499035,8.5018084296658,-0.0310159120181069,0.0310159120181069,0.9527513461488986,0.1977330096256043,1.0904309218585797,1.0812158516018384,0.9953932980953863,0.9427850445142744,0.2319477517491784,0.0130394183015716,0.0376697105210695,0.0744014442343062,0.1076032395673708,6.920655336896153,14.291270192233478,0.0,0.0920976669516523,21.5367370087056,0.6444837391981638,0.3555162608018362,0.01303941830157163,0.026159521195187208,0.03795992052770729,0.04782366202994734,42.661951296220344,61.39200122281155,108,18.730049926591207,18.730049926591207
45,0.1,0.1399999999999999,0.0399999999999999,0.0049999999999999,0.0,-0.0049999999999999,0.01,0.02,0.0099999999999999,33.302971673169004,48.90886970499115,8.501808429665559,-0.0310159120181071,0.0310159120181071,0.9527513461488986,0.1977330096256043,1.0904309218585797,1.0812158516018393,0.9953932980953856,0.9427850445142748,0.2319477517491785,0.0130394183014593,0.0376697105208636,0.0744014442348334,0.1076032395673352,6.920655336896153,14.291270192233478,0.0,0.0920976669516523,21.53673700870577,0.6444837391981636,0.3555162608018364,0.013039418301459391,0.026159521195044205,0.037959920527976254,0.047823662029928125,42.661951296220366,61.39200122281157,107,18.730049926591203,18.730049926591203
46,0.1,0.1399999999999999,0.0399999999999999,0.0049999999999999,0.0,-0.0049999999999999,0.01,0.04,0.03,33.30297167316803,48.90886970499109,8.501808429665626,-0.0310159120181063,0.0310159120181063,0.9527513461488978,0.1977330096256035,1.0904309218585797,1.0812158516018393,0.9953932980953868,0.9427850445142744,0.2319477517491801,0.0130394183016446,0.0376697105208783,0.0744014442346861,0.1076032395675036,6.9206553368961226,14.291270192233467,0.0,0.0920976669516523,21.53673700870596,0.6444837391981644,0.3555162608018356,0.013039418301644653,0.02615952119505441,0.0379599205279011,0.04782366203000568,42.66195129622027,61.392001222811615,109,18.730049926591338,18.730049926591338
47,0.1,0.1399999999999999,0.0399999999999999,0.0049999999999999,0.0,-0.0049999999999999,0.01,0.05,0.04,33.30297167316779,48.90886970499064,8.501808429665681,-0.0310159120181064,0.0310159120181064,0.952751346148898,0.1977330096256035,1.0904309218585797,1.081215851601839,0.995393298095386,0.9427850445142748,0.23194775174918,0.0130394183016906,0.037669710520996,0.0744014442345659,0.1076032395674892,6.920655336896125,14.291270192233467,0.0,0.0920976669516523,21.536737008705988,0.6444837391981642,0.35551626080183585,0.013039418301690631,0.026159521195134858,0.0379599205278398,0.0478236620299959,42.6619512962203,61.3920012228117,110,18.7300499265914,18.7300499265914
48,0.1,0.1399999999999999,0.0399999999999999,0.0049999999999999,0.0,-0.0049999999999999,0.01,0.07,0.06,33.302971673168095,48.90886970499077,8.501808429665509,-0.031015912018106,0.031015912018106,0.9527513461488986,0.1977330096256044,1.0904309218585797,1.0812158516018393,0.9953932980953868,0.9427850445142748,0.2319477517491782,0.0130394183016324,0.037669710520961,0.074401444234942,0.1076032395675787,6.920655336896156,14.291270192233478,0.0,0.0920976669516523,21.5367370087064,0.6444837391981643,0.35551626080183574,0.013039418301632483,0.026159521195111873,0.03795992052803163,0.04782366203003501,42.66195129622029,61.3920012228119,112,18.73004992659161,18.73004992659161
49,0.1,0.1399999999999999,0.0399999999999999,0.0049999999999999,0.0,-0.0049999999999999,0.0,0.01,0.01,33.302971673167654,48.90886970499025,8.501808429665582,-0.0310159120181071,0.0310159120181071,0.952751346148898,0.1977330096256036,1.0904309218585806,1.081215851601839,0.995393298095386,0.942785044514274,0.2319477517491799,0.0130394183017163,0.0376697105210953,0.074401444234783,0.1076032395673261,6.920655336896126,14.291270192233473,0.0,0.0920976669516522,21.53673700870617,0.6444837391981636,0.3555162608018364,0.013039418301716323,0.026159521195205093,0.037959920527950546,0.047823662029928125,42.661951296220366,61.392001222811906,111,18.73004992659154,18.73004992659154
50,0.1,0.1399999999999999,0.0399999999999999,0.0049999999999999,0.0,-0.0049999999999999,0.02,0.01,-0.01,33.30297167316721,48.90886970499047,8.501808429665685,-0.0310159120181062,0.0310159120181062,0.9527513461488986,0.1977330096256044,1.0904309218585793,1.081215851601839,0.995393298095386,0.9427850445142753,0.2319477517491782,0.0130394183018015,0.0376697105210383,0.0744014442345582,0.107603239567515,6.920655336896155,14.291270192233478,0.0,0.0920976669516523,21.5367370087062,0.6444837391981642,0.35551626080183585,0.013039418301801517,0.02615952119516551,0.03795992052783584,0.04782366203001546,42.6619512962203,61.39200122281192,113,18.73004992659162,18.73004992659162
51,0.1,0.1399999999999999,0.0399999999999999,0.0049999999999999,0.0,-0.0049999999999999,-0.0199999999999999,0.01,0.03,33.30297167316768,48.9088697049904,8.501808429665523,-0.0310159120181067,0.0310159120181067,0.952751346148898,0.1977330096256039,1.0904309218585804,1.081215851601839,0.9953932980953856,0.9427850445142748,0.2319477517491792,0.0130394183017109,0.0376697105210585,0.0744014442349109,0.1076032395674042,6.920655336896138,14.291270192233473,0.0,0.0920976669516523,21.536737008706343,0.6444837391981638,0.3555162608018362,0.013039418301710915,0.026159521195178278,0.037959920528015806,0.0478236620299669,42.661951296220344,61.39200122281198,114,18.730049926591633,18.730049926591633
52,0.1,0.1399999999999999,0.0399999999999999,0.0049999999999999,0.0,-0.0049999999999999,0.01,0.0,-0.01,33.30297167316787,48.908869704990586,8.501808429665548,-0.0310159120181057,0.0310159120181057,0.9527513461488988,0.1977330096256044,1.0904309218585797,1.081215851601839,0.9953932980953862,0.9427850445142744,0.2319477517491782,0.0130394183016757,0.0376697105210089,0.0744014442348567,0.1076032395676326,6.920655336896156,14.29127019223348,0.0,0.0920976669516523,21.53673700870646,0.6444837391981637,0.3555162608018363,0.013039418301675754,0.026159521195145075,0.03795992052798812,0.04782366203006402,42.66195129622035,61.39200122281203,115,18.730049926591676,18.730049926591676
53,0.1,0.1399999999999999,0.0399999999999999,0.0049999999999999,0.0,-0.0049999999999999,0.03,0.06,0.03,33.302971673169914,48.90886970499059,8.50180842966478,-0.0310159120181053,0.0310159120181053,0.9527513461488988,0.1977330096256047,1.0904309218585793,1.0812158516018384,0.9953932980953856,0.9427850445142754,0.2319477517491776,0.0130394183012862,0.037669710521007,0.0744014442365312,0.1076032395677183,6.920655336896165,14.29127019223348,0.0,0.0920976669516523,21.53673700870784,0.6444837391981638,0.3555162608018362,0.013039418301286297,0.0261595211951438,0.03795992052884247,0.0478236620301028,42.661951296220344,61.39200122281254,116,18.730049926592198,18.730049926592198
54,0.1,0.1399999999999999,0.0399999999999999,0.0049999999999999,0.0,-0.0049999999999999,0.03,0.08,0.05,33.3029716731688,48.90886970499043,8.50180842966486,-0.0310159120181041,0.0310159120181041,0.9527513461488984,0.1977330096256042,1.0904309218585793,1.0812158516018384,0.9953932980953858,0.9427850445142753,0.2319477517491786,0.0130394183014986,0.0376697105210493,0.0744014442363568,0.1076032395679877,6.92065533689615,14.291270192233474,0.0,0.0920976669516523,21.53673700870817,0.644483739198164,0.35551626080183596,0.013039418301498606,0.026159521195173167,0.03795992052875349,0.047823662030219476,42.661951296220316,61.392001222812745,118,18.73004992659243,18.73004992659243
55,0.1,0.1399999999999999,0.0399999999999999,0.0049999999999999,0.0,-0.0049999999999999,0.03,0.03,0.0,33.30297167316842,48.908869704991176,8.501808429664795,-0.0310159120181039,0.0310159120181039,0.9527513461488976,0.1977330096256032,1.0904309218585793,1.0812158516018395,0.9953932980953848,0.9427850445142753,0.2319477517491804,0.0130394183015702,0.0376697105208562,0.0744014442365002,0.1076032395680355,6.920655336896115,14.291270192233466,0.0,0.0920976669516523,21.536737008708197,0.6444837391981636,0.3555162608018364,0.013039418301570276,0.026159521195039094,0.037959920528826664,0.04782366203023903,42.661951296220366,61.39200122281275,117,18.730049926592386,18.730049926592386
56,0.1,0.1399999999999999,0.0399999999999999,0.0049999999999999,0.0,-0.0049999999999999,0.03,0.02,-0.0099999999999999,33.302971673169374,48.9088697049912,8.501808429664617,-0.0310159120181041,0.0310159120181041,0.9527513461488984,0.1977330096256042,1.0904309218585793,1.0812158516018393,0.9953932980953848,0.9427850445142758,0.2319477517491785,0.013039418301389,0.0376697105208489,0.0744014442368878,0.1076032395679733,6.92065533689615,14.291270192233474,0.0,0.0920976669516523,21.53673700870837,0.6444837391981637,0.3555162608018363,0.013039418301389072,0.02615952119503526,0.03795992052902442,0.047823662030219476,42.66195129622035,61.39200122281281,119,18.730049926592454,18.730049926592454
57,0.1,0.1399999999999999,0.0399999999999999,0.0049999999999999,0.0,-0.0049999999999999,0.01,0.01,-1.734723475976807e-18,33.30297167316719,48.9088697049902,8.501808429665074,-0.0310159120181038,0.0310159120181038,0.952751346148898,0.1977330096256035,1.0904309218585797,1.081215851601839,0.995393298095386,0.9427850445142748,0.23194775174918,0.0130394183018042,0.03766971052111,0.0744014442358916,0.1076032395680575,6.920655336896125,14.291270192233467,0.0,0.0920976669516523,21.53673700870811,0.6444837391981642,0.35551626080183585,0.013039418301804225,0.026159521195214027,0.03795992052851616,0.04782366203024881,42.6619512962203,61.39200122281282,120,18.730049926592518,18.730049926592518
58,0.1,0.1399999999999999,0.0399999999999999,0.0049999999999999,0.0,-0.0049999999999999,0.03,0.04,0.01,33.30297167316843,48.908869704991154,8.501808429664678,-0.0310159120181035,0.0310159120181035,0.9527513461488974,0.1977330096256032,1.0904309218585793,1.0812158516018393,0.9953932980953856,0.9427850445142756,0.2319477517491804,0.0130394183015689,0.0376697105208618,0.074401444236756,0.107603239568122,6.920655336896115,14.291270192233462,0.0,0.0920976669516523,21.53673700870854,0.6444837391981644,0.3555162608018356,0.013039418301568927,0.026159521195042917,0.037959920528957185,0.047823662030277804,42.66195129622027,61.39200122281283,121,18.730049926592557,18.730049926592557
59,0.1,0.1399999999999999,0.0399999999999999,0.0049999999999999,0.0,-0.0049999999999999,0.03,0.05,0.02,33.30297167316819,48.90886970499064,8.501808429664743,-0.0310159120181035,0.0310159120181035,0.9527513461488976,0.1977330096256034,1.0904309218585793,1.081215851601839,0.9953932980953852,0.942785044514276,0.2319477517491801,0.0130394183016149,0.037669710520996,0.0744014442366126,0.1076032395681151,6.920655336896122,14.291270192233464,0.0,0.0920976669516523,21.536737008708577,0.6444837391981644,0.3555162608018356,0.013039418301614902,0.026159521195134858,0.03795992052888401,0.047823662030277804,42.66195129622027,61.39200122281291,122,18.73004992659264,18.73004992659264
60,0.1,0.1399999999999999,0.0399999999999999,0.0049999999999999,0.0,-0.0049999999999999,0.03,0.07,0.04,33.30297167316846,48.90886970499084,8.501808429664568,-0.031015912018103,0.031015912018103,0.9527513461488982,0.1977330096256043,1.0904309218585793,1.0812158516018393,0.995393298095386,0.9427850445142753,0.2319477517491785,0.0130394183015635,0.0376697105209427,0.0744014442369963,0.1076032395682198,6.920655336896152,14.291270192233473,0.0,0.0920976669516523,21.536737008709,0.6444837391981643,0.35551626080183574,0.013039418301563516,0.026159521195099105,0.037959920529079795,0.04782366203032636,42.66195129622029,61.39200122281315,123,18.730049926592862,18.730049926592862
61,0.1,0.1399999999999999,0.0399999999999999,0.0049999999999999,0.0,-0.0049999999999999,0.03,0.0,-0.03,33.302971673168265,48.90886970499066,8.501808429664608,-0.0310159120181029,0.0310159120181029,0.9527513461488984,0.1977330096256044,1.0904309218585793,1.081215851601839,0.9953932980953852,0.9427850445142754,0.2319477517491783,0.0130394183016,0.0376697105209905,0.0744014442369072,0.1076032395682532,6.920655336896154,14.291270192233474,0.0,0.0920976669516523,21.536737008709032,0.6444837391981637,0.3555162608018363,0.013039418301600028,0.026159521195132308,0.03795992052903432,0.047823662030336146,42.66195129622035,61.39200122281325,124,18.7300499265929,18.7300499265929
62,0.1,0.1399999999999999,0.0399999999999999,0.0049999999999999,0.0,-0.0049999999999999,0.03,0.01,-0.0199999999999999,33.3029716731676,48.90886970499024,8.501808429664115,-0.0310159120181009,0.0310159120181009,0.9527513461488976,0.1977330096256035,1.0904309218585793,1.081215851601839,0.9953932980953852,0.9427850445142758,0.23194775174918,0.0130394183017271,0.037669710521099,0.0744014442379848,0.1076032395686849,6.920655336896124,14.291270192233464,0.0,0.0920976669516523,21.536737008710737,0.6444837391981643,0.35551626080183574,0.013039418301727144,0.026159521195207643,0.03795992052958411,0.04782366203053072,42.66195129622029,61.39200122281407,125,18.730049926593782,18.730049926593782
63,0.1,0.145,0.0449999999999999,0.0049999999999999,0.0,-0.0049999999999999,-0.03,0.02,0.05,33.41778847120518,48.91948137577997,8.485024242632122,-0.0310051349648885,0.0310051349648885,0.9526717831365136,0.1976304018986592,1.0904309218585813,1.0810593149391954,0.9953725237546868,0.9427179189167898,0.2321532995796927,0.0003426055634743,0.0349736437930231,0.1155340694439133,0.1099729375652477,6.917064066453072,14.290076747047705,0.0,0.0921043630858272,21.560068432952264,0.6444595633994387,0.35554043660056134,0.0003426055634743849,0.02428725263404382,0.05894595379791498,0.04887686114011898,42.66485239206736,61.394792113791624,0,18.729939721724264,18.729939721724264
64,0.1,0.145,0.0449999999999999,0.0049999999999999,0.0,-0.0049999999999999,-0.03,0.06,0.09,33.41778847120477,48.91948137577951,8.485024242632004,-0.0310051349648876,0.0310051349648876,0.952671783136514,0.1976304018986595,1.0904309218585813,1.081059314939195,0.9953725237546868,0.9427179189167904,0.2321532995796919,0.0003426055634868,0.0349736437931382,0.1155340694442321,0.1099729375654625,6.917064066453084,14.290076747047708,0.0,0.0921043630858272,21.56006843295294,0.644459563399439,0.355540436600561,0.0003426055634868792,0.02428725263412256,0.05894595379807763,0.04887686114020727,42.66485239206732,61.394792113791944,1,18.729939721724627,18.729939721724627
65,0.1,0.145,0.0449999999999999,0.0049999999999999,0.0,-0.0049999999999999,-0.0099999999999999,0.02,0.03,33.41778847120516,48.91948137577996,8.485024242631821,-0.0310051349648875,0.0310051349648875,0.952671783136513,0.1976304018986584,1.0904309218585817,1.0810593149391954,0.9953725237546868,0.9427179189167912,0.2321532995796941,0.000342605563475,0.0349736437930248,0.1155340694447296,0.1099729375654824,6.917064066453046,14.290076747047696,0.0,0.0921043630858272,21.56006843295328,0.6444595633994398,0.35554043660056023,0.00034260556347504245,0.024287252634045048,0.05894595379833147,0.04887686114021716,42.664852392067225,61.39479211379195,3,18.729939721724723,18.729939721724723
66,0.1,0.145,0.0449999999999999,0.0049999999999999,0.0,-0.0049999999999999,-0.03,0.08,0.11,33.41778847120458,48.91948137577894,8.485024242632024,-0.0310051349648875,0.0310051349648875,0.9526717831365136,0.197630401898659,1.0904309218585813,1.0810593149391945,0.9953725237546864,0.94271791891679,0.2321532995796931,0.0003426055634927,0.0349736437932782,0.115534069444179,0.1099729375654747,6.917064066453065,14.290076747047705,0.0,0.0921043630858272,21.56006843295302,0.6444595633994387,0.35554043660056134,0.0003426055634927975,0.02428725263422099,0.058945953798050524,0.04887686114021716,42.66485239206736,61.394792113792036,2,18.72993972172468,18.72993972172468
67,0.1,0.145,0.0449999999999999,0.0049999999999999,0.0,-0.0049999999999999,-0.03,0.0,0.03,33.41778847120438,48.91948137577944,8.485024242631882,-0.0310051349648871,0.0310051349648871,0.952671783136513,0.1976304018986582,1.0904309218585813,1.081059314939195,0.995372523754686,0.9427179189167904,0.2321532995796944,0.0003426055634989,0.0349736437931542,0.1155340694445654,0.1099729375655607,6.917064066453039,14.290076747047696,0.0,0.0921043630858272,21.56006843295334,0.6444595633994388,0.3555404366005612,0.00034260556349893496,0.024287252634134872,0.05894595379824767,0.048876861140256356,42.664852392067345,61.39479211379212,4,18.729939721724776,18.729939721724776
68,0.1,0.145,0.0449999999999999,0.0049999999999999,0.0,-0.0049999999999999,-0.03,0.04,0.07,33.41778847120442,48.919481375779775,8.485024242631765,-0.0310051349648867,0.0310051349648867,0.9526717831365128,0.1976304018986581,1.0904309218585813,1.0810593149391954,0.9953725237546862,0.9427179189167908,0.2321532995796946,0.0003426055634978,0.0349736437930709,0.1155340694448842,0.109972937565645,6.917064066453035,14.29007674704769,0.0,0.0921043630858272,21.560068432953653,0.6444595633994392,0.3555404366005608,0.000342605563497839,0.02428725263407704,0.05894595379841033,0.048876861140295914,42.664852392067296,61.39479211379221,5,18.72993972172491,18.72993972172491
69,0.1,0.145,0.0449999999999999,0.0049999999999999,0.0,-0.0049999999999999,-0.0099999999999999,0.06,0.0699999999999999,33.41778847120472,48.9194813757795,8.485024242631697,-0.0310051349648864,0.0310051349648864,0.9526717831365132,0.1976304018986587,1.0904309218585817,1.081059314939195,0.9953725237546868,0.9427179189167916,0.2321532995796932,0.0003426055634886,0.03497364379314,0.1155340694450677,0.1099729375657256,6.917064066453057,14.290076747047696,0.0,0.0921043630858272,21.560068432954004,0.6444595633994399,0.3555404366005601,0.0003426055634884135,0.024287252634125026,0.05894595379850399,0.04887686114032523,42.66485239206722,61.394792113792334,6,18.729939721725117,18.729939721725117
70,0.1,0.145,0.0449999999999999,0.0049999999999999,0.0,-0.0049999999999999,-0.0099999999999999,0.08,0.09,33.417788471204496,48.91948137577894,8.48502424263172,-0.0310051349648863,0.0310051349648863,0.9526717831365128,0.1976304018986582,1.0904309218585817,1.0810593149391945,0.9953725237546868,0.9427179189167912,0.2321532995796944,0.0003426055634954,0.0349736437932782,0.115534069445005,0.1099729375657486,6.917064066453039,14.290076747047692,0.0,0.0921043630858272,21.56006843295409,0.6444595633994399,0.3555404366005601,0.0003426055634954279,0.02428725263422099,0.05894595379847194,0.04887686114033511,42.66485239206722,61.39479211379238,7,18.72993972172516,18.72993972172516
71,0.1,0.145,0.0449999999999999,0.0049999999999999,0.0,-0.0049999999999999,-0.03,0.05,0.08,33.41778847120333,48.919481375779085,8.485024242631834,-0.0310051349648855,0.0310051349648855,0.9526717831365138,0.1976304018986595,1.0904309218585813,1.0810593149391947,0.9953725237546868,0.9427179189167916,0.2321532995796918,0.0003426055635313,0.0349736437932427,0.1155340694446958,0.1099729375659135,6.917064066453083,14.290076747047706,0.0,0.0921043630858272,21.560068432954,0.6444595633994398,0.35554043660056023,0.00034260556353137624,0.02428725263419639,0.05894595379831422,0.04887686114041352,42.664852392067225,61.39479211379241,8,18.729939721725188,18.729939721725188
72,0.1,0.145,0.0449999999999999,0.0049999999999999,0.0,-0.0049999999999999,-0.0099999999999999,0.0,0.0099999999999999,33.41778847120433,48.91948137577942,8.48502424263158,-0.0310051349648859,0.0310051349648859,0.952671783136512,0.1976304018986575,1.0904309218585817,1.081059314939195,0.9953725237546862,0.9427179189167908,0.2321532995796957,0.0003426055635004,0.0349736437931595,0.1155340694453865,0.1099729375658368,6.917064066453015,14.29007674704768,0.0,0.0921043630858272,21.56006843295441,0.6444595633994394,0.35554043660056056,0.0003426055635004694,0.024287252634138556,0.058945953798666635,0.04887686114037432,42.66485239206727,61.39479211379253,9,18.729939721725263,18.729939721725263
73,0.1,0.145,0.0449999999999999,0.0049999999999999,0.0,-0.0049999999999999,-0.03,0.01,0.04,33.41778847120281,48.91948137577961,8.485024242631651,-0.0310051349648849,0.0310051349648849,0.952671783136512,0.1976304018986574,1.0904309218585813,1.0810593149391958,0.9953725237546864,0.9427179189167904,0.2321532995796959,0.0003426055635473,0.0349736437931116,0.1155340694451933,0.1099729375660439,6.917064066453011,14.29007674704768,0.0,0.0921043630858272,21.560068432954413,0.6444595633994393,0.35554043660056067,0.00034260556354737777,0.024287252634105336,0.05894595379856806,0.0488768611404725,42.66485239206728,61.394792113792555,10,18.729939721725273,18.729939721725273
