total_rows,physical_count,best_loss,best_a23_r,best_a23_i,best_a13,best_theta12,best_theta23,best_theta13,best_J,best_absJ,best_unitarity_defect
504,504,0.10001062466593069,0.42,0.16,0.27999999999999997,13.15293788760216,2.413782776002345,0.21236898451063774,2.8684130544198022e-05,2.8684130544198022e-05,4.0962300232268935e-16
