w_leak,w_unit,w_J,best_loss,theta12,theta23,theta13,J,absJ,raw_leakage,raw_unitarity,cp_rel,beta_rel,phase_rel
20,5,1.0,8.93549711226041,33.302971673169615,48.90886970499066,8.501808429667,-0.0310159120181136,0.0310159120181136,0.1977330096256057,0.9527513461489,0.0399999999999999,-0.0049999999999999,0.09
20,5,1.5,8.959408943275058,33.302971673169615,48.90886970499066,8.501808429667,-0.0310159120181136,0.0310159120181136,0.1977330096256057,0.9527513461489,0.0399999999999999,-0.0049999999999999,0.09
20,5,2.0,8.983320774289705,33.302971673169615,48.90886970499066,8.501808429667,-0.0310159120181136,0.0310159120181136,0.1977330096256057,0.9527513461489,0.0399999999999999,-0.0049999999999999,0.09
20,10,1.0,13.699253843004911,33.302971673169615,48.90886970499066,8.501808429667,-0.0310159120181136,0.0310159120181136,0.1977330096256057,0.9527513461489,0.0399999999999999,-0.0049999999999999,0.09
20,10,1.5,13.723165674019558,33.302971673169615,48.90886970499066,8.501808429667,-0.0310159120181136,0.0310159120181136,0.1977330096256057,0.9527513461489,0.0399999999999999,-0.0049999999999999,0.09
20,10,2.0,13.747077505034206,33.302971673169615,48.90886970499066,8.501808429667,-0.0310159120181136,0.0310159120181136,0.1977330096256057,0.9527513461489,0.0399999999999999,-0.0049999999999999,0.09
20,15,1.0,18.463010573749408,33.302971673169615,48.90886970499066,8.501808429667,-0.0310159120181136,0.0310159120181136,0.1977330096256057,0.9527513461489,0.0399999999999999,-0.0049999999999999,0.09
20,15,1.5,18.48692240476406,33.302971673169615,48.90886970499066,8.501808429667,-0.0310159120181136,0.0310159120181136,0.1977330096256057,0.9527513461489,0.0399999999999999,-0.0049999999999999,0.09
20,15,2.0,18.510834235778706,33.302971673169615,48.90886970499066,8.501808429667,-0.0310159120181136,0.0310159120181136,0.1977330096256057,0.9527513461489,0.0399999999999999,-0.0049999999999999,0.09
20,20,1.0,23.22676730449391,33.302971673169615,48.90886970499066,8.501808429667,-0.0310159120181136,0.0310159120181136,0.1977330096256057,0.9527513461489,0.0399999999999999,-0.0049999999999999,0.09
20,20,1.5,23.25067913550856,33.302971673169615,48.90886970499066,8.501808429667,-0.0310159120181136,0.0310159120181136,0.1977330096256057,0.9527513461489,0.0399999999999999,-0.0049999999999999,0.09
20,20,2.0,23.274590966523206,33.302971673169615,48.90886970499066,8.501808429667,-0.0310159120181136,0.0310159120181136,0.1977330096256057,0.9527513461489,0.0399999999999999,-0.0049999999999999,0.09
35,5,1.0,11.901492256644495,33.302971673169615,48.90886970499066,8.501808429667,-0.0310159120181136,0.0310159120181136,0.1977330096256057,0.9527513461489,0.0399999999999999,-0.0049999999999999,0.09
35,5,1.5,11.925404087659143,33.302971673169615,48.90886970499066,8.501808429667,-0.0310159120181136,0.0310159120181136,0.1977330096256057,0.9527513461489,0.0399999999999999,-0.0049999999999999,0.09
35,5,2.0,11.949315918673792,33.302971673169615,48.90886970499066,8.501808429667,-0.0310159120181136,0.0310159120181136,0.1977330096256057,0.9527513461489,0.0399999999999999,-0.0049999999999999,0.09
35,10,1.0,16.665248987388996,33.302971673169615,48.90886970499066,8.501808429667,-0.0310159120181136,0.0310159120181136,0.1977330096256057,0.9527513461489,0.0399999999999999,-0.0049999999999999,0.09
35,10,1.5,16.689160818403643,33.302971673169615,48.90886970499066,8.501808429667,-0.0310159120181136,0.0310159120181136,0.1977330096256057,0.9527513461489,0.0399999999999999,-0.0049999999999999,0.09
35,10,2.0,16.713072649418294,33.302971673169615,48.90886970499066,8.501808429667,-0.0310159120181136,0.0310159120181136,0.1977330096256057,0.9527513461489,0.0399999999999999,-0.0049999999999999,0.09
35,15,1.0,21.429005718133496,33.302971673169615,48.90886970499066,8.501808429667,-0.0310159120181136,0.0310159120181136,0.1977330096256057,0.9527513461489,0.0399999999999999,-0.0049999999999999,0.09
35,15,1.5,21.452917549148143,33.302971673169615,48.90886970499066,8.501808429667,-0.0310159120181136,0.0310159120181136,0.1977330096256057,0.9527513461489,0.0399999999999999,-0.0049999999999999,0.09
35,15,2.0,21.47682938016279,33.302971673169615,48.90886970499066,8.501808429667,-0.0310159120181136,0.0310159120181136,0.1977330096256057,0.9527513461489,0.0399999999999999,-0.0049999999999999,0.09
35,20,1.0,26.192762448877996,33.302971673169615,48.90886970499066,8.501808429667,-0.0310159120181136,0.0310159120181136,0.1977330096256057,0.9527513461489,0.0399999999999999,-0.0049999999999999,0.09
35,20,1.5,26.216674279892644,33.302971673169615,48.90886970499066,8.501808429667,-0.0310159120181136,0.0310159120181136,0.1977330096256057,0.9527513461489,0.0399999999999999,-0.0049999999999999,0.09
35,20,2.0,26.240586110907294,33.302971673169615,48.90886970499066,8.501808429667,-0.0310159120181136,0.0310159120181136,0.1977330096256057,0.9527513461489,0.0399999999999999,-0.0049999999999999,0.09
50,5,1.0,14.867487401028582,33.302971673169615,48.90886970499066,8.501808429667,-0.0310159120181136,0.0310159120181136,0.1977330096256057,0.9527513461489,0.0399999999999999,-0.0049999999999999,0.09
50,5,1.5,14.891399232043229,33.302971673169615,48.90886970499066,8.501808429667,-0.0310159120181136,0.0310159120181136,0.1977330096256057,0.9527513461489,0.0399999999999999,-0.0049999999999999,0.09
50,5,2.0,14.915311063057876,33.302971673169615,48.90886970499066,8.501808429667,-0.0310159120181136,0.0310159120181136,0.1977330096256057,0.9527513461489,0.0399999999999999,-0.0049999999999999,0.09
50,10,1.0,19.63124413177308,33.302971673169615,48.90886970499066,8.501808429667,-0.0310159120181136,0.0310159120181136,0.1977330096256057,0.9527513461489,0.0399999999999999,-0.0049999999999999,0.09
50,10,1.5,19.65515596278773,33.302971673169615,48.90886970499066,8.501808429667,-0.0310159120181136,0.0310159120181136,0.1977330096256057,0.9527513461489,0.0399999999999999,-0.0049999999999999,0.09
50,10,2.0,19.679067793802375,33.302971673169615,48.90886970499066,8.501808429667,-0.0310159120181136,0.0310159120181136,0.1977330096256057,0.9527513461489,0.0399999999999999,-0.0049999999999999,0.09
50,15,1.0,24.39500086251758,33.302971673169615,48.90886970499066,8.501808429667,-0.0310159120181136,0.0310159120181136,0.1977330096256057,0.9527513461489,0.0399999999999999,-0.0049999999999999,0.09
50,15,1.5,24.418912693532228,33.302971673169615,48.90886970499066,8.501808429667,-0.0310159120181136,0.0310159120181136,0.1977330096256057,0.9527513461489,0.0399999999999999,-0.0049999999999999,0.09
50,15,2.0,24.442824524546875,33.302971673169615,48.90886970499066,8.501808429667,-0.0310159120181136,0.0310159120181136,0.1977330096256057,0.9527513461489,0.0399999999999999,-0.0049999999999999,0.09
50,20,1.0,29.15875759326208,33.302971673169615,48.90886970499066,8.501808429667,-0.0310159120181136,0.0310159120181136,0.1977330096256057,0.9527513461489,0.0399999999999999,-0.0049999999999999,0.09
50,20,1.5,29.18266942427673,33.302971673169615,48.90886970499066,8.501808429667,-0.0310159120181136,0.0310159120181136,0.1977330096256057,0.9527513461489,0.0399999999999999,-0.0049999999999999,0.09
50,20,2.0,29.206581255291375,33.302971673169615,48.90886970499066,8.501808429667,-0.0310159120181136,0.0310159120181136,0.1977330096256057,0.9527513461489,0.0399999999999999,-0.0049999999999999,0.09
70,5,1.0,18.82204408481009,33.41778847120518,48.91948137577997,8.485024242632122,-0.0310051349648885,0.0310051349648885,0.1976304018986592,0.9526717831365136,0.0449999999999999,-0.0049999999999999,0.05
70,5,1.5,18.846059424555342,33.302971673169615,48.90886970499066,8.501808429667,-0.0310159120181136,0.0310159120181136,0.1977330096256057,0.9527513461489,0.0399999999999999,-0.0049999999999999,0.09
70,5,2.0,18.86997125556999,33.302971673169615,48.90886970499066,8.501808429667,-0.0310159120181136,0.0310159120181136,0.1977330096256057,0.9527513461489,0.0399999999999999,-0.0049999999999999,0.09
70,10,1.0,23.585403000492658,33.41778847120518,48.91948137577997,8.485024242632122,-0.0310051349648885,0.0310051349648885,0.1976304018986592,0.9526717831365136,0.0449999999999999,-0.0049999999999999,0.05
70,10,1.5,23.609816155299843,33.302971673169615,48.90886970499066,8.501808429667,-0.0310159120181136,0.0310159120181136,0.1977330096256057,0.9527513461489,0.0399999999999999,-0.0049999999999999,0.09
70,10,2.0,23.63372798631449,33.302971673169615,48.90886970499066,8.501808429667,-0.0310159120181136,0.0310159120181136,0.1977330096256057,0.9527513461489,0.0399999999999999,-0.0049999999999999,0.09
70,15,1.0,28.348761916175224,33.41778847120518,48.91948137577997,8.485024242632122,-0.0310051349648885,0.0310051349648885,0.1976304018986592,0.9526717831365136,0.0449999999999999,-0.0049999999999999,0.05
70,15,1.5,28.373200346745286,33.41778847120518,48.91948137577997,8.485024242632122,-0.0310051349648885,0.0310051349648885,0.1976304018986592,0.9526717831365136,0.0449999999999999,-0.0049999999999999,0.05
70,15,2.0,28.397484717058987,33.302971673169615,48.90886970499066,8.501808429667,-0.0310159120181136,0.0310159120181136,0.1977330096256057,0.9527513461489,0.0399999999999999,-0.0049999999999999,0.09
70,20,1.0,33.1121208318578,33.41778847120518,48.91948137577997,8.485024242632122,-0.0310051349648885,0.0310051349648885,0.1976304018986592,0.9526717831365136,0.0449999999999999,-0.0049999999999999,0.05
