winding,asym,noise,theta12,theta23,theta13,J,absJ,unitarity_defect,gap34,loss
-12,-0.04000000000000001,0.0003,1.9430047772131917e-14,3.7328781507093506e-16,8.659572238000806e-15,-1.3684555315672042e-48,1.3684555315672042e-48,4.77540108355147e-16,1.0349252451609365,3610.6688999999988
-12,-0.04000000000000001,0.001,2.5166536778419483e-14,2.0534368440555673e-15,2.9646939819547178e-15,-2.2342161845175655e-49,2.2342161845175655e-49,4.469545752021042e-16,1.0348706018330307,3610.668899999998
-12,-0.04000000000000001,0.003,7.493266270009263e-15,2.0473996148728882e-14,6.727286607531907e-15,4.1053665947016125e-48,4.1053665947016125e-48,8.558326056994172e-16,1.0372478466255108,3610.6688999999974
-12,-0.03,0.0,4.5982764179041765e-15,1.061410350962124e-14,1.0795863028225587e-14,1.3684555315672042e-48,1.3684555315672042e-48,4.259556007009616e-16,1.0258616511637915,3610.6688999999988
-12,-0.03,0.0001,1.2891134529942967e-14,8.437533922426986e-15,4.883717635728401e-15,-1.3684555315672042e-48,1.3684555315672042e-48,1.0595731512381113e-15,1.0259249897451144,3610.6688999999983
-12,-0.03,0.0003,1.0770901904389455e-14,8.859736780456805e-15,7.947469243493691e-15,4.397747823508881e-49,4.397747823508881e-49,5.825514661626133e-16,1.0258666593815586,3610.6688999999983
-12,-0.03,0.001,1.9339516011119853e-15,1.1501906697985422e-14,7.550187500722842e-15,-6.842277657836021e-49,6.842277657836021e-49,6.701862639310562e-16,1.0260019921734143,3610.6688999999988
-12,-0.03,0.003,5.075748037175663e-15,9.089354223862858e-15,7.90416371173855e-15,-1.5395124730131047e-48,1.5395124730131047e-48,3.532097562422861e-16,1.0287111366731518,3610.6688999999988
-12,-0.020000000000000004,0.0,1.121601064372134e-14,4.5069367807112855e-15,2.9211738496939013e-14,0.0,0.0,8.330994647553036e-16,1.0169878828320382,3610.668899999998
-12,-0.020000000000000004,0.0001,1.0538110373390762e-14,3.101559248818547e-15,1.792344104475691e-14,1.3684555315672042e-48,1.3684555315672042e-48,9.353271447725476e-16,1.017009157634221,3610.668899999999
-12,-0.020000000000000004,0.0003,7.204435443107314e-15,4.418982802934051e-15,2.043388533754811e-15,-3.4211388289180104e-49,3.4211388289180104e-49,7.075692479751746e-16,1.0169044446952968,3610.6688999999988
-12,-0.020000000000000004,0.001,1.0416128299373473e-14,9.803771517860211e-15,1.4805535931653834e-14,0.0,0.0,2.040795155928987e-15,1.016060373481113,3610.6688999999988
-12,-0.020000000000000004,0.003,3.466058354367557e-14,4.782832142796691e-16,1.6510932089719742e-15,0.0,0.0,3.1447313607827463e-16,1.0198832376484437,3610.668899999998
-12,-0.010000000000000009,0.0,9.214500812113803e-15,1.6183210543532132e-15,5.071111254974373e-15,3.4211388289180104e-49,3.4211388289180104e-49,9.550363954975976e-16,1.0089028972209158,3610.6688999999997
-12,-0.010000000000000009,0.0001,4.793677822533189e-15,1.8185260407722537e-15,4.160404166007963e-15,-3.4211388289180104e-49,3.4211388289180104e-49,3.254474705847164e-16,1.0089388903078023,3610.6688999999997
-12,-0.010000000000000009,0.0003,9.658749724054549e-15,1.5394542071771867e-15,5.8675894003841276e-15,6.842277657836021e-49,6.842277657836021e-49,7.364444088168e-16,1.0088268691177724,3610.6688999999997
-12,-0.010000000000000009,0.001,6.529399803548866e-15,4.74787743946914e-15,4.998186772440812e-16,2.1382117680737565e-49,2.1382117680737565e-49,9.28666414443301e-16,1.0093060182072815,3610.6688999999988
-12,-0.010000000000000009,0.003,9.725714092329677e-15,3.1700127708802776e-15,4.793488491328525e-15,0.0,0.0,4.707925201258343e-16,1.0068532572464226,3610.6688999999997
-12,0.0,0.0,4.6554605436252584e-15,9.821575466386156e-16,6.670158498136359e-16,2.1382117680737565e-50,2.1382117680737565e-50,4.987966446722008e-16,1.003899934274421,3610.6688999999997
-12,0.0,0.0001,1.6245729673204806e-15,6.674313951896044e-15,1.228316940284702e-15,7.483741188258148e-50,7.483741188258148e-50,8.883662034116291e-16,1.003913847651287,3610.668899999999
-12,0.0,0.0003,1.0290912725794844e-14,1.2185947893126888e-15,8.52375391132883e-16,-4.276423536147513e-50,4.276423536147513e-50,9.930241850937498e-16,1.0036825442887614,3610.6688999999997
-12,0.0,0.001,1.4163182777710518e-14,1.7707147060228298e-15,2.5703033578526435e-15,-3.656422099058534e-49,3.656422099058534e-49,9.225406599725487e-16,1.0038704702205878,3610.668899999999
-12,0.0,0.003,3.833450076495898e-15,5.490621782911383e-15,1.588675073803643e-15,0.0,0.0,9.396804456461276e-16,1.008907842873418,3610.6688999999988
-12,0.009999999999999995,0.0,4.875478860642433e-15,2.144992453054854e-15,1.7502123853238028e-15,0.0,0.0,4.53437299661846e-16,1.008166340828756,3610.6688999999997
-12,0.009999999999999995,0.0001,8.765129122339531e-15,2.871413778105004e-15,2.491746616141206e-15,0.0,0.0,4.473454602027566e-16,1.0081644277564714,3610.6688999999997
-12,0.009999999999999995,0.0003,3.3730291014484434e-15,4.1689618009608826e-15,5.460424363479049e-15,-5.131708243377016e-49,5.131708243377016e-49,8.948128632742566e-16,1.0083029514504225,3610.668899999999
-12,0.009999999999999995,0.001,2.1199870782051873e-14,8.399672780278321e-15,1.132810465563167e-14,-6.842277657836021e-49,6.842277657836021e-49,5.33411675135547e-16,1.007687157797333,3610.668899999998
-12,0.009999999999999995,0.003,1.9834561122560338e-14,5.00429444309271e-15,5.164705633310761e-15,0.0,0.0,6.281205897024166e-16,1.0095285599777073,3610.668899999998
-12,0.01999999999999999,0.0,1.3908809399054197e-14,4.10360722720434e-15,5.3206516453369366e-15,0.0,0.0,1.313023276709228e-16,1.0143084165810892,3610.6688999999983
-12,0.01999999999999999,0.0001,6.822782405498121e-15,4.624619588640191e-15,7.217613279076831e-15,-6.842277657836021e-49,6.842277657836021e-49,6.169765690067089e-16,1.0142486980541414,3610.6688999999988
-12,0.01999999999999999,0.0003,9.668137051512706e-15,7.201527330165847e-16,9.758448123405471e-15,-3.0650468425951013e-49,3.0650468425951013e-49,5.358859386115265e-16,1.0141791896797974,3610.6688999999997
