beta_u,beta_d,tw12,tw23,eps_cp,q_cp,theta12,theta23,theta13,J,Hu,Hd,cp_total,LOSS
4.75,4.2,0.4245,0.065,0.002,1.75,13.117152536039399,2.472967227616841,0.20747650506941903,1.505821017217402e-05,8.251595156157334,7.29614729571889,0.005411390770384196,0.10424652975286815
4.75,4.2,0.4245,0.065,0.002,2.0,13.117905524155212,2.4751651862895883,0.20721917311096263,1.517010724067392e-05,8.251595156157334,7.296147296100622,0.005055555555555556,0.10285888052486737
4.75,4.2,0.4245,0.065,0.002,2.25,13.118562545350205,2.477139988480013,0.2070018370309023,1.5264621029693892e-05,8.251595156157334,7.296147295807852,0.0047550030803890425,0.10174850600459935
4.75,4.2,0.4245,0.065,0.002,2.5,13.119139209740515,2.4789130752709467,0.20681613758556958,1.534537451788453e-05,8.251595156157334,7.296147296054672,0.0044981849401181575,0.10084532885885719
4.75,4.2,0.4245,0.065,0.002,2.75,13.119648341964668,2.480507113401047,0.2066558322518477,1.541507809200461e-05,8.251595156157334,7.296147295608674,0.004276475037718523,0.10010001123040997
4.75,4.2,0.4245,0.065,0.002,3.0,13.120100404255018,2.4819434970058043,0.20651618891868154,1.5475788793812423e-05,8.251595156157334,7.296147296293429,0.004083333333333334,0.09947709556608764
4.75,4.2,0.4245,0.065,0.003,0.5,13.1074071319168,2.463650359236467,0.21317247424891891,1.2622649826691916e-05,8.251595156157334,7.296147296087383,0.013266218552829119,0.15304325575297326
4.75,4.2,0.4245,0.065,0.003,0.75,13.108290654898346,2.459514033226673,0.21204148784829255,1.3095153580342314e-05,8.251595156157334,7.296147296200949,0.011712378663374125,0.14071568372128349
4.75,4.2,0.4245,0.065,0.003,1.0,13.109337803772709,2.458335217527288,0.2111610984037546,1.3468073441734452e-05,8.251595156157334,7.29614729652494,0.010499999999999999,0.13202320122527778
4.75,4.2,0.4245,0.065,0.003,1.25,13.110393678204495,2.4586812877714186,0.21046236930959317,1.3766619574593145e-05,8.251595156157334,7.296147295766268,0.009536462848385907,0.12567834354409188
4.75,4.2,0.4245,0.065,0.003,1.5,13.111392335594461,2.4597918124618734,0.20989782527833256,1.4009190720041045e-05,8.251595156157334,7.296147296018597,0.008757305070995022,0.12091068835027347
4.75,4.2,0.4245,0.065,0.003,1.75,13.112309827241623,2.4612595238118,0.20943420423753967,1.4209143933552847e-05,8.251595156157334,7.296147295937721,0.008117086155576294,0.11723782840640375
4.75,4.2,0.4245,0.065,0.003,2.0,13.11314156272299,2.4628653447870303,0.209047824361906,1.4376208789024236e-05,8.251595156157334,7.296147296020533,0.007583333333333333,0.11434659994879176
4.75,4.2,0.4245,0.065,0.003,2.25,13.113891406830895,2.4644918917563703,0.20872155710796533,1.451753071222018e-05,8.251595156157334,7.296147295960359,0.007132504620583563,0.11202745022168846
4.75,4.2,0.4245,0.065,0.003,2.5,13.11456647490217,2.466077426651718,0.20844281842945397,1.4638415072495449e-05,8.251595156157334,7.296147296051673,0.006747277410177236,0.11013638819897041
4.75,4.2,0.4245,0.065,0.003,2.75,13.115174704441806,2.4675909597943946,0.20820221855386117,1.4742850492001358e-05,8.251595156157334,7.296147296231275,0.006414712556577784,0.10857208846644861
4.75,4.2,0.4245,0.065,0.003,3.0,13.115723777006282,2.4690185844096906,0.20799264373637288,1.4833875493880204e-05,8.251595156157334,7.2961472960031095,0.006125,0.10726168826451522
4.75,4.2,0.4245,0.065,0.004,0.5,13.107711548176125,2.491392660818884,0.21641738928982163,1.1323344065746529e-05,8.251595156157334,7.2961472960901625,0.017688291403772156,0.19628387810491205
4.75,4.2,0.4245,0.065,0.004,0.75,13.10704960374664,2.4754764964589504,0.2148911490674451,1.1922525145122848e-05,8.251595156157334,7.29614729586546,0.015616504884498832,0.1744073479151265
4.75,4.2,0.4245,0.065,0.004,1.0,13.107168977687607,2.466625334676596,0.2137078804579944,1.2402010939470583e-05,8.251595156157334,7.296147295987183,0.014,0.1593484310062654
4.75,4.2,0.4245,0.065,0.004,1.25,13.107661450215243,2.461846917532889,0.2127710720904686,1.2789405531127805e-05,8.251595156157334,7.296147295911279,0.012715283797847875,0.14851608458941645
4.75,4.2,0.4245,0.065,0.004,1.5,13.108317209824424,2.459453177755601,0.21201534326866392,1.3106168882360929e-05,8.251595156157334,7.296147295884127,0.011676406761326698,0.14044626838014604
4.75,4.2,0.4245,0.065,0.004,1.75,13.109028380109264,2.458473392916322,0.21139534603190793,1.336846787979018e-05,8.251595156157334,7.296147296018061,0.010822781540768392,0.13425986714079605
4.75,4.2,0.4245,0.065,0.004,2.0,13.10974012242775,2.458338126768711,0.2108789986303752,1.3588359525621221e-05,8.251595156157334,7.29614729597937,0.010111111111111112,0.12940265074014673
4.75,4.2,0.4245,0.065,0.004,2.25,13.110425464118899,2.4587068178123097,0.2104431935627844,1.377484050532271e-05,8.251595156157334,7.296147295880273,0.009510006160778085,0.12551112506711212
4.75,4.2,0.4245,0.065,0.004,2.5,13.111072151802365,2.4593721367529127,0.21007100198825657,1.3934666302850736e-05,8.251595156157334,7.296147295878512,0.008996369880236315,0.12233890856028667
4.75,4.2,0.4245,0.065,0.004,2.75,13.111675695962914,2.4602059192249466,0.209749817084404,1.4072957888225726e-05,8.251595156157334,7.2961472960728,0.008552950075437046,0.11971422417797044
4.75,4.2,0.4245,0.065,0.004,3.0,13.112235651002903,2.461127987559052,0.20947010138296593,1.4193640910447128e-05,8.251595156157334,7.296147295996865,0.008166666666666668,0.11751431969129736
4.75,4.2,0.4245,0.065,0.005,0.5,13.112184759220844,2.542077175529156,0.2197285828831018,1.0116781234795723e-05,8.251595156157334,7.296147295978241,0.022110364254715197,0.2546888939724322
4.75,4.2,0.4245,0.065,0.005,0.75,13.109059591150414,2.5096763170357463,0.21777909355236164,1.0810267626269222e-05,8.251595156157334,7.296147296022092,0.01952063110562354,0.21836813415294243
4.75,4.2,0.4245,0.065,0.005,1.0,13.107613574930292,2.489736086588633,0.21627814450322028,1.1377009357791366e-05,8.251595156157334,7.296147296214301,0.017499999999999998,0.194166457979232
4.75,4.2,0.4245,0.065,0.005,1.25,13.107085186245904,2.4773126271469903,0.2150949560876933,1.1841180743446533e-05,8.251595156157334,7.296147295850446,0.015894104747309845,0.17716371789725324
4.75,4.2,0.4245,0.065,0.005,1.5,13.107060146320444,2.4695193657670322,0.2141431357149774,1.2224268669260366e-05,8.251595156157334,7.29614729591332,0.014595508451658374,0.16470425969661587
4.75,4.2,0.4245,0.065,0.005,1.75,13.107308821925189,2.4646385643681636,0.21336372367539688,1.2543594141148015e-05,8.251595156157334,7.296147295880976,0.01352847692596049,0.15526015612780708
4.75,4.2,0.4245,0.065,0.005,2.0,13.107701827838728,2.4616260312009763,0.21271544850031684,1.2812598731345819e-05,8.251595156157334,7.296147296063419,0.01263888888888889,0.14790204641384166
4.75,4.2,0.4245,0.065,0.005,2.25,13.108165316325925,2.4598328988449087,0.21216879488101803,1.3041572018212405e-05,8.251595156157334,7.296147296050151,0.011887507700972605,0.14203749659418566
4.75,4.2,0.4245,0.065,0.005,2.5,13.108656805048104,2.4588471356348367,0.21170224598440093,1.3238376891444754e-05,8.251595156157334,7.296147296009654,0.011245462350295395,0.1372736724898057
4.75,4.2,0.4245,0.065,0.005,2.75,13.109151844278452,2.4584016636698536,0.21129983450602693,1.340904936987606e-05,8.251595156157334,7.296147295671097,0.010691187594296308,0.13334124706480682
4.75,4.2,0.4245,0.065,0.005,3.0,13.109636517884592,2.4583200440510615,0.21094951162106318,1.3558260324117617e-05,8.251595156157334,7.296147295988576,0.010208333333333333,0.13005020118666571
4.75,4.2,0.4245,0.065,0.006,0.5,13.120819364178843,2.6143640063060416,0.22315024249591567,9.035705442364799e-06,8.251595156157334,7.296147296311641,0.026532437105658238,0.3335557915743113
4.75,4.2,0.4245,0.065,0.006,0.75,13.114317078873873,2.56137951791481,0.22073181526143362,9.780859210582922e-06,8.251595156157334,7.296147295860996,0.02342475732674825,0.2757308644168005
4.75,4.2,0.4245,0.065,0.006,1.0,13.110669922524508,2.527258654063619,0.2188886826086625,1.0409231948148908e-05,8.251595156157334,7.296147295811203,0.020999999999999998,0.23832580580286603
4.75,4.2,0.4245,0.065,0.006,1.25,13.108664155492713,2.504849081279577,0.21744518981476083,1.0934034874187943e-05,8.251595156157334,7.296147296161463,0.019072925696771815,0.21271516053782366
4.75,4.2,0.4245,0.065,0.006,1.5,13.107620906434573,2.4898631320368003,0.21628894478695304,1.1372839334646868e-05,8.251595156157334,7.296147295559949,0.017514610141990045,0.19432978970252437
4.75,4.2,0.4245,0.065,0.006,1.75,13.107151176898912,2.479687515197437,0.215344897466083,1.1741959323268401e-05,8.251595156157334,7.296147295787572,0.016234172311152588,0.18061167834614483
4.75,4.2,0.4245,0.065,0.006,2.0,13.107026844250392,2.4726973203530274,0.21456128995218582,1.2054984539509005e-05,8.251595156157334,7.296147295761522,0.015166666666666667,0.17004934251153486
4.75,4.2,0.4245,0.065,0.006,2.25,13.107111203271293,2.4678602447712445,0.21390148800096143,1.2322761750427867e-05,8.251595156157334,7.2961472958829425,0.014265009241167127,0.1617049479472259
4.75,4.2,0.4245,0.065,0.006,2.5,13.10732071164325,2.4645060378358226,0.21333897973017443,1.2553807539137339e-05,8.251595156157334,7.296147296080574,0.013494554820354472,0.1549711347196046
4.75,4.2,0.4245,0.065,0.006,2.75,13.107603442365377,2.462190194932832,0.2128541951510127,1.2754783910386494e-05,8.251595156157334,7.296147296052737,0.012829425113155568,0.1494397032447163
4.75,4.2,0.4245,0.065,0.006,3.0,13.107926674236783,2.4606119381773928,0.21243242485417715,1.2930917279174031e-05,8.251595156157334,7.296147296171491,0.01225,0.1448273624813042
4.75,4.2,0.4245,0.065,0.007,0.5,13.13360370057053,2.706515591058317,0.22673661418978253,8.113004352824872e-06,8.251595156157334,7.2961472959780185,0.030954509956601275,0.4385917848810616
4.75,4.2,0.4245,0.065,0.007,0.75,13.122815926547787,2.629549405892328,0.22378228793866944,8.856869663933977e-06,8.251595156157334,7.296147296015268,0.02732888354787296,0.35038390264775376
4.75,4.2,0.4245,0.065,0.007,1.0,13.11633466217741,2.578561112624949,0.22156065155500115,9.514903304327568e-06,8.251595156157334,7.296147296133924,0.024499999999999997,0.2943947585103674
4.75,4.2,0.4245,0.065,0.007,1.25,13.11239647842664,2.5440624325075305,0.21983600710048345,1.0080100506891856e-05,8.251595156157334,7.296147295581736,0.022251746646233785,0.25686290499361825
4.75,4.2,0.4245,0.065,0.007,1.5,13.10999843427021,2.5202342507820905,0.21846274693796022,1.0561261331646938e-05,8.251595156157334,7.296147296018596,0.020433711832321722,0.23044688968274216
4.75,4.2,0.4245,0.065,0.007,1.75,13.108554865756242,2.503459059842289,0.21734610991726827,1.0971023469944115e-05,8.251595156157334,7.296147295917776,0.018939867696344686,0.2110680928886013
4.75,4.2,0.4245,0.065,0.007,2.0,13.107714877339538,2.491447498572021,0.21642194155405867,1.1321593198958604e-05,8.251595156157334,7.296147296397427,0.017694444444444443,0.19635352907482623
4.75,4.2,0.4245,0.065,0.007,2.25,13.107263005132804,2.4827213488713142,0.21564543324015828,1.1623460550048287e-05,8.251595156157334,7.296147296275393,0.016642510781361648,0.1848580283853699
4.75,4.2,0.4245,0.065,0.007,2.5,13.107063860584764,2.476306003450886,0.2149844697466669,1.1885230554993173e-05,8.251595156157334,7.29614729604314,0.01574364729041355,0.17566335573084532
4.75,4.2,0.4245,0.065,0.007,2.75,13.107030547800315,2.4715454368234755,0.21441551414462462,1.2113830049128617e-05,8.251595156157334,7.296147295857547,0.014967662632014829,0.16816340831719423
4.75,4.2,0.4245,0.065,0.007,3.0,13.107106221096222,2.467989170333414,0.2139209706657239,1.2314803331290626e-05,8.251595156157334,7.296147295662652,0.014291666666666668,0.1619443655075966
4.75,4.2,0.4245,0.065,0.008,0.5,13.150521896038953,2.816574421224087,0.23055089119650876,7.3816968800195e-06,8.251595156157334,7.296147295931613,0.03537658280754431,0.5745239987061285
4.75,4.2,0.4245,0.065,0.008,0.75,13.134547412157684,2.71293974700561,0.22696940568668925,8.060953755351444e-06,8.251595156157334,7.296147295581025,0.031233009768997663,0.4462007388395066
4.75,4.2,0.4245,0.065,0.008,1.0,13.124602758747473,2.6428377095560167,0.22431926035128089,8.710305566554145e-06,8.251595156157334,7.296147296351078,0.028,0.36524844985143695
4.75,4.2,0.4245,0.065,0.008,1.25,13.118279131041835,2.5944209526583952,0.22228451753260212,9.291550806426758e-06,8.251595156157334,7.296147296330724,0.02543056759569575,0.3116716427010969
4.75,4.2,0.4245,0.065,0.008,1.5,13.11419085809231,2.560274263591334,0.220676630125653,9.79894478733397e-06,8.251595156157334,7.29614729607883,0.023352813522653396,0.2745298363464943
4.75,4.2,0.4245,0.065,0.008,1.75,13.111518706411497,2.5357066958287873,0.21937620192589155,1.0238269022095486e-05,8.251595156157334,7.296147296048822,0.021645563081536784,0.24768786277789973
4.75,4.2,0.4245,0.065,0.008,2.0,13.109765173034107,2.517704105819105,0.21830406470800698,1.0618518333747884e-05,8.251595156157334,7.296147296093568,0.020222222222222225,0.2275817488777546
4.75,4.2,0.4245,0.065,0.008,2.25,13.10862024217515,2.504293854798384,0.2174057801615016,1.0948733069497674e-05,8.251595156157334,7.296147295701147,0.01902001232155617,0.2120583794174913
4.75,4.2,0.4245,0.065,0.008,2.5,13.107885952720082,2.494159319691189,0.21664278617904198,1.1236929444621065e-05,8.251595156157334,7.296147295824348,0.01799273976047263,0.19976528172979094
4.75,4.2,0.4245,0.065,0.008,2.75,13.107432982897201,2.4864041084959974,0.21598707119186078,1.148986557222972e-05,8.251595156157334,7.296147295865779,0.01710590015087409,0.18982115143588452
4.75,4.2,0.4245,0.065,0.008,3.0,13.107175063994625,2.4804060002148,0.215417836908692,1.171311779414163e-05,8.251595156157334,7.296147295904119,0.016333333333333335,0.18163210450488654
4.75,4.2,0.4245,0.065,0.009000000000000001,0.5,13.171553939172586,2.9425223972218615,0.23466395815534255,6.87492080966005e-06,8.251595156157334,7.296147296128938,0.03979865565848736,0.744283719839687
4.75,4.2,0.4245,0.065,0.009000000000000001,0.75,13.149500262469038,2.810189981988999,0.23033737190895562,7.415844646510485e-06,8.251595156157334,7.296147296130829,0.03513713599012237,0.5663156176199087
4.75,4.2,0.4245,0.065,0.009000000000000001,1.0,13.135467514234215,2.7191646452255656,0.22719343854761298,8.011774607085981e-06,8.251595156157334,7.296147296169315,0.0315,0.4536117945989171
4.75,4.2,0.4245,0.065,0.009000000000000001,1.25,13.126307951002,2.6552879275482875,0.22481050965815416,8.580597168184262e-06,8.251595156157334,7.296147296247827,0.028609388545157724,0.3793044730784386
4.75,4.2,0.4245,0.065,0.009000000000000001,1.5,13.1201954939702,2.6095362317127226,0.22294466841775867,9.095327971957948e-06,8.251595156157334,7.296147295626026,0.026271915212985074,0.3282376538446034
4.75,4.2,0.4245,0.065,0.009000000000000001,1.75,13.11604091577503,2.576110728134732,0.22144552817485544,9.551199772312412e-06,8.251595156157334,7.296147296158554,0.024351258466728885,0.29173160812144877
4.75,4.2,0.4245,0.065,0.009000000000000001,2.0,13.113176518882716,2.551234324916789,0.2202155038723029,9.951870200874697e-06,8.251595156157334,7.2961472959868825,0.022750000000000003,0.2646937359605393
4.75,4.2,0.4245,0.065,0.009000000000000001,2.25,13.11118207562487,2.532405425099622,0.2191886236994433,1.0303657219956543e-05,8.251595156157334,7.296147295914811,0.02139751386175069,0.24404164749181806
4.75,4.2,0.4245,0.065,0.009000000000000001,2.5,13.109786401012178,2.5179365685845685,0.21831876956324597,1.0613198497211752e-05,8.251595156157334,7.296147295811902,0.02024183223053171,0.22784567511825582
4.75,4.2,0.4245,0.065,0.009000000000000001,2.75,13.108810334594654,2.5066678114149212,0.21757278472582867,1.0886577191864932e-05,8.251595156157334,7.296147296003706,0.019244137669733354,0.21485661724465865
4.75,4.2,0.4245,0.065,0.009000000000000001,3.0,13.108132912652396,2.4977868324136736,0.21692624913488467,1.1129067485258614e-05,8.251595156157334,7.296147295977574,0.018375000000000002,0.20423964772752776
4.75,4.2,0.4245,0.065,0.010000000000000002,0.5,13.19667576937241,3.0824020884871843,0.2391529526314506,6.625920355588953e-06,8.251595156157334,7.296147295989337,0.044220728509430395,0.9495437109921671
4.75,4.2,0.4245,0.065,0.010000000000000002,0.75,13.167660692020547,2.9199090394870564,0.2339350156228918,6.944347247753928e-06,8.251595156157334,7.296147295985074,0.03904126221124709,0.7127310566270144
4.75,4.2,0.4245,0.065,0.010000000000000002,1.0,13.14892058645057,2.8065545831250396,0.23021547443681262,7.4356961977247674e-06,8.251595156157334,7.296147295856147,0.035,0.5616592268606819
4.75,4.2,0.4245,0.065,0.010000000000000002,1.25,13.136477647633715,2.725956521293244,0.22743624112953184,7.959486857316922e-06,8.251595156157334,7.296147296188475,0.0317882094946197,0.46174086657650604
4.75,4.2,0.4245,0.065,0.010000000000000002,1.5,13.12800885086984,2.667507128718137,0.22528279074417581,8.459875761169036e-06,8.251595156157334,7.296147295801398,0.029191016903316748,0.39322861622639504
4.75,4.2,0.4245,0.065,0.010000000000000002,1.75,13.122119112577957,2.6242928528650737,0.2235658698750517,8.917339815172742e-06,8.251595156157334,7.296147295903975,0.027056953851920987,0.3445405567570604
4.75,4.2,0.4245,0.065,0.010000000000000002,2.0,13.11794724538667,2.5917546504238826,0.22216522559969606,9.327774944301384e-06,8.251595156157334,7.296147295656394,0.025277777777777784,0.30876088994547574
4.75,4.2,0.4245,0.065,0.010000000000000002,2.25,13.114947308242167,2.5668402730312883,0.22100095980610138,9.693323623231366e-06,8.251595156157334,7.296147296102967,0.023775015401945217,0.2816624170917812
4.75,4.2,0.4245,0.065,0.010000000000000002,2.5,13.112764331093073,2.5474711202631455,0.22001799745361347,1.0018342370959367e-05,8.251595156157334,7.296147296311637,0.02249092470059079,0.2605887809614167
4.75,4.2,0.4245,0.065,0.010000000000000002,2.75,13.11116195484542,2.5322061723859695,0.21917718608188613,1.0307660224893617e-05,8.251595156157334,7.296147295777737,0.02138237518859262,0.24382111119252184
4.75,4.2,0.4245,0.065,0.010000000000000002,3.0,13.109979281408776,2.520028447947892,0.21844995012691448,1.0565866471228674e-05,8.251595156157334,7.296147295805748,0.02041666666666667,0.23021443351173357
4.75,4.2,0.4245,0.065,0.011,0.5,13.22585938460949,3.234395346147444,0.2440996275244999,6.6680336540119074e-06,8.251595156157334,7.296147296165321,0.048642801360373425,1.192962965472017
4.75,4.2,0.4245,0.065,0.011,0.75,13.189012451758574,3.0407403721609017,0.23781501981680378,6.669331543224027e-06,8.251595156157334,7.296147295895635,0.04294538843237179,0.8865977625382364
4.75,4.2,0.4245,0.065,0.011,1.0,13.164952012440756,2.9040041848260087,0.23342061377985762,6.998502160579235e-06,8.251595156157334,7.296147295882002,0.0385,0.6908153191016233
4.75,4.2,0.4245,0.065,0.011,1.25,13.148781813857644,2.805682878577204,0.23018621039944695,7.440500638065831e-06,8.251595156157334,7.2961472961754215,0.034967030444081657,0.5605446071879957
4.75,4.2,0.4245,0.065,0.011,1.5,13.137626637174687,2.7336305593697783,0.22770864064607613,7.902078092380605e-06,8.251595156157334,7.296147295973541,0.032110118593648415,0.4709799961908453
4.75,4.2,0.4245,0.065,0.011,1.75,13.129750321336974,2.6798317815764223,0.22575034294877944,8.344232493763364e-06,8.251595156157334,7.296147295662761,0.029762649237113078,0.4074080298159515
4.75,4.2,0.4245,0.065,0.011,2.0,13.124075228574702,2.6389417436897293,0.22416325520422328,8.75237384698668e-06,8.251595156157334,7.296147296253554,0.027805555555555552,0.3608760797204184
4.75,4.2,0.4245,0.065,0.011,2.25,13.119914386002517,2.607346809510785,0.22285063984673778,9.122835062066667e-06,8.251595156157334,7.296147295867609,0.02615251694213973,0.32583047178737296
4.75,4.2,0.4245,0.065,0.011,2.5,13.11681858209535,2.582564602513256,0.22174675039435365,9.45667567722958e-06,8.251595156157334,7.296147295903642,0.024740017170649865,0.29874861225954824
4.75,4.2,0.4245,0.065,0.011,2.75,13.114486961351705,2.562860815956615,0.22080539333966945,9.756818270308804e-06,8.251595156157334,7.296147296008246,0.023520612707451875,0.27734019984018904
4.75,4.2,0.4245,0.065,0.011,3.0,13.112713489621036,2.54700293202506,0.2199931792780265,1.0026735811993152e-05,8.251595156157334,7.296147295905484,0.022458333333333334,0.2600774950148576
4.75,4.2,0.4245,0.065,0.012,0.5,13.259072965558085,3.3968647052141496,0.2495885268985497,7.034680199643952e-06,8.251595156157334,7.296147295756781,0.053064874211316476,1.4811125417090232
4.75,4.2,0.4245,0.065,0.012,0.75,13.213536885539789,3.171406494083605,0.24203305485236473,6.613725885946118e-06,8.251595156157334,7.296147295868192,0.0468495146534965,1.089345140319272
4.75,4.2,0.4245,0.065,0.012,1.0,13.183550236452435,3.010531605608643,0.23684661225285977,6.716666502235057e-06,8.251595156157334,7.29614729615413,0.041999999999999996,0.8419194671976813
4.75,4.2,0.4245,0.065,0.012,1.25,13.163212941097624,2.89371483809131,0.2330869054065527,7.035950393260038e-06,8.251595156157334,7.296147296150693,0.03814585139354363,0.6767600660728819
4.75,4.2,0.4245,0.065,0.012,1.5,13.14904376921778,2.8073279041442807,0.23024142415544666,7.431448415195726e-06,8.251595156157334,7.296147296035489,0.03502922028398009,0.562648662523511
4.75,4.2,0.4245,0.065,0.012,1.75,13.138930977273905,2.7422786104588184,0.22801329984804034,7.839439342432163e-06,8.251595156157334,7.29614729590409,0.032468344622305176,0.48146094324944977
4.75,4.2,0.4245,0.065,0.012,2.0,13.131557892746823,2.6924436068850897,0.22622060989281878,8.231822579799668e-06,8.251595156157334,7.296147295925036,0.030333333333333334,0.4220628594018647
4.75,4.2,0.4245,0.065,0.012,2.25,13.126081400100473,2.6536458249943133,0.22474632297369065,8.597305928633716e-06,8.251595156157334,7.296147295715222,0.028530018482334253,0.37744312777752975
4.75,4.2,0.4245,0.065,0.012,2.5,13.12194770828112,2.6229929550889173,0.22351197670926415,8.932522563580639e-06,8.251595156157334,7.296147296146696,0.026989109640708945,0.3430985975796982
4.75,4.2,0.4245,0.065,0.012,2.75,13.118784238246587,2.5984498986780893,0.22246308446449717,9.237762885623644e-06,8.251595156157334,7.296147295974806,0.025658850226311137,0.316075927714358
4.75,4.2,0.4245,0.065,0.012,3.0,13.116334662158833,2.5785611126249526,0.22156065155500052,9.514903304298078e-06,8.251595156157334,7.296147295870695,0.0245,0.29439475850887564
4.75,4.2,0.4245,0.065,0.013000000000000001,0.5,13.296281015503855,3.5683671524348584,0.2557050207409029,7.759348229021985e-06,8.251595156157334,7.296147295657467,0.057486947062259514,1.8258056927430104
4.75,4.2,0.4245,0.065,0.013000000000000001,0.75,13.241212994923453,3.310735121344532,0.24664682054798395,6.80051026564002e-06,8.251595156157334,7.296147296139407,0.05075364087462121,1.3243212271607971
4.75,4.2,0.4245,0.065,0.013000000000000001,1.0,13.204702142399887,3.125203240546428,0.2405332383701728,6.606701532976171e-06,8.251595156157334,7.296147296220712,0.0455,1.0158460104923515
4.75,4.2,0.4245,0.065,0.013000000000000001,1.25,13.179762436692727,2.989314875057329,0.2361665259629137,6.75817673515813e-06,8.251595156157334,7.2961472957126565,0.0413246723430056,0.811021397753562
4.75,4.2,0.4245,0.065,0.013000000000000001,1.5,13.162254381193419,2.8880165958049258,0.2329017434200512,7.057522136133656e-06,8.251595156157334,7.296147296088422,0.03794832197431177,0.6690180077189745
4.75,4.2,0.4245,0.065,0.013000000000000001,1.75,13.149656932204048,2.8111709158843188,0.2303702233920299,7.410539025512117e-06,8.251595156157334,7.296147296029465,0.03517404000749728,0.5675742327948494
4.75,4.2,0.4245,0.065,0.013000000000000001,2.0,13.140392214666536,2.7518903244444655,0.22834922727447957,7.772290448426885e-06,8.251595156157334,7.296147296064102,0.03286111111111112,0.49319597496291906
4.75,4.2,0.4245,0.065,0.013000000000000001,2.25,13.133446089289714,2.70543866518143,0.22669742573730747,8.121861671037296e-06,8.251595156157334,7.296147295700772,0.030907520022528775,0.43732013648115653
4.75,4.2,0.4245,0.065,0.013000000000000001,2.5,13.128149980278435,2.6685126816164857,0.2253212555935308,8.45021629490789e-06,8.251595156157334,7.296147295876547,0.029238202110768025,0.39438034636611197
4.75,4.2,0.4245,0.065,0.013000000000000001,2.75,13.124052437413228,2.638772927329896,0.22415646938087122,8.754213262474227e-06,8.251595156157334,7.296147295896549,0.027797087745170403,0.3606868930996087
4.75,4.2,0.4245,0.065,0.013000000000000001,3.0,13.120841730314035,2.6145363088471156,0.22315753577666553,9.033603224722214e-06,8.251595156157334,7.29614729566136,0.02654166666666667,0.3337458630842449
4.75,4.2,0.4245,0.065,0.014000000000000002,0.5,13.33744451378499,3.747649914564734,0.2625332764836389,8.875582054495082e-06,8.251595156157334,7.296147296177883,0.061909019913202565,2.2424869046039344
4.75,4.2,0.4245,0.065,0.014000000000000002,0.75,13.272017511260108,3.4576708309820905,0.2517150127216097,7.252709550481431e-06,8.251595156157334,7.29614729596676,0.05465776709574592,1.5979999775502547
4.75,4.2,0.4245,0.065,0.014000000000000002,1.0,13.228393090561976,3.2471506402024852,0.2445217280665803,6.685153971083477e-06,8.251595156157334,7.296147296224961,0.049,1.2144531622010435
4.75,4.2,0.4245,0.065,0.014000000000000002,1.25,13.198420643948179,3.091776968588441,0.23945467824099997,6.619546607347518e-06,8.251595156157334,7.296147296056324,0.04450349329246757,0.9639228312155907
4.75,4.2,0.4245,0.065,0.014000000000000002,1.5,13.177251836605524,2.9751248653008906,0.23571141437056373,6.789855058244362e-06,8.251595156157334,7.296147295866271,0.04086742366464345,0.7905779912037438
4.75,4.2,0.4245,0.065,0.014000000000000002,1.75,13.161923461635181,2.886044904475593,0.23283761129970662,7.065126272939642e-06,8.251595156157334,7.296147296101738,0.03787973539268938,0.6663460753555456
4.75,4.2,0.4245,0.065,0.014000000000000002,2.0,13.150574727596045,2.816903802768776,0.23056188829030086,7.37995963734421e-06,8.251595156157334,7.2961472957734355,0.0353888888888889,0.5749485456205995
4.75,4.2,0.4245,0.065,0.014000000000000002,2.25,13.142005842840602,2.762414951181754,0.2287140682523773,7.701638238400972e-06,8.251595156157334,7.296147295785065,0.033285021562723296,0.5061497508192542
4.75,4.2,0.4245,0.065,0.014000000000000002,2.5,13.135423387436354,2.7188669548162823,0.22718275801923288,8.014098834187777e-06,8.251595156157334,7.29614729616607,0.03148729458082711,0.4532565222974937
4.75,4.2,0.4245,0.065,0.014000000000000002,2.75,13.130289979817611,2.6836156003063225,0.22589226062313508,8.309895901128421e-06,8.251595156157334,7.296147296193327,0.029935325264029665,0.4117892120586494
4.75,4.2,0.4245,0.065,0.014000000000000002,3.0,13.126233432820328,2.6547481917562803,0.22478943194573753,8.58607607153697e-06,8.251595156157334,7.296147295980745,0.028583333333333336,0.378692421222157
4.75,4.2,0.4245,0.065,0.015,0.5,13.38252108171756,3.9336360675095277,0.2701542708424021,1.0416969353823843e-05,8.251595156157334,7.296147296142486,0.06633109276414559,2.7469178981961884
4.75,4.2,0.4245,0.065,0.015,0.75,13.305924974911823,3.611276465092694,0.2572962423442329,7.993386704925436e-06,8.251595156157334,7.296147295622435,0.05856189331687062,1.9198514597802079
4.75,4.2,0.4245,0.065,0.015,1.0,13.254606958053087,3.375579364533931,0.24885419716102436,6.968601033998604e-06,8.251595156157334,7.296147295611119,0.0525,1.441449571193509
4.75,4.2,0.4245,0.065,0.015,1.25,13.2191768640893,3.200437848489348,0.24298204181197094,6.6324508787162124e-06,8.251595156157334,7.296147295710434,0.047682314241929535,1.136596152102673
4.75,4.2,0.4245,0.065,0.015,1.5,13.194028741334964,3.0681028286518814,0.2386932676013488,6.638021815153416e-06,8.251595156157334,7.296147296058347,0.04378652535497511,0.9277643241882751
