i13_weight,best_loss,theta12,theta23,theta13,J,absJ
-0.4,0.34946136862666355,33.41740074946971,49.02944332070149,8.63021309943224,-0.03069987408362094,0.03069987408362094
-0.45,0.10596563033280276,33.598249095861796,48.90961506149219,8.576257321963094,-0.03221868787251738,0.03221868787251738
-0.5,0.8127334201554481,33.98285677126654,48.87349202011069,8.513439693129937,-0.03319126197493132,0.03319126197493132
-0.55,0.9698508088993011,33.862707691465616,48.36370258183766,8.528558421193532,-0.03305324556599673,0.03305324556599673
