label,scale,i13_weight,cp_e,cp_nu,cp_rel,eff_cp_rel,beta_e,beta_nu,beta_rel,eff_beta_rel,phase_e,phase_nu,phase_rel,eff_phase_rel,r23,i23,d3,d8,theta12,theta23,theta13,J,absJ,unitarity_defect,raw_leakage,L12,L23,L13,LJ,loss,delta_theta12,delta_theta23,delta_theta13,delta_J,delta_absJ,delta_loss
base_best,2.43,-0.4375,0.07,0.1735,0.1035,0.251505,-0.005,-0.012799999999999999,-0.0078,-0.018954000000000002,-0.0195,0.051000000000000004,0.07050000000000001,0.17131500000000002,1.25,1.45,1.0,-0.72,33.56443426049678,49.042128753631566,8.577247098588092,-0.031910425314813445,0.031910425314813445,3.093065954476819e-16,0.0,0.6881726749058453,0.7692385935161633,0.05835604216169316,0.12837798762032787,1.6441452982040297,0.0,0.0,0.0,0.0,0.0,0.0
ablate_r12_zero,2.43,-0.4375,0.07,0.1735,0.1035,0.251505,-0.005,-0.012799999999999999,-0.0078,-0.018954000000000002,-0.0195,0.051000000000000004,0.07050000000000001,0.17131500000000002,1.25,1.45,1.0,-0.72,32.533071030441135,49.58109883095312,4.386036134329431,-0.016951990938793318,0.016951990938793318,3.297801549315313e-16,0.0,36.55645137000444,4.482602436846612,19450.615143596682,3623.081227298535,23114.735424702067,-1.0313632300556463,0.5389700773215509,-4.191210964258661,0.014958434376020128,-0.014958434376020128,23113.091279403863
