# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 3000, i.e. number of multipoles equal to 2999
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
  136       5.244446149641e-10       1.497413051075e-13      -5.821166003082e-12       0.000000000000e+00       4.322592704241e-12       6.783725800441e-13      -4.818119818553e-15 
  137       5.290872567818e-10       1.499796623704e-13      -5.866644592459e-12       0.000000000000e+00       4.234391455748e-12       6.681872089226e-13      -4.759707586126e-15 
  138       5.337218556778e-10       1.501515645733e-13      -5.909624317309e-12       0.000000000000e+00       4.148278556455e-12       6.581968528127e-13      -4.700843813610e-15 
  139       5.383474491527e-10       1.502570024045e-13      -5.950045668088e-12       0.000000000000e+00       4.064261567656e-12       6.484025539775e-13      -4.641550262725e-15 
  140       5.429630279176e-10       1.502960491669e-13      -5.987850106861e-12       0.000000000000e+00       3.982339893102e-12       6.388044488225e-13      -4.581847043533e-15 
  141       5.475675347757e-10       1.502688625346e-13      -6.022980106457e-12       0.000000000000e+00       3.902504565685e-12       6.294017437789e-13      -4.521752553607e-15 
  142       5.521598635047e-10       1.501756863095e-13      -6.055379189629e-12       0.000000000000e+00       3.824738034121e-12       6.201926911863e-13      -4.461283417193e-15 
  143       5.567388577383e-10       1.500168521785e-13      -6.084991968214e-12       0.000000000000e+00       3.749013949629e-12       6.111745651755e-13      -4.400454424377e-15 
  144       5.613033098485e-10       1.497927814697e-13      -6.111764182286e-12       0.000000000000e+00       3.675296952614e-12       6.023436375515e-13      -4.339278470253e-15 
  145       5.658519598274e-10       1.495039869091e-13      -6.135642739316e-12       0.000000000000e+00       3.603542459349e-12       5.936951536766e-13      -4.277766494082e-15 
  146       5.703834941690e-10       1.491510743777e-13      -6.156575753332e-12       0.000000000000e+00       3.533696448658e-12       5.852233083531e-13      -4.215927418463e-15 
  147       5.748965447515e-10       1.487347446680e-13      -6.174512584072e-12       0.000000000000e+00       3.465695248596e-12       5.769212217063e-13      -4.153768088500e-15 
  148       5.793896877188e-10       1.482557952406e-13      -6.189403876149e-12       0.000000000000e+00       3.399465323131e-12       5.687809150672e-13      -4.091293210959e-15 
  149       5.838614423628e-10       1.477151219809e-13      -6.201201598200e-12       0.000000000000e+00       3.334923058827e-12       5.607932868559e-13      -4.028505293443e-15 
  150       5.883102700053e-10       1.471137209560e-13      -6.209859082052e-12       0.000000000000e+00       3.271974551524e-12       5.529480884639e-13      -3.965404583551e-15 
  151       5.927345728797e-10       1.464526901712e-13      -6.215331061872e-12       0.000000000000e+00       3.210515393023e-12       5.452339001375e-13      -3.901989008048e-15 
  152       5.971326930132e-10       1.457332313270e-13      -6.217573713333e-12       0.000000000000e+00       3.150430457764e-12       5.376381068605e-13      -3.838254112027e-15 
  153       6.015030327897e-10       1.449566367682e-13      -6.216544928015e-12       0.000000000000e+00       3.091617707265e-12       5.301498236815e-13      -3.774203612370e-15 
  154       6.058444315992e-10       1.441242452708e-13      -6.212205082912e-12       0.000000000000e+00       3.034062541719e-12       5.227690283686e-13      -3.709882289790e-15 
  155       6.101558222246e-10       1.432374854769e-13      -6.204516417433e-12       0.000000000000e+00       2.977769983871e-12       5.154982354864e-13      -3.645346051924e-15 
  156       6.144361118121e-10       1.422978919989e-13      -6.193442844603e-12       0.000000000000e+00       2.922741192064e-12       5.083396142145e-13      -3.580651587054e-15 
  157       6.186841813733e-10       1.413071071016e-13      -6.178949991417e-12       0.000000000000e+00       2.868973369244e-12       5.012949792516e-13      -3.515856357336e-15 
  158       6.228988852864e-10       1.402668823834e-13      -6.161005239194e-12       0.000000000000e+00       2.816459671963e-12       4.943657817201e-13      -3.451018592017e-15 
  159       6.270790507982e-10       1.391790804571e-13      -6.139577763939e-12       0.000000000000e+00       2.765189119379e-12       4.875531000701e-13      -3.386197280665e-15 
  160       6.312234775257e-10       1.380456766317e-13      -6.114638576691e-12       0.000000000000e+00       2.715146502263e-12       4.808576309837e-13      -3.321452166387e-15 
  161       6.353309369577e-10       1.368687605934e-13      -6.086160563884e-12       0.000000000000e+00       2.666312291998e-12       4.742796802796e-13      -3.256843739056e-15 
  162       6.394001719562e-10       1.356505380871e-13      -6.054118527702e-12       0.000000000000e+00       2.618662549587e-12       4.678191538167e-13      -3.192433228533e-15 
  163       6.434298962589e-10       1.343933325974e-13      -6.018489226434e-12       0.000000000000e+00       2.572168834650e-12       4.614755483992e-13      -3.128282597892e-15 
  164       6.474187939797e-10       1.330995870304e-13      -5.979251414833e-12       0.000000000000e+00       2.526798114433e-12       4.552479426802e-13      -3.064454536641e-15 
  165       6.513655191112e-10       1.317718653943e-13      -5.936385884466e-12       0.000000000000e+00       2.482512672806e-12       4.491349880663e-13      -3.001012453949e-15 
  166       6.552686950264e-10       1.304128544812e-13      -5.889875504076e-12       0.000000000000e+00       2.439270019268e-12       4.431348996219e-13      -2.938020471864e-15 
  167       6.591269139794e-10       1.290253655483e-13      -5.839705259935e-12       0.000000000000e+00       2.397022797950e-12       4.372454469732e-13      -2.875543418543e-15 
  168       6.629387366085e-10       1.276123359992e-13      -5.785862296198e-12       0.000000000000e+00       2.355718696619e-12       4.314639452130e-13      -2.813646821473e-15 
  169       6.667026914364e-10       1.261768310649e-13      -5.728335955266e-12       0.000000000000e+00       2.315300355680e-12       4.257872458042e-13      -2.752396900691e-15 
