# Matter power spectrum P(k) at redshift z=0
# for k=1.04734e-05 to 5.25455 h/Mpc,
# number of wavenumbers equal to 119
#    1:k (h/Mpc)              2:P (Mpc/h)^3        
       1.047341826243e-05       4.746983026738e+01 
       1.318525239892e-05       5.930165369889e+01 
       1.659924930592e-05       7.408252267626e+01 
       2.089721676792e-05       9.254736034474e+01 
       2.630803722491e-05       1.156142265509e+02 
       3.311985659687e-05       1.444298304985e+02 
       4.169542910477e-05       1.804263525650e+02 
       5.249143525566e-05       2.253922619248e+02 
       6.608280174490e-05       2.815604318892e+02 
       8.319331839921e-05       3.517176150035e+02 
       1.047341826243e-04       4.393398728571e+02 
       1.318525239892e-04       5.487592904571e+02 
       1.659924930592e-04       6.853674403076e+02 
       2.089721676792e-04       8.558603834684e+02 
       2.630803722491e-04       1.068527678467e+03 
       3.311985659687e-04       1.333582772623e+03 
       4.169542910477e-04       1.663523412564e+03 
       5.249143525566e-04       2.073498946835e+03 
       6.608280174490e-04       2.581648146292e+03 
       8.319331839921e-04       3.209349353376e+03 
       1.047341826243e-03       3.981252924905e+03 
       1.318525239892e-03       4.924805793552e+03 
       1.659924930592e-03       6.068739037980e+03 
       2.089721676792e-03       7.440908255723e+03 
       2.630803722491e-03       9.063726248804e+03 
       3.311985659687e-03       1.094785754889e+04 
       4.169542910477e-03       1.308315272426e+04 
       5.249143525566e-03       1.542657824228e+04 
       6.608280174490e-03       1.788819290696e+04 
       8.319331839921e-03       2.031502241999e+04 
       1.047341826243e-02       2.247359581873e+04 
       1.318525239892e-02       2.404324587006e+04 
       1.659924930589e-02       2.462934751087e+04 
       2.089721660966e-02       2.384782094669e+04 
       2.630791517064e-02       2.152262390455e+04 
       3.310278266545e-02       1.800629104953e+04 
       4.112178767552e-02       1.448809879067e+04 
       4.790628827007e-02       1.245270098755e+04 
       5.282242665187e-02       1.144023680853e+04 
       5.687266276680e-02       1.080115934612e+04 
       6.048713924368e-02       1.031648610208e+04 
       6.385726918410e-02       9.893569319860e+03 
       6.708422356736e-02       9.489290678944e+03 
       7.022860457005e-02       9.077308451759e+03 
       7.333018959056e-02       8.647864312823e+03 
       7.641699559410e-02       8.197604415228e+03 
       7.950991500338e-02       7.729670394179e+03 
       8.262529000559e-02       7.252471270348e+03 
       8.577643711185e-02       6.776471894785e+03 
       8.897459779263e-02       6.313999567715e+03 
       9.222955666815e-02       5.877346787255e+03 
       9.555005766204e-02       5.477190165033e+03 
       9.894409227589e-02       5.121543393562e+03 
       1.024191040344e-01       4.815163611623e+03 
       1.059821362664e-01       4.558603039944e+03 
       1.096399405347e-01       4.348246223587e+03 
       1.133990570783e-01       4.177008612248e+03 
       1.172658749375e-01       4.033568451041e+03 
       1.212466770795e-01       3.905185051341e+03 
       1.253476743179e-01       3.777468764837e+03 
       1.295750308144e-01       3.637556896311e+03 
       1.339348832875e-01       3.476310688071e+03 
       1.384333556058e-01       3.290609971007e+03 
       1.430765701509e-01       3.083758488094e+03 
       1.478706571398e-01       2.866026626630e+03 
       1.528217629711e-01       2.651017864822e+03 
       1.579360585777e-01       2.452992223286e+03 
       1.632197487220e-01       2.283066933728e+03 
       1.686790831324e-01       2.146341225065e+03 
       1.743203703668e-01       2.040969023152e+03 
       1.801499952696e-01       1.958092910734e+03 
       1.861744408844e-01       1.885125680236e+03 
       1.924003156767e-01       1.808227701203e+03 
       1.988343869261e-01       1.716570022318e+03 
       2.054836211606e-01       1.608277730263e+03 
       2.123552325365e-01       1.491038159318e+03 
       2.194567401281e-01       1.377087451734e+03 
       2.267960351861e-01       1.277211834020e+03 
       2.343814595738e-01       1.196933236713e+03 
       2.422218968055e-01       1.134886712404e+03 
       2.503268774194e-01       1.082385837143e+03 
       2.587067008331e-01       1.028834943647e+03 
       2.673725763982e-01       9.678650086693e+02 
       2.763367871231e-01       9.003690445946e+02 
       2.856128805309e-01       8.334775382908e+02 
       2.952158924385e-01       7.752997977934e+02 
       3.051626111909e-01       7.281236367073e+02 
       3.154718922124e-01       6.879468743461e+02 
       3.261650358600e-01       6.483318392990e+02 
       3.372662458022e-01       6.055612125862e+02 
       3.488031909594e-01       5.618973393494e+02 
       3.608077021238e-01       5.219808809144e+02 
       3.733166457798e-01       4.878555936079e+02 
       3.863730339830e-01       4.569787371152e+02 
       4.000274529746e-01       4.260437643331e+02 
       4.143399285751e-01       3.948194792401e+02 
       4.293823999897e-01       3.657001334224e+02 
       4.452420566722e-01       3.394593817358e+02 
       4.620259246691e-01       3.146777804850e+02 
       4.798673037780e-01       2.901406399942e+02 
       4.989350181030e-01       2.667159385523e+02 
       5.194470707474e-01       2.450124260430e+02 
       5.416914282045e-01       2.239158856047e+02 
       5.660588009166e-01       2.034680228186e+02 
       5.930965292408e-01       1.839631902784e+02 
       6.236015761018e-01       1.648133775729e+02 
       6.587904759211e-01       1.461006285904e+02 
       7.006315492442e-01       1.274726992524e+02 
       7.525461085357e-01       1.087044475697e+02 
       8.210079804976e-01       8.938250813459e+01 
       9.193237378170e-01       6.913826112131e+01 
       1.074684017740e+00       4.828017088423e+01 
       1.322179872172e+00       2.974796523696e+01 
       1.661679345453e+00       1.727876220700e+01 
       2.091875609933e+00       9.906665428740e+00 
       2.633515156926e+00       5.633762184162e+00 
       3.315399153289e+00       3.179840664099e+00 
       4.173840244316e+00       1.782826657213e+00 
       5.254553548339e+00       9.934114901808e-01 
