# Matter power spectrum P(k) at redshift z=0
# for k=1.04734e-05 to 5.25455 h/Mpc,
# number of wavenumbers equal to 119
#    1:k (h/Mpc)              2:P (Mpc/h)^3        
       1.047341826243e-05       4.746983009366e+01 
       1.318525239892e-05       5.930165335558e+01 
       1.659924930592e-05       7.408252199636e+01 
       2.089721676792e-05       9.254735899731e+01 
       2.630803722491e-05       1.156142238854e+02 
       3.311985659687e-05       1.444298252205e+02 
       4.169542910477e-05       1.804263421132e+02 
       5.249143525566e-05       2.253922412266e+02 
       6.608280174490e-05       2.815603909185e+02 
       8.319331839921e-05       3.517175338874e+02 
       1.047341826243e-04       4.393397122632e+02 
       1.318525239892e-04       5.487589725357e+02 
       1.659924930592e-04       6.853668110264e+02 
       2.089721676792e-04       8.558591380161e+02 
       2.630803722491e-04       1.068525214071e+03 
       3.311985659687e-04       1.333577898069e+03 
       4.169542910477e-04       1.663513775717e+03 
       5.249143525566e-04       2.073479909788e+03 
       6.608280174490e-04       2.581610582414e+03 
       8.319331839921e-04       3.209275348246e+03 
       1.047341826243e-03       3.981107438548e+03 
       1.318525239892e-03       4.924520621598e+03 
       1.659924930592e-03       6.068182230255e+03 
       2.089721676792e-03       7.439826693421e+03 
       2.630803722491e-03       9.061639607334e+03 
       3.311985659687e-03       1.094386712469e+04 
       4.169542910477e-03       1.307560723073e+04 
       5.249143525566e-03       1.541251344791e+04 
       6.608280174490e-03       1.786245906336e+04 
       8.319331839921e-03       2.026900547862e+04 
       1.047341826243e-02       2.239376563332e+04 
       1.318525239892e-02       2.391005232470e+04 
       1.659924930589e-02       2.441846269778e+04 
       2.089721660966e-02       2.353630707574e+04 
       2.630791517064e-02       2.110229152339e+04 
       3.310278266545e-02       1.749689931750e+04 
       4.112178767552e-02       1.392607437633e+04 
       4.790628827007e-02       1.186571027828e+04 
       5.282242665187e-02       1.083714739472e+04 
       5.687266276680e-02       1.018603536746e+04 
       6.048713924368e-02       9.692827684099e+03 
       6.385726918410e-02       9.265562702629e+03 
       6.708422356736e-02       8.861145194918e+03 
       7.022860457005e-02       8.455080588033e+03 
       7.333018959056e-02       8.035799226631e+03 
       7.641699559410e-02       7.600739184137e+03 
       7.950991500338e-02       7.152428150250e+03 
       8.262529000559e-02       6.698306799349e+03 
       8.577643711185e-02       6.247834654905e+03 
       8.897459779263e-02       5.812002887491e+03 
       9.222955666815e-02       5.402020782864e+03 
       9.555005766204e-02       5.027324420575e+03 
       9.894409227589e-02       4.694908564076e+03 
       1.024191040344e-01       4.408838513703e+03 
       1.059821362664e-01       4.169301815192e+03 
       1.096399405347e-01       3.973047142470e+03 
       1.133990570783e-01       3.812984376578e+03 
       1.172658749375e-01       3.679140943451e+03 
       1.212466770795e-01       3.559321455018e+03 
       1.253476743179e-01       3.440526306894e+03 
       1.295750308144e-01       3.311102449050e+03 
       1.339348832875e-01       3.162502919457e+03 
       1.384333556058e-01       2.991940923683e+03 
       1.430765701509e-01       2.802661893988e+03 
       1.478706571398e-01       2.603730210185e+03 
       1.528217629711e-01       2.407541774534e+03 
       1.579360585777e-01       2.227011278667e+03 
       1.632197487220e-01       2.072149181115e+03 
       1.686790831324e-01       1.947588863439e+03 
       1.743203703668e-01       1.851543152102e+03 
       1.801499952696e-01       1.776054271566e+03 
       1.861744408844e-01       1.709747789438e+03 
       1.924003156767e-01       1.639774752884e+03 
       1.988343869261e-01       1.556498324125e+03 
       2.054836211606e-01       1.458252848454e+03 
       2.123552325365e-01       1.351877640789e+03 
       2.194567401281e-01       1.248463160791e+03 
       2.267960351861e-01       1.157860711310e+03 
       2.343814595738e-01       1.085112599415e+03 
       2.422218968055e-01       1.028839350587e+03 
       2.503268774194e-01       9.812987368537e+02 
       2.587067008331e-01       9.327630266695e+02 
       2.673725763982e-01       8.775020191593e+02 
       2.763367871231e-01       8.163168017701e+02 
       2.856128805309e-01       7.556815129659e+02 
       2.952158924385e-01       7.029447229029e+02 
       3.051626111909e-01       6.602068966736e+02 
       3.154718922124e-01       6.237918420199e+02 
       3.261650358600e-01       5.879151306173e+02 
       3.372662458022e-01       5.491178298283e+02 
       3.488031909594e-01       5.095790271293e+02 
       3.608077021238e-01       4.733849611230e+02 
       3.733166457798e-01       4.424704281184e+02 
       3.863730339830e-01       4.144706519427e+02 
       4.000274529746e-01       3.864210022747e+02 
       4.143399285751e-01       3.581346436933e+02 
       4.293823999897e-01       3.317271007094e+02 
       4.452420566722e-01       3.079316068068e+02 
       4.620259246691e-01       2.854748515816e+02 
       4.798673037780e-01       2.632045520869e+02 
       4.989350181030e-01       2.419655920038e+02 
       5.194470707474e-01       2.222800188566e+02 
       5.416914282045e-01       2.031524068844e+02 
       5.660588009166e-01       1.846174944539e+02 
       5.930965292408e-01       1.669139151986e+02 
       6.236015761018e-01       1.495550298523e+02 
       6.587904759211e-01       1.325796178515e+02 
       7.006315492442e-01       1.156804856415e+02 
       7.525461085357e-01       9.865239853798e+01 
       8.210079804976e-01       8.112055783908e+01 
       9.193237378170e-01       6.274975335761e+01 
       1.074684017740e+00       4.382156645165e+01 
       1.322179872172e+00       2.700209434648e+01 
       1.661679345453e+00       1.568407913448e+01 
       2.091875609933e+00       8.992946239840e+00 
       2.633515156926e+00       5.113991124129e+00 
       3.315399153289e+00       2.886630825681e+00 
       4.173840244316e+00       1.618443705424e+00 
       5.254553548339e+00       9.018335377427e-01 
