# Matter power spectrum P(k) at redshift z=0
# for k=1.04734e-05 to 5.25455 h/Mpc,
# number of wavenumbers equal to 119
#    1:k (h/Mpc)              2:P (Mpc/h)^3        
       1.047341826243e-05       4.746982999568e+01 
       1.318525239892e-05       5.930165316195e+01 
       1.659924930592e-05       7.408252161288e+01 
       2.089721676792e-05       9.254735823733e+01 
       2.630803722491e-05       1.156142223820e+02 
       3.311985659687e-05       1.444298222437e+02 
       4.169542910477e-05       1.804263362182e+02 
       5.249143525566e-05       2.253922295524e+02 
       6.608280174490e-05       2.815603678101e+02 
       8.319331839921e-05       3.517174881362e+02 
       1.047341826243e-04       4.393396216851e+02 
       1.318525239892e-04       5.487587932221e+02 
       1.659924930592e-04       6.853664561009e+02 
       2.089721676792e-04       8.558584355620e+02 
       2.630803722491e-04       1.068523824122e+03 
       3.311985659687e-04       1.333575148787e+03 
       4.169542910477e-04       1.663508340550e+03 
       5.249143525566e-04       2.073469173177e+03 
       6.608280174490e-04       2.581589397734e+03 
       8.319331839921e-04       3.209233614469e+03 
       1.047341826243e-03       3.981025401973e+03 
       1.318525239892e-03       4.924359843192e+03 
       1.659924930592e-03       6.067868378762e+03 
       2.089721676792e-03       7.439217284285e+03 
       2.630803722491e-03       9.060464575883e+03 
       3.311985659687e-03       1.094162212866e+04 
       4.169542910477e-03       1.307136842749e+04 
       5.249143525566e-03       1.540463051755e+04 
       6.608280174490e-03       1.784808941562e+04 
       8.319331839921e-03       2.024346586217e+04 
       1.047341826243e-02       2.234984213791e+04 
       1.318525239892e-02       2.383776892668e+04 
       1.659924930589e-02       2.430651253785e+04 
       2.089721660966e-02       2.337664973919e+04 
       2.630791517064e-02       2.089721039964e+04 
       3.310278266545e-02       1.726562568858e+04 
       4.112178767552e-02       1.369448963615e+04 
       4.790628827007e-02       1.164421239691e+04 
       5.282242665187e-02       1.062379541408e+04 
       5.687266276680e-02       9.979680853507e+03 
       6.048713924368e-02       9.493398883648e+03 
       6.385726918410e-02       9.073629434355e+03 
       6.708422356736e-02       8.677322548569e+03 
       7.022860457005e-02       8.280108446552e+03 
       7.333018959056e-02       7.870800956497e+03 
       7.641699559410e-02       7.446196865314e+03 
       7.950991500338e-02       7.008941071845e+03 
       8.262529000559e-02       6.566019357489e+03 
       8.577643711185e-02       6.126595990478e+03 
       8.897459779263e-02       5.702010476814e+03 
       9.222955666815e-02       5.301661703958e+03 
       9.555005766204e-02       4.936171726816e+03 
       9.894409227589e-02       4.612022652388e+03 
       1.024191040344e-01       4.333191781812e+03 
       1.059821362664e-01       4.099856734353e+03 
       1.096399405347e-01       3.909093001413e+03 
       1.133990570783e-01       3.753628426115e+03 
       1.172658749375e-01       3.623942055584e+03 
       1.212466770795e-01       3.507933018812e+03 
       1.253476743179e-01       3.392814291263e+03 
       1.295750308144e-01       3.267048078584e+03 
       1.339348832875e-01       3.122203921410e+03 
       1.384333556058e-01       2.955496568531e+03 
       1.430765701509e-01       2.770087452101e+03 
       1.478706571398e-01       2.574879053986e+03 
       1.528217629711e-01       2.382180125082e+03 
       1.579360585777e-01       2.204732819775e+03 
       1.632197487220e-01       2.052472318415e+03 
       1.686790831324e-01       1.930160864189e+03 
       1.743203703668e-01       1.835859084437e+03 
       1.801499952696e-01       1.761858661477e+03 
       1.861744408844e-01       1.696906970926e+03 
       1.924003156767e-01       1.628179520447e+03 
       1.988343869261e-01       1.546178408634e+03 
       2.054836211606e-01       1.449200121542e+03 
       2.123552325365e-01       1.344034169862e+03 
       2.194567401281e-01       1.241706366102e+03 
       2.267960351861e-01       1.152058459215e+03 
       2.343814595738e-01       1.080036233368e+03 
       2.422218968055e-01       1.024379800039e+03 
       2.503268774194e-01       9.773677730027e+02 
       2.587067008331e-01       9.293050803283e+02 
       2.673725763982e-01       8.745248776568e+02 
       2.763367871231e-01       8.137794756447e+02 
       2.856128805309e-01       7.535369931947e+02 
       2.952158924385e-01       7.011308287293e+02 
       3.051626111909e-01       6.586656870008e+02 
       3.154718922124e-01       6.224811587410e+02 
       3.261650358600e-01       5.868114466144e+02 
       3.372662458022e-01       5.482016663220e+02 
       3.488031909594e-01       5.088306884351e+02 
       3.608077021238e-01       4.727796324439e+02 
       3.733166457798e-01       4.419823000590e+02 
       3.863730339830e-01       4.140865424817e+02 
       4.000274529746e-01       3.861260315630e+02 
       4.143399285751e-01       3.579168404184e+02 
       4.293823999897e-01       3.315743936323e+02 
       4.452420566722e-01       3.078332104871e+02 
       4.620259246691e-01       2.854220686084e+02 
       4.798673037780e-01       2.631897422079e+02 
       4.989350181030e-01       2.419818128664e+02 
       5.194470707474e-01       2.223212571329e+02 
       5.416914282045e-01       2.032132961907e+02 
       5.660588009166e-01       1.846932496942e+02 
       5.930965292408e-01       1.670003817261e+02 
       6.236015761018e-01       1.496482959484e+02 
       6.587904759211e-01       1.326761647856e+02 
       7.006315492442e-01       1.157768670722e+02 
       7.525461085357e-01       9.874517047080e+01 
       8.210079804976e-01       8.120593593135e+01 
       9.193237378170e-01       6.282332225686e+01 
       1.074684017740e+00       4.387852932606e+01 
       1.322179872172e+00       2.704039836604e+01 
       1.661679345453e+00       1.570766340439e+01 
       2.091875609933e+00       9.006958861424e+00 
       2.633515156926e+00       5.122135407419e+00 
       3.315399153289e+00       2.891292320908e+00 
       4.173840244316e+00       1.621077776840e+00 
       5.254553548339e+00       9.033090800771e-01 
