# Matter power spectrum P(k) at redshift z=0
# for k=1.04734e-05 to 5.25455 h/Mpc,
# number of wavenumbers equal to 119
#    1:k (h/Mpc)              2:P (Mpc/h)^3        
       1.047341826243e-05       4.746982978941e+01 
       1.318525239892e-05       5.930165275432e+01 
       1.659924930592e-05       7.408252080561e+01 
       2.089721676792e-05       9.254735663749e+01 
       2.630803722491e-05       1.156142192172e+02 
       3.311985659687e-05       1.444298159771e+02 
       4.169542910477e-05       1.804263238086e+02 
       5.249143525566e-05       2.253922049770e+02 
       6.608280174490e-05       2.815603191647e+02 
       8.319331839921e-05       3.517173918255e+02 
       1.047341826243e-04       4.393394310098e+02 
       1.318525239892e-04       5.487584157520e+02 
       1.659924930592e-04       6.853657089578e+02 
       2.089721676792e-04       8.558569568620e+02 
       2.630803722491e-04       1.068520898261e+03 
       3.311985659687e-04       1.333569361662e+03 
       4.169542910477e-04       1.663496900219e+03 
       5.249143525566e-04       2.073446575455e+03 
       6.608280174490e-04       2.581544814204e+03 
       8.319331839921e-04       3.209145799397e+03 
       1.047341826243e-03       3.980852827673e+03 
       1.318525239892e-03       4.924021764635e+03 
       1.659924930592e-03       6.067208854227e+03 
       2.089721676792e-03       7.437937999734e+03 
       2.630803722491e-03       9.058001956625e+03 
       3.311985659687e-03       1.093692925708e+04 
       4.169542910477e-03       1.306254399193e+04 
       5.249143525566e-03       1.538832558859e+04 
       6.608280174490e-03       1.781866976235e+04 
       8.319331839921e-03       2.019200761764e+04 
       1.047341826243e-02       2.226358923626e+04 
       1.318525239892e-02       2.370130193613e+04 
       1.659924930589e-02       2.410763154460e+04 
       2.089721660966e-02       2.311809458766e+04 
       2.630791517064e-02       2.061101382134e+04 
       3.310278266545e-02       1.700888134379e+04 
       4.112178767552e-02       1.351528229486e+04 
       4.790628827007e-02       1.153433125933e+04 
       5.282242665187e-02       1.056059734962e+04 
       5.687266276680e-02       9.952425145074e+03 
       6.048713924368e-02       9.496333277244e+03 
       6.385726918410e-02       9.102882672264e+03 
       6.708422356736e-02       8.729838046385e+03 
       7.022860457005e-02       8.353026723131e+03 
       7.333018959056e-02       7.961262079143e+03 
       7.641699559410e-02       7.551476176921e+03 
       7.950991500338e-02       7.126151156998e+03 
       8.262529000559e-02       6.692526220028e+03 
       8.577643711185e-02       6.260012217671e+03 
       8.897459779263e-02       5.839802571494e+03 
       9.222955666815e-02       5.442828441282e+03 
       9.555005766204e-02       5.079254268566e+03 
       9.894409227589e-02       4.756333723329e+03 
       1.024191040344e-01       4.478576450687e+03 
       1.059821362664e-01       4.246573535122e+03 
       1.096399405347e-01       4.057307616348e+03 
       1.133990570783e-01       3.903984926631e+03 
       1.172658749375e-01       3.776282268124e+03 
       1.212466770795e-01       3.662444735950e+03 
       1.253476743179e-01       3.548700947100e+03 
       1.295750308144e-01       3.423245121298e+03 
       1.339348832875e-01       3.277178868062e+03 
       1.384333556058e-01       3.107356895909e+03 
       1.430765701509e-01       2.917113050526e+03 
       1.478706571398e-01       2.715671313929e+03 
       1.528217629711e-01       2.516208167502e+03 
       1.579360585777e-01       2.332110833893e+03 
       1.632197487220e-01       2.174028789432e+03 
       1.686790831324e-01       2.047096495099e+03 
       1.743203703668e-01       1.949579754435e+03 
       1.801499952696e-01       1.873216473309e+03 
       1.861744408844e-01       1.806159884994e+03 
       1.924003156767e-01       1.734937053711e+03 
       1.988343869261e-01       1.649235389324e+03 
       2.054836211606e-01       1.547309335736e+03 
       2.123552325365e-01       1.436337648328e+03 
       2.194567401281e-01       1.328215364167e+03 
       2.267960351861e-01       1.233332024949e+03 
       2.343814595738e-01       1.157172203218e+03 
       2.422218968055e-01       1.098379480366e+03 
       2.503268774194e-01       1.048683611486e+03 
       2.587067008331e-01       9.977980177113e+02 
       2.673725763982e-01       9.395792780206e+02 
       2.763367871231e-01       8.748333030088e+02 
       2.856128805309e-01       8.105680166030e+02 
       2.952158924385e-01       7.546108462147e+02 
       3.051626111909e-01       7.092621544837e+02 
       3.154718922124e-01       6.706214647825e+02 
       3.261650358600e-01       6.324617831754e+02 
       3.372662458022e-01       5.911042648428e+02 
       3.488031909594e-01       5.488775634689e+02 
       3.608077021238e-01       5.101969251461e+02 
       3.733166457798e-01       4.771505616654e+02 
       3.863730339830e-01       4.471769080824e+02 
       4.000274529746e-01       4.171066506900e+02 
       4.143399285751e-01       3.867548422519e+02 
       4.293823999897e-01       3.584009579990e+02 
       4.452420566722e-01       3.328333675666e+02 
       4.620259246691e-01       3.086774918133e+02 
       4.798673037780e-01       2.847264878174e+02 
       4.989350181030e-01       2.618340315080e+02 
       5.194470707474e-01       2.406289825577e+02 
       5.416914282045e-01       2.199953425433e+02 
       5.660588009166e-01       1.999797754318e+02 
       5.930965292408e-01       1.808698573233e+02 
       6.236015761018e-01       1.621014203163e+02 
       6.587904759211e-01       1.437557444712e+02 
       7.006315492442e-01       1.254618518198e+02 
       7.525461085357e-01       1.070275061037e+02 
       8.210079804976e-01       8.803623422505e+01 
       9.193237378170e-01       6.812308197846e+01 
       1.074684017740e+00       4.759168951193e+01 
       1.322179872172e+00       2.933527398733e+01 
       1.661679345453e+00       1.704382799476e+01 
       2.091875609933e+00       9.773754788175e+00 
       2.633515156926e+00       5.558794391963e+00 
       3.315399153289e+00       3.137772764861e+00 
       4.173840244316e+00       1.759332088189e+00 
       5.254553548339e+00       9.803514171452e-01 
