# Matter power spectrum P(k) at redshift z=0
# for k=1.04734e-05 to 5.25455 h/Mpc,
# number of wavenumbers equal to 119
#    1:k (h/Mpc)              2:P (Mpc/h)^3        
       1.047341826243e-05       4.746983002083e+01 
       1.318525239892e-05       5.930165321165e+01 
       1.659924930592e-05       7.408252171132e+01 
       2.089721676792e-05       9.254735843241e+01 
       2.630803722491e-05       1.156142227679e+02 
       3.311985659687e-05       1.444298230078e+02 
       4.169542910477e-05       1.804263377314e+02 
       5.249143525566e-05       2.253922325491e+02 
       6.608280174490e-05       2.815603737419e+02 
       8.319331839921e-05       3.517174998802e+02 
       1.047341826243e-04       4.393396449358e+02 
       1.318525239892e-04       5.487588392507e+02 
       1.659924930592e-04       6.853665472078e+02 
       2.089721676792e-04       8.558586158769e+02 
       2.630803722491e-04       1.068524180912e+03 
       3.311985659687e-04       1.333575854507e+03 
       4.169542910477e-04       1.663509735716e+03 
       5.249143525566e-04       2.073471929180e+03 
       6.608280174490e-04       2.581594835664e+03 
       8.319331839921e-04       3.209244327149e+03 
       1.047341826243e-03       3.981046459917e+03 
       1.318525239892e-03       4.924401113054e+03 
       1.659924930592e-03       6.067948939700e+03 
       2.089721676792e-03       7.439373707568e+03 
       2.630803722491e-03       9.060766174609e+03 
       3.311985659687e-03       1.094219833237e+04 
       4.169542910477e-03       1.307245628773e+04 
       5.249143525566e-03       1.540665339699e+04 
       6.608280174490e-03       1.785177626234e+04 
       8.319331839921e-03       2.025001527565e+04 
       1.047341826243e-02       2.236110676302e+04 
       1.318525239892e-02       2.385629151867e+04 
       1.659924930589e-02       2.433518791749e+04 
       2.089721660966e-02       2.341763251160e+04 
       2.630791517064e-02       2.094969755741e+04 
       3.310278266545e-02       1.732496530060e+04 
       4.112178767552e-02       1.375429279278e+04 
       4.790628827007e-02       1.170204469462e+04 
       5.282242665187e-02       1.068005641579e+04 
       5.687266276680e-02       1.003465010168e+04 
       6.048713924368e-02       9.547047680285e+03 
       6.385726918410e-02       9.125803981654e+03 
       6.708422356736e-02       8.727871147524e+03 
       7.022860457005e-02       8.328745977127e+03 
       7.333018959056e-02       7.917244903002e+03 
       7.641699559410e-02       7.490256141841e+03 
       7.950991500338e-02       7.050418632834e+03 
       8.262529000559e-02       6.604814803874e+03 
       8.577643711185e-02       6.162704675857e+03 
       8.897459779263e-02       5.735114555366e+03 
       9.222955666815e-02       5.332566506543e+03 
       9.555005766204e-02       4.964784870370e+03 
       9.894409227589e-02       4.638516630591e+03 
       1.024191040344e-01       4.357861941603e+03 
       1.059821362664e-01       4.122954033730e+03 
       1.096399405347e-01       3.930900941007e+03 
       1.133990570783e-01       3.774346598882e+03 
       1.172658749375e-01       3.643699775420e+03 
       1.212466770795e-01       3.526824769861e+03 
       1.253476743179e-01       3.410848284850e+03 
       1.295750308144e-01       3.284192904896e+03 
       1.339348832875e-01       3.138375652538e+03 
       1.384333556058e-01       2.970599128406e+03 
       1.430765701509e-01       2.784048834919e+03 
       1.478706571398e-01       2.587680913609e+03 
       1.528217629711e-01       2.393863566626e+03 
       1.579360585777e-01       2.215399699538e+03 
       1.632197487220e-01       2.062297716585e+03 
       1.686790831324e-01       1.939198651793e+03 
       1.743203703668e-01       1.844392886219e+03 
       1.801499952696e-01       1.769931285158e+03 
       1.861744408844e-01       1.704579234071e+03 
       1.924003156767e-01       1.635447564517e+03 
       1.988343869261e-01       1.552990463131e+03 
       2.054836211606e-01       1.455506274031e+03 
       2.123552325365e-01       1.349812769149e+03 
       2.194567401281e-01       1.246983309666e+03 
       2.267960351861e-01       1.156868199855e+03 
       2.343814595738e-01       1.084524016937e+03 
       2.422218968055e-01       1.028590881381e+03 
       2.503268774194e-01       9.813438969616e+02 
       2.587067008331e-01       9.330618117902e+02 
       2.673725763982e-01       8.780126895217e+02 
       2.763367871231e-01       8.169953716462e+02 
       2.856128805309e-01       7.564891929536e+02 
       2.952158924385e-01       7.038551979028e+02 
       3.051626111909e-01       6.612033478366e+02 
       3.154718922124e-01       6.248606134048e+02 
       3.261650358600e-01       5.890317182654e+02 
       3.372662458022e-01       5.502658850967e+02 
       3.488031909594e-01       5.107335971123e+02 
       3.608077021238e-01       4.745363176584e+02 
       3.733166457798e-01       4.436276793888e+02 
       3.863730339830e-01       4.156064836700e+02 
       4.000274529746e-01       3.875347535491e+02 
       4.143399285751e-01       3.592155296594e+02 
       4.293823999897e-01       3.327711659707e+02 
       4.452420566722e-01       3.089391058208e+02 
       4.620259246691e-01       2.864420908512e+02 
       4.798673037780e-01       2.641261466950e+02 
       4.989350181030e-01       2.428389522231e+02 
       5.194470707474e-01       2.231053802722e+02 
       5.416914282045e-01       2.039269603038e+02 
       5.660588009166e-01       1.853392754955e+02 
       5.930965292408e-01       1.675822149817e+02 
       6.236015761018e-01       1.501676175618e+02 
       6.587904759211e-01       1.331347964748e+02 
       7.006315492442e-01       1.161753161828e+02 
       7.525461085357e-01       9.908363683879e+01 
       8.210079804976e-01       8.148324501169e+01 
       9.193237378170e-01       6.303688310670e+01 
       1.074684017740e+00       4.402696686401e+01 
       1.322179872172e+00       2.713145911176e+01 
       1.661679345453e+00       1.576038668916e+01 
       2.091875609933e+00       9.037133133759e+00 
       2.633515156926e+00       5.139269853698e+00 
       3.315399153289e+00       2.900954624385e+00 
       4.173840244316e+00       1.626480229057e+00 
       5.254553548339e+00       9.063246772005e-01 
