# Matter power spectrum P(k) at redshift z=0
# for k=1.04734e-05 to 5.25455 h/Mpc,
# number of wavenumbers equal to 119
#    1:k (h/Mpc)              2:P (Mpc/h)^3        
       1.047341826243e-05       4.746983010599e+01 
       1.318525239892e-05       5.930165337996e+01 
       1.659924930592e-05       7.408252204463e+01 
       2.089721676792e-05       9.254735909298e+01 
       2.630803722491e-05       1.156142240746e+02 
       3.311985659687e-05       1.444298255953e+02 
       4.169542910477e-05       1.804263428553e+02 
       5.249143525566e-05       2.253922426962e+02 
       6.608280174490e-05       2.815603938273e+02 
       8.319331839921e-05       3.517175396464e+02 
       1.047341826243e-04       4.393397236649e+02 
       1.318525239892e-04       5.487589951072e+02 
       1.659924930592e-04       6.853668557032e+02 
       2.089721676792e-04       8.558592264380e+02 
       2.630803722491e-04       1.068525389030e+03 
       3.311985659687e-04       1.333578244126e+03 
       4.169542910477e-04       1.663514459831e+03 
       5.249143525566e-04       2.073481261123e+03 
       6.608280174490e-04       2.581613248571e+03 
       8.319331839921e-04       3.209280599960e+03 
       1.047341826243e-03       3.981117760004e+03 
       1.318525239892e-03       4.924540844075e+03 
       1.659924930592e-03       6.068221687770e+03 
       2.089721676792e-03       7.439903252275e+03 
       2.630803722491e-03       9.061787050663e+03 
       3.311985659687e-03       1.094414830863e+04 
       4.169542910477e-03       1.307613657324e+04 
       5.249143525566e-03       1.541349324712e+04 
       6.608280174490e-03       1.786423170610e+04 
       8.319331839921e-03       2.027211823374e+04 
       1.047341826243e-02       2.239901251004e+04 
       1.318525239892e-02       2.391840756812e+04 
       1.659924930589e-02       2.443070580107e+04 
       2.089721660966e-02       2.355214562540e+04 
       2.630791517064e-02       2.111908687822e+04 
       3.310278266545e-02       1.750912959576e+04 
       4.112178767552e-02       1.392759649456e+04 
       4.790628827007e-02       1.185597598500e+04 
       5.282242665187e-02       1.081850051831e+04 
       5.687266276680e-02       1.015967619082e+04 
       6.048713924368e-02       9.659415368978e+03 
       6.385726918410e-02       9.225713025919e+03 
       6.708422356736e-02       8.815370633428e+03 
       7.022860457005e-02       8.403961191284e+03 
       7.333018959056e-02       7.980248129112e+03 
       7.641699559410e-02       7.541389133490e+03 
       7.950991500338e-02       7.090122844979e+03 
       8.262529000559e-02       6.633817462202e+03 
       8.577643711185e-02       6.181865494057e+03 
       8.897459779263e-02       5.745337316042e+03 
       9.222955666815e-02       5.334867139450e+03 
       9.555005766204e-02       4.960036427216e+03 
       9.894409227589e-02       4.627591075203e+03 
       1.024191040344e-01       4.341401059885e+03 
       1.059821362664e-01       4.101480438628e+03 
       1.096399405347e-01       3.904742512160e+03 
       1.133990570783e-01       3.743758853182e+03 
       1.172658749375e-01       3.608923758430e+03 
       1.212466770795e-01       3.488090836584e+03 
       1.253476743179e-01       3.368501968274e+03 
       1.295750308144e-01       3.238787028808e+03 
       1.339348832875e-01       3.090584310307e+03 
       1.384333556058e-01       2.921265620466e+03 
       1.430765701509e-01       2.734042673408e+03 
       1.478706571398e-01       2.537755061992e+03 
       1.528217629711e-01       2.344548497846e+03 
       1.579360585777e-01       2.166880164889e+03 
       1.632197487220e-01       2.014608202240e+03 
       1.686790831324e-01       1.892058988263e+03 
       1.743203703668e-01       1.797394433293e+03 
       1.801499952696e-01       1.722813776806e+03 
       1.861744408844e-01       1.657343688800e+03 
       1.924003156767e-01       1.588402791499e+03 
       1.988343869261e-01       1.506706513579e+03 
       2.054836211606e-01       1.410764757177e+03 
       2.123552325365e-01       1.307014890715e+03 
       2.194567401281e-01       1.206306617639e+03 
       2.267960351861e-01       1.118199577172e+03 
       2.343814595738e-01       1.047331732704e+03 
       2.422218968055e-01       9.926187720909e+02 
       2.503268774194e-01       9.462955169129e+02 
       2.587067008331e-01       8.990124236413e+02 
       2.673725763982e-01       8.453440781425e+02 
       2.763367871231e-01       7.860623919078e+02 
       2.856128805309e-01       7.273894935168e+02 
       2.952158924385e-01       6.763888974605e+02 
       3.051626111909e-01       6.350159502597e+02 
       3.154718922124e-01       5.998359721581e+02 
       3.261650358600e-01       5.650616268483e+02 
       3.372662458022e-01       5.276425426064e+02 
       3.488031909594e-01       4.895160378773e+02 
       3.608077021238e-01       4.546470958076e+02 
       3.733166457798e-01       4.248084812273e+02 
       3.863730339830e-01       3.978860249788e+02 
       4.000274529746e-01       3.708101216690e+02 
       4.143399285751e-01       3.435906943299e+02 
       4.293823999897e-01       3.181809813657e+02 
       4.452420566722e-01       2.953301282791e+02 
       4.620259246691e-01       2.737110745417e+02 
       4.798673037780e-01       2.523129763184e+02 
       4.989350181030e-01       2.319110184264e+02 
       5.194470707474e-01       2.130104955067e+02 
       5.416914282045e-01       1.946439369566e+02 
       5.660588009166e-01       1.768566089772e+02 
       5.930965292408e-01       1.598751422820e+02 
       6.236015761018e-01       1.432231935291e+02 
       6.587904759211e-01       1.269469674970e+02 
       7.006315492442e-01       1.107485464092e+02 
       7.525461085357e-01       9.443156626529e+01 
       8.210079804976e-01       7.763717072934e+01 
       9.193237378170e-01       6.004464905209e+01 
       1.074684017740e+00       4.192460043647e+01 
       1.322179872172e+00       2.582872396298e+01 
       1.661679345453e+00       1.500067326634e+01 
       2.091875609933e+00       8.600289746721e+00 
       2.633515156926e+00       4.890871729800e+00 
       3.315399153289e+00       2.760376737112e+00 
       4.173840244316e+00       1.547657061191e+00 
       5.254553548339e+00       8.623626380277e-01 
