# Matter power spectrum P(k) at redshift z=0
# for k=1.04734e-05 to 5.25455 h/Mpc,
# number of wavenumbers equal to 119
#    1:k (h/Mpc)              2:P (Mpc/h)^3        
       1.047341826243e-05       4.746982781686e+01 
       1.318525239892e-05       5.930164885613e+01 
       1.659924930592e-05       7.408251308555e+01 
       2.089721676792e-05       9.254734133787e+01 
       2.630803722491e-05       1.156141889517e+02 
       3.311985659687e-05       1.444297560481e+02 
       4.169542910477e-05       1.804262051327e+02 
       5.249143525566e-05       2.253919699573e+02 
       6.608280174490e-05       2.815598539600e+02 
       8.319331839921e-05       3.517164707923e+02 
       1.047341826243e-04       4.393376075641e+02 
       1.318525239892e-04       5.487548059999e+02 
       1.659924930592e-04       6.853585641160e+02 
       2.089721676792e-04       8.558428165342e+02 
       2.630803722491e-04       1.068492920157e+03 
       3.311985659687e-04       1.333514026173e+03 
       4.169542910477e-04       1.663387519185e+03 
       5.249143525566e-04       2.073230548106e+03 
       6.608280174490e-04       2.581118701481e+03 
       8.319331839921e-04       3.208306783472e+03 
       1.047341826243e-03       3.979204887306e+03 
       1.318525239892e-03       4.920796143434e+03 
       1.659924930592e-03       6.060924892419e+03 
       2.089721676792e-03       7.425775058868e+03 
       2.630803722491e-03       9.034667221238e+03 
       3.311985659687e-03       1.089269649358e+04 
       4.169542910477e-03       1.298005342327e+04 
       5.249143525566e-03       1.523784164731e+04 
       6.608280174490e-03       1.755238309971e+04 
       8.319331839921e-03       1.973953493729e+04 
       1.047341826243e-02       2.153561561778e+04 
       1.318525239892e-02       2.261378656951e+04 
       1.659924930589e-02       2.263310233732e+04 
       2.089721660966e-02       2.134804114508e+04 
       2.630791517064e-02       1.877074703135e+04 
       3.310278266545e-02       1.536301989484e+04 
       4.112178767552e-02       1.219031647931e+04 
       4.790628827007e-02       1.042753403449e+04 
       5.282242665187e-02       9.571668639050e+03 
       5.687266276680e-02       9.041403346290e+03 
       6.048713924368e-02       8.645225690847e+03 
       6.385726918410e-02       8.303698564257e+03 
       6.708422356736e-02       7.977420013660e+03 
       7.022860457005e-02       7.646286821026e+03 
       7.333018959056e-02       7.299442108052e+03 
       7.641699559410e-02       6.934624457352e+03 
       7.950991500338e-02       6.553848040549e+03 
       8.262529000559e-02       6.163636364657e+03 
       8.577643711185e-02       5.772907022897e+03 
       8.897459779263e-02       5.392209608881e+03 
       9.222955666815e-02       5.031903776105e+03 
       9.555005766204e-02       4.701199770780e+03 
       9.894409227589e-02       4.407223463764e+03 
       1.024191040344e-01       4.154188549503e+03 
       1.059821362664e-01       3.943013452266e+03 
       1.096399405347e-01       3.770926480404e+03 
       1.133990570783e-01       3.631524451781e+03 
       1.172658749375e-01       3.516268556489e+03 
       1.212466770795e-01       3.413056338748e+03 
       1.253476743179e-01       3.309879586175e+03 
       1.295750308144e-01       3.195367523011e+03 
       1.339348832875e-01       3.061184053404e+03 
       1.384333556058e-01       2.904591418811e+03 
       1.430765701509e-01       2.728564639338e+03 
       1.478706571398e-01       2.541804763275e+03 
       1.528217629711e-01       2.356480618782e+03 
       1.579360585777e-01       2.185298311705e+03 
       1.632197487220e-01       2.038264220343e+03 
       1.686790831324e-01       1.920294810264e+03 
       1.743203703668e-01       1.829654536899e+03 
       1.801499952696e-01       1.758809127570e+03 
       1.861744408844e-01       1.696641318484e+03 
       1.924003156767e-01       1.630366171346e+03 
       1.988343869261e-01       1.550459469595e+03 
       2.054836211606e-01       1.455177829953e+03 
       2.123552325365e-01       1.351309668916e+03 
       2.194567401281e-01       1.249947115144e+03 
       2.267960351861e-01       1.161010421583e+03 
       2.343814595738e-01       1.089643035507e+03 
       2.422218968055e-01       1.034557637840e+03 
       2.503268774194e-01       9.880402923468e+02 
       2.587067008331e-01       9.403296843099e+02 
       2.673725763982e-01       8.856567803753e+02 
       2.763367871231e-01       8.248095578482e+02 
       2.856128805309e-01       7.643634494484e+02 
       2.952158924385e-01       7.117194041270e+02 
       3.051626111909e-01       6.690814959087e+02 
       3.154718922124e-01       6.327289741298e+02 
       3.261650358600e-01       5.968097098138e+02 
       3.372662458022e-01       5.578925772603e+02 
       3.488031909594e-01       5.181100289973e+02 
       3.608077021238e-01       4.816543877480e+02 
       3.733166457798e-01       4.504961847698e+02 
       3.863730339830e-01       4.222626166386e+02 
       4.000274529746e-01       3.939205995853e+02 
       4.143399285751e-01       3.652949595187e+02 
       4.293823999897e-01       3.385432436426e+02 
       4.452420566722e-01       3.144232264266e+02 
       4.620259246691e-01       2.916343889392e+02 
       4.798673037780e-01       2.690106225460e+02 
       4.989350181030e-01       2.474178384911e+02 
       5.194470707474e-01       2.273832249876e+02 
       5.416914282045e-01       2.079021289404e+02 
       5.660588009166e-01       1.890125488232e+02 
       5.930965292408e-01       1.709512490835e+02 
       6.236015761018e-01       1.532328480671e+02 
       6.587904759211e-01       1.358910154448e+02 
       7.006315492442e-01       1.186143804678e+02 
       7.525461085357e-01       1.011932355165e+02 
       8.210079804976e-01       8.324328411078e+01 
       9.193237378170e-01       6.441926946511e+01 
       1.074684017740e+00       4.500786003988e+01 
       1.322179872172e+00       2.774473154291e+01 
       1.661679345453e+00       1.612043915517e+01 
       2.091875609933e+00       9.244585338657e+00 
       2.633515156926e+00       5.257808536409e+00 
       3.315399153289e+00       2.968024445774e+00 
       4.173840244316e+00       1.664144294033e+00 
       5.254553548339e+00       9.273087297709e-01 
