# dimensionless total lensed [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
  111       4.105944179336e-10       1.247720881226e-13      -4.080295522234e-12       5.077800817228e-16       7.714314463310e-12       1.125588896540e-12      -6.510525476418e-15 
  112       4.150580206955e-10       1.264253895054e-13      -4.165778232169e-12       5.171882773126e-16       7.529777529845e-12       1.104533136314e-12      -6.447117300850e-15 
  113       4.195408786324e-10       1.280374468280e-13      -4.250505279745e-12       5.266964750637e-16       7.350772493315e-12       1.084045369951e-12      -6.382602871797e-15 
  114       4.240424128416e-10       1.296066527251e-13      -4.334403102519e-12       5.363054427115e-16       7.177258408998e-12       1.064120051625e-12      -6.317017854933e-15 
  115       4.285619393251e-10       1.311314188099e-13      -4.417397718018e-12       5.460159679240e-16       7.009157940357e-12       1.044747414602e-12      -6.250394412917e-15 
  116       4.330986655307e-10       1.326101768979e-13      -4.499414751863e-12       5.558288585517e-16       6.846356247032e-12       1.025913341748e-12      -6.182761042147e-15 
  117       4.376516868922e-10       1.340413802312e-13      -4.580379465879e-12       5.657449428769e-16       6.688699872828e-12       1.007599236039e-12      -6.114142409526e-15 
  118       4.422199833707e-10       1.354235047024e-13      -4.660216786213e-12       5.757650698639e-16       6.535995633704e-12       9.897818910693e-13      -6.044559189215e-15 
  119       4.468024159946e-10       1.367550500789e-13      -4.738851331457e-12       5.858901094088e-16       6.388009505758e-12       9.724333615616e-13      -5.974027899398e-15 
  120       4.513977234008e-10       1.380345412267e-13      -4.816207440760e-12       5.961209525888e-16       6.244465513220e-12       9.555208338770e-13      -5.902560739043e-15 
  121       4.560045183752e-10       1.392605293347e-13      -4.892209201947e-12       6.064585119128e-16       6.105044616440e-12       9.390064965242e-13      -5.830165424655e-15 
  122       4.606212843935e-10       1.404315931385e-13      -4.966780479636e-12       6.169037215703e-16       5.969383599872e-12       9.228474106690e-13      -5.756845027043e-15 
  123       4.652465575130e-10       1.415463877471e-13      -5.039845909724e-12       6.274575051013e-16       5.837153459613e-12       9.070055577721e-13      -5.682626441100e-15 
  124       4.698795030772e-10       1.426037948659e-13      -5.111333952320e-12       6.381206736661e-16       5.708307131423e-12       8.914795653381e-13      -5.607649846258e-15 
  125       4.745193990537e-10       1.436027922186e-13      -5.181174244162e-12       6.488940165047e-16       5.582858259011e-12       8.762763988168e-13      -5.532089263635e-15 
  126       4.791654546360e-10       1.445424090729e-13      -5.249296699015e-12       6.597783324641e-16       5.460803762041e-12       8.614014620162e-13      -5.456124904946e-15 
  127       4.838168082434e-10       1.454217278393e-13      -5.315631543388e-12       6.707744299914e-16       5.342123349614e-12       8.468585476834e-13      -5.379943234540e-15 
