# Matter power spectrum P(k) at redshift z=0
# for k=1.04734e-05 to 5.25455 h/Mpc,
# number of wavenumbers equal to 119
#    1:k (h/Mpc)              2:P (Mpc/h)^3        
       1.047341826243e-05       4.746983032877e+01 
       1.318525239892e-05       5.930165382021e+01 
       1.659924930592e-05       7.408252291651e+01 
       2.089721676792e-05       9.254736082088e+01 
       2.630803722491e-05       1.156142274927e+02 
       3.311985659687e-05       1.444298323635e+02 
       4.169542910477e-05       1.804263562583e+02 
       5.249143525566e-05       2.253922692388e+02 
       6.608280174490e-05       2.815604463668e+02 
       8.319331839921e-05       3.517176436670e+02 
       1.047341826243e-04       4.393399296050e+02 
       1.318525239892e-04       5.487594027988e+02 
       1.659924930592e-04       6.853676626726e+02 
       2.089721676792e-04       8.558608235663e+02 
       2.630803722491e-04       1.068528549297e+03 
       3.311985659687e-04       1.333584495123e+03 
       4.169542910477e-04       1.663526817909e+03 
       5.249143525566e-04       2.073505673951e+03 
       6.608280174490e-04       2.581661420383e+03 
       8.319331839921e-04       3.209375505329e+03 
       1.047341826243e-03       3.981304338400e+03 
       1.318525239892e-03       4.924906576483e+03 
       1.659924930592e-03       6.068935831847e+03 
       2.089721676792e-03       7.441290558817e+03 
       2.630803722491e-03       9.064463955118e+03 
       3.311985659687e-03       1.094926871944e+04 
       4.169542910477e-03       1.308582232135e+04 
       5.249143525566e-03       1.543155807309e+04 
       6.608280174490e-03       1.789731439851e+04 
       8.319331839921e-03       2.033136175397e+04 
       1.047341826243e-02       2.250202313003e+04 
       1.318525239892e-02       2.409087912587e+04 
       1.659924930589e-02       2.470513922155e+04 
       2.089721660966e-02       2.396100267531e+04 
       2.630791517064e-02       2.167711917241e+04 
       3.310278266545e-02       1.819701034106e+04 
       4.112178767552e-02       1.470158709480e+04 
       4.790628827007e-02       1.267783712965e+04 
       5.282242665187e-02       1.167193171055e+04 
       5.687266276680e-02       1.103722631019e+04 
       6.048713924368e-02       1.055501469480e+04 
       6.385726918410e-02       1.013229642352e+04 
       6.708422356736e-02       9.725762419558e+03 
       7.022860457005e-02       9.309540395987e+03 
       7.333018959056e-02       8.873556438683e+03 
       7.641699559410e-02       8.414632600993e+03 
       7.950991500338e-02       7.935950172588e+03 
       8.262529000559e-02       7.446619883217e+03 
       8.577643711185e-02       6.957605061983e+03 
       8.897459779263e-02       6.481757824296e+03 
       9.222955666815e-02       6.031637249804e+03 
       9.555005766204e-02       5.618498996288e+03 
       9.894409227589e-02       5.250622607265e+03 
       1.024191040344e-01       4.932941544684e+03 
       1.059821362664e-01       4.666239955710e+03 
       1.096399405347e-01       4.446608814744e+03 
       1.133990570783e-01       4.266458981948e+03 
       1.172658749375e-01       4.115008615381e+03 
       1.212466770795e-01       3.978525808583e+03 
       1.253476743179e-01       3.842577816983e+03 
       1.295750308144e-01       3.694211944429e+03 
       1.339348832875e-01       3.524284898315e+03 
       1.384333556058e-01       3.329603833449e+03 
       1.430765701509e-01       3.114258574738e+03 
       1.478706571398e-01       2.888339434263e+03 
       1.528217629711e-01       2.665817910940e+03 
       1.579360585777e-01       2.461078316229e+03 
       1.632197487220e-01       2.285198788295e+03 
       1.686790831324e-01       2.143122490148e+03 
       1.743203703668e-01       2.032864373792e+03 
       1.801499952696e-01       1.945277632063e+03 
       1.861744408844e-01       1.868007762655e+03 
       1.924003156767e-01       1.787116074790e+03 
       1.988343869261e-01       1.692008862268e+03 
       2.054836211606e-01       1.581090277111e+03 
       2.123552325365e-01       1.461902200596e+03 
       2.194567401281e-01       1.346601378360e+03 
       2.267960351861e-01       1.245595936694e+03 
       2.343814595738e-01       1.164280326587e+03 
       2.422218968055e-01       1.101047636571e+03 
       2.503268774194e-01       1.047432814275e+03 
       2.587067008331e-01       9.930958330209e+02 
       2.673725763982e-01       9.319366752225e+02 
       2.763367871231e-01       8.648158419648e+02 
       2.856128805309e-01       7.986851687526e+02 
       2.952158924385e-01       7.412082912826e+02 
       3.051626111909e-01       6.945407363010e+02 
       3.154718922124e-01       6.547623521991e+02 
       3.261650358600e-01       6.157324675442e+02 
       3.372662458022e-01       5.739072084148e+02 
       3.488031909594e-01       5.314932531048e+02 
       3.608077021238e-01       4.927689004418e+02 
       3.733166457798e-01       4.596963632010e+02 
       3.863730339830e-01       4.298141737381e+02 
       4.000274529746e-01       4.000012856770e+02 
       4.143399285751e-01       3.700780209497e+02 
       4.293823999897e-01       3.422146640546e+02 
       4.452420566722e-01       3.171533827296e+02 
       4.620259246691e-01       2.935586992362e+02 
       4.798673037780e-01       2.702510166932e+02 
       4.989350181030e-01       2.480753800625e+02 
       5.194470707474e-01       2.275655234683e+02 
       5.416914282045e-01       2.076873230886e+02 
       5.660588009166e-01       1.884824495013e+02 
       5.930965292408e-01       1.701749285670e+02 
       6.236015761018e-01       1.522722393507e+02 
       6.587904759211e-01       1.348070964484e+02 
       7.006315492442e-01       1.174636067625e+02 
       7.525461085357e-01       1.000321342683e+02 
       8.210079804976e-01       8.213293227814e+01 
       9.193237378170e-01       6.343058548588e+01 
       1.074684017740e+00       4.422028539700e+01 
       1.322179872172e+00       2.720326946199e+01 
       1.661679345453e+00       1.578265308690e+01 
       2.091875609933e+00       9.042319986067e+00 
       2.633515156926e+00       5.139574137148e+00 
       3.315399153289e+00       2.900181218769e+00 
       4.173840244316e+00       1.625711419027e+00 
       5.254553548339e+00       9.057784235292e-01 
