# Matter power spectrum P(k) at redshift z=0
# for k=1.04734e-05 to 5.25455 h/Mpc,
# number of wavenumbers equal to 119
#    1:k (h/Mpc)              2:P (Mpc/h)^3        
       1.047341826243e-05       4.746982989874e+01 
       1.318525239892e-05       5.930165297038e+01 
       1.659924930592e-05       7.408252123350e+01 
       2.089721676792e-05       9.254735748548e+01 
       2.630803722491e-05       1.156142208947e+02 
       3.311985659687e-05       1.444298192986e+02 
       4.169542910477e-05       1.804263303862e+02 
       5.249143525566e-05       2.253922180030e+02 
       6.608280174490e-05       2.815603449489e+02 
       8.319331839921e-05       3.517174428742e+02 
       1.047341826243e-04       4.393395320755e+02 
       1.318525239892e-04       5.487586158258e+02 
       1.659924930592e-04       6.853661049706e+02 
       2.089721676792e-04       8.558577406199e+02 
       2.630803722491e-04       1.068522449040e+03 
       3.311985659687e-04       1.333572428919e+03 
       4.169542910477e-04       1.663502963556e+03 
       5.249143525566e-04       2.073458551552e+03 
       6.608280174490e-04       2.581568440166e+03 
       8.319331839921e-04       3.209192328820e+03 
       1.047341826243e-03       3.980944248519e+03 
       1.318525239892e-03       4.924200802483e+03 
       1.659924930592e-03       6.067557940798e+03 
       2.089721676792e-03       7.438614569042e+03 
       2.630803722491e-03       9.059302651880e+03 
       3.311985659687e-03       1.093940278087e+04 
       4.169542910477e-03       1.306717985206e+04 
       5.249143525566e-03       1.539684625863e+04 
       6.608280174490e-03       1.783391464932e+04 
       8.319331839921e-03       2.021830789325e+04 
       1.047341826243e-02       2.230672261561e+04 
       1.318525239892e-02       2.376697465902e+04 
       1.659924930589e-02       2.419753857394e+04 
       2.089721660966e-02       2.322176740335e+04 
       2.630791517064e-02       2.070109545979e+04 
       3.310278266545e-02       1.704654819039e+04 
       4.112178767552e-02       1.347652597712e+04 
       4.790628827007e-02       1.143513389034e+04 
       5.282242665187e-02       1.042155188397e+04 
       5.687266276680e-02       9.782719933847e+03 
       6.048713924368e-02       9.301582235450e+03 
       6.385726918410e-02       8.887417116167e+03 
       6.708422356736e-02       8.497032358664e+03 
       7.022860457005e-02       8.106805572236e+03 
       7.333018959056e-02       7.704881016611e+03 
       7.641699559410e-02       7.289169096300e+03 
       7.950991500338e-02       6.861139684706e+03 
       8.262529000559e-02       6.427617811883e+03 
       8.577643711185e-02       5.997686025845e+03 
       8.897459779263e-02       5.582079999280e+03 
       9.222955666815e-02       5.191155683825e+03 
       9.555005766204e-02       4.833686572691e+03 
       9.894409227589e-02       4.516860332197e+03 
       1.024191040344e-01       4.244408962366e+03 
       1.059821362664e-01       4.016488347631e+03 
       1.096399405347e-01       3.830142123195e+03 
       1.133990570783e-01       3.678562460333e+03 
       1.172658749375e-01       3.552103888453e+03 
       1.212466770795e-01       3.439072487338e+03 
       1.253476743179e-01       3.326799280677e+03 
       1.295750308144e-01       3.204153445615e+03 
       1.339348832875e-01       3.062658170840e+03 
       1.384333556058e-01       2.899693363979e+03 
       1.430765701509e-01       2.718316832838e+03 
       1.478706571398e-01       2.527237474022e+03 
       1.528217629711e-01       2.338536785966e+03 
       1.579360585777e-01       2.164702076615e+03 
       1.632197487220e-01       2.015619357495e+03 
       1.686790831324e-01       1.895803863604e+03 
       1.743203703668e-01       1.803509794639e+03 
       1.801499952696e-01       1.731121064731e+03 
       1.861744408844e-01       1.667582861346e+03 
       1.924003156767e-01       1.600294287003e+03 
       1.988343869261e-01       1.519880982643e+03 
       2.054836211606e-01       1.424819323856e+03 
       2.123552325365e-01       1.321587379181e+03 
       2.194567401281e-01       1.221120506626e+03 
       2.267960351861e-01       1.133130559617e+03 
       2.343814595738e-01       1.062414644755e+03 
       2.422218968055e-01       1.007882079617e+03 
       2.503268774194e-01       9.617290238618e+02 
       2.587067008331e-01       9.144771274302e+02 
       2.673725763982e-01       8.606626424189e+02 
       2.763367871231e-01       8.009439525046e+02 
       2.856128805309e-01       7.417324048610e+02 
       2.952158924385e-01       6.902169184480e+02 
       3.051626111909e-01       6.484613560263e+02 
       3.154718922124e-01       6.128887382958e+02 
       3.261650358600e-01       5.777675597238e+02 
       3.372662458022e-01       5.398272695731e+02 
       3.488031909594e-01       5.010923134715e+02 
       3.608077021238e-01       4.656613249991e+02 
       3.733166457798e-01       4.353206687929e+02 
       3.863730339830e-01       4.078726766814e+02 
       4.000274529746e-01       3.803789445676e+02 
       4.143399285751e-01       3.525789684910e+02 
       4.293823999897e-01       3.266419914986e+02 
       4.452420566722e-01       3.032774756899e+02 
       4.620259246691e-01       2.812067081620e+02 
       4.798673037780e-01       2.593182743753e+02 
       4.989350181030e-01       2.384322885236e+02 
       5.194470707474e-01       2.190689867909e+02 
       5.416914282045e-01       2.002487947236e+02 
       5.660588009166e-01       1.820060522066e+02 
       5.930965292408e-01       1.645763443107e+02 
       6.236015761018e-01       1.474815922390e+02 
       6.587904759211e-01       1.307599250004e+02 
       7.006315492442e-01       1.141088726684e+02 
       7.525461085357e-01       9.732615977490e+01 
       8.210079804976e-01       8.004221728845e+01 
       9.193237378170e-01       6.192548565815e+01 
       1.074684017740e+00       4.325334810192e+01 
       1.322179872172e+00       2.665622118822e+01 
       1.661679345453e+00       1.548495452701e+01 
       2.091875609933e+00       8.879465755504e+00 
       2.633515156926e+00       5.049669432181e+00 
       3.315399153289e+00       2.850366575983e+00 
       4.173840244316e+00       1.598120535764e+00 
       5.254553548339e+00       8.905466713762e-01 
