# Matter power spectrum P(k) at redshift z=0
# for k=1.04734e-05 to 5.25455 h/Mpc,
# number of wavenumbers equal to 119
#    1:k (h/Mpc)              2:P (Mpc/h)^3        
       1.047341826243e-05       4.746983026385e+01 
       1.318525239892e-05       5.930165369191e+01 
       1.659924930592e-05       7.408252266242e+01 
       2.089721676792e-05       9.254736031732e+01 
       2.630803722491e-05       1.156142264966e+02 
       3.311985659687e-05       1.444298303910e+02 
       4.169542910477e-05       1.804263523522e+02 
       5.249143525566e-05       2.253922615035e+02 
       6.608280174490e-05       2.815604310553e+02 
       8.319331839921e-05       3.517176133524e+02 
       1.047341826243e-04       4.393398695881e+02 
       1.318525239892e-04       5.487592839856e+02 
       1.659924930592e-04       6.853674274981e+02 
       2.089721676792e-04       8.558603581157e+02 
       2.630803722491e-04       1.068527628300e+03 
       3.311985659687e-04       1.333582673387e+03 
       4.169542910477e-04       1.663523216360e+03 
       5.249143525566e-04       2.073498559191e+03 
       6.608280174490e-04       2.581647381227e+03 
       8.319331839921e-04       3.209347845588e+03 
       1.047341826243e-03       3.981249959124e+03 
       1.318525239892e-03       4.924799975189e+03 
       1.659924930592e-03       6.068727661797e+03 
       2.089721676792e-03       7.440886110098e+03 
       2.630803722491e-03       9.063683376334e+03 
       3.311985659687e-03       1.094777511470e+04 
       4.169542910477e-03       1.308299551114e+04 
       5.249143525566e-03       1.542628123268e+04 
       6.608280174490e-03       1.788763800534e+04 
       8.319331839921e-03       2.031399756590e+04 
       1.047341826243e-02       2.247172776852e+04 
       1.318525239892e-02       2.403989010144e+04 
       1.659924930589e-02       2.462343520831e+04 
       2.089721660966e-02       2.383765429181e+04 
       2.630791517064e-02       2.150583174550e+04 
       3.310278266545e-02       1.797991849550e+04 
       4.112178767552e-02       1.444922913602e+04 
       4.790628827007e-02       1.240152745332e+04 
       5.282242665187e-02       1.137892174484e+04 
       5.687266276680e-02       1.073078261861e+04 
       6.048713924368e-02       1.023735050854e+04 
       6.385726918410e-02       9.806631687075e+03 
       6.708422356736e-02       9.394860074782e+03 
       7.022860457005e-02       8.976104238715e+03 
       7.333018959056e-02       8.540961676992e+03 
       7.641699559410e-02       8.086498119863e+03 
       7.950991500338e-02       7.614740270931e+03 
       8.262529000559e-02       7.135136111831e+03 
       8.577643711185e-02       6.657622946142e+03 
       8.897459779263e-02       6.194628451294e+03 
       9.222955666815e-02       5.757615385052e+03 
       9.555005766204e-02       5.357510891952e+03 
       9.894409227589e-02       5.001991384556e+03 
       1.024191040344e-01       4.695181655922e+03 
       1.059821362664e-01       4.437869956020e+03 
       1.096399405347e-01       4.226212191288e+03 
       1.133990570783e-01       4.053097221544e+03 
       1.172658749375e-01       3.907204399650e+03 
       1.212466770795e-01       3.776563971305e+03 
       1.253476743179e-01       3.646516990654e+03 
       1.295750308144e-01       3.505350480282e+03 
       1.339348832875e-01       3.344030453404e+03 
       1.384333556058e-01       3.159741605887e+03 
       1.430765701509e-01       2.955975888318e+03 
       1.478706571398e-01       2.742349276879e+03 
       1.528217629711e-01       2.532209660851e+03 
       1.579360585777e-01       2.338977150825e+03 
       1.632197487220e-01       2.173132675125e+03 
       1.686790831324e-01       2.039505867775e+03 
       1.743203703668e-01       1.936056692132e+03 
       1.801499952696e-01       1.854335845465e+03 
       1.861744408844e-01       1.782424238032e+03 
       1.924003156767e-01       1.706966290182e+03 
       1.988343869261e-01       1.617873916918e+03 
       2.054836211606e-01       1.513561499095e+03 
       2.123552325365e-01       1.401155183784e+03 
       2.194567401281e-01       1.292171360884e+03 
       2.267960351861e-01       1.196763492534e+03 
       2.343814595738e-01       1.120063607909e+03 
       2.422218968055e-01       1.060600879129e+03 
       2.503268774194e-01       1.010311274176e+03 
       2.587067008331e-01       9.591469083824e+02 
       2.673725763982e-01       9.012647641620e+02 
       2.763367871231e-01       8.374551414330e+02 
       2.856128805309e-01       7.744158434056e+02 
       2.952158924385e-01       7.196016629789e+02 
       3.051626111909e-01       6.751644660101e+02 
       3.154718922124e-01       6.372900464594e+02 
       3.261650358600e-01       6.000356187811e+02 
       3.372662458022e-01       5.599612117765e+02 
       3.488031909594e-01       5.191907364312e+02 
       3.608077021238e-01       4.819160419491e+02 
       3.733166457798e-01       4.500797043194e+02 
       3.863730339830e-01       4.212824019656e+02 
       4.000274529746e-01       3.924829918123e+02 
       4.143399285751e-01       3.634992536482e+02 
       4.293823999897e-01       3.364702655981e+02 
       4.452420566722e-01       3.121351815077e+02 
       4.620259246691e-01       2.891920309333e+02 
       4.798673037780e-01       2.664739283359e+02 
       4.989350181030e-01       2.448308195701e+02 
       5.194470707474e-01       2.247883262143e+02 
       5.416914282045e-01       2.053347354166e+02 
       5.660588009166e-01       1.865037001959e+02 
       5.930965292408e-01       1.685334420623e+02 
       6.236015761018e-01       1.509303491720e+02 
       6.587904759211e-01       1.337320797348e+02 
       7.006315492442e-01       1.166271811862e+02 
       7.525461085357e-01       9.940843018425e+01 
       8.210079804976e-01       8.169809004204e+01 
       9.193237378170e-01       6.315968889667e+01 
       1.074684017740e+00       4.408040697978e+01 
       1.322179872172e+00       2.714577536780e+01 
       1.661679345453e+00       1.576091963449e+01 
       2.091875609933e+00       9.034581293195e+00 
       2.633515156926e+00       5.136790345035e+00 
       3.315399153289e+00       2.899188185308e+00 
       4.173840244316e+00       1.625371228688e+00 
       5.254553548339e+00       9.056547114361e-01 
